pointid       X              Y                       multiplier
81     980038.811078566     125553.525375533              2.0052450E-01
82     979974.362371852     124586.794774821              6.4597490E-01
83     980597.366536756     124436.414459154              1.0101010E+00
84     981263.336506135     124436.414459154              2.9303940E+00
85     980726.263950184     125403.145059867              1.5391320E-01
86     980769.22975466      126262.461149389              5.6084330E-01
87     981112.956190469     126928.431118768              1.6335740E-01
88     981757.44325761      127529.952381434              8.8946910E-01
89     982466.379031466     127250.674652339              1.3716080E+00
90     983454.592534417     127680.3326971                5.5646030E-01
91     984378.357330653     128131.473644099              8.5779805E-02
92     984163.528308272     127014.36272772               4.7075960E-01
93     983218.280609798     126434.324367293              4.5414541E-02
94     982015.238084467     125553.525375533              8.0171140E-01
95     981757.44325761      126283.944051627              4.0217790E-01
96     982960.485782941     125102.384428534              4.0957960E-01
97     983368.660925464     124715.692188249              2.4645844E-02
98     984056.113797082     124371.96575244               7.8090750E-01
99     984657.635059747     124286.034143488              1.7832270E+00
100    984936.912788842     125274.247646438              1.2095260E+01
101    983733.870263511     125682.422788961              4.1010030E-01
102    984249.459917224     126305.426953865              8.8259900E-01
103    985151.741811223     126047.632127008              9.6731490E-01
104    985667.331464936     124307.517045726              4.2079610E-01
105    985194.707615699     123491.16676068               5.6219798E-02
106    985774.745976126     123405.235151728              2.6718890E-01
107    986440.715945506     123834.893196489              5.3220820E-01
108    986891.856892505     123620.064174108              3.9508820E-01
109    986977.788501457     123104.474520395              6.3201640E-01
110    986483.681749982     123233.371933823              1.0568960E+00
111    985968.092096269     123018.542911443              7.9269370E-01
112    986247.369825363     122417.021648777              5.6145790E-01
113    986762.959479077     122352.572942063              4.6844123E-02
114    986999.271403695     121450.291048065              3.1672780E+00
115    986827.408185791     122803.713889062              9.3365390E-01
116    987514.861057408     123340.786445014              5.0189110E+00
117    987966.002004407     122760.748084586              6.8086420E+00
118    988481.591658121     122825.1967913                1.5513260E+00
119    987364.480741742     122266.641333111              1.2290040E+00
120    987450.412350694     121579.188461493              1.2031830E+00
121    987987.484906645     120891.735589876              8.1688360E-01
122    988266.76263574      121557.705559255              5.3998310E-01
123    987966.002004407     122137.743919683              1.6770200E+00
124    978083.866974904     125080.901526296              1.4977470E+00
125    978792.802748759     125274.247646438              9.9488920E+00
126    977589.760223428     126155.046638198              2.5861240E-01
127    977675.69183238      124457.897361392              1.5622810E+00
128    978577.973726379     124436.414459154              4.7238980E+00
129    979437.289815901     124586.794774821              1.1447420E-01
130    982466.379031466     126498.773074007              1.0992930E+00
131    982745.656760561     125703.905691199              5.1715690E-01
132    983454.592534417     127035.845629959              3.8620620E-01
133    986311.818532077     123448.200956204              6.4465800E-01
134    986698.510772362     123330.044993895              1.0911950E+00
135    986698.510772362     123018.542911443              1.5200210E+00
136    987224.841877195     123340.786445014              2.7924030E-01
137    987342.997839504     122964.835655848              5.5055320E+00
138    987138.910268242     122696.299377872              6.0757300E-01
139    986408.491592149     122954.094204729              1.2871190E+00
140    986537.389005577     122341.831490944              2.6173800E-01
141    985710.297269412     122717.78228011               7.7291200E-01
142    986096.989509697     123244.113384942              9.0459310E-01
143    986977.788501457     123276.337738299              1.0016880E+00
144    986741.476576839     123770.444489775              6.4238350E-01
145    986601.837712291     123598.58127187               6.4443240E-01
146    987181.876072719     123018.542911443              7.8054860E-01
147    986999.271403695     122470.728904372              2.7827930E-01
148    986634.062065648     122588.884866682              6.6645540E-01
149    986666.286419005     122094.778115207              4.8186184E-02
150    986064.76515634      122696.299377872              7.8233420E-01
151    986805.925283553     121708.085874922              2.8038400E+01
152    986311.818532077     122084.036664088              5.0117760E-01
153    985484.726795912     123104.474520395              5.0374790E-01
154    986043.282254102     123534.132565156              5.0799830E-01
155    986150.696765292     124071.205121107              5.5949420E-01
156    987020.754305933     123394.493700609              5.7370970E-01
157    987321.514937266     123512.649662918              3.5183530E-01
158    986258.111276482     123072.250167038              1.1272140E+00
159    987675.982824194     122578.143415563              4.0307670E+00
160    987514.861057408     122717.78228011               1.7127580E+01
161    987901.553297693     121686.602972684              2.3579470E+00
162    978535.007921903     125037.93572182               7.4228920E+00
163    978696.129688688     124704.95073713               2.4413400E-01
164    977235.2923365       124468.638812511              5.1693350E-01
165    977052.687667477     125779.095849032              8.9924460E-01
166    979211.719342401     125435.369413224              1.3086160E+00
167    978782.06129764      124049.722218869              2.7344320E-01
168    977783.106343571     123781.185940894              1.1695140E+00
169    977740.140539095     122878.904046895              7.6201850E-01
170    979781.01625171      124683.467834892              2.0812680E-01
171    979437.289815901     125209.798939724              3.3540410E-01
172    976537.098013764     124823.106699439              1.6224420E+01
173    976085.957066765     125660.939886723              9.3583290E-01
174    975720.747728718     125231.281841962              3.7189040E-01
175    975430.728548504     124866.072503915              4.2414340E-01
176    976848.600096216     124124.912376702              2.5751010E+00
177    976494.132209288     123265.59628718               3.6895710E+01
178    978910.958711069     124866.072503915              6.4658555E-02
179    977890.520854761     124157.13673006               1.2401700E+00
180    978223.505839451     124425.673008035              2.9935950E+00
181    977342.706847691     123663.029978584              7.7273580E-01
182    977031.204765239     125295.730548676              3.4387060E-01
183    980382.537514375     125091.642977415              6.4234510E-01
184    980597.366536756     125832.803104628              2.9858410E-01
185    980081.776883042     123813.410294251              4.7884280E-01
186    980575.883634518     123781.185940894              1.6671870E+00
187    981360.009566206     125177.574586367              7.8183130E-01
188    983014.193038537     127175.484494506              1.1723960E+00
189    984754.308119819     125607.232631128              3.4782380E+00
190    983357.919474345     125424.627962105              2.8811480E-01
191    984313.908623939     125037.93572182               7.5563810E-01
192    983035.675940775     124565.311872583              5.0000000E-03
193    974463.997947792     124318.258496845              1.3369400E+00
194    975215.899526124     126369.875660579              3.7253020E+00
195    975892.610946622     127755.522854933              6.4312230E+00
196    983583.489947845     128410.751373194              3.6168290E-01
197    976064.474164527     123996.014963274              2.5999210E+00
198    974560.671007863     124919.77975951               8.5167596E-03
199    981542.61423523      125907.993262461              9.9439330E-01
200    975763.713533194     126982.138374363              1.3703321E-02
201    978749.836944283     126380.617111698              1.9034040E-01
202    980296.605905423     124296.775594607              2.0090410E+00
203    984593.186353034     124790.882346082              1.1715310E+00
204    987214.100426076     122041.070859611              1.7773220E-01
205    977826.072148047     124919.77975951               1.4473630E+00
206    975011.811954862     125134.608781891              1.1426180E-01
207    977761.623441333     125499.818119938              7.1619740E-01
208    979480.255620377     126423.582916174              1.0510920E+01
209    985098.034555628     124554.570421464              7.1843660E-01
210    985806.970329483     124747.916541606              2.6307140E+00
211    984765.049570938     123598.58127187               1.0000000E+02
212    980876.64426585      126552.480329602              6.6287250E-01
213    987504.11960629      121031.374454423              5.6497120E-01
214    986784.442381315     123480.425309561              1.5658810E-01
215    986891.856892505     123362.269347252              2.1870860E-01
216    987214.100426076     123168.923227109              8.2214410E-01
217    986773.700930196     123147.440324871              1.3922780E+00
218    986988.529952576     122878.904046895              6.6473750E-01
219    986472.940298863     123523.391114037              5.1339890E-01
220    986950.93487366      123496.537486239              1.0729370E-01
221    987332.256388385     122803.713889062              1.8362870E+00
222    986827.408185791     123346.157170573              6.9494610E-01
223    986698.510772363     123448.200956204              8.1978440E-01
224    986591.096261172     123313.932817216              5.2296390E-01
225    986607.208437851     122921.869851372              1.4287100E+00
226    987079.832287088     122272.012058671              2.1511080E-01
227    978459.81776407      124592.16550038               9.2841580E-01
228    978266.471643927     124957.374838427              1.9845000E+00
229    978379.256880677     125182.945311927              7.1814880E+00
230    978884.105083271     126155.046638198              1.8117790E+00
231    977407.155554405     124887.555406153              2.7496100E+00
232    978889.475808831     124377.336478                 5.0275770E+00
233    979383.582560306     124849.960327237              6.3863949E-02
234    979689.713917198     125338.696353152              4.0258040E-01
235    979695.084642758     125762.983672354              2.9441040E-01
236    978642.422433093     125902.622536901              8.0006760E-01
237    981870.22849436      126171.158814877              7.4228080E+00
238    981612.433667504     126300.056228305              1.1579800E-01
239    981231.112152778     126090.597931484              2.9550720E+00
240    980924.980795886     125682.422788961              9.6474631E-02
241    980382.537514375     125435.369413224              3.3847950E-01
242    982111.911144538     124876.813955034              5.5420740E-01
243    976730.444133906     127089.552885554              2.2672860E-01
244    975731.489179837     126530.997427364              4.8131010E+00
245    976053.732713408     126735.084998626              1.6819465E-02
246    975989.284006693     127196.967396744              2.4327680E+01
247    975473.69435298      126165.788089317              2.1919210E+01
248    976010.766908931     126230.236796032              4.9680190E+01
249    975398.504195147     124286.034143488              1.1126290E-01
250    975323.314037314     123931.56625656               1.8421330E+00
251    975484.435804099     124049.722218869              2.8523400E+01
252    975087.002112695     123684.512880822              2.0807380E+00
253    974839.948736958     123340.786445014              2.7491900E+00
254    975484.435804099     123544.874016275              2.1740180E-01
255    974421.032143316     125274.247646438              6.1554176E-03
256    974324.359083244     125091.642977415              6.5373759E-03
257    974356.583436601     124855.331052796              3.8090040E-01
258    974829.207285839     124909.038308391              3.0816390E-01
259    976397.459149216     125865.027457985              1.9508510E+00
260    976171.888675717     124382.707203559              1.0733490E+00
261    976569.322367121     124286.034143488              8.3459270E-01
262    976386.717698097     124135.653827822              5.2917660E-01
263    976827.117193977     124898.296857272              4.7733030E+00
264    977374.931201048     125424.627962105              2.9867620E-01
265    976494.132209288     128346.30266648               6.2666580E+00
266    975291.089683957     127293.640456815              1.7006000E-01
267    976859.341547335     126627.670487436              4.3590843E-02
268    984346.132977296     124167.878181179              1.0000000E+02
269    984625.41070639      127218.450298982              5.4263420E-01
270    976741.185585025     125972.441969175              2.1024000E+00
271    977385.672652167     125907.993262461              3.9390730E-01
272    981531.872784111     125639.456984485              7.9825310E+01
273    983540.524143369     124479.38026363               2.7612059E-02
274    981918.565024396     124404.190105797              2.2174610E-01
275    980264.381552066     125961.700518056              1.4825850E-01
276    982734.915309442     127691.074148219              1.0061010E+00
277    983841.284774701     124812.36524832               2.3059150E-01
