real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.3684,84.7526,85.3524,95.2537,94.5286,91.265,89.046,89.0264,89.0255,89.3122,85.0043,96.5456,91.2437,89.1529,86.5473,87.7639,85.1306,85.3228,-12108.2,-14370.3,0.0561324,-10888.2,-13130
1,91.8979,84.4144,85.4742,95.4134,97.682,92.469,91.3765,89.241,90.147,91.4591,84.9405,97.2722,91.4833,89.4697,87.372,87.586,84.2799,85.4043,-10386.4,-13723.6,0.438842,-8794.84,-12118.1
2,90.7588,85.3816,84.1629,96.4504,98.2701,92.6888,91.1398,88.8314,89.814,90.5665,85.1113,98.9666,87.8311,85.7283,85.5081,87.4345,85.056,84.6327,-8259.86,-10589.1,0.192321,-6805.97,-9085.02
3,89.4954,84.7856,85.2351,93.1538,93.2342,91.3837,89.3515,88.8202,89.1703,89.3679,85.1202,99.2911,89.6674,86.6323,85.6148,87.6056,84.5623,85.3331,-8510.5,-10600.3,0.127451,-7450.93,-9484.21
4,88.9688,84.2162,84.6228,93.7308,93.2921,90.4145,88.537,87.6298,88.4648,88.8435,84.3446,94.1452,90.9218,87.7,84.7565,86.23,84.4582,83.9929,-10599.9,-14048.4,0.125255,-9357.73,-12761.4
5,90.094,84.9167,85.9637,95.1341,94.5305,92.4335,90.5251,88.1947,88.9383,89.7475,85.2173,96.8069,91.3762,88.4892,86.3141,87.3305,84.4914,85.7958,-8520.94,-11617.6,0.346469,-7044.88,-10071.9
6,88.739,84.3083,84.228,96.0361,94.1643,91.0584,88.9371,87.9517,88.4219,88.6719,84.1432,98.9552,89.3418,85.8586,84.6322,87.588,84.6579,84.2069,-7082.06,-9453.98,0.0671263,-6039.32,-8387.58
7,91.0008,85.0085,85.9637,96.0115,96.2594,94.5958,92.1431,89.1943,90.4656,90.9629,85.3168,97.7611,91.3181,88.9591,85.7712,87.2537,84.8833,85.4878,-13216.5,-15684.4,0.0378712,-12144.7,-14593.3
8,89.4503,84.1807,85.9639,97.8896,98.9317,91.8652,88.8069,87.8293,88.2756,89.3217,84.5447,97.3192,90.4967,89.5419,87.102,87.5244,84.4992,85.9846,-8470.81,-10550.1,0.128633,-6988.33,-9041.97
9,91.3719,84.8373,85.517,93.8379,94.1774,92.0659,92.0375,89.2923,90.073,91.3845,85.1719,97.6115,91.1341,89.2785,87.7492,87.7308,84.8794,86.3185,-11717.6,-15175.8,-0.0126631,-10287.2,-13705.5
10,93.3747,84.486,84.3283,97.7657,95.7849,94.7122,93.7572,89.0198,92.0555,93.307,84.8577,98.6828,90.7623,88.1501,85.6664,87.2209,85.027,84.5364,-7421.35,-10537,0.0676792,-6602.58,-9678.54
11,91.5204,85.153,85.964,95.3599,94.6173,92.5607,92.0149,89.6364,90.5217,91.4901,85.1932,96.4867,91.3916,89.3195,86.9824,87.8939,85.2204,86.0514,-7714.02,-10982.3,0.0303158,-6854.27,-10087.6
12,89.3291,84.6343,85.2211,97.5061,95.5649,91.0468,89.3359,87.615,88.585,89.2899,84.8088,98.0042,89.2911,87.1455,86.4579,87.2507,84.9923,85.6177,-8397.85,-10174.4,0.0391623,-6615.98,-8386.99
13,89.6322,84.3849,85.9675,93.6024,92.4194,90.6516,90.3263,88.5167,88.9785,89.561,84.6527,99.8028,91.4075,88.9324,87.2996,86.8923,84.407,86.1286,-6830.15,-9555.21,0.0712591,-5195.45,-7880.48
