iteration,total_runs,obs_realization,par_realization,heads1,heads3,streams,headiff,pstreams
1,456,2,2,330.419,145.657,91.1197,539.921,0
1,456,3,3,104.514,71.4712,5.0662,102.33,0
1,456,4,4,29.7436,49.9124,34.8998,85.2647,0
1,456,5,5,126.157,69.6611,4.31802,3550.56,0
1,456,6,6,68.5817,34.2671,1.60567,244.633,0
1,456,7,7,235.423,133.437,28.9502,1147.09,0
1,456,8,8,133.69,58.8786,5.7101,6.07238,0
1,456,9,9,87.1404,44.601,26.6133,920.925,0
1,456,10,10,243.954,208.849,292.333,95.9465,0
1,456,11,11,49.3966,56.7584,1.15761,1247.21,0
1,456,12,12,99.7521,44.4397,47.4426,924.528,0
1,456,13,13,71.5271,53.4022,45.9767,39.3147,0
1,456,14,14,42.1299,58.5307,18.5434,2838.72,0
1,456,15,15,275.784,104.118,19.2393,1506.86,0
1,456,16,16,115.72,47.9924,2.26913,750.051,0
1,456,17,17,225.669,216.806,3.18767,2794.59,0
1,456,18,18,220.518,113.539,71.4838,724.825,0
1,456,19,19,69.2413,72.2237,33.7378,141.862,0
1,456,20,20,50.9085,54.1318,17.5151,2303.27,0
1,456,21,21,19.3698,50.3395,1.25429,307.259,0
1,456,22,22,68.8237,204.497,7.29851,8.0187,0
1,456,23,23,35.1043,90.9091,6.94561,5704.85,0
1,456,24,24,144.076,60.3981,41.6261,2091.47,0
1,456,25,25,55.6744,59.3039,12.6614,43.143,0
1,456,26,26,80.3434,49.7523,6.22916,957.544,0
1,456,27,27,71.2602,72.8132,4.35671,489.733,0
1,456,28,28,318.782,117.637,28.5725,492.373,0
1,456,29,29,304.34,188.097,2.06853,113.781,0
1,456,30,30,69.5282,52.2553,19.854,0.226639,0
1,456,31,31,391.147,131.883,55.568,57.2991,0
1,456,32,32,178.085,162.308,98.1168,296.872,0
1,456,33,33,18.2206,57.8234,41.8399,1571.16,0
1,456,34,34,55.0959,75.3102,11.1134,2173.03,0
1,456,35,35,64.7134,58.5868,42.2189,180.366,0
1,456,36,36,49.3304,62.3397,47.6445,689.818,0
1,456,37,37,102.112,209.024,30.3122,165.543,0
1,456,38,38,148.312,57.1249,3.78365,62.6018,0
1,456,39,39,11.4147,92.69,6.97869,1237.58,0
1,456,40,40,82.906,51.4258,5.59586,275.824,0
1,456,41,41,113.426,50.8419,144.252,1848.69,0
1,456,42,42,177.076,75.5234,28.6273,2964.23,0
1,456,43,43,17.053,57.3464,181.84,51.0686,0
1,456,44,44,124.914,100.598,14.2353,934.669,0
1,456,45,45,118.189,152.598,10.122,1414.16,0
1,456,46,46,48.649,55.5794,48.7722,1223.38,0
1,456,47,47,61.0532,45.6229,16.0349,826.894,0
1,456,48,48,53.553,56.8994,12.4479,130.074,0
1,456,49,49,36.3824,73.7479,7.15603,412.394,0
1,456,50,50,6.86045,69.957,88.8756,1350.92,0
1,456,51,51,40.691,173.408,5.65291,250.543,0
1,456,52,52,183.587,127.471,75.6967,273.422,0
1,456,53,53,129.21,153.457,51.1948,412.55,0
1,456,54,54,228.015,85.7097,0.607349,2672.73,0
1,456,55,55,189.747,67.7755,38.7665,4162.95,0
1,456,56,56,78.2466,94.7518,21.8238,2001.75,0
1,456,57,57,29.7567,38.4995,11.0474,772.847,0
1,456,58,58,548.985,291.332,4.55247,4190.58,0
1,456,59,59,85.6261,38.4739,69.6934,705.578,0
1,456,60,60,342.921,175.299,25.1402,1645.15,0
1,456,61,61,43.8918,71.7765,4.40902,928.227,0
1,456,62,62,70.0341,36.9635,18.3807,1074.59,0
1,456,63,63,63.9663,157.371,1.40343,10.5972,0
1,456,64,64,82.1692,167.374,19.6843,540.851,0
1,456,65,65,28.0372,53.5283,31.4757,69.4303,0
1,456,66,66,53.8026,78.8257,47.4329,2306.19,0
1,456,67,67,78.7464,119.14,40.844,0.487956,0
1,456,68,68,66.1844,146.97,37.4422,4060.09,0
1,456,69,69,71.9711,39.6474,67.8795,186.888,0
1,456,70,70,61.957,37.3579,24.3564,7633.55,0
1,456,71,71,105.937,132.632,50.1998,661.526,0
1,456,72,72,31.0577,50.4247,6.24688,1038.26,0
1,456,73,73,22.6407,73.0438,44.9604,18.5127,0
1,456,74,74,9.49539,23.8119,2.7615,62.9866,0
1,456,75,75,24.6942,44.8918,3.10065,196.437,0
1,456,76,76,98.1921,78.3071,14.2739,2112.89,0
1,456,77,77,73.2756,105.5,31.1504,68.6665,0
1,456,78,78,10.0213,59.3395,52.2861,1004.85,0
1,456,79,79,170.656,70.0546,19.3773,1264.36,0
1,456,80,80,138.544,103.888,85.8243,16.0495,0
1,456,81,81,6.69059,42.508,2.2276,654.674,0
1,456,82,82,240.186,99.4653,2.68483,242.786,0
1,456,83,83,84.488,17.7941,47.8714,238.265,0
1,456,84,84,87.7124,106.805,126.25,161.813,0
1,456,85,85,97.7962,63.4618,49.6535,277.423,0
1,456,86,86,63.0684,54.8933,42.621,837.933,0
1,456,87,87,248.24,88.6697,93.3857,64.7164,0
1,456,88,88,18.7592,43.0236,0.568056,1032.2,0
1,456,89,89,30.1665,46.4588,11.264,96.5129,0
1,456,90,90,285.151,161.48,37.0878,777.21,0
1,456,91,91,36.8692,30.8592,18.6174,81.7067,0
1,456,92,92,74.3731,50.8841,14.42,297.384,0
1,456,93,93,24.6917,55.0392,11.587,1355.86,0
1,456,94,94,51.0642,71.9367,12.1806,325.87,0
1,456,95,95,47.1912,46.8672,3.08286,1.86927,0
1,456,96,96,15.9666,41.5421,0.209859,1105.58,0
1,456,97,97,393.59,169.496,13.4066,325.26,0
1,456,98,98,42.2831,52.8296,0.804585,445.365,0
1,456,99,99,29.1514,40.0883,18.4375,637.131,0
1,456,100,100,30.0116,35.214,6.87324,5.53465,0
1,456,101,101,74.46,93.4792,118.075,242.001,0
1,456,102,102,138.392,96.1063,259.312,211.17,0
1,456,103,103,61.8288,48.33,11.23,7.42523,0
1,456,104,104,129.466,123.411,48.7123,128.202,0
1,456,105,105,106.32,79.7123,35.309,313.131,0
1,456,106,106,26.1208,58.9984,23.4649,441.78,0
1,456,107,107,29.5018,95.5073,3.82318,152.511,0
1,456,108,108,282.199,168.424,14.1624,273.52,0
1,456,109,109,115.504,36.6029,1.02531,234.785,0
1,456,110,110,0.88645,111.276,76.4549,577.307,0
1,456,111,111,63.7293,38.5737,3.62328,2288.25,0
1,456,112,112,4.3516,37.2535,46.4228,1854.21,0
1,456,113,113,28.9378,97.7447,59.213,1726.75,0
1,456,114,114,174.387,107.714,21.2178,150.885,0
1,456,115,115,23.3613,115.387,11.1075,4926.7,0
1,456,116,116,40.0202,45.6276,58.6915,981.931,0
1,456,117,117,60.2115,53.7763,1.02049,3.38827,0
1,456,118,118,16.6051,66.2899,7.21667,55.6932,0
1,456,119,119,272.12,139.32,17.6234,99.3556,0
1,456,120,120,176.106,65.1334,9.58026,143.061,0
1,456,121,121,46.0462,52.2948,15.7282,13.7956,0
1,456,122,122,269.144,119.568,131.044,8.08554,0
1,456,123,123,74.9155,165.219,83.5225,625.378,0
1,456,124,124,171.773,155.04,2.80305,14.3722,0
1,456,125,125,103.434,35.8391,21.9254,1059.39,0
1,456,126,126,18.5672,90.8517,0.021045,581.296,0
1,456,127,127,74.8212,26.8232,72.5802,429.58,0
1,456,128,128,21.1715,39.5594,25.9781,1891.84,0
1,456,129,129,186.165,49.3379,3.03916,16010,0
1,456,130,130,108.781,87.2086,4.83367,384.614,0
1,456,131,131,62.083,59.8656,10.3383,571.347,0
1,456,132,132,378.13,162.434,19.8108,2725.89,0
1,456,133,133,231.806,154.994,35.925,3736.45,0
1,456,134,134,54.2208,33.2666,11.5514,1253.78,0
1,456,135,135,53.0881,68.1104,2.5638,53.8747,0
1,456,136,136,68.9505,63.9604,99.8983,377.278,0
1,456,137,137,69.4218,28.7088,15.6099,1486.84,0
1,456,138,138,10.7427,35.9654,1.07041,3893.5,0
1,456,139,139,73.3533,44.2004,5.02805,1846.01,0
1,456,140,140,9.40614,33.8514,36.6695,3474.08,0
1,456,141,141,52.2343,43.7779,4.02755,389.873,0
1,456,142,142,64.705,46.401,5.18612,0.23099,0
1,456,143,143,54.3389,75.7037,23.5137,150.189,0
1,456,144,144,85.1528,60.4411,78.3822,838.844,0
1,456,145,145,38.8448,53.0456,22.1069,419.278,0
1,456,146,146,69.1536,29.4268,2.01086,270.716,0
1,456,147,147,3.28929,77.8368,10.3741,1711.17,0
1,456,148,148,154.05,47.0092,34.7674,202.104,0
1,456,149,149,73.7826,128.59,86.2323,1149.53,0
1,456,150,150,116.561,152.114,97.7275,132.018,0
1,456,151,151,45.2074,27.655,10.1708,5.1079,0
1,456,152,152,153.914,155.364,340.694,69.7544,0
1,456,153,153,216.347,111.791,6.68671,20.8472,0
1,456,154,154,24.4925,115.134,2.24452,348,0
1,456,155,155,28.931,29.1721,4.96099,78.5715,0
1,456,156,156,94.4821,87.0906,4.19465,2105.51,0
1,456,157,157,118.91,93.6675,2.52112,78.7089,0
1,456,158,158,46.4443,95.5225,2.94681,142.886,0
1,456,159,159,53.2446,68.5494,38.2672,2625.83,0
1,456,160,160,12.0796,25.7803,25.3115,70.159,0
1,456,161,161,47.6929,53.6398,33.9262,1203.37,0
1,456,162,162,115.141,71.1459,7.78094,730.76,0
1,456,163,163,6.84079,65.7121,13.6508,1074.4,0
1,456,164,164,145.079,111.861,4.30603,2613.25,0
1,456,165,165,100.466,49.4229,15.5205,1529.93,0
1,456,166,166,32.5221,46.0987,10.8751,760.271,0
1,456,167,167,131.974,108.825,54.7253,669.849,0
1,456,168,168,48.4534,38.1502,118.352,555.255,0
1,456,169,169,116.115,108.951,38.3727,465.004,0
1,456,170,170,16.0225,76.2931,2.20168,1176.33,0
1,456,171,171,105.68,40.1939,0.58486,323.656,0
1,456,172,172,84.7814,63.0574,5.3459,2722.88,0
1,456,173,173,18.2827,74.9041,18.234,1341.71,0
1,456,174,174,240.659,169.433,19.3762,1355.12,0
1,456,175,175,40.7272,85.542,11.7177,1311.52,0
1,456,176,176,32.8331,101.315,25.6027,265.344,0
1,456,177,177,53.8195,49.0875,18.1133,2804.35,0
1,456,178,178,5.73586,48.778,18.4417,23.1779,0
1,456,179,179,16.1025,44.5485,8.69868,128.84,0
1,456,180,180,123.294,94.7869,15.3141,20.7247,0
1,456,181,181,83.5826,126.212,23.8547,882.559,0
1,456,182,182,29.6999,51.4654,17.6209,11.9869,0
1,456,183,183,4.88544,83.6965,8.37052,426.106,0
1,456,184,184,69.7627,151.447,24.0512,1534.48,0
1,456,185,185,53.8247,42.8633,4.01899,926.105,0
1,456,186,186,77.5619,153.963,9.03604,104.175,0
1,456,187,187,60.884,61.0841,16.1154,448.787,0
1,456,188,188,48.2705,21.237,53.622,112.556,0
1,456,189,189,58.7152,95.1647,19.5779,1.16385,0
1,456,190,190,228.272,147.486,40.1591,6401.26,0
1,456,191,191,115.645,78.1339,0.353296,280.049,0
1,456,192,192,75.496,78.0265,2.03304,997.686,0
1,456,193,193,71.302,25.0356,7.28286,91.8417,0
1,456,194,194,52.7635,74.8589,106.65,40.3834,0
1,456,195,195,150.19,146.555,0.420591,948.794,0
1,456,196,196,22.5893,88.6572,197.258,13185.5,0
1,456,197,197,43.4244,138.35,41.4577,373.522,0
1,456,198,198,18.5674,67.595,30.8398,2954.4,0
1,456,base,base,0.152389,1.28231,0.01169,0.0139333,0
2,712,0,0,8.30024,50.936,9.58324,3.29722,0
2,712,1,1,63.4667,47.1229,21.2246,9.39027,0
2,712,2,2,25.499,28.5056,2.11,6.73298,0
2,712,3,3,29.7975,34.3424,5.07446,2.42457,0
2,712,4,4,19.7628,26.6837,45.8089,1.30923,0
2,712,5,5,76.368,26.646,13.9477,102.739,0
2,712,6,6,52.7201,15.927,21.3677,60.4868,0
2,712,7,7,9.23506,36.6247,5.01093,645.049,0
2,712,8,8,45.2507,36.7864,29.5145,45.5464,0
2,712,9,9,8.60325,13.8465,51.611,2.98508,0
2,712,10,10,121.841,83.4929,32.0576,4.38151,0
2,712,11,11,8.39159,23.377,5.82566,627.334,0
2,712,12,12,25.1785,17.9032,8.80362,200.537,0
2,712,13,13,31.1399,31.171,48.8574,1.12684,0
2,712,14,14,6.18683,28.6947,62.1161,62.7095,0
2,712,15,15,16.3834,18.7621,2.57326,557.665,0
2,712,16,16,6.39208,15.8887,4.74931,0.984261,0
2,712,17,17,7.36461,48.2567,4.92139,138.165,0
2,712,18,18,1.6175,27.2482,9.07174,176.851,0
2,712,19,19,34.2909,39.7965,6.13266,12.3182,0
2,712,20,20,29.8215,72.1407,11.0221,31.473,0
2,712,21,21,8.18283,30.0699,0.452121,60.0254,0
2,712,22,22,18.4582,72.3707,4.82651,32.1066,0
2,712,23,23,44.4842,24.3623,0.441976,19.6754,0
2,712,24,24,83.1657,18.6338,24.0148,494.025,0
2,712,25,25,7.11874,31.2186,5.26585,37.1637,0
2,712,26,26,14.2967,15.3436,17.9519,274.407,0
2,712,27,27,48.4119,33.4766,9.48158,205.365,0
2,712,28,28,32.2455,25.6014,7.30371,49.2379,0
2,712,29,29,14.4994,26.309,29.8219,8.66892,0
2,712,30,30,19.9916,31.7221,19.2336,40.955,0
2,712,31,31,3.58102,32.5731,3.20405,151.747,0
2,712,32,32,70.3739,48.3681,104.783,2.61401,0
2,712,33,33,12.1989,31.9791,17.1825,18.4836,0
2,712,34,34,12.6955,24.9067,3.50681,14.6345,0
2,712,35,35,66.8424,27.4827,64.8399,53.4081,0
2,712,36,36,8.84031,24.3156,29.2465,102.554,0
2,712,37,37,17.746,91.4391,0.158234,1.65145,0
2,712,38,38,16.0873,36.1731,29.2904,4.66905,0
2,712,39,39,17.8367,29.5378,1.22532,107.778,0
2,712,40,40,5.2126,14.9481,1.85561,14.6753,0
2,712,41,41,22.2366,20.136,64.9129,81.0717,0
2,712,42,42,10.2063,13.4503,41.0816,207.916,0
2,712,43,43,6.81409,23.778,24.2222,61.1714,0
2,712,44,44,32.7723,30.7902,31.6294,167.594,0
2,712,45,45,82.3604,55.7158,7.71412,819.784,0
2,712,46,46,23.2334,15.775,20.967,26.9612,0
2,712,47,47,22.5211,20.6246,1.79648,47.9187,0
2,712,48,48,13.0008,22.4901,5.53181,49.1235,0
2,712,49,49,7.81879,39.0237,17.5848,93.7848,0
2,712,50,50,28.848,44.7186,134.965,5.94473,0
2,712,51,51,7.89377,64.6998,11.8616,5.67764,0
2,712,52,52,81.4079,98.2588,19.7671,2.66997,0
2,712,53,53,4.94891,44.4824,7.21979,1.52842,0
2,712,54,54,91.8429,49.4026,4.77761,112.917,0
2,712,55,55,15.1769,11.9055,73.438,79.4952,0
2,712,56,56,44.7419,58.907,4.88702,17.1102,0
2,712,57,57,32.5939,25.8955,24.7128,158.397,0
2,712,58,58,64.3565,6.85355,32.4701,496.496,0
2,712,59,59,17.9101,19.436,57.4679,13.1726,0
2,712,60,60,5.90895,36.3897,14.6061,38.5886,0
2,712,61,61,22.0441,39.6771,9.74126,718.856,0
2,712,62,62,10.4278,18.3205,20.5565,179.256,0
2,712,63,63,17.9934,43.9878,6.68611,7.86239,0
2,712,64,64,6.97326,47.6013,34.6312,64.4762,0
2,712,65,65,10.6239,32.9044,87.2369,64.1588,0
2,712,66,66,26.2123,19.2598,57.0974,192.818,0
2,712,67,67,26.8582,37.9547,79.049,25.6516,0
2,712,68,68,34.1423,44.3709,28.056,113.22,0
2,712,69,69,65.1211,21.6148,68.0355,0.0367598,0
2,712,70,70,41.1527,30.6849,55.9422,790.909,0
2,712,71,71,50.5647,41.3403,13.6502,32.3391,0
2,712,72,72,3.41173,28.5932,15.0809,160.732,0
2,712,73,73,2.27767,35.4163,22.6813,78.5943,0
2,712,74,74,8.49552,13.8805,7.62544,0.0374883,0
2,712,75,75,44.2251,24.3214,10.3574,31.4701,0
2,712,76,76,4.62491,42.1031,12.3194,71.04,0
2,712,77,77,32.5995,43.4817,12.475,0.231005,0
2,712,78,78,22.7495,36.9854,68.3822,44.1337,0
2,712,79,79,49.0363,32.5079,87.5355,271.099,0
2,712,80,80,24.8588,60.3931,15.6428,1.82232,0
2,712,81,81,9.45967,13.6679,21.9091,102.815,0
2,712,82,82,52.0995,40.3222,6.75446,90.623,0
2,712,83,83,7.12315,8.98493,17.0322,21.2154,0
2,712,84,84,8.32563,44.0136,30.3819,7.47166,0
2,712,85,85,75.889,37.8633,11.2933,1.58857,0
2,712,86,86,27.6687,28.9307,16.1836,146.648,0
2,712,87,87,63.2403,37.8187,37.896,9.791,0
2,712,88,88,20.2588,33.6302,8.01514,659.661,0
