real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.1517,84.5948,85.3942,94.8648,93.9134,90.5839,88.6908,88.6015,88.8203,89.0878,84.8904,98.2166,90.5631,88.4846,86.4481,87.7144,84.9773,85.3723,-8132.13,-10176.2,0.0639259,-6732.12,-8753.04
1,89.8949,84.7421,85.6617,94.9096,95.8078,91.2739,89.7974,88.5149,89.0926,89.7168,85.2454,98.4177,91.4083,89.1094,87.2094,87.3238,84.5285,85.8498,-7902.22,-11074.6,0.178179,-6175.45,-9334.31
2,90.6901,85.1045,85.9203,94.5129,95.911,91.668,90.9416,88.7849,89.7963,90.5409,85.349,98.2443,90.8018,88.5948,87.4464,87.283,84.7025,86.1237,-9762.72,-12673.1,0.149204,-8294.13,-11159
3,89.4652,84.933,85.8486,94.4846,93.9658,91.9343,89.3363,88.6472,89.0887,89.3417,85.4986,98.3409,90.9632,88.264,86.6262,87.542,84.6074,85.9808,-8771.81,-11041.2,0.123525,-7829.92,-10050.3
4,89.9226,84.5158,85.7542,94.7169,94.9093,91.2037,89.3968,87.9812,89.278,89.8008,84.8484,97.9886,90.9835,88.419,85.9473,87.3565,84.821,85.1905,-8810.84,-12564.9,0.121799,-7728.43,-11439.2
5,89.405,84.6336,85.9638,94.5878,93.8932,91.7482,89.6763,88.0411,88.6211,89.1846,85.0308,98.0132,91.2081,88.3899,86.4013,87.1822,84.3155,85.8556,-8040.73,-11019.2,0.220347,-6501.21,-9410.57
6,89.8361,84.6393,85.9636,95.2457,94.33,91.68,90.2565,88.4775,89.3042,89.763,84.8534,98.8221,90.9306,88.5431,86.9252,87.8075,84.7318,86.0274,-8216.98,-11020.4,0.073116,-7191.68,-9965.45
7,88.9618,84.7383,85.5465,94.2029,93.7828,91.5488,89.3451,88.3179,88.867,88.9244,85.1396,98.8643,90.3302,88.2659,85.75,86.831,84.6912,85.2373,-7846.47,-10129.9,0.0374412,-6380.06,-8635.04
8,90.3335,84.5716,85.9309,94.9331,94.5325,91.1852,90.3681,88.6004,89.2434,90.2249,84.8678,98.767,90.755,89.2633,86.8309,87.5657,84.7467,85.9073,-8747.37,-10904.1,0.10855,-7186.92,-9311.6
9,90.1881,84.6268,85.0719,94.8387,94.9714,91.7226,90.7475,88.4163,89.1662,90.1438,84.8234,98.7407,90.113,87.8866,86.4604,87.7446,84.7103,85.48,-7537.53,-10678.3,0.0443343,-5899.13,-8999.26
10,88.9984,84.9723,85.4227,95.9616,93.6288,92.6792,89.0915,88.2249,88.7029,88.9138,85.2703,97.9957,90.6526,88.186,86.172,86.7161,85.166,85.5042,-10828.4,-13852.3,0.0845565,-9705.47,-12694.4
