real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.766,84.5851,85.4113,94.8327,94.7777,91.3025,89.5956,88.7297,89.1768,89.6557,84.828,98.514,90.6846,88.3485,86.5306,87.7214,84.8933,85.5076,-8624.6,-10286.6,0.110238,-7221.53,-8870.88
1,89.5468,84.6103,85.4001,94.6347,94.2471,91.2007,89.596,88.3585,88.8769,89.4286,84.9085,98.5978,91.2336,88.3824,86.5284,87.2742,84.5846,85.553,-7369.05,-11351.4,0.118174,-5597.61,-9564.44
2,89.9035,84.887,85.5435,94.5499,95.053,91.5764,90.1727,88.3308,89.1559,89.7861,85.0037,98.4587,90.5734,87.7898,86.5408,87.3489,84.8282,85.5308,-9087.85,-11406,0.117474,-7571.6,-9853.15
3,89.7088,84.7244,85.5397,94.6943,94.6023,91.573,89.835,88.4948,89.1562,89.6119,85.0448,98.54,90.795,88.2503,86.5167,87.4461,84.6706,85.655,-8906.89,-10715.4,0.0969286,-7937.79,-9710.11
4,89.8109,84.5126,85.4448,94.8293,95.1084,91.4964,89.5222,88.0634,89.0358,89.7146,84.88,98.6415,90.6991,88.3579,86.3577,87.3227,84.8746,85.3241,-9654.3,-11795,0.0962872,-8800.38,-10914.4
5,89.8205,84.5067,85.6237,94.6854,94.6779,91.8349,90.1538,88.1613,89.0346,89.7086,84.8783,98.2596,91.0764,88.3215,86.4563,87.2772,84.3169,85.6415,-8643.79,-11894.3,0.111887,-7065.63,-10247.9
6,89.8075,84.581,85.5765,95.0714,94.6131,91.5961,90.2112,88.3821,89.1893,89.7208,84.7444,98.7291,90.5977,87.9415,86.4777,87.7574,84.7046,85.7173,-7653.28,-9946.41,0.0866925,-6526.02,-8795.21
7,89.878,84.5301,85.6461,94.6106,94.6676,91.7284,90.1182,88.4434,89.4467,89.7927,85.0632,98.6721,90.9233,88.6628,86.2564,87.4244,84.6094,85.4808,-7510.56,-11800.2,0.0852776,-5970.17,-10220.3
8,89.9485,84.4861,85.6909,94.8193,94.9587,91.3445,90.157,88.42,88.994,89.8614,84.8734,98.5311,91.1722,88.8599,86.6329,87.596,84.6126,85.8477,-7164.99,-10215.5,0.0870387,-5591.1,-8592.29
9,89.8769,84.677,85.353,94.8065,94.8941,91.6158,90.1922,88.2318,88.9805,89.7739,84.8758,98.6631,90.3156,88.1049,86.6755,87.6495,84.7943,85.7118,-7675.27,-9752.9,0.10301,-6043.96,-8095.99
10,89.6761,84.9857,85.335,95.5977,95.1557,91.8576,89.8758,88.1672,89.1594,89.5751,85.0323,98.1933,90.4548,87.754,86.0124,87.0387,85.6188,85.3765,-9541.05,-10464.7,0.100988,-7961.69,-8874.76
