real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.713,84.5867,85.4119,94.7823,94.4472,90.9534,89.2937,88.7437,89.1748,89.6057,84.8625,98.3856,90.6381,88.5003,86.5425,87.7541,84.9267,85.4557,-8453.38,-10480,0.107281,-7061.56,-9069.45
1,89.4036,84.6717,85.3488,94.8168,94.9147,91.1863,89.4155,88.3381,88.8343,89.3058,85.0716,98.3064,91.3589,88.7313,86.7197,87.2406,84.5324,85.5409,-7568.33,-10957,0.0977298,-5843.08,-9217.4
2,89.8234,84.8865,85.3023,94.3154,95.134,91.354,90.0333,88.3831,89.1145,89.7146,85.0141,98.5019,90.5076,87.7776,86.643,87.2676,84.7151,85.4505,-8647.53,-11295,0.108806,-7133.54,-9735.81
3,89.5532,84.7517,85.5698,94.4585,94.2502,91.6441,89.4957,88.5629,89.124,89.4525,85.1994,98.3671,90.9033,88.2218,86.493,87.534,84.5588,85.7574,-8676.06,-10841.4,0.10068,-7711.88,-9831.49
4,89.9303,84.5338,85.6916,94.749,94.8592,91.3774,89.4858,88.0606,89.2848,89.8243,84.8795,98.2919,90.8637,88.4903,86.1641,87.3744,84.8373,85.3476,-9123.18,-12566.3,0.105967,-8168.19,-11570.4
5,89.7592,84.5197,85.9634,94.5504,94.3031,91.8059,90.1886,88.1666,88.9905,89.6753,84.8596,98.1296,91.1663,88.4101,86.3068,87.2825,84.2915,85.7309,-8816.45,-11944.2,0.0838896,-7281.53,-10341.4
6,89.6969,84.603,85.8747,95.1115,94.4472,91.5301,90.1153,88.4236,89.1647,89.6084,84.7974,98.7358,90.7368,88.1486,86.6521,87.7827,84.698,85.9157,-7793.45,-10424.4,0.0885059,-6717.88,-9320.98
7,89.8904,84.6968,85.6506,94.6123,94.6479,91.793,90.2781,88.5115,89.6154,89.8364,85.1546,98.7546,90.6607,88.5028,86.0018,87.2608,84.6358,85.3381,-8090.21,-10853.4,0.0540201,-6660.76,-9393.12
8,90.0552,84.5488,85.7917,94.7858,94.6905,91.1086,90.1594,88.4836,89.0712,89.9647,84.8675,98.7488,91.0454,89.0787,86.6778,87.5737,84.7227,85.7974,-7802.94,-10154.5,0.0905188,-6230.38,-8544.88
9,89.9839,84.6762,85.3924,94.8591,94.9517,91.6516,90.4064,88.3142,88.9895,89.8836,84.9217,98.6277,90.4655,88.2573,86.7948,87.6941,84.727,85.7902,-7345.08,-10157.3,0.100346,-5705.19,-8481.07
10,89.2265,84.8168,85.5335,95.2866,93.9718,91.8854,89.1929,88.1344,88.9225,89.1269,85.1,98.3578,90.8471,88.257,86.2669,86.9659,85.0465,85.6121,-9389.61,-11576.7,0.0996305,-8124.37,-10303.6
