real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.753,84.5785,85.4215,94.8179,94.6287,91.1322,89.424,88.7366,89.1682,89.6409,84.8494,98.4695,90.6631,88.4191,86.5345,87.7412,84.9053,85.4779,-8663.56,-10578.9,0.112131,-7282.19,-9181.98
1,89.4955,84.6455,85.4159,94.7867,94.7269,91.2313,89.5071,88.3361,88.8495,89.374,85.0221,98.4734,91.3312,88.6195,86.6928,87.2606,84.5164,85.5787,-7513.53,-11102.8,0.121576,-5755.8,-9330.63
2,89.9212,84.8908,85.4718,94.4905,95.201,91.5209,90.1619,88.3237,89.1243,89.7949,85.0121,98.5363,90.5102,87.7498,86.5627,87.2966,84.7605,85.512,-9005.03,-11547,0.126248,-7481.27,-9983.1
3,89.5203,84.7111,85.544,94.5922,94.4357,91.6049,89.5347,88.4787,89.0526,89.424,85.1267,98.4663,90.8726,88.2383,86.4891,87.495,84.5811,85.7131,-8864.53,-10879,0.096241,-7894.22,-9867.96
4,89.9471,84.5278,85.5089,94.7911,94.9442,91.4374,89.5217,88.0703,89.2379,89.8435,84.8812,98.4551,90.7716,88.4238,86.2764,87.3592,84.8361,85.3368,-9297.87,-12159,0.103594,-8405.87,-11232.9
5,89.7292,84.5332,85.7493,94.6263,94.5299,91.8046,90.1219,88.1658,88.9766,89.6182,84.8916,98.1804,91.1377,88.3738,86.4122,87.2405,84.2997,85.6273,-8786.84,-11919.8,0.110985,-7215.72,-10280.3
6,89.761,84.5854,85.671,95.1121,94.5561,91.5798,90.1822,88.4382,89.1996,89.674,84.7649,98.719,90.6617,88.0428,86.5724,87.7693,84.701,85.7964,-7730.65,-10192.4,0.0869521,-6629.68,-9064.99
7,89.8042,84.5989,85.5908,94.5779,94.5966,91.7173,90.137,88.4704,89.4838,89.7265,85.1009,98.6294,90.8231,88.5638,86.0924,87.3291,84.5958,85.3364,-7871.1,-11276.3,0.0777599,-6369.42,-9739.37
8,89.9579,84.5246,85.7554,94.7565,94.7103,91.1312,90.112,88.4991,89.0559,89.8768,84.8929,98.631,91.1858,89.0465,86.7023,87.5762,84.6697,85.8451,-7411.27,-10006.9,0.0811027,-5843.49,-8394.56
9,89.9262,84.683,85.3544,94.8206,94.8867,91.6134,90.281,88.2809,88.9828,89.8138,84.9102,98.6222,90.3543,88.1417,86.725,87.6889,84.7597,85.7407,-7403.03,-9912.73,0.112453,-5760.27,-8238.73
