x,y,z,layer,icpl,0.000000000000000000,3652.000000000000000
9125.000000000000000,9625.000000000000000,91.67979812499999000,1,98,108.2706814841713000,109.0863455625100000
9375.000000000000000,9625.000000000000000,92.08999252500000000,1,99,106.2979138830574000,106.6828099053690000
9625.000000000000000,9625.000000000000000,92.00529861500000000,1,100,103.2831100615828000,103.0415205169522000
9812.500000000000000,9687.500000000000000,91.90392685000000000,1,101,99.03901393243660000,98.79181466773352000
9906.250000000000000,9718.750000000000000,91.39400863500001000,1,102,95.37121896183915000,95.22034641586750000
9953.125000000000000,9734.375000000000000,91.00701904499999000,1,103,92.62579915961848000,92.55049949830662000
9984.375000000000000,9734.375000000000000,91.00701904499999000,1,104,90.00000000000000000,90.00000000000000000
9953.125000000000000,9703.125000000000000,91.00701904499999000,1,105,92.61399806473148000,92.54231151645517000
9984.375000000000000,9703.125000000000000,91.00701904499999000,1,106,90.00000000000000000,90.00000000000000000
9906.250000000000000,9656.250000000000000,91.39400863500001000,1,107,95.34828999010757000,95.21214119705841000
9953.125000000000000,9671.875000000000000,91.00701904499999000,1,108,92.60809517443330000,92.54050271778034000
9984.375000000000000,9671.875000000000000,91.00701904499999000,1,109,90.00000000000000000,90.00000000000000000
9953.125000000000000,9640.625000000000000,90.28881835999999000,1,110,92.61204594326684000,92.54829223274218000
9984.375000000000000,9640.625000000000000,90.28881835999999000,1,111,90.00000000000000000,90.00000000000000000
9812.500000000000000,9562.500000000000000,91.26442337000000000,1,112,99.00531467723157000,98.82124041657795000
9906.250000000000000,9593.750000000000000,90.70688629000000000,1,113,95.33639340194586000,95.21885171731115000
9953.125000000000000,9609.375000000000000,90.28881835999999000,1,114,92.60866830485813000,92.54996594663005000
9984.375000000000000,9609.375000000000000,90.28881835999999000,1,115,90.00000000000000000,90.00000000000000000
9953.125000000000000,9578.125000000000000,90.28881835999999000,1,116,92.59910824814227000,92.54476442529300000
9984.375000000000000,9578.125000000000000,90.28881835999999000,1,117,90.00000000000000000,90.00000000000000000
9906.250000000000000,9531.250000000000000,90.37862396000000000,1,118,95.33830482008477000,95.23901084478429000
9953.125000000000000,9546.875000000000000,90.28881835999999000,1,119,92.59891325695911000,92.54959478185890000
9984.375000000000000,9546.875000000000000,90.28881835999999000,1,120,90.00000000000000000,90.00000000000000000
9953.125000000000000,9515.625000000000000,89.64717483500000000,1,121,92.60501044390404000,92.56064245954049000
9984.375000000000000,9515.625000000000000,89.64717483500000000,1,122,90.00000000000000000,90.00000000000000000
125.0000000000000000,9375.000000000000000,121.1963729850000000,1,123,151.1411362226500000,151.1134138080745000
375.0000000000000000,9375.000000000000000,125.4169387800000000,1,124,149.8789546061244000,149.5587660741021000
625.0000000000000000,9375.000000000000000,125.1351013200000000,1,125,148.5733552223840000,148.1274334985952000
875.0000000000000000,9375.000000000000000,120.6154098500000000,1,126,147.2459498570377000,146.7388139951623000
1125.000000000000000,9375.000000000000000,119.2464828500000000,1,127,145.9116277983236000,145.3686458930408000
1375.000000000000000,9375.000000000000000,119.1719665550000000,1,128,144.5765564134189000,144.0095460715154000
1625.000000000000000,9375.000000000000000,118.7454528800000000,1,129,143.2420695994109000,142.6585302495684000
1875.000000000000000,9375.000000000000000,116.2309951800000000,1,130,141.9076795292488000,141.3142816673292000
2125.000000000000000,9375.000000000000000,114.7419967650000000,1,131,140.5710320863851000,139.9769743925412000
2375.000000000000000,9375.000000000000000,112.7969131450000000,1,132,139.2353033368173000,138.6486564308020000
2625.000000000000000,9375.000000000000000,111.5451431250000000,1,133,137.9182118113781000,137.3347099379324000
2875.000000000000000,9375.000000000000000,110.8287506100000000,1,134,136.6296840589361000,136.0399245566647000
3125.000000000000000,9375.000000000000000,110.2212829600000000,1,135,135.3699226690738000,134.7670254197425000
3375.000000000000000,9375.000000000000000,109.7066955550000000,1,136,134.1392198987062000,133.5166050507934000
3625.000000000000000,9375.000000000000000,110.7032241800000000,1,137,132.9430057930423000,132.2879652333594000
3875.000000000000000,9375.000000000000000,113.0366973900000000,1,138,131.7624008408412000,131.0774106660802000
4125.000000000000000,9375.000000000000000,113.4029083250000000,1,139,130.5851405004058000,129.8799533823201000
4375.000000000000000,9375.000000000000000,111.2012634300000000,1,140,129.4079413428410000,128.6900055239662000
4625.000000000000000,9375.000000000000000,107.3982086200000000,1,141,128.2190582176987000,127.5003549125619000
4875.000000000000000,9375.000000000000000,104.3538970950000000,1,142,127.0298446513273000,126.3078700356716000
5125.000000000000000,9375.000000000000000,103.5820732100000000,1,143,125.8660668350485000,125.1115943313335000
5375.000000000000000,9375.000000000000000,105.7092132550000000,1,144,124.7276280961540000,123.9035637711327000
5625.000000000000000,9375.000000000000000,107.3703842150000000,1,145,123.5564213795679000,122.6622577992847000
5875.000000000000000,9375.000000000000000,107.4998168950000000,1,146,122.2876462157990000,121.3603279002320000
6125.000000000000000,9375.000000000000000,107.4973449700000000,1,147,120.7899896256952000,119.9606993401288000
6375.000000000000000,9375.000000000000000,107.0938873300000000,1,148,118.5448210909089000,118.3732005501513000
6625.000000000000000,9375.000000000000000,105.1999969500000000,1,149,118.6055443795452000,117.7153229657021000
6875.000000000000000,9375.000000000000000,103.5855102550000000,1,150,117.9474650441574000,116.9233820836705000
7125.000000000000000,9375.000000000000000,100.5866203300000000,1,151,117.0520922441500000,116.0931330699618000
7375.000000000000000,9375.000000000000000,99.17118835500000000,1,152,116.0846229130857000,115.1866889493429000
7625.000000000000000,9375.000000000000000,98.37056350500001000,1,153,115.0979221833373000,114.2373169945037000
7875.000000000000000,9375.000000000000000,97.27908706500000000,1,154,114.1077494009396000,113.3238227723832000
8125.000000000000000,9375.000000000000000,96.50807571499999000,1,155,113.1246863682809000,112.5538814982900000
8375.000000000000000,9375.000000000000000,94.47576141499999000,1,156,112.1006067033940000,112.3631865298021000
8625.000000000000000,9375.000000000000000,93.27630234000000000,1,157,110.9975415433748000,111.7092145052682000
8875.000000000000000,9375.000000000000000,92.09267807000001000,1,158,109.7602990267531000,110.6685514473595000
9125.000000000000000,9375.000000000000000,91.61528014999999000,1,159,108.2754200509027000,109.1617691101813000
9375.000000000000000,9375.000000000000000,91.15278625500000000,1,160,106.2907447182384000,106.9585541193934000
9625.000000000000000,9375.000000000000000,91.10566711500000000,1,161,103.2118374646340000,103.5193901637648000
9812.500000000000000,9437.500000000000000,90.99258423000001000,1,162,98.95037049154683000,98.86661662330249000
9906.250000000000000,9468.750000000000000,90.37862396000000000,1,163,95.32247551255622000,95.24905445381673000
9953.125000000000000,9484.375000000000000,89.64717483500000000,1,164,92.60067887599507000,92.56306973661033000
9984.375000000000000,9484.375000000000000,89.64717483500000000,1,165,90.00000000000000000,90.00000000000000000
9953.125000000000000,9453.125000000000000,89.64717483500000000,1,166,92.58805024739831000,92.55521173510598000
9984.375000000000000,9453.125000000000000,89.64717483500000000,1,167,90.00000000000000000,90.00000000000000000
9906.250000000000000,9406.250000000000000,90.77398681500000000,1,168,95.29771070038284000,95.24057660359165000
9953.125000000000000,9421.875000000000000,90.63126373500000000,1,169,92.58210753619572000,92.55323907238343000
9984.375000000000000,9421.875000000000000,90.63126373500000000,1,170,90.00000000000000000,90.00000000000000000
9953.125000000000000,9390.625000000000000,90.63126373500000000,1,171,92.58639611391924000,92.56003412912879000
9984.375000000000000,9390.625000000000000,90.63126373500000000,1,172,90.00000000000000000,90.00000000000000000
9812.500000000000000,9312.500000000000000,91.37055968999999000,1,173,98.91478524244896000,98.86865227723979000
9906.250000000000000,9343.750000000000000,90.77398681500000000,1,174,95.28696446805061000,95.23954670289908000
9953.125000000000000,9359.375000000000000,90.63126373500000000,1,175,92.58349288615564000,92.55961027115015000
9984.375000000000000,9359.375000000000000,90.63126373500000000,1,176,90.00000000000000000,90.00000000000000000
9953.125000000000000,9328.125000000000000,91.68205261000000000,1,177,92.57477250031931000,92.55196891631360000
9984.375000000000000,9328.125000000000000,91.68205261000000000,1,178,90.00000000000000000,90.00000000000000000
9906.250000000000000,9281.250000000000000,91.55844497500000000,1,179,95.29201440956714000,95.24487022789425000
9953.125000000000000,9296.875000000000000,91.68205261000000000,1,180,92.57555906737923000,92.55285403885109000
9984.375000000000000,9296.875000000000000,91.68205261000000000,1,181,90.00000000000000000,90.00000000000000000
9953.125000000000000,9265.625000000000000,91.68205261000000000,1,182,92.58281687972752000,92.55958194793016000
9984.375000000000000,9265.625000000000000,91.68205261000000000,1,183,90.00000000000000000,90.00000000000000000
125.0000000000000000,9125.000000000000000,120.8769149800000000,1,184,151.1197222968685000,151.0917245627967000
375.0000000000000000,9125.000000000000000,123.6556091300000000,1,185,149.8013861444676000,149.4794654884082000
625.0000000000000000,9125.000000000000000,124.0443496700000000,1,186,148.4461682734980000,147.9975967935524000
875.0000000000000000,9125.000000000000000,122.3175048850000000,1,187,147.0800505019458000,146.5700447463390000
1125.000000000000000,9125.000000000000000,121.3542861950000000,1,188,145.7218838978349000,145.1752895909898000
1375.000000000000000,9125.000000000000000,121.0099029550000000,1,189,144.3736810445069000,143.8028407718674000
1625.000000000000000,9125.000000000000000,120.9861450200000000,1,190,143.0320621741334000,142.4450455826078000
1875.000000000000000,9125.000000000000000,120.7723388650000000,1,191,141.6940482078228000,141.0970343282948000
2125.000000000000000,9125.000000000000000,118.5532226550000000,1,192,140.3578509738713000,139.7570264225007000
2375.000000000000000,9125.000000000000000,113.2010040300000000,1,193,139.0224898670158000,138.4260788679246000
2625.000000000000000,9125.000000000000000,111.7450256350000000,1,194,137.7050771813756000,137.1089151228605000
2875.000000000000000,9125.000000000000000,111.8567657450000000,1,195,136.4203382259835000,135.8104580442949000
3125.000000000000000,9125.000000000000000,112.6306533800000000,1,196,135.1645809938508000,134.5333884937648000
3375.000000000000000,9125.000000000000000,113.5278549200000000,1,197,133.9274679312659000,133.2764169026178000
3625.000000000000000,9125.000000000000000,113.0957183850000000,1,198,132.7137995477005000,132.0387725891463000
3875.000000000000000,9125.000000000000000,111.0225601200000000,1,199,131.5236495018382000,130.8270966181066000
4125.000000000000000,9125.000000000000000,110.7073898300000000,1,200,130.3524436077381000,129.6390436658642000
4375.000000000000000,9125.000000000000000,112.3762130750000000,1,201,129.1939574128763000,128.4683778654547000
4625.000000000000000,9125.000000000000000,110.4262390150000000,1,202,128.0340001710585000,127.2986025419671000
4875.000000000000000,9125.000000000000000,106.3836669900000000,1,203,126.8616428201307000,126.1215278924278000
5125.000000000000000,9125.000000000000000,104.2704391500000000,1,204,125.6970648492274000,124.9360523745336000
5375.000000000000000,9125.000000000000000,105.8245925900000000,1,205,124.5595837801652000,123.7400913382855000
5625.000000000000000,9125.000000000000000,106.7970581050000000,1,206,123.4033989862344000,122.5195263586360000
5875.000000000000000,9125.000000000000000,106.5567474350000000,1,207,122.1899492245237000,121.2559273174419000
6125.000000000000000,9125.000000000000000,106.9404068000000000,1,208,120.8946266438219000,119.9574677885824000
6375.000000000000000,9125.000000000000000,107.5153427100000000,1,209,119.5387270820818000,118.6875003614768000
6625.000000000000000,9125.000000000000000,104.4288711550000000,1,210,118.7285168361105000,117.7469618357929000
6875.000000000000000,9125.000000000000000,99.87698745500001000,1,211,117.8612552596166000,116.9174035961770000
7125.000000000000000,9125.000000000000000,96.45638275000000000,1,212,116.9227341798353000,116.3277638350187000
7375.000000000000000,9125.000000000000000,95.79018020500000000,1,213,115.9296894840916000,115.4628713282683000
7625.000000000000000,9125.000000000000000,95.78363037000000000,1,214,114.9291067336918000,114.4040395443650000
7875.000000000000000,9125.000000000000000,97.45642090000000000,1,215,113.9559450106982000,113.0940704409203000
8125.000000000000000,9125.000000000000000,97.41548919499999000,1,216,112.9941809567365000,112.2070353309983000
8375.000000000000000,9125.000000000000000,95.38860321000000000,1,217,111.9804608377181000,111.9224362563868000
8625.000000000000000,9125.000000000000000,93.90102005000000000,1,218,110.9054193591952000,111.4049494467895000
8875.000000000000000,9125.000000000000000,92.13824463000000000,1,219,109.6897445825397000,110.4740627757715000
9125.000000000000000,9125.000000000000000,91.31837845000000000,1,220,108.2277498888871000,109.0478207723439000
9375.000000000000000,9125.000000000000000,90.10238647500000000,1,221,106.2459665446256000,106.8865011666498000
9625.000000000000000,9125.000000000000000,90.56198501500000000,1,222,103.1434388201646000,103.4398273985179000
9812.500000000000000,9187.500000000000000,91.92951202500001000,1,223,98.86942294872519000,98.81744742577365000
9906.250000000000000,9218.750000000000000,92.50494384999999000,1,224,95.28093872699492000,95.23089042395090000
9953.125000000000000,9234.375000000000000,92.83607483000000000,1,225,92.57978298812075000,92.55579818574340000
9984.375000000000000,9234.375000000000000,92.83607483000000000,1,226,90.00000000000000000,90.00000000000000000
9953.125000000000000,9203.125000000000000,92.83607483000000000,1,227,92.56817306639530000,92.54362083990479000
9984.375000000000000,9203.125000000000000,92.83607483000000000,1,228,90.00000000000000000,90.00000000000000000
9906.250000000000000,9156.250000000000000,92.50494384999999000,1,229,95.26162985951129000,95.20716034135199000
9953.125000000000000,9171.875000000000000,92.83607483000000000,1,230,92.56332878248475000,92.53749114990390000
9984.375000000000000,9171.875000000000000,92.83607483000000000,1,231,90.00000000000000000,90.00000000000000000
9953.125000000000000,9140.625000000000000,94.12538910000001000,1,232,92.56914679577623000,92.54110332565311000
9984.375000000000000,9140.625000000000000,94.12538910000001000,1,233,90.00000000000000000,90.00000000000000000
9812.500000000000000,9062.500000000000000,92.53769302500001000,1,234,98.86650982002266000,98.76976593312988000
9906.250000000000000,9093.750000000000000,93.50783539000000000,1,235,95.26029081745961000,95.19318453808445000
9953.125000000000000,9109.375000000000000,94.12538910000001000,1,236,92.56868736064723000,92.53724952617807000
9984.375000000000000,9109.375000000000000,94.12538910000001000,1,237,90.00000000000000000,90.00000000000000000
9953.125000000000000,9078.125000000000000,94.12538910000001000,1,238,92.56208382599594000,92.52741550942413000
9984.375000000000000,9078.125000000000000,94.12538910000001000,1,239,90.00000000000000000,90.00000000000000000
9906.250000000000000,9031.250000000000000,94.15628052000000000,1,240,95.27744318268908000,95.19178530391241000
9953.125000000000000,9046.875000000000000,94.12538910000001000,1,241,92.56614425860015000,92.52648937592866000
9984.375000000000000,9046.875000000000000,94.12538910000001000,1,242,90.00000000000000000,90.00000000000000000
9953.125000000000000,9015.625000000000000,95.30772018499999000,1,243,92.57713611891289000,92.53215276191231000
9984.375000000000000,9015.625000000000000,95.30772018499999000,1,244,90.00000000000000000,90.00000000000000000
125.0000000000000000,8875.000000000000000,120.6885910050000000,1,245,151.0872438616445000,151.0600396148203000
375.0000000000000000,8875.000000000000000,123.4102706900000000,1,246,149.6826947587216000,149.3630990102262000
625.0000000000000000,8875.000000000000000,124.0883483900000000,1,247,148.2502188681398000,147.8068107070521000
875.0000000000000000,8875.000000000000000,123.1467437750000000,1,248,146.8255211248975000,146.3233930342237000
1125.000000000000000,8875.000000000000000,122.3819122300000000,1,249,145.4419190832255000,144.8989267969994000
1375.000000000000000,8875.000000000000000,121.9984817500000000,1,250,144.0848992980909000,143.5136578427388000
1625.000000000000000,8875.000000000000000,122.1957778950000000,1,251,142.7394967925717000,142.1504247758735000
1875.000000000000000,8875.000000000000000,122.5463867200000000,1,252,141.3986208407806000,140.7986386696858000
2125.000000000000000,8875.000000000000000,120.3351211550000000,1,253,140.0607688336392000,139.4538312859482000
2375.000000000000000,8875.000000000000000,114.5107269300000000,1,254,138.7279013564887000,138.1163433453012000
2625.000000000000000,8875.000000000000000,112.7826004050000000,1,255,137.4064828088158000,136.7903169321406000
2875.000000000000000,8875.000000000000000,112.8084259050000000,1,256,136.1133508042252000,135.4796896404781000
3125.000000000000000,8875.000000000000000,113.7834396350000000,1,257,134.8448229346626000,134.1914545981343000
3375.000000000000000,8875.000000000000000,114.7711792000000000,1,258,133.5954655222388000,132.9198223080013000
3625.000000000000000,8875.000000000000000,113.6246795650000000,1,259,132.3640393888915000,131.6553494450848000
3875.000000000000000,8875.000000000000000,110.7341918950000000,1,260,131.1698469938626000,130.4398840425670000
4125.000000000000000,8875.000000000000000,110.2275314350000000,1,261,130.0122532150424000,129.2707859580908000
4375.000000000000000,8875.000000000000000,112.6010894800000000,1,262,128.8873358938619000,128.1475568047978000
4625.000000000000000,8875.000000000000000,111.9529953000000000,1,263,127.7644129619359000,127.0174392134700000
4875.000000000000000,8875.000000000000000,108.4622421250000000,1,264,126.6293709950998000,125.8691120424300000
5125.000000000000000,8875.000000000000000,105.4020690900000000,1,265,125.4762329411075000,124.7040887090329000
5375.000000000000000,8875.000000000000000,105.3875350950000000,1,266,124.3332933763358000,123.5298055150075000
5625.000000000000000,8875.000000000000000,105.1213302600000000,1,267,123.1857020710768000,122.3493991685905000
5875.000000000000000,8875.000000000000000,104.8745956400000000,1,268,122.0259628311793000,121.1236547109986000
6125.000000000000000,8875.000000000000000,105.3007278450000000,1,269,120.8598361643799000,119.9109115865509000
6375.000000000000000,8875.000000000000000,105.8094863900000000,1,270,119.7119039021753000,118.7533590955973000
6625.000000000000000,8875.000000000000000,103.0232009900000000,1,271,118.7079260245253000,117.7308514445244000
6875.000000000000000,8875.000000000000000,98.93717193500001000,1,272,117.7340163881536000,116.8274377031590000
7125.000000000000000,8875.000000000000000,95.79985428000001000,1,273,116.7509769239752000,116.2032119850141000
7375.000000000000000,8875.000000000000000,95.19775009000000000,1,274,115.7395072954624000,115.3419850034796000
7625.000000000000000,8875.000000000000000,95.47045135499999000,1,275,114.7391393725231000,114.2237572066441000
7875.000000000000000,8875.000000000000000,97.73045349000000000,1,276,113.7825613199960000,112.8858130437068000
8125.000000000000000,8875.000000000000000,97.89275741500001000,1,277,112.8263510123171000,111.9110901423720000
8375.000000000000000,8875.000000000000000,95.73154067999999000,1,278,111.8161734572192000,111.1907507632296000
8625.000000000000000,8875.000000000000000,94.01485443000000000,1,279,110.7574788680311000,110.9871661705612000
8875.000000000000000,8875.000000000000000,92.06575011999999000,1,280,109.5435096334819000,110.1455866737511000
9125.000000000000000,8875.000000000000000,91.52640152000001000,1,281,108.0676008170632000,108.6819155390574000
9375.000000000000000,8875.000000000000000,91.23543930000000000,1,282,106.1134120391183000,106.4097305016577000
9625.000000000000000,8875.000000000000000,91.82207107500000000,1,283,103.1058096390373000,102.8514802134744000
9812.500000000000000,8937.500000000000000,93.30890655499999000,1,284,98.91141234692238000,98.71175568159661000
