ICPL	Kx
1849	17.25343
1850	17.53657
1851	17.98485
1852	18.44618
1853	18.91832
1854	18.38135
1855	18.83515
1856	19.39083
1857	19.79012
1858	17.99336
1859	18.81642
1860	19.87898
1861	20.60882
1862	18.0809
1863	20.3715
1864	19.72449
1865	20.55168
1866	21.28987
1867	21.84749
1868	21.3245
1869	22.12956
1870	22.42144
1871	22.82517
1872	22.47536
1873	24.12158
1874	23.28773
1875	23.52994
1876	22.49829
1877	19.45736
1878	21.77542
1879	18.99151
1880	16.12556
1881	15.92878
1882	17.53807
1883	14.85681
1884	15.82826
1885	20.811
1886	25.78981
1887	17.4743
1888	18.85653
1889	24.36971
1890	16.43196
1891	17.30319
1892	13.47688
1893	11.01798
1894	7.467327
1895	9.814139
1896	7.11112
1897	5.638181
1898	4.9715
1899	5.435764
1900	4.436768
1901	4.317964
1902	3.604337
1903	3.675499
1904	2.986981
1905	2.892807
1906	2.220757
1907	2.375178
1908	1.857232
1909	1.629896
1910	1.157348
1911	1.439528
1912	1.149644
1913	0.9532831
1914	1.267662
1915	1.061393
1916	1.237501
1917	1.762367
1918	2.306529
1919	1.517702
1920	1.742486
1921	1.485012
1922	1.68938
1923	1.976632
1924	2.215468
1925	1.903111
1926	2.120592
1927	2.818059
1928	3.242972
1929	2.439502
1930	2.652112
1931	2.334948
1932	2.508425
1933	2.602252
1934	2.457255
1935	2.549391
1936	2.845012
1937	2.997403
1938	2.688039
1939	2.773679
1940	2.630722
1941	2.7038
1942	2.843096
1943	2.903672
1944	2.768262
1945	2.832596
1946	3.526784
1947	3.643009
1948	3.110379
1949	3.197117
1950	2.955134
1951	2.99864
1952	2.881866
1953	2.920797
1954	3.03221
1955	3.064825
1956	2.951341
1957	2.979796
1958	3.245777
1959	3.259199
1960	3.083992
1961	3.09108
1962	2.988061
1963	2.991711
1964	3.097982
1965	3.094095
1966	2.996461
1967	2.997027
1968	3.63343
1969	3.570336
1970	3.25208
1971	3.23656
1972	3.092472
1973	3.0904
1974	2.994365
1975	2.989332
1976	3.081452
1977	3.073937
1978	2.983156
1979	2.976466
1980	3.219399
1981	3.18592
1982	3.063434
1983	3.051346
1984	2.967343
1985	2.95711
1986	3.043296
1987	3.028062
1988	2.945659
1989	2.938656
1990	3.629078
1991	3.54623
1992	3.364526
1993	3.300238
1994	3.450732
1995	3.344192
1996	3.229394
1997	3.16477
1998	3.141333
1999	3.158864
2000	3.130762
2001	3.058005
2002	3.040884
2003	3.011806
2004	2.994077
2005	2.924709
2006	2.911538
2007	2.977373
2008	2.960989
2009	2.896311
2010	2.881674
2011	3.105806
2012	3.083407
2013	3.024756
2014	3.004277
2015	3.065338
2016	3.055312
2017	2.993244
2018	2.990352
2019	2.897552
2020	2.923065
2021	2.924082
2022	2.852908
2023	2.857714
2024	3.188142
2025	3.585226
2026	3.035959
2027	3.132225
2028	2.937025
2029	2.963665
2030	2.873209
2031	2.901915
2032	3.026615
2033	3.092491
2034	2.966414
2035	3.032853
2036	3.300724
2037	3.54593
2038	3.172151
2039	3.271486
2040	3.112153
2041	3.210423
2042	3.388297
2043	3.521228
2044	3.32584
2045	3.456943
2046	4.28207
2047	5.092056
2048	3.850393
2049	4.204483
2050	3.668198
2051	3.829291
2052	3.601747
2053	3.768189
2054	4.003611
2055	4.183758
2056	3.938811
2057	4.113571
2058	4.586661
2059	4.975057
2060	4.37242
2061	4.554428
2062	4.299305
2063	4.475472
2064	4.783547
2065	5.904713
2066	6.239743
2067	5.342696
2068	5.663122
2069	5.137923
2070	5.469731
2071	5.882356
2072	6.031657
2073	5.732257
2074	5.937352
2075	6.203006
2076	6.03487
2077	6.118332
2078	6.167736
2079	6.080309
2080	6.200154
2081	6.200475
2082	6.208665
2083	6.310059
2084	6.406145
2085	5.827671
2086	6.318956
2087	6.246144
2088	6.343889
2089	6.503558
2090	6.664033
2091	6.567972
2092	6.902548
2093	6.875425
2094	7.137883
2095	7.476218
2096	8.807947
2097	7.314408
2098	7.765574
2099	7.442979
2100	7.773757
2101	8.245527
2102	8.724041
2103	8.111763
2104	8.441021
2105	10.2678
2106	11.24191
2107	11.13786
2108	10.81437
2109	10.79507
2110	10.61719
2111	10.45121
2112	10.49645
2113	10.37216
2114	10.18402
2115	10.10498
2116	9.176403
2117	9.51904
2118	8.70674
2119	8.932691
2120	9.76889
2121	9.957364
2122	9.930042
2123	9.66702
2124	9.664708
2125	9.189704
2126	9.393223
2127	9.410018
2128	9.13636
2129	9.168404
2130	4.159074
2131	3.278673
2132	2.489816
2133	2.531868
2134	2.800821
2135	2.99833
2136	3.285826
2137	3.799567
2138	4.197036
2139	5.706669
2140	8.123771
2141	10.27122
2142	12.12851
2143	10.68825
2144	12.44389
2145	14.01564
2146	12.68646
2147	14.46925
2148	14.73289
2149	15.63992
2150	16.65472
2151	18.15711
2152	19.45981
2153	16.00922
2154	18.44753
2155	16.84948
2156	18.8479
2157	20.57809
2158	19.27355
2159	21.1871
2160	21.0318
2161	21.62962
2162	22.14201
2163	23.49586
2164	23.91297
2165	22.43648
2166	24.23504
2167	23.35766
2168	25.78628
2169	25.51658
2170	25.76131
2171	27.75676
2172	27.42283
2173	17.43052
2174	18.0794
2175	20.17055
2176	19.78285
2177	19.95626
2178	21.02995
2179	21.12623
2180	18.6528
2181	18.65725
2182	19.0207
2183	19.62027
2184	20.1121
2185	20.12312
2186	20.38863
2187	21.20596
2188	21.33544
2189	20.64457
2190	21.01963
2191	21.60769
2192	21.8751
2193	22.33412
2194	22.37079
2195	23.92725
2196	23.66499
2197	22.2802
2198	22.17225
2199	23.3331
2200	23.05541
2201	25.4982
2202	24.12517
2203	22.50246
2204	22.77162
2205	23.43407
2206	23.34933
2207	19.45492
2208	19.92812
2209	20.48844
2210	20.89669
2211	20.36693
2212	20.77931
2213	21.32493
2214	21.78549
2215	22.02666
2216	22.99634
2217	21.17808
2218	21.54896
2219	22.20447
2220	22.58394
2221	21.9063
2222	22.18841
2223	22.92898
2224	23.17633
2225	23.95187
2226	24.62421
2227	24.39217
2228	27.50022
2229	22.47767
2230	22.66381
2231	23.39206
2232	23.48661
2233	22.815
2234	22.94356
2235	23.4534
2236	23.47114
2237	24.66938
2238	24.36163
2239	22.97892
2240	23.20191
2241	23.48133
2242	23.50632
2243	23.50173
2244	23.92072
2245	23.83211
2246	24.28159
2247	24.0811
2248	23.81387
2249	23.82198
2250	23.93679
2251	23.90121
2252	26.06121
2253	24.27179
2254	23.77622
2255	23.65266
2256	22.85976
2257	23.76476
2258	23.90611
2259	23.83426
2260	23.95855
2261	23.84873
2262	23.86009
2263	24.01825
2264	24.01704
2265	23.89347
2266	24.03193
2267	23.76076
2268	23.23036
2269	23.95428
2270	23.7818
2271	24.00344
2272	23.87614
2273	23.3321
2274	23.5936
2275	23.7191
2276	22.61206
2277	22.84782
2278	23.92485
2279	23.94434
2280	23.82148
2281	23.90927
2282	23.72411
2283	23.2302
2284	23.76821
2285	23.32851
2286	23.45699
2287	23.905
2288	22.0734
2289	20.61659
2290	21.98212
2291	20.25743
2292	17.84638
2293	22.4613
2294	21.51626
2295	22.55301
2296	21.45181
2297	20.50939
2298	19.45902
2299	20.2854
2300	19.09719
2301	21.79492
2302	19.88794
2303	18.66113
2304	19.3218
2305	18.01875
2306	17.7074
2307	15.89321
2308	17.5229
2309	16.50466
2310	16.88131
2311	15.86233
2312	15.57551
2313	14.7367
2314	14.95327
2315	14.19164
2316	15.13355
2317	13.43206
2318	14.371
2319	13.15178
2320	13.97835
2321	13.29137
2322	13.45736
2323	12.78966
2324	12.15827
2325	12.17392
2326	11.51821
2327	11.1248
2328	10.75318
2329	10.48149
2330	10.21493
2331	9.870147
2332	12.9102
2333	13.7696
2334	14.19181
2335	12.59272
2336	12.91409
2337	11.20741
2338	11.29044
2339	10.35706
2340	10.38967
2341	9.795579
2342	9.901357
2343	10.4753
2344	10.58544
2345	10.03193
2346	10.1525
2347	11.70437
2348	11.83944
2349	11.19208
2350	11.32628
2351	11.98178
2352	12.11669
2353	11.45672
2354	11.58454
2355	10.71814
2356	10.84874
2357	10.28602
2358	10.41836
2359	10.81459
2360	14.66641
2361	15.09936
2362	13.49503
2363	13.6582
2364	12.84046
2365	12.98546
2366	13.80425
2367	13.9239
2368	13.08853
2369	13.17507
2370	15.26266
2371	15.11287
2372	13.96423
2373	13.93859
2374	13.19708
2375	13.15174
2376	13.8055
2377	13.62812
2378	13.04155
2379	12.84027
2380	12.24544
2381	12.36638
2382	11.69793
2383	11.78951
2384	12.16823
2385	11.00677
2386	11.05824
2387	12.16106
2388	11.93205
2389	11.03028
2390	10.80381
2391	14.44006
2392	13.41336
2393	13.33114
2394	12.9108
2395	12.52786
2396	12.21359
2397	12.49556
2398	12.0221
2399	11.81416
2400	11.39129
2401	12.15832
2402	10.80206
2403	11.50364
2404	10.94841
2405	10.92934
2406	10.39136
2407	10.38545
2408	9.77684
2409	9.88842
2410	9.382306
2411	11.42258
2412	10.72252
2413	10.38773
2414	9.791682
2415	9.921384
2416	9.045437
2417	9.103242
2418	8.363398
2419	9.522323
2420	8.287672
2421	9.224903
2422	8.686446
2423	8.870455
2424	8.39674
2425	8.186692
2426	7.703904
2427	7.926966
2428	7.478593
2429	7.255783
2430	6.3598
2431	7.240083
2432	6.80425
2433	7.072333
2434	6.667239
2435	6.40645
2436	6.013714
2437	6.283232
2438	5.910516
2439	8.17955
2440	7.370713
2441	7.624141
2442	6.922291
2443	6.623942
2444	5.928178
2445	6.282456
2446	5.709314
2447	5.575699
2448	4.938476
2449	5.635946
2450	5.297235
2451	5.555664
2452	5.222319
2453	4.97999
2454	4.688395
2455	4.912101
2456	4.610481
2457	4.400071
2458	3.922772
2459	4.40854
2460	4.147071
2461	4.326948
2462	4.053895
2463	3.900238
2464	3.666373
2465	3.806326
2466	3.575228
2467	5.271216
2468	4.635658
2469	5.11633
2470	4.447976
2471	4.056307
2472	3.555078
2473	3.864816
2474	3.373127
2475	3.513722
2476	3.131629
2477	3.452267
2478	3.256741
2479	3.358358
2480	3.162401
2481	3.070398
2482	2.891366
2483	2.97222
2484	2.793743
2485	2.79761
2486	2.493718
2487	2.723835
2488	2.565696
2489	2.629956
2490	2.473214
2491	2.417948
2492	2.28364
2493	2.327592
2494	2.193442
2495	3.120855
2496	2.74842
2497	2.949279
2498	2.582629
2499	2.417728
2500	2.131661
2501	2.263779
2502	1.982578
2503	2.223371
2504	1.983435
2505	2.15539
2506	2.035514
2507	2.072374
2508	1.958799
2509	1.927688
2510	1.829838
2511	1.859726
2512	1.76764
2513	1.774198
2514	1.589548
2515	1.736724
2516	1.649253
2517	1.682283
2518	1.602217
2519	1.565816
2520	1.487992
2521	1.524457
2522	1.452759
2523	1.899834
2524	1.71945
2525	1.752235
2526	1.610761
2527	1.57241
2528	1.43968
2529	1.497502
2530	1.391201
2531	1.426096
2532	1.286398
2533	1.413628
2534	1.348399
2535	1.38498
2536	1.322637
2537	1.28544
2538	1.228847
2539	1.264951
2540	1.210817
2541	1.17553
2542	1.10677
2543	1.177462
2544	1.135376
2545	1.162621
2546	1.120494
2547	1.102339
2548	1.081729
2549	1.087605
2550	1.064581
2551	1.31977
2552	1.211833
2553	1.286754
2554	1.187738
2555	1.11811
2556	1.070484
2557	1.045898
2558	1.053319
2559	1.024918
2560	1.095668
2561	1.014681
2562	1.07681
2563	1.100618
2564	1.06775
2565	1.067468
2566	1.050713
2567	1.052845
2568	1.080322
2569	1.107042
2570	1.068262
2571	1.097002
2572	1.177222
2573	1.300869
2574	1.147813
2575	1.198636
2576	1.138674
2577	1.191463
2578	1.259753
2579	1.330645
2580	1.252341
2581	1.323394
2582	1.018578
2583	1.053336
2584	0.9600401
2585	1.012665
2586	1.147275
2587	1.280279
2588	1.134787
2589	1.2768
2590	1.425966
2591	1.514936
2592	1.414878
2593	1.50626
2594	1.610355
2595	1.707025
2596	1.592089
2597	1.689968
2598	1.406579
2599	1.492163
2600	1.402106
2601	1.483042
2602	1.625238
2603	1.808079
2604	1.916321
2605	1.793002
2606	1.896953
2607	2.02301
2608	2.128565
2609	2.003694
2610	2.107122
2611	1.829943
2612	2.035378
2613	1.43656
2614	1.618626
2615	1.441467
2616	1.623862
2617	1.924602
2618	2.231268
2619	2.326305
2620	2.207461
2621	2.299843
2622	2.41833
2623	2.506367
2624	2.390099
2625	2.472499
2626	2.232751
2627	2.39999
2628	2.597136
2629	2.71395
2630	2.534075
2631	2.628531
2632	2.316893
2633	2.51598
2634	2.794578
2635	2.85142
2636	2.684899
2637	2.710502
2638	2.867229
2639	2.866285
2640	2.723816
2641	2.716286
2642	2.576641
2643	2.548009
2644	2.85662
2645	2.846669
2646	2.695308
2647	2.684579
2648	2.831828
2649	2.819881
2650	2.681926
2651	2.679086
2652	2.473199
2653	2.514272
2654	2.797713
2655	2.779881
2656	2.667427
2657	2.646677
2658	2.758615
2659	2.752381
2660	2.625791
2661	2.62187
2662	2.528431
2663	2.473595
2664	2.78491
2665	2.894277
2666	2.642849
2667	2.741659
2668	3.059598
2669	3.298308
2670	2.919289
2671	3.166872
2672	2.434781
2673	2.844919
2674	3.592386
2675	3.925761
2676	3.468625
2677	3.801698
2678	4.22012
2679	4.400258
2680	4.150401
2681	4.336334
2682	4.578589
2683	4.758692
2684	4.517466
2685	4.697073
2686	4.160544
2687	4.526933
2688	3.515638
2689	4.241588
2690	4.934678
2691	5.104235
2692	4.869484
2693	5.03987
2694	5.270159
2695	5.432222
2696	5.207676
2697	5.372923
2698	4.880017
2699	5.222042
2700	5.573063
2701	5.702694
2702	5.519155
2703	5.656058
2704	5.821497
2705	5.93038
2706	5.783999
2707	5.899981
2708	5.524364
2709	5.802302
2710	4.95136
2711	5.586032
2712	6.026505
2713	6.119489
2714	6.012725
2715	6.119894
2716	6.192079
2717	6.275427
2718	6.222967
2719	6.308299
2720	6.044853
2721	6.22277
2722	6.33051
2723	6.236699
2724	6.358681
2725	6.402457
2726	6.500046
2727	6.579383
2728	6.589861
2729	6.691647
2730	6.44667
2731	6.54958
2732	6.490879
2733	6.626512
2734	6.676867
2735	6.798732
2736	6.765853
2737	6.901247
2738	6.034761
2739	6.315391
2740	6.006263
2741	6.31597
2742	6.621434
2743	6.95637
2744	6.656991
2745	7.035892
2746	6.664059
2747	6.751751
2748	6.791616
2749	6.894374
2750	6.842834
2751	6.950361
2752	6.995731
2753	7.107096
2754	7.047985
2755	7.28438
2756	7.048984
2757	7.15164
2758	7.202427
2759	7.294627
2760	7.258414
2761	7.369226
2762	7.384646
2763	7.473731
2764	7.47523
2765	7.600641
2766	7.623968
2767	7.918977
2768	7.483777
2769	7.601464
2770	7.562935
2771	7.652792
2772	7.721426
2773	7.842552
2774	7.743262
2775	7.83377
2776	7.702153
2777	7.782975
2778	7.963534
2779	8.079409
2780	7.899388
2781	7.985439
2782	8.172991
2783	8.27304
2784	8.0701
2785	8.148041
2786	7.867565
2787	7.948737
2788	7.806595
2789	7.727601
2790	8.372832
2791	8.4632
2792	8.220581
2793	8.276775
2794	8.542645
2795	8.700355
2796	8.335993
2797	8.409414
2798	8.014595
2799	8.08323
2800	8.775287
2801	8.840538
2802	8.542576
2803	8.60825
2804	8.89578
2805	8.940862
2806	8.670562
2807	8.727831
2808	8.250168
2809	8.459988
2810	8.529811
2811	8.26399
2812	8.347916
2813	7.589633
2814	7.853609
2815	8.051297
2816	8.143503
2817	7.893614
2818	8.005436
2819	7.503877
2820	7.764206
2821	7.897793
2822	7.694812
2823	7.830701
2824	5.615252
2825	4.49528
2826	3.293766
2827	2.941605
2828	2.782369
2829	2.695305
2830	2.783233
2831	3.141014
2832	3.453172
2833	4.896807
2834	6.890275
2835	8.534272
2836	6.48006
2837	7.819048
2838	10.04922
2839	11.2367
2840	9.741898
2841	10.85786
2842	12.66872
2843	14.03536
2844	15.08481
2845	13.89252
2846	14.92144
2847	11.99527
2848	12.77039
2849	11.71335
2850	12.47955
2851	13.64111
2852	14.62165
2853	13.30097
2854	14.21349
2855	9.296453
2856	10.1941
2857	10.78119
2858	9.910828
2859	10.46679
2860	8.790614
2861	9.625031
2862	10.13397
2863	9.330039
2864	9.80574
2865	11.41077
2866	12.13194
2867	11.07353
2868	11.71589
2869	13.08509
2870	10.79245
2871	12.04307
2872	16.29264
2873	17.66939
2874	16.09689
2875	17.42067
2876	19.3249
2877	21.24235
2878	18.99104
2879	20.75586
2880	16.08857
2881	18.67476
2882	24.37966
2883	27.50147
2884	21.44915
2885	23.15009
2886	14.8865
2887	17.6935
2888	23.77355
2889	22.10258
2890	18.28507
2891	17.51109
2892	20.22377
2893	22.83758
2894	20.18804
2895	15.70046
2896	14.67361
2897	19.46488
2898	20.06417
2899	13.97319
2900	13.39764
2901	20.02487
2902	17.3448
2903	16.79666
2904	15.12005
2905	15.23251
2906	13.57402
2907	13.5647
2908	12.2597
2909	12.17038
2910	10.64099
2911	12.84891
2912	12.22251
2913	12.27165
2914	11.69663
2915	11.64267
2916	11.12245
2917	11.17422
2918	10.68886
2919	11.19276
2920	10.29413
2921	10.64446
2922	10.20895
2923	10.26512
2924	9.888823
2925	9.792569
2926	9.418728
2927	9.540545
2928	9.287434
2929	9.603923
2930	9.132212
2931	9.327823
2932	8.549114
2933	9.311452
2934	9.51975
2935	8.916222
2936	8.981182
2937	9.747677
2938	9.960815
2939	9.138464
2940	9.296737
2941	8.273377
2942	8.479936
2943	9.782586
2944	9.680816
2945	8.701425
2946	8.610334
2947	8.971903
2948	7.750484
2949	7.931572
2950	6.82544
2951	6.493315
2952	5.400373
2953	5.60682
2954	4.524454
2955	4.326766
2956	3.277719
2957	3.591352
2958	2.827474
2959	2.518036
2960	1.956761
2961	2.246552
2962	1.811221
2963	1.581939
2964	1.388078
2965	1.529057
2966	1.369179
2967	1.223606
2968	1.074904
2969	1.266219
2970	1.1947
2971	1.023145
2972	1.2416
2973	1.208825
2974	1.374452
2975	1.559031
2976	1.930879
2977	1.642851
2978	1.945429
2979	2.34362
2980	2.477879
2981	2.462866
2982	2.589175
2983	2.808423
2984	3.949
2985	5.186283
2986	6.050309
2987	6.713093
2988	5.876447
2989	6.303853
2990	7.414527
2991	7.674996
2992	7.500692
2993	7.426854
2994	7.648054
2995	7.799413
2996	7.694703
2997	7.824731
2998	7.712882
2999	7.787359
3000	7.901891
3001	7.919296
3002	8.012978
3003	8.032614
3004	8.042138
3005	8.05019
3006	8.120281
3007	8.220503
3008	8.275551
3009	8.437641
3010	8.406776
3011	8.448229
3012	8.608919
3013	8.637003
3014	6.189366
3015	5.609291
3016	5.040407
3017	3.328324
3018	2.416598
3019	2.249111
3020	2.408162
3021	3.045302
3022	4.267347
3023	4.808348
3024	5.388582
3025	5.094263
3026	5.255052
3027	5.434239
3028	5.209373
3029	5.327341
3030	5.982494
3031	6.443738
3032	5.833246
3033	6.185353
3034	6.957996
3035	7.576501
3036	6.621113
3037	7.099143
3038	7.406362
3039	6.896625
3040	7.183943
3041	5.658682
3042	5.91784
3043	6.078093
3044	5.803281
3045	5.93754
3046	5.486419
3047	5.580163
3048	5.413384
3049	5.498592
3050	5.690464
3051	5.803116
3052	5.585654
3053	5.689704
3054	6.253413
3055	6.45326
3056	6.09033
3057	6.27558
3058	6.700279
3059	6.959134
3060	6.485879
3061	6.754821
3062	5.928874
3063	6.305241
3064	8.214675
3065	8.602595
3066	7.968893
3067	8.333325
3068	9.017865
3069	9.460438
3070	8.733125
3071	9.146351
3072	7.72504
3073	8.077505
3074	7.492931
3075	7.818928
3076	8.488559
3077	10.02532
3078	11.02037
3079	9.306702
3080	10.14243
3081	7.310608
3082	7.975704
3083	6.882001
3084	7.518208
3085	8.728568
3086	11.92989
3087	13.27265
3088	9.887328
3089	10.53513
3090	11.69028
3091	9.265461
3092	8.471302
3093	7.729287
3094	7.120318
3095	6.957994
3096	7.025682
3097	7.810814
3098	6.574211
3099	3.915798
3100	2.469658
3101	1.702986
3102	1.36638
3103	1.361942
3104	1.515646
3105	1.959932
3106	2.362295
3107	2.630829
3108	2.772087
3109	3.258662
3110	3.855415
3111	4.63734
3112	5.360766
3113	5.752653
3114	5.90591
3115	7.803445
3116	8.829616
3117	8.897652
3118	8.827634
3119	8.841302
3120	9.063921
3121	9.060722
3122	9.445025
3123	9.318595
3124	9.2944
3125	9.591626
3126	9.540228
3127	9.999694
3128	10.10493
3129	9.880931
3130	9.793228
3131	10.17964
3132	10.04505
3133	10.86542
3134	10.47224
3135	10.27908
3136	10.69695
3137	10.47015
3138	4.953931
3139	4.534344
3140	4.459975
3141	2.751201
3142	1.872489
3143	1.774376
3144	1.97592
3145	2.658864
3146	3.908563
3147	4.887133
3148	3.304653
3149	3.974677
3150	4.216304
3151	3.570169
3152	3.806477
3153	5.053289
3154	5.049645
3155	4.760196
3156	4.815531
3157	5.112244
3158	5.216566
3159	5.274149
3160	5.104278
3161	5.16614
3162	4.925701
3163	4.966716
3164	4.813535
3165	4.863735
3166	5.017377
3167	5.077145
3168	4.921872
3169	4.988081
3170	4.382911
3171	4.575484
3172	4.628546
3173	4.395234
3174	4.483248
3175	4.056592
3176	4.147052
3177	3.873913
3178	3.975414
3179	4.232687
3180	4.330014
3181	4.073925
3182	4.171114
3183	4.68494
3184	4.751563
3185	4.554222
3186	4.633556
3187	4.813791
3188	4.394619
3189	4.603083
3190	5.339905
3191	5.412516
3192	5.231619
3193	5.311693
3194	5.476471
3195	5.149848
3196	5.324935
3197	5.737412
3198	5.010945
3199	5.594213
3200	6.737186
3201	7.870837
3202	6.469824
3203	7.556623
3204	8.917525
3205	8.967523
3206	6.810708
3207	6.459868
3208	5.992914
3209	5.49213
3210	5.156866
3211	5.038007
3212	5.68969
3213	4.816225
3214	2.851496
3215	1.942522
3216	1.586717
3217	1.517247
3218	1.830337
3219	2.177385
3220	2.704874
3221	3.06802
3222	3.433827
3223	3.672429
3224	4.443411
3225	5.2278
3226	5.927014
3227	6.505883
3228	6.76335
3229	6.571522
3230	8.728848
3231	10.71753
3232	11.35351
3233	10.85512
3234	10.55287
3235	10.81601
3236	10.48572
3237	10.93246
3238	10.70738
3239	10.42833
3240	10.54605
3241	10.31237
3242	10.19864
3243	10.41843
3244	10.30942
3245	10.16404
3246	10.12004
3247	9.936967
3248	10.02985
3249	9.93684
3250	9.769898
3251	9.762476
3252	9.604382
3253	2.332612
3254	2.343632
3255	2.009683
3256	1.660011
3257	1.29427
3258	1.326528
3259	1.535082
3260	1.995855
3261	2.339265
3262	1.735788
3263	2.010349
3264	2.732571
3265	3.206444
3266	3.446193
3267	2.900497
3268	3.151269
3269	3.26671
3270	3.003589
3271	3.121358
3272	2.311446
3273	2.462247
3274	2.144356
3275	2.274906
3276	2.339305
3277	2.1928
3278	2.243302
3279	2.647674
3280	2.748864
3281	2.523669
3282	2.617196
3283	2.863288
3284	2.984352
3285	2.7328
3286	2.858759
3287	2.406944
3288	2.494693
3289	2.301589
3290	2.378303
3291	2.620102
3292	3.701648
3293	3.812389
3294	3.540148
3295	3.658663
3296	3.905851
3297	3.389294
3298	3.513001
3299	3.247245
3300	3.380214
3301	3.644472
3302	4.166852
3303	3.129398
3304	3.435273
3305	2.931435
3306	3.276099
3307	3.838277
3308	4.902078
3309	6.90393
3310	9.805313
3311	10.30147
3312	9.593952
3313	9.240485
3314	9.454536
3315	6.932068
3316	3.899011
3317	3.097135
3318	3.216798
3319	2.80841
3320	2.025397
3321	1.692386
3322	1.794568
3323	2.165736
3324	3.019035
3325	4.05113
3326	4.555976
3327	5.136015
3328	5.506619
3329	5.999164
3330	6.408768
3331	7.064317
3332	7.86503
3333	9.110137
3334	10.10386
3335	11.65815
3336	10.33743
3337	9.822237
3338	9.709129
3339	9.596724
3340	9.442136
3341	9.437934
3342	9.282948
3343	9.425687
3344	9.283674
3345	9.125413
3346	9.131067
3347	8.967294
3348	9.44704
3349	9.150024
3350	8.976786
3351	8.805663
3352	8.844754
3353	8.671015
3354	8.870665
3355	8.671352
3356	8.487976
3357	8.47888
3358	8.286664
3359	1.554256
3360	1.6307
3361	1.388859
3362	1.275539
3363	1.005741
3364	1.063706
3365	1.147353
3366	1.033919
3367	1.082117
3368	1.219406
3369	1.322346
3370	1.142938
3371	1.182424
3372	1.113274
3373	1.153801
3374	1.236985
3375	1.318007
3376	1.208074
3377	1.271216
3378	1.314104
3379	1.254339
3380	1.293662
3381	1.524722
3382	1.650302
3383	1.458433
3384	1.573677
3385	1.775948
3386	1.899277
3387	1.694242
3388	1.801813
3389	1.862677
3390	1.77239
3391	1.834887
3392	1.412607
3393	1.505924
3394	1.563656
3395	1.483924
3396	1.541087
3397	1.359065
3398	1.408318
3399	1.340532
3400	1.389128
3401	1.463121
3402	1.520566
3403	1.442026
3404	1.500733
3405	1.623451
3406	1.685096
3407	1.601022
3408	1.663468
3409	1.748359
3410	1.812912
3411	1.728153
3412	1.795669
3413	1.603138
3414	1.740235
3415	2.016816
3416	2.078184
3417	1.959425
3418	2.015461
3419	2.127909
3420	2.171297
3421	2.074545
3422	2.12029
3423	1.922827
3424	1.984026
3425	1.897583
3426	1.961208
3427	2.061795
3428	2.204372
3429	2.454634
3430	2.209758
3431	2.450136
3432	1.907604
3433	2.056865
3434	1.887746
3435	2.063296
3436	2.38293
3437	2.96728
3438	3.733339
3439	3.039937
3440	3.906682
3441	5.05533
3442	7.206275
3443	10.09595
3444	10.95681
3445	11.50901
3446	11.20134
3447	11.25406
3448	7.269682
3449	3.306023
3450	2.225448
3451	2.023638
3452	1.757227
3453	1.511488
3454	1.526687
3455	1.965031
3456	2.724757
3457	4.281005
3458	6.221424
3459	6.882757
3460	7.812712
3461	8.230145
3462	8.84653
3463	8.550549
3464	8.662777
3465	8.942466
3466	10.18352
3467	11.0569
3468	13.19935
3469	9.332864
3470	8.594271
3471	8.469044
3472	8.260209
3473	8.060514
3474	7.998868
3475	7.837365
3476	7.785942
3477	7.69652
3478	7.555203
3479	7.387619
3480	7.253456
3481	7.074408
3482	7.05819
3483	7.050495
3484	6.940231
3485	6.718712
3486	6.63271
3487	6.322725
3488	6.378825
3489	6.313716
3490	6.042391
3491	5.99731
3492	1.730066
3493	1.807078
3494	1.726185
3495	1.636579
3496	2.049396
3497	1.961983
3498	1.473676
3499	1.296094
3500	1.673707
3501	1.430765
3502	1.320136
3503	1.500519
3504	1.37082
3505	1.13765
3506	1.053389
3507	1.220018
3508	1.137991
3509	1.251999
3510	1.169551
3511	1.127958
3512	1.179443
3513	1.129929
3514	1.079873
3515	1.0499
3516	1.092899
3517	1.072521
3518	1.092484
3519	1.070426
3520	1.057075
3521	1.048533
3522	1.058005
3523	1.051583
3524	1.031863
3525	1.034803
3526	1.033141
3527	1.029815
3528	1.046535
3529	1.063167
3530	1.038498
3531	1.047577
3532	1.055415
3533	1.040925
3534	1.047057
3535	1.037876
3536	1.034304
3537	1.040557
3538	1.034122
3539	1.030574
3540	1.030531
3541	1.031998
3542	1.030956
3543	1.043227
3544	1.03727
3545	1.045581
3546	1.042463
3547	1.033361
3548	1.031606
3549	1.032294
3550	1.028091
3551	1.028283
3552	1.035101
3553	1.038945
3554	1.030339
3555	1.031764
3556	1.028498
3557	1.023819
3558	1.088897
3559	1.121503
3560	1.142911
3561	1.106927
3562	1.126932
3563	1.065397
3564	1.076987
3565	1.054376
3566	1.064185
3567	1.091852
3568	1.110109
3569	1.076741
3570	1.092342
3571	1.168123
3572	1.198565
3573	1.150761
3574	1.180335
3575	1.236489
3576	1.275096
3577	1.217445
3578	1.25552
3579	1.136646
3580	1.204327
3581	1.041202
3582	1.057825
3583	1.021181
3584	1.021982
3585	1.095944
3586	1.332187
3587	1.441408
3588	1.292146
3589	1.400077
3590	1.622929
3591	1.278407
3592	1.542715
3593	1.960798
3594	2.439436
3595	1.912709
3596	2.431003
3597	3.6745
