icpl	0	3652
1	151.1589175	151.1332116
2	149.9404905	149.6306403
3	148.673611	148.2451384
4	147.3825704	146.8934295
5	146.0791489	145.5494394
6	144.7660631	144.2066225
7	143.443792	142.8648397
8	142.1166717	141.5256985
9	140.7854608	140.1912567
10	139.4489377	138.8644077
11	138.1245459	137.5508301
12	136.8288953	136.256662
13	135.5628767	134.9851296
14	134.3348449	133.7379675
15	133.1472586	132.5132533
16	131.9781903	131.303628
17	130.796455	130.1002262
18	129.5999751	128.8985458
19	128.4148156	127.6990399
20	127.257209	126.5017909
21	126.0988129	125.3007306
22	124.9395553	124.0882868
23	123.7624272	122.8529329
24	122.554784	121.5898886
25	121.3254829	120.3190021
26	120.1364874	119.109245
27	119.1449746	118.0712559
28	118.1864823	117.1264572
29	117.2175551	116.2726395
30	116.2505695	115.7493218
31	115.2681529	115.0755755
32	114.2669343	114.4493236
33	113.2469138	113.7502879
34	112.1961171	112.9909756
35	111.0760965	112.0515991
36	109.7962301	110.7694255
37	108.2413875	108.891691
38	106.2999314	106.0365523
39	103.3680725	102.9093749
40	99.0763118	98.7525109
41	95.40507828	95.21794065
42	92.65918153	92.56659195
43	90	90
44	92.63388655	92.54275084
45	90	90
46	95.37740499	95.19494862
47	92.62498042	92.53529224
48	90	90
49	92.62886356	92.5404009
50	90	90
51	99.06158217	98.76302223
52	95.37146498	95.19673677
53	92.62691497	92.54053737
54	90	90
55	92.61867193	92.53437996
56	90	90
57	95.37975786	95.21378906
58	92.62029105	92.53840724
59	90	90
60	92.6282817	92.54887196
61	90	90
62	151.1537288	151.1268513
63	149.9239962	149.6077081
64	148.6471883	148.2076107
65	147.3440238	146.8437703
66	146.0278304	145.490728
67	144.7048332	144.1420681
68	143.3775012	142.7969001
69	142.0471865	141.4558548
70	140.7124515	140.1203564
71	139.3763112	138.7930809
72	138.0562725	137.4797709
73	136.7630679	136.185664
74	135.4985414	134.9138769
75	134.268944	133.6658293
76	133.0809467	132.4403435
77	131.9093761	131.2304952
78	130.729931	130.0288067
79	129.543212	128.8306588
80	128.3455623	127.6326009
81	127.1631416	126.4347998
82	126.0033942	125.2345931
83	124.8585597	124.0229687
84	123.6854063	122.7821696
85	122.4501576	121.4980076
86	121.1308357	120.1753338
87	119.7605563	118.8843605
88	118.9524174	117.9248664
89	118.1036386	117.0307649
90	117.1636653	116.1466281
91	116.1903835	115.2962904
92	115.2064978	114.4739977
93	114.212284	114.0353289
94	113.2120617	113.3918692
95	112.1718077	112.7765385
96	111.0502719	111.9321453
97	109.7877028	110.7544699
98	108.2706815	109.0863456
99	106.2979139	106.6828099
100	103.2831101	103.0415205
101	99.03901393	98.79181467
102	95.37121896	95.22034642
103	92.62579916	92.5504995
104	90	90
105	92.61399806	92.54231152
106	90	90
107	95.34828999	95.2121412
108	92.60809517	92.54050272
109	90	90
110	92.61204594	92.54829223
111	90	90
112	99.00531468	98.82124042
113	95.3363934	95.21885172
114	92.6086683	92.54996595
115	90	90
116	92.59910825	92.54476443
117	90	90
118	95.33830482	95.23901084
119	92.59891326	92.54959478
120	90	90
121	92.60501044	92.56064246
122	90	90
123	151.1411362	151.1134138
124	149.8789546	149.5587661
125	148.5733552	148.1274335
126	147.2459499	146.738814
127	145.9116278	145.3686459
128	144.5765564	144.0095461
129	143.2420696	142.6585302
130	141.9076795	141.3142817
131	140.5710321	139.9769744
132	139.2353033	138.6486564
133	137.9182118	137.3347099
134	136.6296841	136.0399246
135	135.3699227	134.7670254
136	134.1392199	133.5166051
137	132.9430058	132.2879652
138	131.7624008	131.0774107
139	130.5851405	129.8799534
140	129.4079413	128.6900055
141	128.2190582	127.5003549
142	127.0298447	126.30787
143	125.8660668	125.1115943
144	124.7276281	123.9035638
145	123.5564214	122.6622578
146	122.2876462	121.3603279
147	120.7899896	119.9606993
148	118.5448211	118.3732006
149	118.6055444	117.715323
150	117.947465	116.9233821
151	117.0520922	116.0931331
152	116.0846229	115.1866889
153	115.0979222	114.237317
154	114.1077494	113.3238228
155	113.1246864	112.5538815
156	112.1006067	112.3631865
157	110.9975415	111.7092145
158	109.760299	110.6685514
159	108.2754201	109.1617691
160	106.2907447	106.9585541
161	103.2118375	103.5193902
162	98.95037049	98.86661662
163	95.32247551	95.24905445
164	92.60067888	92.56306974
165	90	90
166	92.58805025	92.55521174
167	90	90
168	95.2977107	95.2405766
169	92.58210754	92.55323907
170	90	90
171	92.58639611	92.56003413
172	90	90
173	98.91478524	98.86865228
174	95.28696447	95.2395467
175	92.58349289	92.55961027
176	90	90
177	92.5747725	92.55196892
178	90	90
179	95.29201441	95.24487023
180	92.57555907	92.55285404
181	90	90
182	92.58281688	92.55958195
183	90	90
