  days     volume       vol_drain     vol_macro      delta_vol      del_vol_drain  del_vol_macro  rainfall       irrigation     recharge       macro_rech     total_rech     gw_withdrawal  net_recharge   runoff         pot_evap       evaporation    gw_pot_evap     balance        elevation      depth-to-water
   394  0.2401223      0.5683928E-03   0.000000      0.1885870E-02  0.1275677E-03   0.000000      0.6450000E-01   0.000000      0.9126835E-03   0.000000      0.9126835E-03   0.000000      0.9126835E-03   0.000000      0.1574000      0.6157388E-01  0.9582613E-01  0.8847090E-16  0.1150000E-04   99.99999    
   425  0.2186942      0.4850294E-04   0.000000     -0.2142809E-01 -0.5198899E-03   0.000000      0.3250000E-01   0.000000      0.7148032E-03   0.000000      0.7148032E-03   0.000000      0.7148032E-03   0.000000      0.1699000      0.5373318E-01  0.1161668      0.3560520E-15  0.1150000E-04   99.99999    
   455  0.1915248      0.3087891E-04   0.000000     -0.2716943E-01 -0.1762403E-04   0.000000      0.3600000E-02   0.000000      0.1107030E-03   0.000000      0.1107030E-03   0.000000      0.1107030E-03   0.000000      0.1033000      0.3067635E-01  0.7262365E-01  0.4725766E-16  0.1150000E-04   99.99999    
   486  0.2191258      0.8639876E-04   0.000000      0.2760104E-01  0.5551985E-04   0.000000      0.4730000E-01   0.000000      0.7100169E-04   0.000000      0.7100169E-04   0.000000      0.7100169E-04   0.000000      0.6490000E-01  0.1957243E-01  0.4532757E-01  0.1194045E-15  0.1150000E-04   99.99999    
   516  0.2274621      0.1469041E-03   0.000000      0.8336322E-02  0.6050539E-04   0.000000      0.2740000E-01   0.000000      0.2222400E-03   0.000000      0.2222400E-03   0.000000      0.2222400E-03   0.000000      0.5570000E-01  0.1878093E-01  0.3691907E-01 -0.2774202E-16  0.1150000E-04   99.99999    
   547  0.2228910      0.1407360E-03   0.000000     -0.4571090E-02 -0.6168177E-05   0.000000      0.1740000E-01   0.000000      0.3064950E-03   0.000000      0.3064950E-03   0.000000      0.3064950E-03   0.000000      0.6370000E-01  0.2167076E-01  0.4202924E-01 -0.2245383E-15  0.1150000E-04   99.99999    
   578  0.1927846      0.3754609E-04   0.000000     -0.3010640E-01 -0.1031899E-03   0.000000       0.000000       0.000000      0.2249746E-03   0.000000      0.2249746E-03   0.000000      0.2249746E-03   0.000000      0.9930000E-01  0.2998462E-01  0.6931538E-01  0.5524010E-16  0.1150000E-04   99.99999    
   608  0.1548242      0.4762546E-05   0.000000     -0.3796048E-01 -0.3278355E-04   0.000000       0.000000       0.000000      0.5279317E-04   0.000000      0.5279317E-04   0.000000      0.5279317E-04   0.000000      0.1555000      0.3794047E-01  0.1175595     -0.9832358E-16  0.1150000E-04   99.99999    
   639  0.1566090      0.3951390E-05   0.000000      0.1784806E-02 -0.8111563E-06   0.000000      0.4210000E-01   0.000000      0.6060446E-05   0.000000      0.6060446E-05   0.000000      0.6060446E-05   0.000000      0.1913000      0.4030994E-01  0.1509901      0.2221174E-16  0.1150000E-04   99.99999    
   669  0.1404453      0.1309175E-05   0.000000     -0.1616371E-01 -0.2642215E-05   0.000000      0.2220000E-01   0.000000      0.5425001E-05   0.000000      0.5425001E-05   0.000000      0.5425001E-05   0.000000      0.1895000      0.3836093E-01  0.1511391      0.1813396E-15  0.1150000E-04   99.99999    
   700  0.1930745      0.4951946E-04   0.000000      0.5262923E-01  0.4821029E-04   0.000000      0.1125000       0.000000      0.3361015E-04   0.000000      0.3361015E-04   0.000000      0.3361015E-04   0.000000      0.2076000      0.5978895E-01  0.1478111     -0.2162712E-15  0.1150000E-04   99.99999    
   731  0.1959478      0.2248343E-04   0.000000      0.2873308E-02 -0.2703603E-04   0.000000      0.7190000E-01   0.000000      0.1123293E-03   0.000000      0.1123293E-03   0.000000      0.1123293E-03   0.000000      0.2371000      0.6894140E-01  0.1681586      0.1306226E-15  0.1150000E-04   99.99999    
   760  0.3190525      0.2084087E-02   0.000000      0.1231047      0.2061604E-02   0.000000      0.1777000       0.000000      0.6251974E-04   0.000000      0.6251974E-04   0.000000      0.6251974E-04   0.000000      0.1515000      0.5247114E-01  0.9902886E-01  0.1621966E-15  0.1150000E-04   99.99999    
   791  0.3516610      0.3375129E-01   0.000000      0.3260847E-01  0.3166721E-01   0.000000      0.1395000       0.000000      0.6714869E-02   0.000000      0.6714869E-02   0.000000      0.6714869E-02   0.000000      0.1237000      0.6850945E-01  0.5519055E-01  0.2081668E-15  0.1150000E-04   99.99999    
   821  0.3347491      0.7577074E-02   0.000000     -0.1691186E-01 -0.2617422E-01   0.000000      0.5030000E-01   0.000000      0.4891017E-01   0.000000      0.4891017E-01   0.000000      0.4891017E-01   0.000000      0.7810000E-01  0.4447591E-01  0.3362409E-01  0.2775558E-16  0.1150000E-04   99.99999    
   852  0.3520394      0.2725678E-01   0.000000      0.1729024E-01  0.1967971E-01   0.000000      0.8200000E-01   0.000000      0.1667859E-01   0.000000      0.1667859E-01   0.000000      0.1667859E-01   0.000000      0.4850000E-01  0.2835146E-01  0.2014854E-01 -0.3157197E-15  0.1150000E-04   99.99999    
   882  0.3133134      0.5652236E-02   0.000000     -0.3872595E-01 -0.2160454E-01   0.000000      0.1600000E-02   0.000000      0.3816248E-01   0.000000      0.3816248E-01   0.000000      0.3816248E-01   0.000000      0.4350000E-01  0.2376801E-01  0.1973199E-01  0.2914335E-15  0.1150000E-04   99.99999    
   913  0.2943633      0.2748888E-02   0.000000     -0.1895012E-01 -0.2903348E-02   0.000000      0.1370000E-01   0.000000      0.1038360E-01   0.000000      0.1038360E-01   0.000000      0.1038360E-01   0.000000      0.5090000E-01  0.2516986E-01  0.2573014E-01  0.1756408E-15  0.1150000E-04   99.99999    
   944  0.2733243      0.1076763E-02   0.000000     -0.2103900E-01 -0.1672124E-02   0.000000      0.1660000E-01   0.000000      0.4574697E-02   0.000000      0.4574697E-02   0.000000      0.4574697E-02   0.000000      0.7860000E-01  0.3473643E-01  0.4386357E-01  0.2194425E-15  0.1150000E-04   99.99999    
   974  0.2758339      0.1588245E-02   0.000000      0.2509584E-02  0.5114812E-03   0.000000      0.5770000E-01   0.000000      0.4054056E-02   0.000000      0.4054056E-02   0.000000      0.4054056E-02   0.000000      0.1089000      0.5062488E-01  0.5827512E-01  0.3161534E-15  0.1150000E-04   99.99999    
  1005  0.2269746      0.2336840E-03   0.000000     -0.4885926E-01 -0.1354561E-02   0.000000      0.1360000E-01   0.000000      0.2205215E-02   0.000000      0.2205215E-02   0.000000      0.2205215E-02   0.000000      0.1631000      0.6160861E-01  0.1014914      0.2029626E-15  0.1150000E-04   99.99999    
  1035  0.1987921      0.4767948E-04   0.000000     -0.2818259E-01 -0.1860045E-03   0.000000      0.3700000E-01   0.000000      0.3395502E-03   0.000000      0.3395502E-03   0.000000      0.3395502E-03   0.000000      0.2082000      0.6502904E-01  0.1431710      0.5973954E-16  0.1150000E-04   99.99999    
  1066  0.1789704      0.1047999E-04   0.000000     -0.1982168E-01 -0.3719949E-04   0.000000      0.3260000E-01   0.000000      0.6698899E-04   0.000000      0.6698899E-04   0.000000      0.6698899E-04   0.000000      0.2011000      0.5239189E-01  0.1487081      0.1812786E-15  0.1150000E-04   99.99999    
  1097  0.2027834      0.9976131E-04   0.000000      0.2381303E-01  0.8928132E-04   0.000000      0.7950000E-01   0.000000      0.8649496E-04   0.000000      0.8649496E-04   0.000000      0.8649496E-04   0.000000      0.1812000      0.5551119E-01  0.1256888     -0.1034464E-15  0.1150000E-04   99.99999    
  1125  0.2251643      0.6244715E-04   0.000000      0.2238088E-01 -0.3731416E-04   0.000000      0.6820000E-01   0.000000      0.1249309E-03   0.000000      0.1249309E-03   0.000000      0.1249309E-03   0.000000      0.1569000      0.4573151E-01  0.1111685      0.2145365E-16  0.1150000E-04   99.99999    
  1156  0.2012281      0.6377632E-04   0.000000     -0.2393616E-01  0.1329174E-05   0.000000      0.2740000E-01   0.000000      0.1917141E-03   0.000000      0.1917141E-03   0.000000      0.1917141E-03   0.000000      0.1590000      0.5114311E-01  0.1078569      0.1847752E-15  0.1150000E-04   99.99999    
  1186  0.1718786      0.1056553E-04   0.000000     -0.2934952E-01 -0.5321079E-04   0.000000      0.1200000E-02   0.000000      0.8788941E-04   0.000000      0.8788941E-04   0.000000      0.8788941E-04   0.000000      0.1151000      0.3051484E-01  0.8458516E-01 -0.1013051E-15  0.1150000E-04   99.99999    
  1217  0.1763624      0.1144476E-04   0.000000      0.4483830E-02  0.8792306E-06   0.000000      0.2180000E-01   0.000000      0.1800411E-04   0.000000      0.1800411E-04   0.000000      0.1800411E-04   0.000000      0.7000000E-01  0.1729729E-01  0.5270271E-01 -0.2120107E-15  0.1150000E-04   99.99999    
  1247  0.1656956      0.5843683E-05   0.000000     -0.1066680E-01 -0.5601080E-05   0.000000      0.3400000E-02   0.000000      0.2008583E-04   0.000000      0.2008583E-04   0.000000      0.2008583E-04   0.000000      0.5790000E-01  0.1405232E-01  0.4384768E-01  0.2274089E-15  0.1150000E-04   99.99999    
  1278  0.2228666      0.1495264E-03   0.000000      0.5717101E-01  0.1436827E-03   0.000000      0.7980000E-01   0.000000      0.8040023E-04   0.000000      0.8040023E-04   0.000000      0.8040023E-04   0.000000      0.7130000E-01  0.2240490E-01  0.4889510E-01  0.7708677E-16  0.1150000E-04   99.99999    
  1309  0.2323009      0.4229217E-04   0.000000      0.9434265E-02 -0.1072342E-03   0.000000      0.4750000E-01   0.000000      0.2206417E-03   0.000000      0.2206417E-03   0.000000      0.2206417E-03   0.000000      0.1262000      0.3795233E-01  0.8824767E-01  0.1759660E-15  0.1150000E-04   99.99999    
  1339  0.2495929      0.2865104E-03   0.000000      0.1729203E-01  0.2442182E-03   0.000000      0.6840000E-01   0.000000      0.2093438E-03   0.000000      0.2093438E-03   0.000000      0.2093438E-03   0.000000      0.1436000      0.5065440E-01  0.9294560E-01  0.4794884E-15  0.1150000E-04   99.99999    
  1370  0.2177944      0.7232889E-04   0.000000     -0.3179857E-01 -0.2141815E-03   0.000000      0.3560000E-01   0.000000      0.5262346E-03   0.000000      0.5262346E-03   0.000000      0.5262346E-03   0.000000      0.2018000      0.6708652E-01  0.1347135      0.5426432E-16  0.1150000E-04   99.99999    
  1400  0.2941060      0.1402708E-02   0.000000      0.7631159E-01  0.1330379E-02   0.000000      0.1465000       0.000000      0.1846355E-03   0.000000      0.1846355E-03   0.000000      0.1846355E-03   0.000000      0.1894000      0.6867339E-01  0.1207266     -0.6418477E-16  0.1150000E-04   99.99999    
  1431  0.2727718      0.1579327E-02   0.000000     -0.2133421E-01  0.1766188E-03   0.000000      0.7980000E-01   0.000000      0.4044176E-02   0.000000      0.4044176E-02   0.000000      0.4044176E-02   0.000000      0.2118000      0.9691341E-01  0.1148866      0.6331741E-16  0.1150000E-04   99.99999    
  1462  0.2314986      0.2712834E-03   0.000000     -0.4127319E-01 -0.1308043E-02   0.000000      0.5510000E-01   0.000000      0.2150604E-02   0.000000      0.2150604E-02   0.000000      0.2150604E-02   0.000000      0.2506000      0.9553063E-01  0.1550694      0.5280065E-15  0.1150000E-04   99.99999    
  1490  0.2485586      0.6252846E-03   0.000000      0.1706000E-01  0.3540012E-03   0.000000      0.7530000E-01   0.000000      0.9529674E-03   0.000000      0.9529674E-03   0.000000      0.9529674E-03   0.000000      0.1404000      0.5693303E-01  0.8346698E-01 -0.6582733E-15  0.1150000E-04   99.99999    
  1521  0.3152682      0.9785434E-02   0.000000      0.6670964E-01  0.9160149E-02   0.000000      0.2073000       0.000000      0.4741409E-01   0.000000      0.4741409E-01   0.000000      0.4741409E-01   0.000000      0.1382000      0.8401611E-01  0.5418389E-01 -0.5360296E-15  0.1150000E-04   99.99999    
  1551  0.2699833      0.1189592E-02   0.000000     -0.4528490E-01 -0.8595842E-02   0.000000      0.1790000E-01   0.000000      0.1277900E-01   0.000000      0.1277900E-01   0.000000      0.1277900E-01   0.000000      0.1276000      0.5900174E-01  0.6859826E-01 -0.2688821E-15  0.1150000E-04   99.99999    
  1582  0.2449783      0.4464161E-03   0.000000     -0.2500498E-01 -0.7431761E-03   0.000000      0.1640000E-01   0.000000      0.2185722E-02   0.000000      0.2185722E-02   0.000000      0.2185722E-02   0.000000      0.9860000E-01  0.3996244E-01  0.5863756E-01  0.2517517E-15  0.1150000E-04   99.99999    
  1612  0.2164486      0.1214588E-03   0.000000     -0.2852977E-01 -0.3249573E-03   0.000000      0.3300000E-02   0.000000      0.6747326E-03   0.000000      0.6747326E-03   0.000000      0.6747326E-03   0.000000      0.9140000E-01  0.3147999E-01  0.5992001E-01 -0.1057639E-15  0.1150000E-04   99.99999    
  1643  0.1937728      0.3937841E-04   0.000000     -0.2267577E-01 -0.8208041E-04   0.000000      0.7500000E-02   0.000000      0.1982913E-03   0.000000      0.1982913E-03   0.000000      0.1982913E-03   0.000000      0.9960000E-01  0.3005956E-01  0.6954044E-01  0.2556007E-16  0.1150000E-04   99.99999    
  1674  0.1602186      0.5851808E-05   0.000000     -0.3355424E-01 -0.3352660E-04   0.000000       0.000000       0.000000      0.5641323E-04   0.000000      0.5641323E-04   0.000000      0.5641323E-04   0.000000      0.1344000      0.3353136E-01  0.1008686     -0.9788313E-16  0.1150000E-04   99.99999    
  1704  0.1327842      0.8394208E-06   0.000000     -0.2743436E-01 -0.5012387E-05   0.000000      0.1220000E-01   0.000000      0.8235078E-05   0.000000      0.8235078E-05   0.000000      0.8235078E-05   0.000000      0.1974000      0.3963114E-01  0.1577689     -0.7864108E-16  0.1150000E-04   99.99999    
  1735  0.1631593      0.6493595E-06   0.000000      0.3037515E-01 -0.1900613E-06   0.000000      0.6770000E-01   0.000000      0.1194010E-05   0.000000      0.1194010E-05   0.000000      0.1194010E-05   0.000000      0.2140000      0.3732385E-01  0.1766761     -0.3163594E-16  0.1150000E-04   99.99999    
  1765  0.1218914      0.3734458E-06   0.000000     -0.4126794E-01 -0.2759137E-06   0.000000      0.8100000E-02   0.000000      0.2555506E-05   0.000000      0.2555506E-05   0.000000      0.2555506E-05   0.000000      0.2568000      0.4936566E-01  0.2074343      0.8361428E-16  0.1150000E-04   99.99999    
  1796  0.1357276      0.6611051E-06   0.000000      0.1383616E-01  0.2876593E-06   0.000000      0.6010000E-01   0.000000      0.1728922E-05   0.000000      0.1728922E-05   0.000000      0.1728922E-05   0.000000      0.2398000      0.4626183E-01  0.1935382      0.1236908E-15  0.1150000E-04   99.99999    
  1827  0.1820527      0.1319205E-04   0.000000      0.4632510E-01  0.1253094E-04   0.000000      0.9440000E-01   0.000000      0.1143654E-05   0.000000      0.1143654E-05   0.000000      0.1143654E-05   0.000000      0.2256000      0.4806123E-01  0.1775388      0.9324647E-16  0.1150000E-04   99.99999    
  1855  0.2163271      0.1111614E-03   0.000000      0.3427446E-01  0.9796936E-04   0.000000      0.7930000E-01   0.000000      0.2394816E-04   0.000000      0.2394816E-04   0.000000      0.2394816E-04   0.000000      0.1528000      0.4490362E-01  0.1078964     -0.9649399E-16  0.1150000E-04   99.99999    
  1886  0.1953386      0.1095140E-04   0.000000     -0.2098848E-01 -0.1002100E-03   0.000000      0.3560000E-01   0.000000      0.1508054E-03   0.000000      0.1508054E-03   0.000000      0.1508054E-03   0.000000      0.2092000      0.5653788E-01  0.1526621      0.1061976E-15  0.1150000E-04   99.99999    
  1916  0.1738094      0.1338477E-04   0.000000     -0.2152925E-01  0.2433367E-05   0.000000      0.1580000E-01   0.000000      0.3853663E-04   0.000000      0.3853663E-04   0.000000      0.3853663E-04   0.000000      0.1378000      0.3728828E-01  0.1005117     -0.3056773E-16  0.1150000E-04   99.99999    
  1947  0.1977591      0.2746674E-04   0.000000      0.2394969E-01  0.1408197E-04   0.000000      0.4810000E-01   0.000000      0.2047891E-04   0.000000      0.2047891E-04   0.000000      0.2047891E-04   0.000000      0.9480000E-01  0.2411576E-01  0.7068424E-01  0.3621235E-16  0.1150000E-04   99.99999    
  1977  0.1961207      0.3799933E-04   0.000000     -0.1638422E-02  0.1053260E-04   0.000000      0.2240000E-01   0.000000      0.6302396E-04   0.000000      0.6302396E-04   0.000000      0.6302396E-04   0.000000      0.8240000E-01  0.2396487E-01  0.5843513E-01  0.1872282E-16  0.1150000E-04   99.99999    
  2008  0.1783456      0.1599853E-04   0.000000     -0.1777501E-01 -0.2200080E-04   0.000000      0.8700000E-02   0.000000      0.6698935E-04   0.000000      0.6698935E-04   0.000000      0.6698935E-04   0.000000      0.9720000E-01  0.2643002E-01  0.7076998E-01  0.6575347E-16  0.1150000E-04   99.99999    
  2039  0.1678575      0.9274511E-05   0.000000     -0.1048817E-01 -0.6724019E-05   0.000000      0.1940000E-01   0.000000      0.2655824E-04   0.000000      0.2655824E-04   0.000000      0.2655824E-04   0.000000      0.1196000      0.2986834E-01  0.8973167E-01  0.1076359E-15  0.1150000E-04   99.99999    
  2069  0.1405163      0.1577544E-05   0.000000     -0.2734121E-01 -0.7696966E-05   0.000000      0.7200000E-02   0.000000      0.1314575E-04   0.000000      0.1314575E-04   0.000000      0.1314575E-04   0.000000      0.1606000      0.3453576E-01  0.1260642      0.1089996E-15  0.1150000E-04   99.99999    
  2100  0.1558593      0.1939604E-05   0.000000      0.1534304E-01  0.3620599E-06   0.000000      0.5380000E-01   0.000000      0.2974583E-05   0.000000      0.2974583E-05   0.000000      0.2974583E-05   0.000000      0.1886000      0.3845362E-01  0.1501464      0.1181302E-15  0.1150000E-04   99.99999    
  2130  0.1872186      0.1931497E-04   0.000000      0.3135934E-01  0.1737536E-04   0.000000      0.8630000E-01   0.000000      0.3303636E-05   0.000000      0.3303636E-05   0.000000      0.3303636E-05   0.000000      0.2412000      0.5491998E-01  0.1862800      0.3476562E-16  0.1150000E-04   99.99999    
  2161  0.2293853      0.2792832E-03   0.000000      0.4216665E-01  0.2599682E-03   0.000000      0.1164000       0.000000      0.1742278E-03   0.000000      0.1742278E-03   0.000000      0.1742278E-03   0.000000      0.2258000      0.7379916E-01  0.1520008      0.3147981E-15  0.1150000E-04   99.99999    
  2192  0.3219204      0.1433394E-01   0.000000      0.9253508E-01  0.1405465E-01   0.000000      0.2621000       0.000000      0.5388511E-01   0.000000      0.5388511E-01   0.000000      0.5388511E-01   0.000000      0.1692000      0.1016252      0.6757485E-01  0.7459311E-15  0.1150000E-04   99.99999    
  2221  0.2404888      0.4859906E-03   0.000000     -0.8143157E-01 -0.1384794E-01   0.000000      0.1370000E-01   0.000000      0.1680331E-01   0.000000      0.1680331E-01   0.000000      0.1680331E-01   0.000000      0.2130000      0.9217620E-01  0.1208238     -0.4857226E-16  0.1150000E-04   99.99999    
  2252  0.1851676      0.3394827E-04   0.000000     -0.5532122E-01 -0.4520424E-03   0.000000      0.8600000E-02   0.000000      0.6528113E-03   0.000000      0.6528113E-03   0.000000      0.6528113E-03   0.000000      0.2034000      0.6372045E-01  0.1396796      0.8245358E-16  0.1150000E-04   99.99999    
  2282  0.2040625      0.1305037E-04   0.000000      0.1889490E-01 -0.2089789E-04   0.000000      0.5490000E-01   0.000000      0.4216943E-04   0.000000      0.4216943E-04   0.000000      0.4216943E-04   0.000000      0.1480000      0.3598383E-01  0.1120162      0.1597165E-16  0.1150000E-04   99.99999    
  2313  0.2358457      0.2743090E-03   0.000000      0.3178320E-01  0.2612586E-03   0.000000      0.6440000E-01   0.000000      0.5005698E-03   0.000000      0.5005698E-03   0.000000      0.5005698E-03   0.000000      0.8480000E-01  0.3185497E-01  0.5294503E-01  0.4217004E-15  0.1150000E-04   99.99999    
  2343  0.2364997      0.2956863E-03   0.000000      0.6539833E-03  0.2137726E-04   0.000000      0.2770000E-01   0.000000      0.4979398E-03   0.000000      0.4979398E-03   0.000000      0.4979398E-03   0.000000      0.7300000E-01  0.2652670E-01  0.4647330E-01  0.3321453E-15  0.1150000E-04   99.99999    
  2374  0.2255175      0.1020418E-03   0.000000     -0.1098216E-01 -0.1936445E-03   0.000000      0.2090000E-01   0.000000      0.4774414E-03   0.000000      0.4774414E-03   0.000000      0.4774414E-03   0.000000      0.9440000E-01  0.3159836E-01  0.6280164E-01  0.1872417E-15  0.1150000E-04   99.99999    
  2405  0.2117766      0.6637938E-04   0.000000     -0.1374090E-01 -0.3566240E-04   0.000000      0.2270000E-01   0.000000      0.2199197E-03   0.000000      0.2199197E-03   0.000000      0.2199197E-03   0.000000      0.1138000      0.3625664E-01  0.7754336E-01  0.1073631E-15  0.1150000E-04   99.99999    
  2435  0.1946184      0.1635743E-04   0.000000     -0.1715816E-01 -0.5002195E-04   0.000000      0.3240000E-01   0.000000      0.1022650E-03   0.000000      0.1022650E-03   0.000000      0.1022650E-03   0.000000      0.1794000      0.4950592E-01  0.1298941     -0.1252796E-15  0.1150000E-04   99.99999    
  2466  0.2277230      0.1612645E-03   0.000000      0.3310451E-01  0.1449071E-03   0.000000      0.9560000E-01   0.000000      0.1819204E-03   0.000000      0.1819204E-03   0.000000      0.1819204E-03   0.000000      0.1820000      0.6216866E-01  0.1198313      0.3641835E-15  0.1150000E-04   99.99999    
  2496  0.1832807      0.3689359E-04   0.000000     -0.4444221E-01 -0.1243709E-03   0.000000      0.3370000E-01   0.000000      0.2886975E-03   0.000000      0.2886975E-03   0.000000      0.2886975E-03   0.000000      0.2528000      0.7797788E-01  0.1748221     -0.1970266E-15  0.1150000E-04   99.99999    
  2527  0.2348820      0.3982359E-03   0.000000      0.5160126E-01  0.3613423E-03   0.000000      0.1264000       0.000000      0.3454645E-03   0.000000      0.3454645E-03   0.000000      0.3454645E-03   0.000000      0.2070000      0.7409193E-01  0.1329081      0.1490778E-15  0.1150000E-04   99.99999    
  2558  0.1821540      0.2195170E-04   0.000000     -0.5272805E-01 -0.3762842E-03   0.000000      0.1160000E-01   0.000000      0.5195857E-03   0.000000      0.5195857E-03   0.000000      0.5195857E-03   0.000000      0.2142000      0.6418475E-01  0.1500153     -0.1252254E-16  0.1150000E-04   99.99999    
  2586  0.2710683      0.8147905E-04   0.000000      0.8891436E-01  0.5952735E-04   0.000000      0.1389000       0.000000      0.2948717E-04   0.000000      0.2948717E-04   0.000000      0.2948717E-04   0.000000      0.1858000      0.4989662E-01  0.1359034      0.3138765E-16  0.1150000E-04   99.99999    
  2617  0.3221836      0.4612832E-02   0.000000      0.5111529E-01  0.4531353E-02   0.000000      0.1349000       0.000000      0.2634620E-02   0.000000      0.2634620E-02   0.000000      0.2634620E-02   0.000000      0.1612000      0.7661873E-01  0.8458127E-01  0.5603157E-15  0.1150000E-04   99.99999    
  2647  0.2666981      0.1218639E-02   0.000000     -0.5548550E-01 -0.3394192E-02   0.000000      0.1140000E-01   0.000000      0.8574733E-02   0.000000      0.8574733E-02   0.000000      0.8574733E-02   0.000000      0.1316000      0.6170496E-01  0.6989504E-01  0.8907805E-15  0.1150000E-04   99.99999    
  2678  0.2825285      0.1295894E-02   0.000000      0.1583043E-01  0.7725474E-04   0.000000      0.5820000E-01   0.000000      0.2042368E-02   0.000000      0.2042368E-02   0.000000      0.2042368E-02   0.000000      0.9480000E-01  0.4024994E-01  0.5455006E-01  0.1431147E-16  0.1150000E-04   99.99999    
  2708  0.2493453      0.5165513E-03   0.000000     -0.3318320E-01 -0.7793429E-03   0.000000      0.9000000E-03   0.000000      0.2318823E-02   0.000000      0.2318823E-02   0.000000      0.2318823E-02   0.000000      0.7960000E-01  0.3254372E-01  0.4705628E-01 -0.2508844E-15  0.1150000E-04   99.99999    
