  days     volume       vol_drain     vol_macro      delta_vol      del_vol_drain  del_vol_macro  rainfall       irrigation     recharge       macro_rech     total_rech     gw_withdrawal  net_recharge   runoff         pot_evap       evaporation    gw_pot_evap     balance        elevation      depth-to-water
  2708  0.3236482      0.7492579E-02   0.000000     -0.2989423E-01 -0.8614069E-02   0.000000      0.9000000E-03   0.000000      0.2838550E-01   0.000000      0.2838550E-01   0.000000      0.2838550E-01   0.000000      0.7960000E-01  0.1102280E-01  0.6857721E-01 -0.1196959E-15   15.17497       84.82502    
  2739  0.3211076      0.6226325E-02   0.000000     -0.2540561E-02 -0.1266255E-02   0.000000      0.2240000E-01   0.000000      0.1467671E-01   0.000000      0.1467671E-01   0.000000      0.1467671E-01   0.000000      0.8600000E-01  0.1153011E-01  0.7446989E-01  0.2801578E-15   15.17497       84.82502    
  2770  0.3043832      0.3865450E-02   0.000000     -0.1672444E-01 -0.2360875E-02   0.000000      0.8000000E-02   0.000000      0.1168682E-01   0.000000      0.1168682E-01   0.000000      0.1168682E-01   0.000000      0.1190000      0.1539849E-01  0.1036015     -0.6739401E-15   15.17497       84.82502    
  2800  0.3201131      0.3647828E-02   0.000000      0.1572992E-01 -0.2176215E-03   0.000000      0.3480000E-01  0.7616662E-02  0.6756827E-02   0.000000      0.6756827E-02  0.3046665E-02  0.3710163E-02   0.000000      0.1604000      0.2014754E-01  0.1402525     -0.1259843E-14   15.17497       84.82502    
  2831  0.3129385      0.5134267E-02   0.000000     -0.7174619E-02  0.1486439E-02   0.000000      0.2790000E-01   0.000000      0.8072653E-02   0.000000      0.8072653E-02   0.000000      0.8072653E-02   0.000000      0.1964000      0.2551553E-01  0.1708845     -0.2545707E-15   15.17497       84.82502    
  2861  0.3718467      0.4466063E-01   0.000000      0.5890821E-01  0.3952636E-01   0.000000      0.1388000       0.000000      0.1127755E-01   0.000000      0.1127755E-01   0.000000      0.1127755E-01   0.000000      0.2022000      0.2908788E-01  0.1731121     -0.5273559E-15   15.17497       84.82502    
  2892  0.3787718      0.3778935E-01   0.000000      0.6925072E-02 -0.6871276E-02   0.000000      0.9840000E-01   0.000000      0.6659818E-01   0.000000      0.6659818E-01   0.000000      0.6659818E-01   0.000000      0.2106000      0.3174802E-01  0.1788520     -0.9714451E-16   15.17497       84.82502    
  2923  0.3876230      0.1218632E-01   0.000000      0.8851243E-02 -0.2560303E-01   0.000000      0.7630000E-01   0.000000      0.5861586E-01   0.000000      0.5861586E-01   0.000000      0.5861586E-01   0.000000      0.2412000      0.3443593E-01  0.2067641     -0.1665335E-15   15.17497       84.82502    
  2951  0.3586686      0.3560349E-01   0.000000     -0.2895441E-01  0.2341717E-01   0.000000      0.6110000E-01   0.000000      0.3893483E-01   0.000000      0.3893483E-01   0.000000      0.3893483E-01   0.000000      0.1802000      0.2770241E-01  0.1524976     -0.5204170E-15   15.17497       84.82502    
  2982  0.3120518      0.5633435E-02   0.000000     -0.4661680E-01 -0.2997005E-01   0.000000      0.2000000E-03   0.000000      0.4870507E-01   0.000000      0.4870507E-01   0.000000      0.4870507E-01   0.000000      0.2052000      0.2808178E-01  0.1771182     -0.1804112E-15   15.17497       84.82502    
  3012  0.3434907      0.1340185E-01   0.000000      0.3143893E-01  0.7768414E-02   0.000000      0.6630000E-01   0.000000      0.9697480E-02   0.000000      0.9697480E-02   0.000000      0.9697480E-02   0.000000      0.1292000      0.1739518E-01  0.1118048      0.3989864E-16   15.17497       84.82502    
  3043  0.3439465      0.1728645E-01   0.000000      0.4557377E-03  0.3884599E-02   0.000000      0.6550000E-01   0.000000      0.4742259E-01   0.000000      0.4742259E-01   0.000000      0.4742259E-01   0.000000      0.9200000E-01  0.1373708E-01  0.7826293E-01  0.2428613E-16   15.17497       84.82502    
  3073  0.3376798      0.6889049E-02   0.000000     -0.6266646E-02 -0.1039740E-01   0.000000      0.2050000E-01   0.000000      0.2658985E-01   0.000000      0.2658985E-01   0.000000      0.2658985E-01   0.000000      0.7740000E-01  0.1057420E-01  0.6682580E-01 -0.9714451E-16   15.17497       84.82502    
  3104  0.3198228      0.5998461E-02   0.000000     -0.1785704E-01 -0.8905876E-03   0.000000      0.8900000E-02   0.000000      0.1578095E-01   0.000000      0.1578095E-01   0.000000      0.1578095E-01   0.000000      0.8800000E-01  0.1186668E-01  0.7613332E-01  0.3070461E-15   15.17497       84.82502    
  3135  0.3473313      0.8170533E-02   0.000000      0.2750857E-01  0.2172072E-02   0.000000      0.5600000E-01   0.000000      0.1262534E-01   0.000000      0.1262534E-01   0.000000      0.1262534E-01   0.000000      0.1018000      0.1369402E-01  0.8810598E-01  0.7199102E-15   15.17497       84.82502    
  3165  0.3903915      0.5044378E-01   0.000000      0.4306020E-01  0.4227325E-01   0.000000      0.1350000       0.000000      0.3183630E-01   0.000000      0.3183630E-01   0.000000      0.3183630E-01   0.000000      0.1166000      0.1783026E-01  0.9876974E-01  0.4232725E-15   15.17497       84.82502    
  3196  0.3776310      0.2748772E-01   0.000000     -0.1276050E-01 -0.2295606E-01   0.000000      0.7380000E-01   0.000000      0.8482175E-01   0.000000      0.8482175E-01   0.000000      0.8482175E-01   0.000000      0.1618000      0.2469481E-01  0.1371052      0.4822531E-15   15.17497       84.82502    
  3226  0.3975433      0.4441707E-01   0.000000      0.1991229E-01  0.1692935E-01   0.000000      0.1135000       0.000000      0.4905322E-01   0.000000      0.4905322E-01   0.000000      0.4905322E-01   0.000000      0.1826000      0.2760514E-01  0.1549949     -0.4510281E-16   15.17497       84.82502    
  3257  0.3818963      0.2289303E-01   0.000000     -0.1564700E-01 -0.2152404E-01   0.000000      0.7660000E-01   0.000000      0.8109937E-01   0.000000      0.8109937E-01   0.000000      0.8109937E-01   0.000000      0.2162000      0.3267167E-01  0.1835283      0.2706169E-15   15.17497       84.82502    
  3288  0.3746410      0.2651648E-01   0.000000     -0.7255339E-02  0.3623450E-02   0.000000      0.1165000       0.000000      0.9128690E-01   0.000000      0.9128690E-01   0.000000      0.9128690E-01   0.000000      0.1850000      0.2884499E-01  0.1561550     -0.3018419E-15   15.17497       84.82502    
  3316  0.3818462      0.3409105E-01   0.000000      0.7205224E-02  0.7574572E-02   0.000000      0.1091000       0.000000      0.7039388E-01   0.000000      0.7039388E-01   0.000000      0.7039388E-01   0.000000      0.1530000      0.2392633E-01  0.1290737      0.2914335E-15   15.17497       84.82502    
  3347  0.3557185      0.2525448E-01   0.000000     -0.2612774E-01 -0.8836575E-02   0.000000      0.9960000E-01   0.000000      0.1093210       0.000000      0.1093210       0.000000      0.1093210       0.000000      0.1610000      0.2524331E-01  0.1357567      0.3469447E-16   15.17497       84.82502    
  3377  0.3203024      0.7061113E-02   0.000000     -0.3541606E-01 -0.1819336E-01   0.000000      0.2800000E-02   0.000000      0.3815247E-01   0.000000      0.3815247E-01   0.000000      0.3815247E-01   0.000000      0.1318000      0.1825695E-01  0.1135430      0.1804112E-15   15.17497       84.82502    
  3408  0.3135437      0.4738542E-02   0.000000     -0.6758706E-02 -0.2322570E-02   0.000000      0.1760000E-01   0.000000      0.1248150E-01   0.000000      0.1248150E-01   0.000000      0.1248150E-01   0.000000      0.1086000      0.1419978E-01  0.9440022E-01 -0.1387779E-16   15.17497       84.82502    
  3438  0.3521231      0.6104170E-02   0.000000      0.3857939E-01  0.1365627E-02   0.000000      0.6030000E-01   0.000000      0.9207669E-02   0.000000      0.9207669E-02   0.000000      0.9207669E-02   0.000000      0.8520000E-01  0.1114731E-01  0.7405269E-01 -0.6687359E-15   15.17497       84.82502    
  3469  0.3508022      0.1344654E-01   0.000000     -0.1320923E-02  0.7342366E-02   0.000000      0.4160000E-01   0.000000      0.2349620E-01   0.000000      0.2349620E-01   0.000000      0.2349620E-01   0.000000      0.8400000E-01  0.1208235E-01  0.7191765E-01 -0.1595946E-15   15.17497       84.82502    
  3500  0.3398190      0.7003713E-02   0.000000     -0.1098316E-01 -0.6442823E-02   0.000000      0.2200000E-01   0.000000      0.2533187E-01   0.000000      0.2533187E-01   0.000000      0.2533187E-01   0.000000      0.1024000      0.1409412E-01  0.8830589E-01 -0.2931683E-15   15.17497       84.82502    
  3530  0.3196014      0.5268944E-02   0.000000     -0.2021760E-01 -0.1734769E-02   0.000000      0.1450000E-01   0.000000      0.1628133E-01   0.000000      0.1628133E-01   0.000000      0.1628133E-01   0.000000      0.1502000      0.2017104E-01  0.1300290     -0.5169476E-15   15.17497       84.82502    
  3561  0.3568724      0.1003392E-01   0.000000      0.3727096E-01  0.4764981E-02   0.000000      0.8020000E-01   0.000000      0.1271538E-01   0.000000      0.1271538E-01   0.000000      0.1271538E-01   0.000000      0.1864000      0.2544869E-01  0.1609513     -0.5724587E-15   15.17497       84.82502    
  3591  0.3422936      0.1560047E-01   0.000000     -0.1457871E-01  0.5566545E-02   0.000000      0.4880000E-01   0.000000      0.3203931E-01   0.000000      0.3203931E-01   0.000000      0.3203931E-01   0.000000      0.1756000      0.2577285E-01  0.1498272      0.7459311E-16   15.17497       84.82502    
  3622  0.3518367      0.1021758E-01   0.000000      0.9543077E-02 -0.5382891E-02   0.000000      0.5730000E-01   0.000000      0.2377049E-01   0.000000      0.2377049E-01   0.000000      0.2377049E-01   0.000000      0.2140000      0.2936933E-01  0.1846307      0.3382711E-15   15.17497       84.82502    
  3627  0.3956249      0.2028296E-01   0.000000      0.4378814E-01  0.1006539E-01   0.000000      0.6160000E-01   0.000000      0.2425219E-02   0.000000      0.2425219E-02   0.000000      0.2425219E-02   0.000000      0.3520000E-01  0.5321258E-02  0.2987874E-01  0.8673617E-16   15.17497       84.82502    
 
 total                                                                                             6.384000      0.3510967       4.028172       0.000000       4.028172      0.1404387       3.887733       0.000000       17.49000       2.441017       15.04898     -0.2244179E-13
