1	0
2	0
3	0.0002
4	0.0002
5	0
6	0.0028
7	0
8	0
9	0
10	0.0002
11	0
12	0
13	0.004
14	0.0002
15	0.0048
16	0.0376
17	0.0008
18	0
19	0.0002
20	0.0002
21	0
22	0
23	0
24	0.0002
25	0
26	0
27	0.019
28	0.0002
29	0
30	0
31	0.0002
32	0.0052
33	0.0002
34	0.0002
35	0
36	0
37	0
38	0.0002
39	0
40	0.0002
41	0
42	0
43	0
44	0
45	0
46	0
47	0.0002
48	0
49	0
50	0
51	0.0002
52	0
53	0.0002
54	0
55	0
56	0
57	0
58	0
59	0.0002
60	0
61	0
62	0
63	0.0002
64	0
65	0
66	0
67	0.0002
68	0
69	0
70	0
71	0
72	0
73	0.0002
74	0
75	0
76	0.0002
77	0
78	0
79	0
80	0.0002
81	0.001
82	0.0048
83	0.0022
84	0.0002
85	0
86	0
87	0
88	0
89	0
90	0.0126
91	0
92	0.0024
93	0.0314
94	0.008
95	0.0032
96	0
97	0.0002
98	0.0002
99	0.0098
100	0.0032
101	0
102	0
103	0
104	0.0004
105	0.007
106	0.0208
107	0.0064
108	0
109	0.0002
110	0
111	0.0002
112	0.0012
113	0.0038
114	0
115	0
116	0
117	0.002
118	0.0004
119	0
120	0.0014
121	0.043
122	0.0088
123	0.0002
124	0.001
125	0.0024
126	0.0038
127	0.0134
128	0.001
129	0.0028
130	0.013
131	0.0004
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0.0002
141	0
142	0.001
143	0
144	0.0058
145	0.003
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0.0006
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
