real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.7395,84.5573,85.4452,94.8793,94.7151,91.556,89.8191,88.8382,89.2302,89.6277,84.8574,98.3978,90.5955,88.2929,86.4537,87.7412,84.867,85.3788,-8556.26,-10400.9,0.111743,-6951.79,-8787.36
1,89.74,84.7001,85.4082,94.9406,94.545,91.4656,89.9488,88.6877,89.1523,89.6243,84.9927,98.5757,91.1203,88.5744,86.5203,87.449,84.6732,85.6236,-7324.9,-11640,0.115735,-5515.98,-9821.69
2,89.8654,84.8245,85.5641,94.9376,94.743,91.8564,90.324,88.4974,89.1955,89.7473,85.0327,98.5071,90.622,87.9643,86.4146,87.3969,84.9271,85.4946,-9209.42,-11356.3,0.118157,-7651.31,-9774.19
3,89.7659,84.727,85.6016,95.0626,94.5791,91.6461,89.9648,88.6254,89.2909,89.6683,85.122,98.9305,90.7807,88.4913,86.5918,87.5079,84.863,85.6968,-8997.3,-10865.1,0.0975271,-7867.38,-9706.75
4,89.9534,84.4328,85.4777,95.1678,95.0634,91.6783,89.7866,88.2627,89.2057,89.8557,84.9225,98.6909,90.5876,88.3133,86.1948,87.4771,85.0291,85.2855,-9752.72,-11814.2,0.0977206,-8738.49,-10779.7
5,89.8938,84.4783,85.5562,94.9978,94.7443,91.9288,90.2397,88.3305,89.149,89.7819,84.9173,98.6705,90.924,88.4219,86.733,87.3528,84.4917,85.6613,-8584.98,-12070.2,0.111964,-6937.32,-10374.7
6,89.8415,84.5903,85.586,95.1628,94.4575,91.7535,90.301,88.549,89.1675,89.7536,84.9162,98.5675,90.5204,87.9203,86.32,87.7824,84.7309,85.7184,-7738.34,-10056.2,0.0879199,-6504.42,-8810.25
7,89.9511,84.5476,85.4883,95.0332,94.9214,91.8594,90.2015,88.6354,89.5532,89.8617,84.913,98.5636,90.7675,88.6148,86.3761,87.497,84.5385,85.7359,-7495.6,-12210.8,0.0893809,-5765.07,-10453.3
8,89.9575,84.5306,85.6432,95.1732,95.0207,91.7294,90.1726,88.4175,89.0004,89.87,84.8851,98.5019,90.9982,88.6995,86.4676,87.5662,84.596,85.5678,-6932.17,-10760.5,0.087475,-5269.76,-9056.3
9,89.8329,84.6575,85.376,95.0912,94.7777,91.9154,90.1555,88.4223,89.0206,89.7279,84.9182,98.7782,90.2816,88.142,86.5992,87.6143,84.8435,85.5532,-7760.83,-9748.54,0.10498,-6091.47,-8060.21
10,89.8016,85.14,85.6701,95.3689,94.1172,91.8313,90.1399,88.3096,89.1528,89.6932,85.1361,98.4203,90.4916,87.9786,86.1377,87.1265,85.8594,85.5453,-9912.15,-10668.5,0.108386,-8434.77,-9186.5
11,89.8271,84.5715,85.4091,95.3218,94.7712,91.6765,90.2056,88.786,89.3627,89.7285,84.8132,98.7301,90.9426,88.2744,86.3881,87.6637,84.6101,85.6786,-7374.85,-10771.9,0.0985778,-5556.05,-8937
12,89.9054,84.6983,85.4515,95.2392,94.8029,91.7757,90.0832,88.301,89.1731,89.7933,84.9108,98.3742,90.9095,88.5116,86.8686,87.6216,84.7328,85.8125,-8278.1,-10355.1,0.112108,-6491.25,-8564.16
13,89.8197,84.7463,85.3503,95.2149,94.8894,91.7577,90.4325,88.4546,89.3247,89.7237,84.8748,98.8823,90.6503,88.0304,86.4063,87.4152,84.7193,85.4667,-7694.06,-10028.7,0.0959997,-5945.75,-8258.86
14,89.8581,84.5526,85.4009,94.9948,94.832,91.6241,90.1021,88.466,89.2591,89.7405,84.8186,98.5396,90.8381,88.3474,86.6518,87.3343,84.8644,85.5086,-9240.92,-12581.4,0.117584,-7813.4,-11128.7
15,89.9492,84.6061,85.7554,94.9511,94.719,91.6706,90.1091,88.7588,89.344,89.8467,84.8226,98.8831,90.6739,88.3365,86.5704,87.4958,84.8285,85.7609,-8391.17,-10502.7,0.102495,-6717.39,-8816.49
16,89.8712,84.5382,85.5189,95.096,94.7699,91.5101,90.1303,88.5185,89.1105,89.7538,84.9871,98.634,90.8788,88.338,86.4323,87.2619,84.5738,85.5091,-8518.86,-12636.7,0.117385,-6795.17,-10890.9
17,89.8511,84.7397,85.4299,94.9244,95.1825,91.5796,89.7949,88.4276,89.1716,89.7431,85.1068,98.6645,90.7184,87.9508,86.6022,87.5022,84.8845,85.3471,-8084.55,-10998.8,0.107962,-6698.57,-9565.95
18,90.009,84.6752,85.5161,95.0847,95.1471,91.7503,90.2526,88.3914,89.19,89.9077,84.9644,98.4362,90.8531,88.3559,86.4659,87.5596,84.9646,85.5222,-8076.05,-10766.7,0.101275,-6458.12,-9118.33
19,89.8956,84.5186,85.6534,95.263,94.7418,91.8965,90.251,88.4071,89.0185,89.7881,84.8049,98.5247,90.6426,88.0941,86.3477,87.4189,84.8519,85.6134,-8118.96,-11916.4,0.107507,-6707.91,-10457.3
20,89.8895,84.7354,85.4261,95.2493,94.6198,91.9203,89.9019,88.7719,89.3836,89.7758,85.0386,98.3457,90.4126,88.0865,86.2883,87.552,84.9497,85.4905,-8993.43,-10920.1,0.113709,-7282.74,-9198.84
21,89.8357,84.6599,85.3845,94.9919,94.6326,91.7794,90.1529,88.3773,89.1655,89.7375,85.0572,98.5541,90.9854,88.0746,86.742,87.5908,85.0223,85.8132,-8730.52,-10982.3,0.0981972,-7038.3,-9278.33
22,89.9171,84.7704,85.4951,95.0647,94.7606,91.8238,90.2924,88.4819,89.0971,89.8262,84.7784,98.1959,90.7947,88.7394,86.6351,87.7111,84.7044,85.5865,-8180.11,-11847.4,0.0909594,-6830.16,-10444.8
