real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.8803,84.671,85.7206,96.0228,94.9538,91.4118,89.5449,89.2401,89.5725,89.7479,85.1338,98.5146,90.7822,89.1359,86.6291,87.8704,85.1181,85.4477,-9377.09,-11915.4,0.132342,-7961.76,-10484.2
1,89.4856,84.6408,85.6831,95.7344,95.2032,91.3701,89.606,88.8105,89.1715,89.3784,85.2468,98.5348,91.4351,89.3629,86.7802,87.185,84.6395,85.6287,-8085.24,-11695.1,0.107165,-6355.48,-9954.68
2,90.6172,84.9307,85.6385,95.5644,95.4886,91.717,90.9889,89.1835,90.0845,90.4955,85.2942,98.7931,90.5873,88.6974,87.0256,87.6168,85.025,85.5676,-9369.52,-12207,0.121719,-7827.57,-10628.6
3,89.4094,84.8259,85.6831,95.3513,94.4195,91.5082,89.3061,88.8235,89.1812,89.2918,85.4529,99.0618,90.8418,88.6269,86.5638,87.5336,84.8366,85.7518,-9253.81,-11544.7,0.117674,-8302.97,-10552.3
4,90.3558,84.4545,85.3204,95.6137,94.8603,91.3861,89.932,88.368,89.8253,90.2084,84.9564,98.4975,90.5834,88.4252,85.9417,87.0492,85.1191,84.8794,-9955.31,-13366.6,0.14743,-9167.93,-12550.8
5,89.1328,84.6787,85.9642,95.0853,93.9002,91.3763,89.4744,88.3069,88.6844,89.0163,85.2489,98.4457,91.0813,88.6124,86.5478,87.1314,84.5345,85.6452,-8322.63,-11617.2,0.116554,-7162.5,-10461.7
6,89.9029,84.5375,85.5037,95.931,94.3762,91.7882,90.3704,89.0019,89.588,89.779,84.7915,98.9272,90.399,87.9538,86.092,87.8512,84.9299,85.3901,-8361.12,-11135.4,0.12386,-7336.48,-10096.2
7,90.2583,84.6441,85.9649,95.6441,94.9552,92.4126,90.8285,89.1686,90.103,90.1617,85.2864,98.9439,90.8628,89.2559,86.0884,87.2849,84.8823,85.4847,-9291.59,-12201.4,0.0965658,-7924.17,-10814.4
8,90.5206,84.6208,85.965,96.3348,95.0378,91.781,90.6948,88.976,89.5659,90.4166,85.1234,98.9808,90.6851,89.631,86.8808,87.6177,85.0049,86.0596,-8921.59,-11540.3,0.104053,-7423.97,-10012.8
9,90.1387,84.8217,85.5789,95.6345,94.6031,91.658,90.455,88.908,89.439,90.0002,85.299,99.1076,90.2998,88.6206,87.273,87.7679,85.0202,85.9337,-8022.49,-11232.1,0.138522,-6446.82,-9620.72
