real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,90.392,85.6775,85.9663,97.0673,96.6759,92.2707,90.3166,90.258,90.0574,90.218,86.1665,96.3132,91.4511,89.9739,87.7549,88.0283,86.1364,86.1394,-15743.8,-18104.4,0.173915,-14821.8,-17169.9
1,93.1508,85.3116,85.9639,97.3131,99.2457,93.3716,92.3401,90.3652,91.0795,92.0928,86.1825,97.07,91.5514,89.8186,88.0938,87.6421,85.1574,85.8178,-14102.4,-17970.4,1.05795,-12716.3,-16571.7
2,92.3231,86.1095,85.3657,98.9559,100.159,93.9751,92.8537,90.3064,91.186,91.8173,86.6545,98.9321,89.3926,87.9533,87.559,87.9102,86.4418,86.1997,-12545.2,-15285.9,0.505794,-11344.3,-14045.5
3,91.6318,85.7976,85.9661,96.1301,96.1456,93.3305,91.5703,90.611,91.0518,91.3356,86.2766,99.0506,90.6728,88.3781,86.9344,87.7106,85.8288,86.4101,-12652.3,-15143.8,0.296177,-12028.9,-14486.9
4,90.5618,85.2023,85.8344,95.6858,95.5146,91.4714,90.4436,88.4874,89.7959,90.3439,85.4808,93.979,91.3568,89.0079,85.9648,86.8024,85.5558,85.0353,-15182.7,-19401,0.217894,-14494.9,-18679.5
5,92.0108,85.9068,85.9643,97.5117,96.9083,93.9162,92.3106,89.497,90.229,91.065,86.2891,96.688,91.4923,89.0442,87.2022,87.4625,85.6258,85.9061,-13195.8,-17039.8,0.945796,-11941.2,-15713.2
6,89.4778,85.5169,85.9343,98.0173,96.0407,91.9384,89.9206,88.9284,89.2898,89.315,85.6971,98.9135,90.7649,88.3869,86.7125,87.8247,85.8982,85.943,-10234.5,-13055.7,0.162781,-9425.78,-12231.2
7,91.5418,85.9551,85.9658,97.2576,97.5306,95.25,93.1122,90.3554,91.17,91.4542,86.2429,97.5457,91.5136,89.8495,86.6262,87.4608,85.9991,86.1711,-16322.4,-19108.8,0.0876037,-15444.7,-18216.5
8,90.5652,85.0461,85.9654,99.3075,100.924,92.5339,90.2493,88.7948,89.249,90.2485,85.5839,97.0095,90.7044,90.0274,87.6216,87.5285,85.6076,86.0933,-11648.4,-14078,0.316619,-10375.3,-12774.4
9,92.5292,85.6034,85.9092,96.1415,96.1992,93.4065,93.581,90.7571,91.3144,92.5112,86.0511,97.3792,91.3505,89.7813,88.2075,87.9493,85.845,86.3169,-16316.9,-20164.5,0.0179817,-15413.8,-19252.3
10,94.8318,85.7149,85.6631,99.6294,97.8797,95.6221,95.6081,90.445,93.4586,94.66,86.3382,98.6022,91.5874,89.842,87.2539,87.241,86.5111,85.8685,-9837.12,-13530,0.171827,-9361.1,-13025.7
11,92.8094,86.1084,85.9647,96.8231,96.1543,93.6524,93.4568,91.1843,91.8982,92.747,86.2506,96.2968,91.4024,89.5681,87.321,88.042,86.666,86.0729,-9374.04,-12875.4,0.062428,-8994.29,-12474.5
12,90.5344,85.6918,85.9329,99.2417,97.6193,92.0276,91.0209,88.3295,89.6369,90.4381,86.0113,98.0367,90.4257,88.8298,87.8542,87.5331,86.1385,86.4285,-12384.2,-14317.3,0.0963655,-10701,-12630.8
13,90.6208,85.1497,85.9697,95.9812,94.2655,91.6967,91.629,89.6151,89.8567,90.4023,85.4677,99.6317,91.6841,89.7383,87.9342,87.1128,85.3081,86.2325,-10101.1,-13247.8,0.218547,-8641.87,-11747.1
14,90.216,85.7843,85.1722,98.0699,98.0447,92.887,89.4463,88.7959,89.3652,89.0114,86.6165,99.3166,89.6573,88.9285,88.057,87.0235,86.196,86.0966,-8268.11,-12123.4,1.20467,-7092.74,-10906.8
15,89.6973,85.9518,85.9667,98.4253,99.3305,91.3798,89.8675,88.9965,89.365,89.6294,85.9848,97.9898,89.5652,88.431,86.9366,86.9211,86.1124,86.3587,-10538.3,-13311.2,0.0678682,-9346.08,-12097.4
16,91.8114,85.7544,85.9644,97.7839,96.3704,92.0244,91.8003,89.9126,90.8312,91.361,86.4684,98.9436,90.6414,89.2681,87.6497,87.4323,85.9732,86.5603,-9596.29,-13238.4,0.45036,-8156.93,-11757.6
17,91.305,85.8649,85.9666,96.7119,95.9072,93.082,91.7182,90.0868,90.3017,90.3915,86.9435,97.5624,90.2941,88.4778,87.8153,87.1661,86.825,86.9144,-14166.8,-16797.7,0.913529,-13583.8,-16195.8
