real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.7883,84.5751,85.4352,95.1752,94.7688,91.5659,89.7753,88.9142,89.2983,89.6779,84.9238,98.47,90.5942,88.3903,86.4276,87.7606,84.939,85.3255,-8776.83,-10740.5,0.110403,-7206.4,-9160.39
1,89.6978,84.664,85.4168,94.9781,94.6698,91.3789,89.8418,88.7329,89.1542,89.581,84.9675,98.5398,91.1929,88.6659,86.4237,87.3839,84.6654,85.5273,-7419.26,-11530.7,0.116893,-5617.58,-9720.3
2,89.873,84.8507,85.4931,95.0814,94.8371,91.7611,90.3394,88.606,89.3012,89.7556,85.0731,98.5862,90.6171,88.0368,86.4933,87.3907,84.9752,85.4283,-9202.14,-11553,0.117478,-7633.68,-9958.08
3,89.6436,84.6998,85.5448,95.0141,94.4604,91.5971,89.7322,88.653,89.2471,89.5412,85.1611,98.7974,90.7252,88.4517,86.5603,87.4984,84.8131,85.6694,-9138.66,-11192.6,0.102421,-8086.95,-10108.7
4,89.7904,84.4449,85.4694,95.1742,94.8564,91.5349,89.476,88.2216,89.1564,89.6908,84.9509,98.7141,90.6195,88.3498,86.1929,87.2167,85.0201,85.2768,-9549.79,-11929.3,0.0996305,-8540.52,-10896
5,89.7935,84.5091,85.734,95.0838,94.6209,91.9465,90.2464,88.3826,89.0995,89.6842,84.9918,98.6308,90.9782,88.5098,86.6869,87.3,84.5255,85.6773,-8627.11,-11914.2,0.109289,-6972.45,-10210
6,89.759,84.5944,85.6622,95.299,94.4196,91.761,90.3153,88.668,89.2382,89.6722,84.9741,98.6856,90.5868,88.0193,86.3716,87.79,84.7624,85.7621,-7785.82,-10299.7,0.0868472,-6549.26,-9049.87
7,89.9043,84.4899,85.5599,95.1241,94.7823,91.885,90.257,88.6961,89.5627,89.8161,84.9998,98.7174,90.7651,88.6664,86.2254,87.4224,84.5966,85.6398,-7690.26,-12112.7,0.0882145,-5968.84,-10365.7
8,89.8846,84.5822,85.949,95.2364,94.6099,91.6518,90.063,88.4565,88.9591,89.7978,84.9851,98.5723,91.0853,88.8537,86.3826,87.5942,84.6629,85.7324,-7044.52,-10504.4,0.0867728,-5399.62,-8818.1
9,89.7904,84.6993,85.3696,95.1905,94.7085,91.8363,90.1916,88.5307,89.0803,89.6856,85.0537,98.8976,90.3586,88.2832,86.7491,87.636,84.9013,85.6151,-7676.02,-9917.08,0.10484,-6003.93,-8222.6
10,89.5249,84.9166,85.6212,95.5313,93.8124,91.7992,89.7819,88.3676,89.1611,89.4223,85.2347,98.5877,90.6593,88.1185,86.2091,87.0348,85.6896,85.4994,-9922.89,-11051.6,0.10265,-8485.73,-9605.9
11,89.7201,84.5426,85.4226,95.4796,94.681,91.5901,90.0327,88.8077,89.2888,89.6202,84.7971,98.7701,90.92,88.2766,86.3546,87.6902,84.6417,85.5828,-7488.23,-10759.6,0.0998764,-5669.61,-8923.98
12,89.8641,84.6946,85.4465,95.3639,94.6434,91.729,90.0929,88.3683,89.2488,89.7523,84.9466,98.4784,90.9896,88.5557,86.8668,87.6049,84.7797,85.7712,-8389.92,-10510.6,0.111816,-6589.64,-8707.12
13,89.8183,84.7778,85.5872,95.5015,94.9328,91.8864,90.6434,88.5976,89.3865,89.7218,84.9888,99.1892,90.7263,88.1434,86.4506,87.3949,84.8339,85.5649,-7774.83,-10188.1,0.096531,-6020.27,-8411.13
14,89.8174,84.5779,85.3623,95.0701,94.8384,91.5664,90.0936,88.4646,89.2636,89.6991,84.9527,98.5785,90.9028,88.5044,86.7247,87.2746,84.9283,85.4157,-9188.28,-12637.5,0.118296,-7703.04,-11126.3
15,89.8658,84.6216,85.738,95.0222,94.5655,91.5036,89.9772,88.7646,89.3565,89.766,84.816,98.9429,90.5884,88.3173,86.5422,87.3935,84.8752,85.728,-8421.04,-10739.9,0.0997649,-6745.82,-9050.89
16,89.8229,84.5208,85.5507,95.2497,94.7205,91.4429,90.131,88.5686,89.1417,89.7077,85.0485,98.6764,90.8893,88.3744,86.4013,87.1937,84.6207,85.4893,-8619.9,-12668.1,0.115184,-6915.11,-10940
