real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.78,84.5764,85.417,95.0763,94.7573,91.5495,89.7918,88.8916,89.2763,89.6701,84.8914,98.4493,90.6299,88.3351,86.3964,87.756,84.9275,85.3178,-8657.49,-10485.9,0.109872,-7077.89,-8897.19
1,89.6893,84.6679,85.3786,94.9347,94.5515,91.378,89.851,88.7108,89.1363,89.5737,84.9612,98.559,91.1533,88.6057,86.4338,87.4015,84.6688,85.5354,-7352.87,-11579.7,0.115568,-5545.37,-9762.76
2,89.8712,84.856,85.5973,95.0569,94.8098,91.8082,90.3373,88.5802,89.2611,89.7511,85.0568,98.5531,90.6519,88.0229,86.4497,87.379,84.9867,85.4754,-9181.02,-11399.8,0.120122,-7626.66,-9821.34
3,89.7053,84.7241,85.6121,95.0623,94.5173,91.6104,89.8417,88.6729,89.2868,89.6082,85.1665,98.8836,90.7549,88.4613,86.573,87.5077,84.8709,85.7143,-9005.12,-10937.7,0.0971149,-7917.27,-9820.52
4,89.9201,84.4368,85.4664,95.2209,95.0384,91.6066,89.644,88.2372,89.2178,89.8245,84.9316,98.7317,90.5912,88.3158,86.1716,87.376,85.0492,85.2677,-9686.73,-11836.4,0.0956242,-8657.25,-10786.1
5,89.8289,84.489,85.6096,95.0834,94.7151,91.9442,90.2394,88.3496,89.1063,89.7168,84.9577,98.682,90.9362,88.4458,86.7001,87.3218,84.5099,85.6297,-8627.82,-12000.1,0.112122,-6977.72,-10301.6
6,89.8128,84.6016,85.6034,95.2936,94.4925,91.7592,90.3226,88.6283,89.206,89.7227,84.9446,98.6353,90.5274,87.9404,86.3174,87.7931,84.7679,85.7202,-7702.04,-10052.4,0.0900835,-6471.62,-8809.62
7,89.946,84.5027,85.5397,95.0815,94.8506,91.8471,90.2555,88.6679,89.5655,89.857,84.9592,98.6802,90.7631,88.6347,86.2759,87.4707,84.5714,85.6714,-7548.09,-12060.5,0.0889665,-5823.25,-10310
8,89.9009,84.5411,85.7781,95.2246,94.8078,91.6561,90.0696,88.4199,88.9378,89.8151,84.9292,98.5467,90.9972,88.7531,86.41,87.5843,84.6282,85.6005,-6978.02,-10630.5,0.0857453,-5327.94,-8937.93
9,89.8516,84.6843,85.4139,95.2133,94.8135,91.9035,90.2354,88.5054,89.0847,89.7482,85.0087,98.8445,90.3522,88.263,86.705,87.6399,84.895,85.6259,-7727.19,-9836.91,0.10334,-6067.32,-8157.06
10,89.7044,85.0644,85.7041,95.5683,94.0021,91.8235,89.9988,88.3657,89.1723,89.5991,85.2106,98.4598,90.6025,88.0294,86.1468,87.0479,85.8923,85.5472,-9673.62,-10517.9,0.105283,-8231.13,-9069.7
11,89.7622,84.5555,85.4509,95.4409,94.7198,91.5993,90.092,88.7988,89.3091,89.6621,84.8081,98.7718,90.9449,88.2814,86.3726,87.6903,84.6276,85.6379,-7428.83,-10805.5,0.100077,-5608.03,-8967.75
12,89.9124,84.6977,85.4476,95.3458,94.7516,91.761,90.1126,88.3423,89.2252,89.801,84.937,98.4499,90.974,88.5511,86.8743,87.6311,84.7703,85.7852,-8293.4,-10376.8,0.111393,-6500.7,-8580.7
13,89.7946,84.7354,85.3518,95.3889,94.9602,91.8124,90.5196,88.4948,89.3328,89.6993,84.8945,99.0915,90.686,88.0286,86.3574,87.3868,84.7903,85.4099,-7642.51,-9906.76,0.0952796,-5886.93,-8129.56
14,89.8453,84.5664,85.393,95.045,94.8428,91.5836,90.1036,88.4668,89.2603,89.7261,84.8991,98.5645,90.8694,88.4311,86.685,87.2997,84.913,85.4379,-9154.86,-12540.2,0.119243,-7693.54,-11053.1
15,89.9246,84.6235,85.8056,95.0165,94.6536,91.5798,90.0492,88.7878,89.3802,89.8229,84.8254,98.9256,90.6408,88.3335,86.5625,87.4444,84.8835,85.7625,-8364.07,-10552.8,0.10168,-6691.66,-8867.16
16,89.8631,84.5235,85.5137,95.2224,94.7748,91.4703,90.1413,88.5606,89.141,89.7458,85.0206,98.6714,90.8792,88.3326,86.3872,87.2363,84.6072,85.468,-8483.59,-12499.1,0.117325,-6773.88,-10767.4
17,89.7819,84.7329,85.4604,95.0395,95.2793,91.5468,89.5988,88.4561,89.137,89.6734,85.1692,98.6911,90.7535,87.9555,86.5773,87.4532,84.9409,85.3583,-8063.91,-10971.3,0.108443,-6687.26,-9546.24
18,90.06,84.6762,85.5224,95.2101,95.0436,91.7321,90.3637,88.4218,89.2906,89.9625,85.0122,98.5667,90.9069,88.401,86.4148,87.5481,85.0055,85.4858,-7977.38,-10781.8,0.097498,-6359.32,-9132.83
19,89.9018,84.5347,85.7126,95.3853,94.7332,91.9035,90.3098,88.4033,89.0138,89.7969,84.8884,98.6193,90.6636,88.1197,86.3506,87.4261,84.9472,85.6411,-8146.92,-11865.8,0.104879,-6735.31,-10407.5
20,89.8997,84.7094,85.3784,95.4122,94.5753,91.9044,89.8996,88.8721,89.4553,89.7852,85.0459,98.3833,90.3597,88.0686,86.2608,87.5393,84.9823,85.4043,-9078.66,-11066,0.11452,-7380.69,-9355.99
21,89.8663,84.6098,85.3969,95.0818,94.5734,91.7666,90.1697,88.437,89.2216,89.7697,85.0806,98.6105,91.0052,88.0565,86.7081,87.5892,85.0239,85.8064,-8673.2,-10931.3,0.0966483,-6979.9,-9226.84
22,89.9203,84.7427,85.4244,95.1755,94.7122,91.8484,90.3208,88.5147,89.13,89.8305,84.8248,98.1645,90.7154,88.6593,86.5464,87.709,84.7314,85.5501,-8129.23,-11798.6,0.0898326,-6765.77,-10381.5
23,89.9595,84.5068,85.3012,95.1756,94.7743,91.5024,90.1248,88.4906,89.1668,89.8708,84.9777,98.868,90.8223,88.3569,86.1262,87.3038,84.7267,85.6819,-7654.02,-10742.3,0.0887214,-5780.46,-8860.19
24,89.7205,84.7514,85.3954,95.2934,94.4252,91.4268,90.0714,88.5172,89.2385,89.6246,84.9933,98.6283,90.8084,88.5308,86.6514,87.3716,84.9451,85.6589,-9192.45,-12016.6,0.095882,-8119.28,-10914.8
25,89.929,84.5932,85.555,95.2082,94.8817,91.6754,90.2306,88.6061,89.2903,89.8267,84.9405,98.606,90.7558,88.147,86.3339,87.6133,84.9386,85.6248,-8341.94,-10677.1,0.102341,-6887.91,-9195.72
26,89.8833,84.4708,85.4142,94.972,94.7391,91.6822,90.0923,88.604,89.2678,89.7704,84.8396,98.3436,90.8627,88.3673,86.2429,87.6075,84.4908,85.3886,-7966.22,-11290.5,0.112815,-6478.42,-9749.07
27,89.5427,84.5512,85.3002,95.0243,94.9414,91.8355,89.6519,88.6969,89.154,89.4284,84.8271,98.7112,90.4679,88.2629,86.6444,87.2089,85.1603,85.5469,-8426.11,-9817.82,0.114311,-6869.02,-8248.44
28,89.9177,84.7211,85.6642,95.1175,94.8478,91.576,90.0093,88.5343,89.362,89.8214,84.9114,98.3376,90.5963,88.1549,86.2875,87.5599,85.1063,85.5646,-8479.25,-11597.7,0.0962903,-6781.49,-9838.28
29,89.7036,84.8486,85.5135,94.9816,94.7839,91.7216,90.085,88.3839,89.0412,89.6005,85.1443,98.265,90.3176,88.0363,86.467,87.6618,84.934,85.3234,-9425.8,-11310.4,0.103066,-7804.6,-9677.94
30,89.8868,84.5829,85.5325,95.1082,94.9308,91.5591,90.152,88.5937,89.2132,89.7743,84.6999,98.4637,90.9942,88.3239,86.1753,87.5633,84.6306,85.3796,-7428.04,-11858.8,0.112428,-5660.86,-10056.7
31,89.8611,84.6991,85.486,95.4386,94.5457,91.8687,90.0484,88.4997,89.2446,89.7778,85.0302,98.457,90.9318,88.3712,86.5184,87.3912,84.7122,85.5973,-8211.25,-11081.7,0.0832875,-6542.47,-9383.55
32,89.9288,84.3323,85.5257,95.4917,94.9551,91.7839,90.2736,88.7917,89.37,89.8211,84.7103,98.4028,91.1259,88.9027,86.5787,87.6213,84.4233,86.2767,-6505.91,-12115,0.107686,-5132.78,-10691.2
33,89.8204,84.5651,85.3693,95.0568,94.8416,91.7866,90.2488,88.5496,88.8549,89.7051,84.9218,98.5615,90.9274,88.421,86.657,87.2842,84.8747,85.3643,-7807.51,-11041.6,0.11522,-6133.76,-9333.42
34,89.8078,84.5423,85.3973,95.2596,94.4856,91.6383,90.1309,88.5606,89.1707,89.6779,84.947,98.3646,90.8895,88.2394,86.4776,87.2672,84.555,85.4706,-7640.84,-11489.1,0.129971,-5938.82,-9736.56
35,89.7627,84.157,85.5233,95.1087,94.6903,91.7462,89.9439,88.5232,88.9664,89.6562,84.6134,98.7882,90.6582,88.2949,86.5004,87.5815,84.6158,85.5106,-6423.53,-13764.7,0.106571,-4778.27,-12054.3
36,89.8522,84.5533,85.4786,95.1025,94.7834,91.6594,90.3003,88.8028,89.2851,89.7485,84.9923,98.6815,90.6416,88.4573,86.57,87.4472,84.8296,85.5592,-8257,-10495.3,0.10367,-6597.91,-8813.74
37,90.0202,84.3318,85.4584,94.9702,94.7392,91.8675,90.1632,88.5166,89.706,89.9161,84.57,98.3697,90.8013,88.5147,86.2837,87.4216,84.5814,85.481,-7855.55,-12520.5,0.104091,-6273.13,-10906.7
38,89.3466,84.9079,85.6144,95.5691,94.6375,92.3039,89.6826,88.2984,89.0682,89.2314,85.0883,98.6098,90.472,88.172,86.2931,87.1955,85.6386,85.356,-9356.11,-10225,0.115197,-7606.86,-8471.55
39,89.8823,84.7951,85.5538,95.3576,94.7724,91.7593,90.2759,88.7456,89.2711,89.7807,84.883,98.4669,90.4389,88.2087,86.1813,87.381,84.8863,85.4078,-8525.87,-10772.7,0.101633,-6834.76,-9059.08
40,89.8608,84.8195,85.6559,95.1563,94.6586,91.7861,90.216,88.5623,89.3766,89.7552,84.9924,98.6049,90.5585,88.2672,86.6667,87.4638,84.5173,85.5717,-8433.92,-11730.8,0.105677,-6822.89,-10080.6
41,89.7779,84.8127,85.2858,95.1216,94.8879,91.5552,90.3312,88.5714,89.3003,89.6759,84.8137,98.5758,90.5391,88.6576,86.624,87.512,84.8872,85.6161,-9059.09,-12155.5,0.101995,-7290.46,-10376.3
42,89.9097,84.4937,85.5747,95.2702,94.6952,91.8884,90.1479,88.6575,89.2797,89.7939,85.0894,98.6607,91.1116,88.6843,86.7411,87.3788,84.7128,85.7737,-8172.13,-12857.5,0.115814,-6339.78,-11005.6
43,89.9414,84.8526,85.6521,95.5359,94.8624,91.9332,90.317,88.7904,89.2259,89.8494,85.0053,98.6921,90.6863,88.4993,86.4966,87.3287,84.8704,85.5987,-9022.8,-11920.4,0.0919933,-7868.17,-10713.2
44,89.8315,84.5227,85.4124,95.0647,94.7787,91.5571,90.2942,88.7313,89.2929,89.7132,84.8068,98.6285,90.8927,88.6469,86.3998,87.6478,84.7286,85.5633,-7475.91,-12742.3,0.118377,-6058.28,-11292.9
45,89.8115,84.585,85.7941,94.8912,94.7505,91.3512,89.8137,88.5002,89.0599,89.7113,84.7458,98.7428,90.5215,88.1831,86.4776,87.4234,84.9657,85.5525,-8191.97,-10625.5,0.100139,-6936.53,-9356.99
46,89.8504,84.4822,85.6038,95.2556,94.6753,91.7981,90.2194,88.5234,89.273,89.7407,84.7429,98.7511,90.915,88.6371,86.579,87.607,84.5281,85.3726,-8565.78,-13146.7,0.10974,-7161.92,-11709
47,89.8888,84.7426,85.673,95.1481,94.8227,91.5332,90.0095,88.5213,89.0167,89.7779,85.0619,98.458,90.9002,88.4267,86.4075,87.4241,84.6493,85.612,-8333.16,-11090.3,0.110834,-6665.47,-9408.22
48,90.1814,84.5586,85.5493,95.634,95.8863,91.7639,90.608,88.5413,89.5289,90.0878,84.7472,98.5933,90.7722,88.7637,86.5694,87.4721,84.9242,85.7419,-8248.5,-11004.9,0.0935812,-6446.47,-9184.53
49,89.8809,84.7738,85.5619,95.5133,94.6943,92.1326,90.373,88.4999,88.9985,89.7911,84.981,98.4875,90.9006,88.3298,86.5846,87.5814,84.8642,85.2671,-9274.32,-11720.5,0.0898144,-7844.29,-10268
50,89.7324,84.7027,85.4305,95.0031,94.692,91.3341,90.4809,88.437,88.9028,89.6316,84.9185,98.4914,90.6959,88.4491,86.4788,87.4901,84.78,85.4758,-9754.42,-13888.4,0.100852,-8222.7,-12315.6
51,89.7868,84.7631,85.5423,95.0538,94.3522,91.8436,89.9088,88.7758,89.3512,89.6755,85.2046,98.4957,90.5911,88.289,86.3963,87.4417,84.9174,85.515,-8976.04,-11924.5,0.11132,-7235.76,-10160.2
52,89.6878,84.5268,85.6647,95.2189,93.7969,91.1871,90.0631,88.2638,88.9444,89.5818,85.0706,98.52,90.8347,88.1986,86.5011,87.3943,84.7294,85.5025,-8033.44,-12311.9,0.106026,-6271.78,-10516.3
53,89.778,84.5217,85.4412,94.99,94.9701,91.4347,90.4082,88.5772,89.0838,89.6653,84.7708,98.8146,90.7814,88.6283,86.316,87.5685,84.7232,85.5374,-7661.96,-12435.6,0.112716,-6088.09,-10824.8
54,90.0874,84.764,85.6778,95.3238,94.7345,91.7575,90.3618,88.7285,89.3577,89.9744,84.9296,98.5421,90.5253,88.4533,86.441,87.3719,84.9937,85.6364,-9285.49,-11911.3,0.113024,-8009.52,-10605
55,89.9536,84.5918,85.4571,95.1823,94.8649,91.6275,90.1455,88.47,89.1122,89.8509,84.9689,98.4638,90.785,88.3745,86.3744,87.4387,84.5851,85.5249,-9559.57,-13183.2,0.102745,-8265.4,-11828.7
56,89.7896,84.5535,85.4802,95.1844,94.9564,91.9346,90.1843,88.878,89.3456,89.6843,84.7289,98.8229,90.7103,88.4335,86.4526,87.38,84.5437,85.6023,-7154.28,-10211.8,0.105241,-5761.11,-8763.84
57,89.8682,84.8118,85.2528,95.4167,95.0299,91.6452,90.1861,88.4313,89.16,89.7828,85.1693,98.38,90.8975,88.4612,86.632,87.74,84.7719,85.6204,-9276.31,-12125,0.0853342,-7791.36,-10620
58,89.6677,84.8607,85.7233,95.1232,94.4215,91.6882,89.9136,88.5828,89.0758,89.5514,84.9039,98.451,90.7479,88.2516,86.3569,87.4024,85.0844,85.5005,-8023.51,-9565.6,0.116356,-6722.53,-8251.78
