real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.5701,85.2661,85.9658,97.12,95.2713,91.3944,89.3238,89.5759,89.397,89.4312,85.7295,97.6001,91.1688,89.8523,87.3781,87.8738,85.7876,85.8824,-10945.8,-13057.9,0.138954,-9841.06,-11937.3
1,90.2865,84.9717,85.9638,97.276,97.7146,91.793,90.211,89.2388,89.6082,90.0144,85.8271,98.2859,91.5148,89.8056,87.9377,87.3211,84.9668,85.9038,-9673.64,-13444.8,0.272079,-8147.56,-11905.4
2,90.3353,85.9765,84.8971,97.2454,97.7038,91.9145,90.6254,89.3159,89.7888,90.0832,86.1335,98.8048,89.3161,87.7928,87.115,87.5742,85.9084,85.5377,-10201.4,-13189.9,0.25214,-8837.22,-11773.3
3,90.1669,85.4781,85.965,95.7427,95.0387,92.0772,90.0463,89.5918,89.8472,89.9665,86.0141,99.2274,90.6145,88.4069,86.7702,87.6406,85.3874,86.2083,-10328.8,-12801.7,0.200419,-9619.12,-12049
4,90.2122,84.887,85.7692,95.867,94.8639,91.3031,90.0102,88.4328,89.661,90.0118,85.2863,96.5363,91.4023,88.9526,85.8689,86.735,85.3978,84.9183,-10979,-15004.7,0.200352,-10486.9,-14479.5
5,89.4593,85.2593,85.9642,96.2609,94.2616,92.0371,89.7015,88.5308,88.8311,89.1587,85.8049,97.5673,91.2832,88.8228,86.8485,87.0603,85.0448,85.763,-9786.2,-13350.5,0.300668,-8374.89,-11855.3
6,89.5427,84.9581,85.8281,97.4168,94.6262,91.7066,89.9089,88.958,89.3505,89.3928,85.2526,98.9549,90.8465,88.4896,86.5473,87.8087,85.4528,85.7547,-9018.66,-11845.9,0.14989,-8192.27,-11004.6
7,89.3374,85.367,85.9653,96.7525,95.9934,93.3638,90.3613,89.3184,89.3762,89.2666,85.8678,98.7903,91.2865,89.7807,86.3093,86.9931,85.5795,85.8523,-10377.5,-13107.9,0.0707943,-9422.15,-12131
8,90.2155,84.7838,85.9653,98.4939,98.0335,91.7822,90.0456,88.7848,89.1809,89.9983,85.3267,98.1157,90.5386,89.8894,87.4045,87.5456,85.3934,86.0598,-9736.69,-12216,0.217263,-8423.39,-10868.2
9,89.9607,85.378,85.8402,96.035,94.6948,91.5777,90.5252,89.3207,89.3917,89.8248,85.7964,98.5452,91.1141,89.6793,88.0917,87.7607,85.6591,86.2156,-9483.16,-13501.5,0.135878,-8313.66,-12299.9
10,89.1197,85.1302,85.35,97.9796,94.3383,93.2255,89.5818,88.7383,89.0223,88.9246,85.6214,98.6056,91.1558,89.3513,86.4366,86.3211,85.7989,85.3712,-9551.34,-12870.7,0.195061,-8703.11,-11988.8
11,90.8739,85.5373,85.9644,95.9956,95.1226,92.4873,91.4703,89.9277,90.2866,90.8168,85.6105,97.5929,91.3363,89.4293,86.8681,87.97,85.9715,85.728,-9202.8,-13043,0.0571091,-8535.85,-12343.1
12,89.7519,85.2462,85.8707,98.4209,95.7583,91.5215,90.0649,88.239,89.2154,89.6653,85.6291,98.5451,90.7437,89.1622,87.904,87.3821,85.7352,86.3599,-10810.6,-12677.5,0.0865952,-9128.1,-10991.5
13,89.6851,85.0574,85.9693,96.2946,93.9828,91.0888,90.5941,89.0358,89.166,89.4933,85.3559,99.5933,91.5623,89.5884,87.7137,86.9609,85.1987,86.1669,-8448.8,-11452.5,0.191818,-6941.51,-9902.63
14,90.0341,84.597,85.0272,96.9022,96.3903,92.4336,90.5468,88.7109,89.5199,89.7583,86.0061,98.9855,90.0192,89.1856,88.0436,86.9833,85.3143,85.8839,-8982.52,-13324.9,0.275792,-7764.13,-12068.3
15,89.9615,85.3859,85.9662,97.3647,97.0227,91.1899,90.11,89.2091,89.6481,89.8943,85.5469,98.5312,90.1549,88.9421,86.8646,86.9862,85.6752,86.2162,-9782.69,-13058.1,0.0672099,-8512.76,-11758
16,89.9383,85.0687,85.9635,96.688,94.5518,90.9098,89.9392,89.0416,89.4387,89.6727,85.9683,98.9346,90.8791,89.3266,87.3633,87.0286,85.2757,86.3146,-8652.53,-12477.7,0.265617,-7149.55,-10932.8
17,89.6667,85.1362,85.9657,96.8761,93.8438,92.156,90.2985,89.3349,89.4841,89.3607,86.4846,98.1961,89.9901,88.29,87.5077,86.8272,86.2717,86.5729,-10141,-13246.8,0.305975,-9430.85,-12500.7
18,89.2615,84.9232,85.9664,97.2493,95.8584,91.4098,90.5251,88.6936,89.006,89.1353,85.3956,98.7504,91.1786,90.0793,87.4388,86.0205,85.3168,85.9178,-7949.64,-11321.1,0.126213,-6512.03,-9828.22
19,89.4816,84.7656,85.9667,96.8807,95.024,92.167,90.8441,88.8113,88.8707,89.2237,85.5814,97.7193,91.7761,90.4683,87.6513,86.5266,85.6808,86.2947,-9031.64,-11686.9,0.257892,-7890.69,-10510.6
20,90.0149,84.8958,85.966,97.4248,95.1729,91.6026,89.7463,89.5576,89.4123,89.6712,85.6722,97.7954,90.2469,88.43,86.9961,87.3296,85.5197,86.0118,-10419.3,-12924.3,0.343705,-9107.01,-11590.6
