cl_streampp
cl_mf6
         1        31
         1     12921
        31       551
         1
      1028         2 0.00        13   0.5387725            14   0.4612275    
      1030         2 0.00        13   0.2651104            14   0.7348896    
      1031         2 0.00        13   0.4256920            14   0.5743080    
      1032         2 0.00        13   0.3049005            14   0.6950995    
      1035         2 0.00        13   0.8205251            14   0.1794749    
      1036         2 0.00        13   0.9972827            14   2.7172323E-03
      1037         2 0.00        13   0.8922877            14   0.1077122    
      1040         2 0.00        13   0.7155301            14   0.2844699    
      1041         2 0.00        13   0.6105351            14   0.3894649    
      1049         2 0.00        13   0.1443190            14   0.8556811    
      1050         2 0.00        13   2.3527520E-02        14   0.9764725    
      1053         2 0.00        14   0.9443128            17   5.5687204E-02
      1054         2 0.00        14   0.8809315            17   0.1190685    
      1059         2 0.00        14   0.8175502            17   0.1824498    
      1060         2 0.00        14   0.7541689            17   0.2458311    
      1063         2 0.00        14   0.6959009            17   0.3040991    
      1065         2 0.00        14   0.6730781            17   0.3269219    
      1066         2 0.00        14   0.6138079            17   0.3861921    
      1079         2 0.00        14   0.5545376            17   0.4454624    
      1080         2 0.00        14   0.5003101            17   0.4996899    
      1087         2 0.00        14   0.4683688            17   0.5316312    
      1090         2 0.00        14   0.4143350            17   0.5856649    
      1092         2 0.00        14   0.3809555            17   0.6190445    
      1093         2 0.00        14   0.3269217            17   0.6730782    
      1098         2 0.00        14   0.2728880            17   0.7271121    
      1101         2 0.00        14   0.2388920            17   0.7611080    
      1102         2 0.00        14   0.1856377            17   0.8143623    
      1105         2 0.00        14   0.1323834            17   0.8676165    
      1107         2 0.00        14   9.7773857E-02        17   0.9022262    
      1108         2 0.00        14   4.4519573E-02        17   0.9554805    
      1203         2 0.00        14   9.9099912E-03        17   0.9900900    
      1210         2 0.00        17   0.9426096            18   5.7390388E-02
      1211         2 0.00        17   0.8613585            18   0.1386415    
      1214         2 0.00        17   0.7801075            18   0.2198925    
      1216         2 0.00        17   0.7561002            18   0.2438998    
      1217         2 0.00        17   0.6748492            18   0.3251508    
      1222         2 0.00        17   0.5967850            18   0.4032150    
      1223         2 0.00        17   0.5123050            18   0.4876950    
      1226         2 0.00        17   0.4278249            18   0.5721751    
      1227         2 0.00        17   0.3433448            18   0.6566552    
      1234         2 0.00        17   0.2519433            18   0.7480568    
      1235         2 0.00        17   0.1675722            18   0.8324278    
      1238         2 0.00        17   8.3201185E-02        18   0.9167988    
      1239         2 0.00        18   0.9937224            19   6.2775933E-03
      1244         2 0.00        18   0.9486712            19   5.1328801E-02
      1247         2 0.00        18   0.9032459            19   9.6754111E-02
      1248         2 0.00        18   0.8581947            19   0.1418053    
      1250         2 0.00        18   0.8127694            19   0.1872306    
      1253         2 0.00        18   0.7677182            19   0.2322818    
      1257         2 0.00        18   0.7229590            19   0.2770410    
      1259         2 0.00        18   0.6634744            19   0.3365256    
      1262         2 0.00        18   0.6039898            19   0.3960102    
      1263         2 0.00        18   0.5804387            19   0.4195613    
      1265         2 0.00        18   0.5209541            19   0.4790459    
      1369         2 0.00        18   0.4674938            19   0.5325062    
