ppname	easting	northing	zone	kx1	kx2	kx3	rch
pp246	2890.829635	7258.639131	1	  5.3699100E-02	  4.9813000E-03	  4.3651880E-01	  2.4588600E-02
pp247	3372.451215	7740.26071	1	  4.0656100E-02	  1.7605000E-03	  4.4345470E-01	  1.9145300E-02
pp248	3937.110997	7341.677334	1	  2.0432200E-02	  1.4891000E-03	  2.5536490E-01	  1.3981300E-02
pp249	4618.024265	7158.993287	1	  1.3021800E-02	  8.8190000E-04	  3.3236360E-01	  1.7017400E-02
pp250	5132.861125	7524.361381	1	  1.9243400E-02	  6.8620000E-04	  5.3601550E-01	  3.2209500E-02
pp251	4667.847187	7308.462053	1	  1.5094300E-02	  6.6590000E-04	  3.6796140E-01	  1.9005900E-02
pp252	5531.444501	6610.941145	1	  9.8475000E-03	  7.2274000E-03	  4.4175480E-01	  2.8348000E-02
pp253	5548.052142	6710.586989	1	  1.0835600E-02	  5.7728000E-03	  4.7086630E-01	  3.0367000E-02
pp254	5730.736189	7408.107897	1	  1.7950500E-02	  1.4855000E-03	  6.2282630E-01	  4.9169800E-02
pp255	6096.104284	7142.385646	1	  1.4740700E-02	  5.1029000E-03	  6.2199600E-01	  5.6929700E-02
pp256	5880.204955	6943.093958	1	  1.3648800E-02	  5.3307000E-03	  5.6501930E-01	  4.5660400E-02
pp257	5166.076407	6959.701599	1	  1.2069400E-02	  1.6648000E-03	  4.6230260E-01	  2.4171100E-02
pp258	5747.34383	6527.902941	1	  9.9994000E-03	  1.1533900E-02	  4.4216850E-01	  3.4069700E-02
pp259	6046.281362	6129.319565	1	  8.4067000E-03	  3.4128600E-02	  4.1394230E-01	  4.0946500E-02
pp260	6029.673721	5747.34383	1	  6.2265000E-03	  5.9772700E-02	  3.8169240E-01	  3.7549200E-02
pp261	6511.295301	5597.875064	1	  6.8872000E-03	  1.0322690E-01	  4.4103800E-01	  5.5592100E-02
pp262	6660.764067	5747.34383	1	  7.3683000E-03	  9.4309600E-02	  4.7019070E-01	  6.2501300E-02
pp263	6909.878677	5564.659783	1	  5.9563000E-03	  1.3166930E-01	  4.2540740E-01	  7.1167100E-02
pp264	7042.739802	5431.798657	1	  5.2890000E-03	  1.5842830E-01	  4.0333840E-01	  7.5548700E-02
pp265	7707.045429	5581.267423	1	  1.4052600E-02	  1.5158710E-01	  3.4986320E-01	  1.1080840E-01
pp266	7989.37532	5763.951471	1	  2.8684700E-02	  1.4138210E-01	  3.3283050E-01	  1.2640610E-01
pp267	8321.528133	5747.34383	1	  5.1288300E-02	  1.4911170E-01	  3.0900850E-01	  1.2274100E-01
pp268	8670.288587	5564.659783	1	  7.0228800E-02	  1.5427770E-01	  2.5855800E-01	  8.9794300E-02
pp269	8936.010838	5979.850799	1	  1.0504590E-01	  1.3738160E-01	  2.1828680E-01	  7.0123500E-02
pp270	8470.996899	6295.395972	1	  8.4254600E-02	  1.2225110E-01	  2.9293010E-01	  1.1163820E-01
pp271	8703.503869	6644.156426	1	  1.2875420E-01	  1.2312710E-01	  3.0440370E-01	  9.5419500E-02
pp272	8869.580275	7158.993287	1	  1.8681270E-01	  1.4239520E-01	  3.5557110E-01	  8.4111200E-02
pp273	8720.111509	7225.423849	1	  1.7407590E-01	  1.3940650E-01	  3.9335040E-01	  9.4241000E-02
pp274	8454.389259	6976.309239	1	  1.1874610E-01	  1.1504800E-01	  4.3152210E-01	  1.0871370E-01
pp275	9234.94837	7026.132161	1	  1.9787620E-01	  1.4426680E-01	  2.6870470E-01	  5.4860300E-02
pp276	9168.517807	7408.107897	1	  2.3421100E-01	  1.6746400E-01	  3.1364070E-01	  6.1645700E-02
pp277	9002.441401	7806.691273	1	  2.6287910E-01	  2.0129860E-01	  3.3602030E-01	  7.2750900E-02
pp278	9168.517807	7956.160039	1	  2.9160380E-01	  2.2245660E-01	  2.9964790E-01	  5.9808200E-02
pp279	8537.427462	8437.781618	1	  2.3601180E-01	  2.4912050E-01	  4.5011360E-01	  8.8620000E-02
pp280	8155.451727	8936.010838	1	  1.6540160E-01	  2.4882760E-01	  5.4548210E-01	  8.5458100E-02
pp281	8803.149713	9234.94837	1	  3.2559690E-01	  3.3576490E-01	  3.6406760E-01	  6.2981500E-02
pp282	8172.059367	9301.378933	1	  1.7121380E-01	  2.6281690E-01	  4.9590220E-01	  7.5578100E-02
pp283	7839.906554	9284.771292	1	  1.0878160E-01	  2.1541210E-01	  5.4859650E-01	  7.7934800E-02
pp284	7590.791944	9567.101183	1	  7.4745900E-02	  1.7995160E-01	  5.1345840E-01	  6.9129100E-02
pp285	7142.385646	9052.264323	1	  2.9263600E-02	  1.1740040E-01	  6.4002400E-01	  8.1208600E-02
pp286	6594.333504	9533.885902	1	  1.6979600E-02	  7.2697300E-02	  5.7646960E-01	  6.6093100E-02
pp287	5996.45844	9600.316464	1	  1.9972600E-02	  3.5211000E-02	  4.6878190E-01	  5.9528900E-02
pp288	6743.80227	9650.139386	1	  1.8826300E-02	  8.6081300E-02	  5.3129180E-01	  6.3233700E-02
pp289	7208.816209	9450.847699	1	  3.7370800E-02	  1.3315990E-01	  5.6308570E-01	  7.1600500E-02
pp290	7491.1461	9417.632417	1	  6.2194500E-02	  1.6809020E-01	  5.5383350E-01	  7.3529400E-02
pp291	7906.337117	9749.78523	1	  1.1942030E-01	  2.1407670E-01	  4.4110180E-01	  6.3436900E-02
pp292	8188.667008	9733.17759	1	  1.6885640E-01	  2.4861500E-01	  4.1275740E-01	  6.2853300E-02
pp293	6328.611253	9168.517807	1	  1.9785600E-02	  4.7267000E-02	  7.1076250E-01	  7.3265600E-02
pp294	6046.281362	8653.680947	1	  2.5905100E-02	  2.0656800E-02	  7.6399010E-01	  7.4483300E-02
pp295	5747.34383	8703.503869	1	  2.8879000E-02	  1.2582000E-02	  7.3598340E-01	  6.6953600E-02
pp296	7175.600927	8819.757353	1	  2.8643800E-02	  1.1167600E-01	  6.7667700E-01	  8.5405900E-02
pp297	7507.753741	8487.60454	1	  5.0294100E-02	  1.3080580E-01	  7.0520640E-01	  9.3269700E-02
pp298	7258.639131	7673.830147	1	  1.8904800E-02	  5.3714300E-02	  6.4894360E-01	  9.0724500E-02
pp299	6810.232833	8138.844086	1	  1.2979700E-02	  4.3527100E-02	  7.2998790E-01	  8.3736300E-02
pp300	7109.170365	8105.628805	1	  1.7777700E-02	  6.4639300E-02	  7.2693620E-01	  8.8415900E-02
pp301	7474.538459	7922.944757	1	  3.5596200E-02	  8.6106300E-02	  6.7401120E-01	  9.5886300E-02
pp302	6411.649457	7557.576663	1	  1.4522800E-02	  9.3590000E-03	  6.7878990E-01	  7.2351600E-02
pp303	6727.194629	7408.107897	1	  1.1516500E-02	  1.7310000E-02	  6.4329150E-01	  7.8364000E-02
pp304	6876.663395	7092.562724	1	  1.0726800E-02	  2.2301700E-02	  5.9367770E-01	  8.0026100E-02
pp305	6428.257097	6245.57305	1	  9.8166000E-03	  3.9703600E-02	  5.1117200E-01	  5.7686600E-02
pp306	6826.840473	6494.68766	1	  9.6274000E-03	  3.8692300E-02	  6.0212530E-01	  7.4751800E-02
pp307	6627.548785	6677.371707	1	  1.0760400E-02	  2.4533700E-02	  5.6693830E-01	  6.9816400E-02
pp308	2757.96851	6777.017551	1	  6.1393800E-02	  1.6071800E-02	  3.6629300E-01	  2.1055900E-02
pp309	2292.954571	6544.510582	1	  8.3407900E-02	  2.8354300E-02	  3.8739260E-01	  2.2579500E-02
pp310	2010.62468	6710.586989	1	  8.1384500E-02	  2.0113000E-02	  3.8390600E-01	  2.7515400E-02
pp311	2259.73929	6145.927206	1	  9.7101000E-02	  5.6073900E-02	  3.5407870E-01	  1.7203200E-02
pp312	1612.041304	6295.395972	1	  9.9426700E-02	  3.6526000E-02	  3.8395320E-01	  1.9956900E-02
pp313	914.5203961	6029.673721	1	  8.1326800E-02	  2.8456500E-02	  4.1224490E-01	  1.1335900E-02
pp314	200.3918475	5730.736189	1	  5.5743000E-02	  1.4397300E-02	  3.7163350E-01	  3.7836000E-03
pp315	831.4821928	5597.875064	1	  8.3495200E-02	  3.8761600E-02	  4.8960940E-01	  7.9726000E-03
pp316	1429.357257	5415.191017	1	  1.0770800E-01	  8.0619000E-02	  4.9956850E-01	  1.0489800E-02
pp317	1827.940633	5381.975735	1	  1.1499350E-01	  1.0865850E-01	  4.2939820E-01	  1.1150700E-02
pp318	2326.169853	5298.937532	1	  1.0260210E-01	  1.3853830E-01	  3.4481040E-01	  1.0720200E-02
pp319	2176.701087	5000	1	  1.0502650E-01	  1.5547290E-01	  4.0542710E-01	  9.7420000E-03
pp320	2708.145588	4767.493031	1	  7.9102700E-02	  1.8654440E-01	  4.3599440E-01	  9.0024000E-03
pp321	3040.298401	4966.784719	1	  5.7793200E-02	  1.7323940E-01	  3.7913610E-01	  9.7210000E-03
pp322	3389.058855	4833.923593	1	  3.9692600E-02	  1.7310300E-01	  3.6065070E-01	  1.1123800E-02
pp323	3804.249872	4800.708312	1	  2.6458300E-02	  1.5407810E-01	  2.3718030E-01	  1.3773700E-02
pp324	4302.479092	4717.670109	1	  1.9627000E-02	  1.2193570E-01	  1.5095300E-01	  1.9315100E-02
pp325	4717.670109	4800.708312	1	  1.3739800E-02	  8.7129200E-02	  1.7331480E-01	  2.0769800E-02
pp326	1994.017039	4568.201343	1	  9.5800900E-02	  1.5958390E-01	  5.1355550E-01	  8.8156000E-03
pp327	1379.534335	4983.392359	1	  9.8650200E-02	  9.3978300E-02	  5.6276770E-01	  8.9699000E-03
pp328	1578.826023	4750.88539	1	  9.7316000E-02	  1.1784820E-01	  5.6560690E-01	  9.0055000E-03
pp329	1578.826023	4651.239546	1	  9.3980600E-02	  1.1913080E-01	  5.8301310E-01	  8.8800000E-03
pp330	947.7356775	5066.430563	1	  8.7032800E-02	  5.8658900E-02	  5.7734180E-01	  7.3015000E-03
pp331	598.9752235	5000	1	  7.8114000E-02	  3.8670300E-02	  5.6016210E-01	  5.2886000E-03
pp332	748.4439895	4534.986061	1	  7.9840500E-02	  4.8399300E-02	  6.2450450E-01	  6.2522000E-03
pp333	549.1523015	4202.833248	1	  8.1462300E-02	  3.4065100E-02	  6.2134140E-01	  5.5079000E-03
pp334	399.6835355	4020.149201	1	  8.4067000E-02	  2.5548600E-02	  6.0337520E-01	  4.8178000E-03
pp335	1014.16624	4003.54156	1	  7.1033100E-02	  5.4415100E-02	  6.7397940E-01	  8.0689000E-03
pp336	1578.826023	3920.503357	1	  6.2303100E-02	  8.8392900E-02	  7.4349750E-01	  8.9024000E-03
pp337	2027.232321	4169.617967	1	  7.8034600E-02	  1.4460450E-01	  5.8873660E-01	  8.3296000E-03
pp338	2060.447602	3870.680435	1	  6.2722200E-02	  1.1493600E-01	  6.2714530E-01	  8.3182000E-03
pp339	2459.030978	4153.010326	1	  7.3966700E-02	  1.6084660E-01	  5.5422440E-01	  7.9894000E-03
pp340	2741.360869	4285.871451	1	  6.8375800E-02	  1.7542500E-01	  5.4657610E-01	  8.4812000E-03
pp341	2824.399073	3920.503357	1	  5.1404600E-02	  1.3790260E-01	  5.8299960E-01	  8.8744000E-03
pp342	3289.413011	4153.010326	1	  3.8275300E-02	  1.5873460E-01	  5.1026750E-01	  1.2563600E-02
pp343	3339.235933	3687.996387	1	  2.5523700E-02	  1.2274060E-01	  4.5847180E-01	  1.5991100E-02
pp344	3040.298401	3953.718638	1	  4.3252000E-02	  1.4113120E-01	  5.6293080E-01	  1.0324200E-02
pp345	3007.08312	3671.388747	1	  3.5896100E-02	  1.1891730E-01	  5.4773590E-01	  1.0752900E-02
pp346	3306.020652	3189.767167	1	  1.7219100E-02	  1.4895860E-01	  3.9239600E-01	  1.9652700E-02
pp347	3073.513683	2841.006713	1	  1.6739200E-02	  1.8479200E-01	  4.7052780E-01	  1.8539100E-02
pp348	2326.169853	3372.451215	1	  3.9649100E-02	  8.6590300E-02	  6.1324040E-01	  9.4513000E-03
pp349	1794.725351	3040.298401	1	  3.4759100E-02	  5.1381500E-02	  7.1135660E-01	  1.2460900E-02
pp350	1479.180179	3422.274137	1	  4.7951200E-02	  5.0240800E-02	  7.9151270E-01	  1.0373400E-02
pp351	682.0134268	3339.235933	1	  8.7275000E-02	  2.1600900E-02	  6.1423490E-01	  8.1123000E-03
pp352	1047.381521	3139.944245	1	  6.5775400E-02	  2.4984900E-02	  6.8356770E-01	  1.0961000E-02
pp353	1063.989162	2890.829635	1	  6.7017100E-02	  1.9643500E-02	  6.6595000E-01	  1.2438600E-02
pp354	266.8224102	3173.159527	1	  9.5285700E-02	  1.1297900E-02	  5.5963250E-01	  5.1732000E-03
pp355	349.8606135	2841.006713	1	  9.8505600E-02	  8.6252000E-03	  5.5845520E-01	  6.5839000E-03
pp356	980.9509588	2608.499744	1	  7.6467400E-02	  1.3807900E-02	  6.3137950E-01	  1.3696100E-02
pp357	632.1905048	2475.638619	1	  9.7039400E-02	  7.6232000E-03	  5.8945500E-01	  1.0786900E-02
pp358	615.5828642	2193.308727	1	  1.0042620E-01	  5.6786000E-03	  5.9572490E-01	  1.1869500E-02
pp359	848.0898335	1944.194117	1	  9.4586400E-02	  7.3543000E-03	  6.2645830E-01	  1.6668000E-02
pp360	383.0758948	1728.294789	1	  1.0480360E-01	  2.7998000E-03	  5.7406510E-01	  1.0043800E-02
pp361	798.2669115	1313.103772	1	  1.0048580E-01	  4.6427000E-03	  6.2642830E-01	  1.8440500E-02
pp362	665.4057862	615.5828642	1	  9.1899900E-02	  1.8210000E-03	  5.3544100E-01	  1.4933900E-02
pp363	-15.50748115	831.4821928	1	  7.9731800E-02	  1.1014000E-03	  4.2928500E-01	  5.1555000E-03
pp364	881.3051148	682.0134268	1	  8.7888700E-02	  3.0534000E-03	  5.5206270E-01	  1.9310200E-02
pp365	715.2287082	167.1765662	1	  7.5249900E-02	  1.1619000E-03	  4.4048290E-01	  1.3510400E-02
pp366	1761.51007	582.3675828	1	  3.8328400E-02	  2.1634000E-02	  5.8129850E-01	  3.2863900E-02
pp367	2176.701087	366.4682542	1	  2.1495400E-02	  3.3924100E-02	  5.4942110E-01	  3.4764900E-02
pp368	2359.385134	1047.381521	1	  1.8792200E-02	  1.0392490E-01	  7.1627270E-01	  3.9780400E-02
pp369	1661.864226	1512.39546	1	  4.4961000E-02	  4.0742000E-02	  7.2255180E-01	  3.1299600E-02
pp370	2475.638619	1994.017039	1	  1.5958100E-02	  1.6881580E-01	  7.4753430E-01	  2.8607500E-02
pp371	2492.246259	2209.916368	1	  1.6376200E-02	  1.6289450E-01	  7.2263320E-01	  2.4671500E-02
pp372	2176.701087	2542.069181	1	  2.2332900E-02	  9.1469300E-02	  6.9813530E-01	  1.8399800E-02
pp373	3422.274137	2425.815697	1	  1.0534500E-02	  3.7341830E-01	  3.3509670E-01	  3.9903400E-02
pp374	3671.388747	2525.461541	1	  8.3023000E-03	  4.0584570E-01	  2.3532070E-01	  5.6231100E-02
pp375	4269.263811	2940.652557	1	  6.2554000E-03	  2.8665820E-01	  1.3742450E-01	  9.8625000E-02
pp376	4601.416624	3704.604028	1	  1.9062000E-02	  9.3167100E-02	  4.2837160E-01	  6.6665700E-02
pp377	5365.368095	4119.795045	1	  1.1009500E-02	  6.2896400E-02	  4.9234460E-01	  4.8888300E-02
pp378	4800.708312	3887.288075	1	  1.9547500E-02	  7.6991000E-02	  4.7375020E-01	  5.8895300E-02
pp379	5315.545173	3571.742903	1	  1.3240400E-02	  6.9843300E-02	  4.4734930E-01	  7.3179900E-02
pp380	4734.277749	3173.159527	1	  1.2180300E-02	  1.7892750E-01	  2.7067560E-01	  1.0328590E-01
pp381	5631.090345	3106.728964	1	  1.1394200E-02	  1.1167840E-01	  3.2773890E-01	  8.7535800E-02
pp382	4900.354156	3422.274137	1	  1.5612100E-02	  1.0923110E-01	  3.9311780E-01	  8.7212400E-02
pp383	5116.253485	3472.097059	1	  1.4893300E-02	  8.9164300E-02	  4.2063080E-01	  8.1192900E-02
pp384	5398.583376	2874.221995	1	  1.2140700E-02	  1.9235840E-01	  2.8009150E-01	  1.0331030E-01
pp385	4568.201343	2442.423337	1	  6.7151000E-03	  5.4687350E-01	  1.3197500E-01	  1.4934250E-01
pp386	5249.11461	2641.715025	1	  1.1692500E-02	  2.9677230E-01	  2.4496250E-01	  1.1941260E-01
pp387	4900.354156	2724.753229	1	  1.0157300E-02	  3.3629310E-01	  1.8480920E-01	  1.2975230E-01
pp388	4701.062468	2077.055243	1	  7.1768000E-03	  7.0485830E-01	  1.7114990E-01	  1.7329090E-01
pp389	4219.440889	2027.232321	1	  5.0994000E-03	  7.9298560E-01	  1.6597130E-01	  1.5537460E-01
pp390	3787.642231	1445.964897	1	  1.0367100E-02	  5.9026290E-01	  3.2565950E-01	  1.0286310E-01
pp391	3903.895716	864.6974742	1	  9.0140000E-03	  3.6667700E-01	  2.8221220E-01	  1.1089200E-01
pp392	3920.503357	1977.409399	1	  7.5172000E-03	  7.0712580E-01	  2.2877460E-01	  1.1040930E-01
pp393	4153.010326	2691.537947	1	  5.2704000E-03	  4.0661000E-01	  1.2576270E-01	  1.0313260E-01
pp394	3737.819309	3538.527621	1	  1.4770600E-02	  1.2760130E-01	  3.0236740E-01	  3.2529400E-02
pp395	5000	2508.8539	1	  1.0297800E-02	  4.1406210E-01	  2.0005130E-01	  1.3820260E-01
pp396	4385.517295	3588.350543	1	  1.6252900E-02	  1.1225250E-01	  3.5525020E-01	  6.6683200E-02
pp397	4402.124936	3970.326279	1	  2.1938500E-02	  1.0205590E-01	  3.4120890E-01	  4.6888900E-02
pp398	3721.211669	980.9509588	1	  1.0528500E-02	  3.8381870E-01	  3.4583020E-01	  9.3873600E-02
pp399	3272.805371	980.9509588	1	  1.1663500E-02	  2.8043460E-01	  4.8424030E-01	  5.8920100E-02
pp400	2841.006713	1445.964897	1	  1.3006000E-02	  2.5012070E-01	  6.4938390E-01	  4.1066200E-02
pp401	2591.892103	1329.711413	1	  1.4895400E-02	  1.7388870E-01	  7.1695140E-01	  3.9507500E-02
pp402	2243.131649	1927.586477	1	  1.9610500E-02	  1.2179530E-01	  7.7706530E-01	  2.9035400E-02
pp403	1794.725351	1894.371195	1	  3.5272600E-02	  5.7084000E-02	  7.4370300E-01	  2.7624800E-02
pp404	914.5203961	2126.878165	1	  8.8411100E-02	  9.2066000E-03	  6.2535170E-01	  1.6409800E-02
pp405	1047.381521	2176.701087	1	  7.9148600E-02	  1.2349800E-02	  6.3484980E-01	  1.7712700E-02
pp406	1412.749616	1994.017039	1	  5.6586300E-02	  2.6481200E-02	  6.7507050E-01	  2.3513000E-02
pp407	3073.513683	515.9370202	1	  1.0460200E-02	  1.3609520E-01	  4.7448170E-01	  4.7978400E-02
pp408	2093.662883	665.4057862	1	  2.5328300E-02	  4.5606000E-02	  6.3424050E-01	  3.7083000E-02
pp409	2093.662883	864.6974742	1	  2.5972900E-02	  5.7544300E-02	  6.8453120E-01	  3.8015200E-02
pp410	2874.221995	715.2287082	1	  1.1929300E-02	  1.4367280E-01	  5.5747100E-01	  4.5222000E-02
pp411	3754.42695	682.0134268	1	  9.3670000E-03	  2.7470630E-01	  3.0794550E-01	  9.0800600E-02
pp412	3721.211669	-65.33040315	1	  6.1202000E-03	  7.9893200E-02	  1.8790810E-01	  5.8446700E-02
pp413	3322.628293	333.2529728	1	  9.1148000E-03	  1.2813270E-01	  3.7385970E-01	  5.3523600E-02
pp414	3222.982449	183.7842068	1	  8.6632000E-03	  9.2282300E-02	  3.6464080E-01	  4.6221300E-02
pp415	4368.909655	216.9994882	1	  3.6894000E-03	  1.5666620E-01	  1.0011310E-01	  1.0955790E-01
pp416	4534.986061	582.3675828	1	  3.6478000E-03	  2.7225520E-01	  1.2007710E-01	  1.4176770E-01
pp417	4734.277749	914.5203961	1	  3.7188000E-03	  3.9584880E-01	  1.4184330E-01	  1.6393890E-01
pp418	4916.961797	449.5064575	1	  2.9525000E-03	  2.0245630E-01	  9.4991500E-02	  1.2937930E-01
pp419	5697.520908	283.4300508	1	  8.5186000E-03	  9.7250200E-02	  1.4852290E-01	  8.1277400E-02
pp420	5448.406298	748.4439895	1	  7.5258000E-03	  2.1810110E-01	  1.7565990E-01	  1.2010370E-01
pp421	5166.076407	980.9509588	1	  5.6766000E-03	  3.4152800E-01	  1.7325590E-01	  1.4793380E-01
pp422	5481.621579	798.2669115	1	  8.1097000E-03	  2.2453480E-01	  1.8606210E-01	  1.2032890E-01
pp423	5481.621579	1346.319053	1	  1.0010100E-02	  3.5406400E-01	  2.5434930E-01	  1.3620200E-01
pp424	4867.138875	1628.648945	1	  6.1999000E-03	  6.5237030E-01	  2.0076240E-01	  1.7885920E-01
pp425	5415.191017	2010.62468	1	  1.1353000E-02	  4.1837760E-01	  2.7804220E-01	  1.3459250E-01
pp426	5680.913267	1595.433663	1	  1.2870600E-02	  3.2288260E-01	  2.9414030E-01	  1.2520000E-01
pp427	5763.951471	1628.648945	1	  1.3967600E-02	  2.9815410E-01	  3.0139900E-01	  1.2065160E-01
pp428	5249.11461	1811.332992	1	  9.6626000E-03	  5.0238560E-01	  2.5598450E-01	  1.4994540E-01
pp429	4983.392359	2110.270524	1	  9.2010000E-03	  5.7991500E-01	  2.1328400E-01	  1.5893950E-01
pp430	5548.052142	2459.030978	1	  1.2296100E-02	  2.7913350E-01	  2.7686010E-01	  1.1382980E-01
pp431	6145.927206	2874.221995	1	  1.3499800E-02	  1.0104900E-01	  2.8228240E-01	  8.9690100E-02
pp432	6179.142487	3322.628293	1	  1.0140400E-02	  6.5885000E-02	  3.3760870E-01	  7.8302200E-02
pp433	6610.941145	3953.718638	1	  8.0356000E-03	  1.0650100E-01	  4.1134810E-01	  6.8236000E-02
pp434	6777.017551	4368.909655	1	  6.2550000E-03	  1.6728610E-01	  4.4999680E-01	  6.6992000E-02
pp435	6444.864738	4219.440889	1	  5.6432000E-03	  1.2397150E-01	  4.5857630E-01	  6.1692800E-02
pp436	6312.003613	3787.642231	1	  7.4256000E-03	  7.7202500E-02	  4.1489540E-01	  6.7852700E-02
pp437	6212.357769	3687.996387	1	  7.7292000E-03	  6.8205900E-02	  4.0629120E-01	  6.9271800E-02
pp438	7075.955083	3870.680435	1	  1.4567400E-02	  1.1697240E-01	  3.2812540E-01	  7.1002100E-02
pp439	7225.423849	4319.086733	1	  1.0237600E-02	  1.8023960E-01	  3.8440440E-01	  7.4867700E-02
pp440	7624.007225	4119.795045	1	  1.9988000E-02	  1.4891430E-01	  2.8083040E-01	  7.5924900E-02
pp441	8039.198242	4036.756841	1	  3.1165700E-02	  1.2929190E-01	  2.1483610E-01	  7.0374000E-02
pp442	8836.364994	3937.110997	1	  3.9424700E-02	  9.7466800E-02	  1.2720710E-01	  3.0553200E-02
pp443	8554.035103	3555.135262	1	  4.2777900E-02	  8.8407100E-02	  1.6562420E-01	  3.3311900E-02
pp444	8155.451727	3206.374808	1	  4.8116000E-02	  7.5919400E-02	  2.2994810E-01	  3.7806100E-02
pp445	7889.729476	2741.360869	1	  5.6172700E-02	  6.2534600E-02	  3.1961900E-01	  3.3858600E-02
pp446	8072.413523	2558.676822	1	  5.6889100E-02	  6.3432500E-02	  3.5340150E-01	  2.3931600E-02
pp447	7673.830147	1811.332992	1	  6.3153600E-02	  6.7940500E-02	  4.8137080E-01	  2.3766800E-02
pp448	7242.03149	2425.815697	1	  5.4855900E-02	  6.0259300E-02	  3.4617240E-01	  5.5129500E-02
pp449	7956.160039	3189.767167	1	  4.7352300E-02	  7.4114600E-02	  2.4081890E-01	  4.3622900E-02
pp450	7491.1461	3604.958184	1	  2.8441600E-02	  9.5670600E-02	  2.4467320E-01	  6.4955200E-02
pp451	7474.538459	3339.235933	1	  3.5129900E-02	  7.6348400E-02	  2.4337210E-01	  6.0092300E-02
pp452	7540.969022	3156.551886	1	  4.1649500E-02	  6.7991200E-02	  2.5336490E-01	  5.4727500E-02
pp453	7026.132161	3123.336605	1	  2.9681500E-02	  6.3884200E-02	  2.5605620E-01	  6.9681100E-02
pp454	6743.80227	2591.892103	1	  3.2853400E-02	  7.6283600E-02	  2.7141350E-01	  8.0730300E-02
pp455	7208.816209	2459.030978	1	  5.3115000E-02	  6.0360400E-02	  3.3571120E-01	  5.7340900E-02
pp456	6295.395972	2309.562212	1	  2.1506700E-02	  1.4220360E-01	  2.8230990E-01	  9.9064900E-02
pp457	6228.965409	1695.079507	1	  2.3858700E-02	  1.7709890E-01	  3.1418950E-01	  1.0265400E-01
pp458	6461.472379	1279.888491	1	  3.3718500E-02	  1.2164020E-01	  3.1655320E-01	  8.4071600E-02
pp459	5963.243159	499.3293795	1	  1.4257700E-02	  1.0452210E-01	  2.0097170E-01	  7.9024100E-02
pp460	6361.826535	449.5064575	1	  2.2836900E-02	  6.9117300E-02	  2.1759360E-01	  5.7867400E-02
pp461	6262.180691	964.3433181	1	  2.5049000E-02	  1.2467210E-01	  2.8111560E-01	  8.3609200E-02
pp462	6627.548785	831.4821928	1	  3.5945200E-02	  8.0444900E-02	  2.9288490E-01	  5.9075500E-02
pp463	7059.347443	914.5203961	1	  4.7867000E-02	  6.6804400E-02	  3.3501020E-01	  3.7008000E-02
pp464	7225.423849	1246.673209	1	  5.7275800E-02	  7.1979500E-02	  4.1835250E-01	  3.5390200E-02
pp465	7358.284975	682.0134268	1	  4.3436500E-02	  5.6196400E-02	  2.7318210E-01	  1.9186100E-02
pp466	7391.500256	300.0376915	1	  3.3184300E-02	  4.2775700E-02	  1.7686150E-01	  1.2930100E-02
pp467	7756.868351	316.6453322	1	  3.0779600E-02	  4.3560400E-02	  1.5663110E-01	  5.9201000E-03
pp468	7756.868351	1014.16624	1	  4.8089600E-02	  6.4247900E-02	  3.3326290E-01	  1.1323800E-02
pp469	7424.715537	2143.485805	1	  6.3388300E-02	  6.2941700E-02	  4.2990300E-01	  4.0816500E-02
pp470	8039.198242	2160.093446	1	  5.8147400E-02	  6.4874200E-02	  4.2459990E-01	  1.7516800E-02
pp471	6295.395972	2060.447602	1	  2.3713500E-02	  1.5766540E-01	  2.9795530E-01	  1.0136930E-01
pp472	6793.625192	200.3918475	1	  2.7022400E-02	  4.0437100E-02	  1.7552920E-01	  3.0392000E-02
pp473	1379.534335	731.8363488	1	  6.1189500E-02	  1.1228400E-02	  5.7171100E-01	  2.8817400E-02
pp474	1379.534335	1263.28085	1	  6.4269400E-02	  1.9187200E-02	  6.4768910E-01	  2.9355900E-02
pp475	2186.468586	4223.414406	1	  8.1024200E-02	  1.5927550E-01	  5.5188430E-01	  8.1729000E-03
pp476	2542.934104	4554.418102	1	  8.4533200E-02	  1.8862670E-01	  4.8155020E-01	  8.5468000E-03
pp477	3421.366989	4452.570811	1	  3.8514900E-02	  1.7877350E-01	  4.3071620E-01	  1.2812000E-02
pp478	4401.647165	4337.992608	1	  2.2354600E-02	  1.1826470E-01	  2.3863250E-01	  3.1284300E-02
pp479	4668.996304	4605.341747	1	  1.6640000E-02	  9.5358000E-02	  2.1823130E-01	  2.5654300E-02
pp480	5280.08005	4299.799874	1	  1.0997100E-02	  6.8322700E-02	  4.5108320E-01	  4.1215300E-02
pp481	5687.469214	3917.872533	1	  8.4469000E-03	  6.1145100E-02	  4.8194950E-01	  5.7604000E-02
pp482	5789.316505	3739.639774	1	  8.4006000E-03	  5.9366200E-02	  4.5214230E-01	  6.4206400E-02
pp483	6655.018479	4401.647165	1	  5.6288000E-03	  1.6155710E-01	  4.5849820E-01	  6.4249300E-02
pp484	6082.127467	4783.574507	1	  4.2073000E-03	  1.2648850E-01	  4.1125310E-01	  4.3757500E-02
pp485	5700.200126	5089.11638	1	  3.9881000E-03	  8.5163600E-02	  3.2256250E-01	  2.9483100E-02
pp486	5916.625619	5496.505544	1	  4.7245000E-03	  7.3252000E-02	  3.4657720E-01	  3.3123900E-02
