cl_drainpp
cl_mf6
         1        31
         1     15033
        31       551
         1
      1270         2 0.00        13   0.5387725            14   0.4612275    
      1272         2 0.00        13   0.2651104            14   0.7348896    
      1273         2 0.00        13   0.4256920            14   0.5743080    
      1274         2 0.00        13   0.3049005            14   0.6950995    
      1277         2 0.00        13   0.8205251            14   0.1794749    
      1278         2 0.00        13   0.9972827            14   2.7172323E-03
      1279         2 0.00        13   0.8922877            14   0.1077122    
      1282         2 0.00        13   0.7155301            14   0.2844699    
      1283         2 0.00        13   0.6105351            14   0.3894649    
      1291         2 0.00        13   0.1443190            14   0.8556811    
      1292         2 0.00        13   2.3527520E-02        14   0.9764725    
      1295         2 0.00        14   0.9443128            17   5.5687204E-02
      1296         2 0.00        14   0.8809315            17   0.1190685    
      1301         2 0.00        14   0.8175502            17   0.1824498    
      1302         2 0.00        14   0.7541689            17   0.2458311    
      1305         2 0.00        14   0.6959009            17   0.3040991    
      1307         2 0.00        14   0.6730781            17   0.3269219    
      1308         2 0.00        14   0.6138079            17   0.3861921    
      1321         2 0.00        14   0.5545376            17   0.4454624    
      1322         2 0.00        14   0.5003101            17   0.4996899    
      1329         2 0.00        14   0.4683688            17   0.5316312    
      1332         2 0.00        14   0.4143350            17   0.5856649    
      1334         2 0.00        14   0.3809555            17   0.6190445    
      1335         2 0.00        14   0.3269217            17   0.6730782    
      1340         2 0.00        14   0.2728880            17   0.7271121    
      1343         2 0.00        14   0.2388920            17   0.7611080    
      1344         2 0.00        14   0.1856377            17   0.8143623    
      1347         2 0.00        14   0.1323834            17   0.8676165    
      1349         2 0.00        14   9.7773857E-02        17   0.9022262    
      1350         2 0.00        14   4.4519573E-02        17   0.9554805    
      1462         2 0.00        14   9.9099912E-03        17   0.9900900    
      1469         2 0.00        17   0.9426096            18   5.7390388E-02
      1470         2 0.00        17   0.8613585            18   0.1386415    
      1473         2 0.00        17   0.7801075            18   0.2198925    
      1475         2 0.00        17   0.7561002            18   0.2438998    
      1476         2 0.00        17   0.6748492            18   0.3251508    
      1481         2 0.00        17   0.5967850            18   0.4032150    
      1482         2 0.00        17   0.5123050            18   0.4876950    
      1485         2 0.00        17   0.4278249            18   0.5721751    
      1486         2 0.00        17   0.3433448            18   0.6566552    
      1493         2 0.00        17   0.2519433            18   0.7480568    
      1494         2 0.00        17   0.1675722            18   0.8324278    
      1497         2 0.00        17   8.3201185E-02        18   0.9167988    
      1498         2 0.00        18   0.9937224            19   6.2775933E-03
      1503         2 0.00        18   0.9486712            19   5.1328801E-02
      1506         2 0.00        18   0.9032459            19   9.6754111E-02
      1507         2 0.00        18   0.8581947            19   0.1418053    
      1509         2 0.00        18   0.8127694            19   0.1872306    
      1512         2 0.00        18   0.7677182            19   0.2322818    
      1516         2 0.00        18   0.7229590            19   0.2770410    
      1518         2 0.00        18   0.6634744            19   0.3365256    
