icpl     elevation      conductance     reach
1335     149.80624390    113.173916  2
1340     149.00823975    112.643198  2
1343     149.05787659    112.310417  2
1344     148.65611267    111.791205  2
1347     148.24130249    111.274338  2
1349     148.29792786    110.939845  2
1350     147.88652039    110.426981  2
1462     147.91566467    110.094894  2
1469     147.22166443    109.399953  2
1470     146.88406372    108.556042  2
1473     146.53788757    107.718611  2
1475     146.56040955    107.472410  2
1476     146.22366333    106.643360  2
1481     145.57244873    105.852845  2
1482     145.25161743    105.003975  2
1485     144.93038940    104.161883  2
1486     144.60864258    103.326558  2
1493     143.96855164    102.430395  2
1494     143.64738464    101.609956  2
1497     143.32658386    100.796124  2
1498     143.00633240    99.9338682  2
1503     142.16169739    99.4606671  2
1506     142.15988159    98.9857890  2
1507     141.72332764    98.5170446  2
1509     141.71112061    98.0466653  2
1512     141.28555298    97.5823713  2
1516     141.10411072    97.1232575  2
1518     140.95037842    96.5164576  2
1521     140.82901001    95.9134489  2
1522     140.34501648    95.6757485  2
1524     140.21723938    95.0779923  2
1645     140.14982605    94.5439866  2
1652     139.28143311    94.1972522  2
1654     138.95700073    93.6664236  2
1655     138.74923706    93.3228565  2
1658     138.48187256    92.7969930  2
1660     138.38284302    92.3730295  2
1663     137.99647522    91.8911454  2
1664     137.73205566    91.3125787  2
1669     137.15771484    90.7376635  2
1676     137.05950928    90.5242777  2
1677     136.67478943    89.9618880  2
1680     136.36970520    89.2953450  2
1681     136.06427002    88.6337323  2
1691     135.16586304    87.2266798  2
1694     134.81555176    86.5893261  2
1695     134.46473694    85.9566868  2
1700     133.75016785    85.3285781  2
1701     133.38543701    84.6966977  2
1703     133.04258728    83.3626214  2
1704     133.07005310    84.0724815  2
1705     132.76594543    83.4527774  2
1706     135.45285034    87.9769692  2
1707     135.14935303    87.3535899  2
1719     132.29849243    82.7482262  2
1720     131.93713379    82.1585733  2
1723     131.60272217    81.5468568  2
1724     131.27137756    80.9397062  2
1729     130.62205505    80.3370627  2
1730     130.32788086    79.7635722  2
1732     130.20785522    79.5905736  2
1735     129.83924866    78.9402484  2
1736     129.56266785    78.2951861  2
1749     129.04017639    77.6554786  2
1750     128.79907227    77.0365929  2
1757     128.61218262    76.8393683  2
1760     128.24185181    76.2202065  2
1761     127.87338257    75.6060350  2
1766     127.29563904    74.9967822  2
1768     127.25073242    74.8326411  2
1769     126.90371704    74.2184123  2
1772     126.55737305    73.6035421  2
1773     126.21058655    72.9937658  2
1786     125.65942383    72.3553948  2
1787     125.34574890    71.7439682  2
1790     125.03036499    71.1377699  2
1791     124.71384430    70.5366649  2
1796     124.03490448    69.9032719  2
1797     123.63904572    69.3686126  2
1800     123.34184265    68.8380856  2
1801     123.05781555    68.3116035  2
1810     121.71968079    65.9939313  2
1815     120.83704376    65.5063387  2
1816     120.33828735    65.0221528  2
1817     120.51295471    64.3788054  2
1818     119.99619293    63.9029134  2
1819     120.05545807    64.5415048  2
1821     122.35668182    67.6498613  2
1822     122.04370880    67.1499711  2
1823     122.51847076    67.8213905  2
1825     121.79590607    66.6537917  2
1826     121.55549622    66.1612867  2
1838     118.73722076    62.3539064  2
1839     118.18402863    61.8780089  2
1840     118.99983978    63.4197374  2
1841     118.73526001    62.9351638  2
1844     118.48886871    62.4542854  2
1850     117.45323944    61.4187869  2
1851     117.13285065    60.9393757  2
1854     116.81497955    60.4636946  2
1855     116.49938202    60.0000000  2
1865     116.06570435    59.5030591  2
1868     115.83982086    59.3478606  2
1869     115.40920258    58.8245498  2
1872     115.23652649    58.3058449  2
1873     115.09064484    57.8593388  2
1875     114.84571838    57.5696877  2
1880     114.56913757    57.1292035  2
1887     114.23275757    56.8371368  2
1888     113.70044708    56.4022543  2
1891     113.37372589    55.9707201  2
1893     113.36968994    55.6419931  2
1894     112.90527344    55.2982437  2
1897     112.90147400    54.9210134  2
1904     112.52159882    54.5816721  2
1906     112.03302002    54.2093300  2
1907     112.04551697    53.8743998  2
2031     111.38140106    53.5041533  2
2033     111.68189240    53.1133213  2
2036     110.77936554    52.8160186  2
2039     111.11810303    52.4301941  2
2040     110.37083435    52.1367465  2
2042     110.52101898    51.7672093  2
2047     109.83957672    51.4474819  2
2054     109.47418213    51.0963978  2
2055     109.04861450    50.7808552  2
2057     108.94142151    50.4343231  2
2060     108.60946655    49.7128926  2
2061     108.32830048    48.7604599  2
2063     108.59603882    49.7860928  2
2064     108.28948975    48.8322614  2
2073     106.86313629    44.1106345  2
2076     105.80738831    43.0075773  2
2077     105.36038208    42.3843903  2
2078     105.41987610    43.5108247  2
2080     104.90682220    41.5866567  2
2081     104.44629669    40.8039882  2
2086     107.59757233    47.8262863  2
2087     107.23598480    46.9100004  2
2088     106.96956635    45.3376174  2
2089     106.31630707    44.7211181  2
2090     106.76570129    45.9650872  2
2100     103.73176575    39.9449003  2
2101     103.55423737    39.4071157  2
2104     103.45330811    38.8765801  2
2106     103.13768005    38.6959288  2
2107     102.71176910    38.1749693  2
2112     102.47946930    37.6610226  2
2113     102.54695892    37.2332241  2
2120     101.72594452    36.9287050  2
2123     101.32280731    36.4974689  2
2125     101.38003540    36.1989704  2
2126     100.87449646    35.7762436  2
2129     101.02288818    35.4421841  2
2136     100.39961243    35.0658967  2
2137     100.78137970    34.6935939  2
2139      99.92277527    34.3633424  2
2142     100.41922760    33.9984953  2
2392      99.17133331    33.6748710  2
2393      98.92664337    33.3202506  2
2395      98.69334412    32.9988924  2
2400      99.37758636    32.6522834  2
2403      97.86891937    32.3373882  2
2404      98.89804840    31.9977150  2
2406      97.43084717    31.6631224  2
2409      98.41815948    31.3875838  2
2413      96.99398804    31.0330740  2
2414      96.91487122    30.7630256  2
2416      96.53025055    30.4155560  2
2419      96.99343872    30.0720417  2
2429      96.93178558    32.6926717  2
2162      92.95631409    10.8629171  3
2164      91.04825592    10.0000000  3
2165      91.45989227    10.3379261  3
2166      91.30890656    10.1915156  3
2167      90.90287781    10.3532287  3
2168      90.85562134    10.8603751  3
2171      91.30867767    10.5403573  3
2173      91.78815460    10.7962843  3
2178      92.62166595    11.1187010  3
2180      92.37626648    11.3805044  3
2183      92.14665985    11.6527301  3
2185      91.85453033    11.9322492  3
2190      90.46047974    11.3622769  3
2191      90.74297333    11.8490775  3
2193      90.68501282    12.1269381  3
2196      90.29386902    12.6464954  3
2199      90.96051025    12.9430608  3
2200      90.07701111    13.4953515  3
2202      90.59310913    14.0502297  3
2207      90.82277679    14.4196609  3
2214      90.06117249    15.0187824  3
2216      89.72788239    15.7402424  3
2219      89.56758881    16.4963536  3
2220      91.08982849    16.6586128  3
2222      90.95513153    17.4316279  3
2238      86.42504883    48.2583656  3
2239      85.75097656    49.4750313  3
2242      85.61947632    50.8510964  3
2243      85.50241852    52.0646193  3
2250      85.22930145    53.3071408  3
2251      85.57999420    54.6088429  3
2254      85.84234619    55.8282226  3
2429      96.93178558    32.6926717  3
2430      97.05606842    38.0822571  3
2432      96.69277191    40.3874912  3
2435      96.67712402    47.0456079  3
2436      96.80047607    54.4774545  3
2449      93.87799835    12.2698490  3
2450      92.17015839    12.2184739  3
2451      93.28630829    12.5682860  3
2454      92.74793243    12.8669133  3
2456      92.35603333    13.1726361  3
2463      93.18731689    13.5698869  3
2465      92.86986542    13.8864602  3
2466      92.91248322    13.4764929  3
2471      92.90560150    14.2093958  3
2472      93.38376617    14.6537369  3
2473      93.26101685    14.5350064  3
2484      90.28367615    18.2805850  3
2486      89.77394867    19.1708867  3
2489      89.15487671    20.1062675  3
2491      88.97657013    21.0545465  3
2498      89.38697052    22.0475466  3
2501      88.89472961    22.3397634  3
2503      88.74118805    23.4009186  3
2506      89.22682190    24.3757880  3
2507      88.41437531    24.9960042  3
2509      88.75275421    26.0373355  3
2516      89.03417969    26.9556337  3
2525      88.15918732    36.2487607  3
2528      86.42488098    46.4040896  3
2530      86.12651062    45.2504737  3
2532      86.79183960    43.4876013  3
2533      86.37104034    44.0251724  3
2534      86.47153473    42.3087953  3
2536      87.06861877    47.4511303  3
2544      86.92293549    40.6941610  3
2546      86.65032959    39.5687930  3
2547      86.79050446    41.1387566  3
2551      87.08755493    37.8191306  3
2552      86.91584778    38.5671936  3
2553      86.98997498    36.9657661  3
2561      86.68083191    56.2922661  3
2562      85.74175262    57.5492429  3
2567      84.87522125    58.7280216  3
2569      84.95059967    59.5253735  3
2570      84.52828217    60.6883147  3
2573      84.98531342    61.5122582  3
2576      84.31005859    62.7152684  3
2577      84.54183960    63.9311756  3
2579      84.35810089    64.8125895  3
2589      84.51873779    66.1799042  3
2590      84.69918823    67.6713204  3
2597      84.46475983    74.2792188  3
2598      84.09183502    75.3375625  3
2600      84.28419495    68.1956987  3
2603      83.94996643    69.7325261  3
2604      83.80719757    70.8552791  3
2609      83.65402222    71.9069218  3
2610      83.60797882    72.9285891  3
2613      83.64704132    73.9676860  3
2623      83.41536713    80.5054806  3
2625      83.69917297    77.8911011  3
2626      82.87338257    76.3987810  3
2627      82.79166412    77.4441838  3
2628      82.86293793    78.9569324  3
2629      82.50657654    80.0333935  3
2634      82.21463776    81.6026432  3
2635      82.33363342    82.7147806  3
2636      82.08522797    84.2870341  3
2637      81.91346741    85.4872169  3
2638      82.43247223    83.9310251  3
2647      81.99359894    86.7618708  3
2648      81.90988159    88.0514609  3
2651      81.83503723    89.3602505  3
2652      81.67222595    90.7068266  3
2657      81.12914276    91.9516017  3
2658      81.22020721    93.2134524  3
2660      81.43170929    93.6224255  3
2663      81.06340790    94.8563862  3
2664      80.75827026    96.1065457  3
2671      81.81497955    97.3732066  3
2674      80.66872406    97.8729232  3
2675      80.52188873    99.1573691  3
2678      80.77993011    100.458713  3
2680      80.56281281    100.981987  3
2681      80.21588135    102.274349  3
2686      80.26549530    103.658536  3
2687      80.31232452    105.061447  3
2690      80.32213593    106.638494  3
2697      80.19546509    106.784175  3
2698      80.03573608    108.286339  3
2708      79.88198090    110.996827  3
2711      79.66866302    112.011096  3
2712      79.43376923    113.052115  3
2717      79.19698334    117.844105  3
2718      79.39548492    114.442981  3
2719      78.99341583    115.421996  3
2720      78.95640564    114.019271  3
2722      78.66686249    116.407464  3
2723      78.76961517    117.399833  3
2726      79.73670959    109.809586  3
2727      79.72031403    110.787150  3
2738      78.76328278    120.224846  3
2739      78.37669373    118.848670  3
2740      78.43695068    119.948252  3
2741      78.14183044    121.311918  3
2742      78.00662231    122.382807  3
2747      77.85672760    123.523428  3
2748      77.76968384    124.674663  3
2751      77.65932465    125.835502  3
2752      77.51130676    127.007323  3
2762      77.22603607    128.190113  3
2763      77.05780792    129.365754  3
3058      96.65835571    59.2825183  3
3069      96.34697723    68.1899684  3
3070      96.41296387    76.4701699  3
3072      96.19615173    86.7239755  3
3075      96.29763031    96.2710017  3
3081      95.99910736    109.179832  3
3083      96.35601807    119.715947  3
3084      95.88799286    102.055812  3
3091      96.17773438    84.5257296  3
3093      96.49055481    70.0067559  3
3104      94.14205170    15.8177875  3
3106      93.95143890    16.1759172  3
3109      95.85224152    64.2423005  3
3112      95.54798889    53.1771056  3
3114      95.29113007    43.8892632  3
3115      95.84571838    40.6036239  3
3118      94.23834229    16.7024727  3
3119      94.11009979    16.5349122  3
3120      94.02404785    17.0716024  3
3123      94.37925720    17.6257198  3
3125      94.26238251    18.0293805  3
3126      94.39561462    17.4488936  3
3130      93.32517242    14.9895296  3
3132      93.75753784    15.3313410  3
3135      94.24893188    15.6784570  3
3153      88.64907074    27.7289864  3
3154      87.88159943    28.8229182  3
3156      88.81358337    29.6498431  3
3159      88.32791138    30.4298308  3
3160      88.10182953    31.3552846  3
3164      87.60337067    33.5809425  3
3165      87.67176056    32.3088857  3
3166      87.81090546    33.1971902  3
3167      87.22875214    34.5273360  3
3168      87.41751099    35.5004032  3
3605      95.10905457    33.5118496  3
3607      95.31861115    28.1397000  3
3610      95.20740509    24.7949394  3
3613      94.97933960    21.0449018  3
3614      94.65171814    19.6717566  3
3617      94.44202423    18.6396478  3
3618      95.78227234    18.3974839  3
3619      95.07302094    19.0202102  3
3622      95.75080872    19.2682889  3
