time,H1-4429,H1-1940,H1-193,H3-3932,H3-4569,H3-3794,H3-4343,H3-3716,H3-4025,H3-4429,H3-1394,H3-387,H3-259,H3-405,H3-867,H3-4518,H3-2585,H3-641
456.6250000000,88.70154814,83.96972464,84.08887492,93.45759942,93.63178009,91.52535039,89.91810367,88.27597206,88.39268546,88.26350830,84.58894162,94.02113191,89.13818189,88.13083453,85.92375054,85.04950068,84.56091956,84.89306473
487.0666666667,88.82470199,83.99521050,84.14845080,93.55921109,93.71957151,91.62747307,90.00382126,88.34854727,88.49447150,88.37035948,84.63214275,94.10221679,89.23939025,88.21198438,85.98351339,85.11576443,84.59631222,84.93290489
517.5083333333,88.87822132,83.97200953,84.14458271,93.52734061,93.73959394,91.62087192,90.00376225,88.36623890,88.52143855,88.39548045,84.60432141,94.12919295,89.25618313,88.20882564,85.94496428,85.11670344,84.58396040,84.90118168
547.9500000000,88.88248096,83.92952340,84.11309747,93.41161951,93.72062336,91.55602436,89.96855742,88.35426544,88.50844357,88.37785100,84.51288108,94.12611328,89.22432716,88.15085454,85.78591401,85.08853838,84.54328742,84.79589091
578.3916666667,88.85700381,83.88660030,84.07216216,93.28707328,93.68528602,91.47249863,89.91833148,88.32702156,88.47423181,88.33828836,84.43594076,94.10579898,89.17324346,88.08524918,85.66227928,85.04971365,84.50175407,84.71337755
608.8333333333,88.81357688,83.84872816,84.02863697,93.17916517,93.64266847,91.38712665,89.86029334,88.29126667,88.42759881,88.28641116,84.37320449,94.07388495,89.11068354,88.01525655,85.56363812,85.00728502,84.46370604,84.64568279
639.2750000000,88.76252331,83.82265540,83.98993788,93.21510940,93.61935980,91.34512638,89.80453409,88.25609561,88.37849010,88.23221283,84.34199975,94.03843232,89.04933086,87.95681580,85.52294491,84.96812661,84.43722513,84.61338915
669.7166666667,88.76196002,83.85509195,84.01281392,93.36725975,93.65872709,91.40688146,89.83501061,88.27088116,88.39581627,88.25095331,84.41878853,94.05531714,89.08153194,88.02123479,85.67366423,84.98803191,84.46634950,84.71703197
700.1583333333,88.82811426,83.91640267,84.08066832,93.47483770,93.73573185,91.51631695,89.94774325,88.32861584,88.47491598,88.34212507,84.51640764,94.12086484,89.18049937,88.13870996,85.83169865,85.05663817,84.52204386,84.83096620
730.6000000000,89.06747817,84.06901607,84.27325776,93.74742271,93.96448683,91.81591936,90.31826030,88.50795187,88.72752157,88.63906876,84.75980694,94.32212456,89.48585875,88.48250846,86.23332513,85.25806906,84.66805998,85.13081006
761.0416666667,89.38776467,84.22031746,84.50035341,94.08272608,94.24690782,92.17238886,90.66534190,88.74010886,89.04856946,88.98526721,84.98540300,94.59754212,89.84961607,88.81799968,86.56362024,85.49942933,84.82400249,85.36999482
791.4833333333,89.56652739,84.20292424,84.53406749,94.20072815,94.36757842,92.26421301,90.75215573,88.82149261,89.16374617,89.10939267,84.98317132,94.72227260,89.97062415,88.90143478,86.57873932,85.55214074,84.83104616,85.37441385
821.9250000000,89.66603400,84.17192161,84.53027878,94.25706644,94.44588499,92.28896915,90.79600978,88.86216976,89.22318786,89.17192905,84.95008041,94.80946977,90.03289529,88.93774188,86.55423821,85.55850336,84.81348175,85.35246611
852.3666666667,89.73129355,84.14908517,84.52320950,94.29843151,94.51304525,92.30284718,90.83459630,88.89069007,89.26523985,89.21626992,84.92107712,94.88715082,90.07943565,88.96436542,86.53054554,85.55875517,84.79614814,85.33328999
882.8083333333,89.73083765,84.08293147,84.46348200,94.26001968,94.52158562,92.23915229,90.79785135,88.86691467,89.23578141,89.18555539,84.78713596,94.90845171,90.03989129,88.89294001,86.31065386,85.50704330,84.72962610,85.18766020
913.2500000000,89.66541124,83.98991652,84.37082237,94.10408481,94.46674659,92.09449134,90.51132232,88.80179955,89.14290505,89.02458703,84.57839898,94.88460401,89.93811239,88.75485646,85.94865207,85.41316639,84.62984208,84.95819486
943.6916666667,89.53703968,83.90437914,84.27568669,93.83997397,94.34608640,91.86933386,89.56857513,88.71161458,88.98998006,88.59956450,84.41366603,94.83939582,89.82007349,88.61656696,85.67539993,85.28595485,84.54040961,84.78379209
974.1333333333,89.40812640,83.84310953,84.19004489,93.65475703,94.27052715,91.72321935,89.66538863,88.62666923,88.87983128,88.55887265,84.33601099,94.78357431,89.70524083,88.50314362,85.56901092,85.20530164,84.47968626,84.70648489
1004.575000000,89.29990532,83.81373743,84.12219115,93.64903483,94.23656760,91.65975119,89.99828597,88.55420232,88.79437108,88.61001035,84.33946695,94.72738646,89.60825541,88.43026605,85.61226139,85.15100423,84.45111291,84.71846063
1035.016666667,89.23781365,83.82583918,84.09242198,93.74406798,94.24105524,91.66819900,90.28298298,88.51216948,88.74793489,88.66904327,84.40535404,94.69369479,89.56429359,88.43402357,85.76088651,85.12964053,84.45835650,84.80676749
1065.458333333,89.20289628,83.84675048,84.08342654,93.74162578,94.23372224,91.66423921,90.30038422,88.48684109,88.71585827,88.64946586,84.43842468,94.67473940,89.53511974,88.42327380,85.80880498,85.11821781,84.46949476,84.83123192
1095.900000000,89.24140091,83.90647976,84.13305323,93.80645923,94.28868047,91.74228037,90.40554429,88.51738881,88.76137206,88.71380211,84.53072320,94.71233198,89.59505980,88.50812054,85.95276418,85.16672671,84.52045372,84.93363856
1126.341666667,89.31713982,83.96458696,84.19957126,93.89965665,94.36677205,91.84735422,90.50877641,88.57262353,88.83912276,88.80382001,84.61524691,94.77787371,89.68157858,88.59458089,86.06903883,85.23492477,84.57579542,85.01467856
1156.783333333,89.35799780,83.97399709,84.21933466,93.94116949,94.40385370,91.88687507,90.52182406,88.59512695,88.86968341,88.83425374,84.62795564,94.81119775,89.70809820,88.60298637,86.07257331,85.25741449,84.59019782,85.01186816
1187.225000000,89.40710421,83.99651318,84.25540761,94.00250550,94.45932712,91.94786600,90.56662660,88.63336123,88.92102613,88.88692543,84.66058746,94.86469356,89.76235808,88.64492339,86.11525290,85.29546524,84.61542574,85.04083136
1217.666666667,89.46153916,84.01599840,84.29052924,94.06706157,94.51936357,92.01024730,90.61686579,88.67401040,88.97560665,88.94364236,84.69063089,94.92440914,89.82141425,88.69192695,86.15857126,85.33451853,84.63832037,85.07066657
1248.108333333,89.48743329,84.00130555,84.29078034,94.09246360,94.54961156,92.02595673,90.61969880,88.68732978,88.99286547,88.95921443,84.64292520,94.95736675,89.83171922,88.67669373,86.06229599,85.34051159,84.62527857,85.00955947
1278.550000000,89.43617211,83.92017235,84.22336272,93.96601036,94.49195992,91.91311033,90.25994714,88.63818042,88.91580142,88.78664029,84.42801119,94.92629393,89.73862398,88.53650551,85.66120195,85.26982232,84.53836027,84.76010852
1308.991666667,89.32327682,83.84758471,84.14770068,93.72851735,94.37555260,91.72198633,89.43711396,88.56321998,88.78568254,88.41915070,84.30691533,94.87303380,89.63363199,88.41902631,85.47030746,85.16606650,84.46960442,84.63741108
1339.433333333,89.20612817,83.79486430,84.07790345,93.55223228,94.29468046,91.59153492,89.47171903,88.49069232,88.68864839,88.36602744,84.23594689,94.81022986,89.52642705,88.31135820,85.36736716,85.09841297,84.41862876,84.56364291
1369.875000000,89.09299003,83.75858159,84.01683413,93.40829727,94.21677748,91.47915489,89.50145788,88.42000037,88.59489697,88.30982052,84.18825751,94.74295338,89.42004266,88.20761644,85.29402787,85.03954954,84.38046069,84.50547316
1400.316666667,89.00876943,83.75145091,83.96943456,93.45757052,94.19412274,91.46285348,90.03840246,88.36428443,88.53895954,88.45028273,84.25117262,94.67606332,89.33352452,88.15389229,85.44297096,85.01199467,84.37866313,84.57786789
1430.758333333,88.94709133,83.76331676,83.94511603,93.53690376,94.17054228,91.45870086,90.03681145,88.32429130,88.48463485,88.40588025,84.28229925,94.62337264,89.27326873,88.12478485,85.50390851,84.98502602,84.38208920,84.60937393
1461.200000000,88.95248641,83.81254137,83.97170263,93.57568290,94.18623553,91.50418300,90.11254071,88.33006008,88.49605157,88.43445071,84.37023989,94.61505692,89.29351622,88.19306490,85.66259697,85.00846687,84.42175554,84.72084679
1491.641666667,88.95525714,83.83615765,83.98533424,93.59284878,94.18611840,91.52667347,90.11784783,88.33092753,88.49811953,88.43783366,84.40044778,94.60076607,89.28484809,88.18661903,85.69123513,85.01891474,84.44163543,84.73335063
1522.083333333,88.94120011,83.83998649,83.98395668,93.59139571,94.17125530,91.52586178,90.08905643,88.32208713,88.48482742,88.41974944,84.40039857,94.57606316,89.25494509,88.14953014,85.67165272,85.01399095,84.44554700,84.71361876
1552.525000000,88.96057769,83.87179568,84.02014308,93.63701943,94.19561108,91.57858998,90.12288210,88.34768150,88.51817950,88.45289263,84.44443942,94.58989864,89.28375438,88.17897774,85.72818104,85.04731960,84.47570625,84.75360727
1582.966666667,88.97208316,83.88033937,84.03481980,93.66228500,94.20449232,91.60450144,90.12328727,88.35967074,88.53244476,88.46381713,84.45629457,94.59132612,89.28842088,88.17626268,85.73571550,85.06184809,84.48688603,84.75601093
1613.408333333,88.96121104,83.86655839,84.02545428,93.65218041,94.19107941,91.59496139,90.09336636,88.35262199,88.52078452,88.44637122,84.41959522,94.57359848,89.25964237,88.13307315,85.65926765,85.05292855,84.47442120,84.70378678
1643.850000000,88.91919129,83.81485903,83.98896119,93.55082491,94.13940941,91.52805060,89.92234790,88.32239902,88.47447109,88.35656912,84.23573217,94.53280873,89.18139042,88.00975558,85.28787022,85.01613104,84.41173650,84.47851731
1674.291666667,88.83476026,83.76989917,83.94251701,93.34948987,94.03562674,91.38611815,89.27156391,88.27033837,88.38087015,88.07144960,84.18402648,94.47488593,89.10161160,87.93128249,85.22001605,84.94661115,84.37469502,84.43385575
1704.733333333,88.75016208,83.73859546,83.89886312,93.21211468,93.96445113,91.29455281,89.32399028,88.22094694,88.31541138,88.04533558,84.14747042,94.41104476,89.01785018,87.85134922,85.16850236,84.90469877,84.34545805,84.39401189
1735.175000000,88.66238266,83.71321845,83.85827855,93.08624590,93.88513954,91.19942249,89.19418370,88.16935045,88.24099516,87.94833891,84.10017042,94.34349382,88.92979525,87.76274459,85.08235803,84.85929716,84.31695456,84.33260764
1765.616666667,88.59228402,83.70395700,83.82418529,93.10439260,93.84807576,91.17557235,89.51840848,88.12679957,88.19432557,88.02418038,84.12591818,94.27495498,88.85249978,87.70527895,85.14682595,84.83669323,84.31077255,84.35985246
1796.058333333,88.53484959,83.70880968,83.80116187,93.16094573,93.81457213,91.16823739,89.61284889,88.09195202,88.14971138,88.02087241,84.16228490,94.21138123,88.78779090,87.66467456,85.22159364,84.81514193,84.31427120,84.39535053
1826.500000000,88.48339110,83.71457554,83.78377224,93.14582833,93.76779195,91.14461921,89.57695690,88.06083277,88.10605685,87.97530827,84.17249885,94.15032257,88.72476366,87.61468135,85.23172415,84.79327418,84.31486545,84.39270722
1856.941666667,88.43371245,83.70990136,83.76587490,93.09150906,93.71421690,91.11009241,89.53030316,88.03091847,88.06403419,87.92829762,84.13401480,94.08871974,88.65498339,87.54171674,85.13793947,84.77169306,84.30256971,84.33008791
1887.383333333,88.38284254,83.69627559,83.74524974,92.99297160,93.65132666,91.05966884,89.47800488,87.99981698,88.02094565,87.87916942,84.08308848,94.02428881,88.58163072,87.46334065,85.02605681,84.74869483,84.28415192,84.25960816
1917.825000000,88.33238309,83.69445216,83.72803425,92.96053715,93.59846954,91.02543262,89.42682315,87.97097463,87.97964903,87.83126332,84.11832052,93.95990815,88.52181678,87.42396365,85.10285253,84.72716300,84.28776374,84.30015615
1948.266666667,88.28097269,83.68245033,83.71026930,92.90443879,93.53941769,90.98358752,89.31139524,87.94277650,87.93681626,87.76061726,84.05202525,93.89595721,88.44965553,87.34176080,84.95359312,84.70429981,84.26703728,84.20645650
1978.708333333,88.21544062,83.66649070,83.69054822,92.79746305,93.45624192,90.90647175,88.89812473,87.90881169,87.87471935,87.57651097,84.00661759,93.82984668,88.37901971,87.26906314,84.85865345,84.66734009,84.24871844,84.14771528
2009.150000000,88.14102913,83.64737326,83.66929083,92.68953742,93.37228654,90.82778232,88.57396697,87.87264340,87.81155977,87.42345442,83.95174052,93.76196117,88.30582824,87.19149751,84.74511259,84.63155503,84.22684320,84.07811495
2039.591666667,88.07258416,83.63320925,83.64859204,92.59922934,93.30360051,90.77169903,88.58842467,87.83875239,87.76410970,87.39585971,83.93350629,93.69261693,88.23700608,87.12883297,84.71142076,84.60952630,84.21410301,84.05475888
2070.033333333,88.01007657,83.62344975,83.62933955,92.52459181,93.23777968,90.72211472,88.60398807,87.80599561,87.71926317,87.36896866,83.92122784,93.62279092,88.16959469,87.06850722,84.68630723,84.58946820,84.20433244,84.03475028
2100.475000000,87.94791862,83.61488800,83.61098557,92.44206220,93.16502132,90.66436440,88.49484762,87.77267003,87.66962573,87.29646227,83.90281370,93.55247017,88.10204657,87.00590843,84.64542227,84.56518099,84.19398922,84.00502801
2130.916666667,87.90553643,83.62188174,83.59788234,92.52941593,93.14107277,90.68344351,88.83753488,87.74960003,87.64882350,87.39627908,83.96666190,93.48407066,88.05090238,86.98644863,84.78214899,84.56206086,84.20671930,84.08102889
2161.358333333,87.88564667,83.64300184,83.59686774,92.65818266,93.12883069,90.72415576,88.97129615,87.73718485,87.63555598,87.42703082,84.03149231,93.42465582,88.02276728,87.00390749,84.91812134,84.56171293,84.22607125,84.16621961
2191.800000000,87.90191509,83.68023200,83.61932121,92.70089570,93.12369003,90.76727506,89.03900910,87.74567754,87.65068254,87.45559759,84.10395180,93.38677143,88.03112543,87.05839318,85.05616437,84.58027247,84.25788515,84.26078837
2222.241666667,87.93311548,83.71399944,83.64953595,92.74478477,93.12609100,90.81616458,89.08790688,87.76517627,87.68000485,87.49031412,84.15681326,93.36141080,88.04558736,87.09193756,85.13740961,84.60612990,84.28822235,84.31391092
2252.683333333,88.01486942,83.77273286,83.71958464,92.84175407,93.17724472,90.92428361,89.20982145,87.82483446,87.76532688,87.58803616,84.24984994,93.38155549,88.12669247,87.19530493,85.28650018,84.67406024,84.34436021,84.42201188
2283.125000000,88.11010971,83.81955511,83.78857908,92.94372548,93.23481747,91.03307208,89.30635395,87.89174290,87.85892338,87.68636388,84.32121585,93.41544622,88.21337681,87.28303575,85.39058285,84.74321095,84.39319611,84.49552488
2313.566666667,88.17641000,83.83202849,83.82262917,93.00636622,93.26394598,91.09240010,89.33900409,87.93379890,87.91652233,87.74029073,84.34089421,93.42908533,88.25749170,87.31457469,85.41331344,84.77825058,84.41196666,84.50879203
2344.008333333,88.21796129,83.82925987,83.83796501,93.02265852,93.27420456,91.11775528,89.34991386,87.96007900,87.95216285,87.77044857,84.33025981,93.43122316,88.27809651,87.31998676,85.38798982,84.79461258,84.41383346,84.49138735
2374.450000000,88.22626129,83.80054505,83.82382080,92.99170974,93.25585042,91.09806327,89.32710741,87.96019579,87.95224872,87.76383718,84.25653890,93.40849780,88.25547929,87.27601166,85.25034957,84.78291759,84.38596625,84.40457609
2404.891666667,88.21433458,83.76748921,83.80082703,92.91919877,93.22180719,91.05541980,89.29419530,87.94888992,87.93724538,87.74191244,84.18087324,93.37531729,88.21765849,87.22134368,85.11436807,84.76234369,84.35312547,84.32009764
2435.333333333,88.18484205,83.73835578,83.77256956,92.82565090,93.17272967,90.99260984,89.17488073,87.92728560,87.90536596,87.67849386,84.13940392,93.33253453,88.17209532,87.17282587,85.05353411,84.73234047,84.32674611,84.27943411
2465.775000000,88.13579820,83.71437980,83.74373416,92.74261587,93.11017484,90.91513492,88.84360266,87.89799066,87.85387098,87.52967283,84.10120019,93.28450390,88.11981153,87.11884831,84.99221174,84.69143048,84.30253081,84.23681145
2496.216666667,88.09402861,83.70169587,83.72059869,92.77650868,93.08576121,90.90068792,88.98162296,87.87541800,87.82642743,87.55665402,84.09513538,93.23738458,88.07387588,87.08138021,84.99254800,84.67311876,84.29017828,84.23198605
2526.658333333,88.15970369,83.77926289,83.79266179,92.95567998,93.16691754,91.03651441,89.28486444,87.93422338,87.91430617,87.71331973,84.27003665,93.27596871,88.19133734,87.27664553,85.34086520,84.74968464,84.36466666,84.47976200
2557.100000000,88.35107720,83.91418850,83.95715807,93.18472679,93.33708040,91.28780078,89.56781721,88.08294427,88.12292854,87.95003284,84.47778816,93.41991135,88.43738673,87.54695397,85.66829789,84.91789009,84.49138813,84.71514917
2587.541666667,88.47107322,83.93070995,84.00338080,93.27816737,93.40589715,91.37529154,89.63506658,88.14522212,88.21082157,88.04208759,84.50859109,93.47930744,88.52801284,87.61380470,85.70699967,84.97166586,84.51858817,84.73442302
2617.983333333,88.53425440,83.91877381,84.01069860,93.31850343,93.43764503,91.40065931,89.65138957,88.17328985,88.25079791,88.08018596,84.49492219,93.50718751,88.56572041,87.62982529,85.68714040,84.98223377,84.51575463,84.71519526
2648.425000000,88.56720284,83.90312185,84.00677789,93.34059361,93.45601357,91.40689625,89.65568574,88.18764816,88.27116871,88.09739717,84.47221632,93.52363688,88.58396936,87.63062976,85.65525796,84.98018160,84.50512442,84.68956236
2678.866666667,88.57122827,83.86942460,83.98313266,93.30965064,93.44958724,91.37863266,89.63665465,88.18180809,88.26412029,88.08670663,84.38677440,93.52009346,88.56555793,87.58545401,85.49933683,84.95974356,84.46989281,84.58956772
2709.308333333,88.55022462,83.82886605,83.94589598,93.24796548,93.42363793,91.32546076,89.59854490,88.15939799,88.23452658,88.05302319,84.30790564,93.49846659,88.52449244,87.52831300,85.36811696,84.92548208,84.42969256,84.50516211
2739.750000000,88.51195877,83.78960399,83.90444141,93.15855855,93.38328891,91.25643774,89.52690403,88.12773570,88.19146387,87.99798520,84.23131868,93.46577000,88.46980676,87.46162939,85.23908185,84.88540326,84.38902558,84.42207960
2770.191666667,88.44833049,83.75681394,83.86247785,92.99904833,93.30835687,91.14192572,89.09968011,88.08471519,88.11968493,87.80292339,84.18141325,93.42428036,88.40861626,87.39724601,85.16214408,84.82852613,84.35590686,84.36888693
2800.633333333,88.38520294,83.73417268,83.82445949,92.98560977,93.27144408,91.09152258,89.13664467,88.04569117,88.06724372,87.77932335,84.15724956,93.37930075,88.34703849,87.33955660,85.13108693,84.79175532,84.33276585,84.34201533
2831.075000000,88.34100516,83.73428429,83.80266958,93.03996867,93.26160558,91.09221211,89.36608829,88.02002809,88.03930404,87.83530905,84.19491839,93.34233307,88.30784052,87.32159215,85.21850676,84.77730943,84.33401223,84.38838187
2861.516666667,88.30683979,83.74011324,83.79111171,93.03218629,93.23870925,91.07847156,89.34911379,88.00017662,88.01138867,87.80748515,84.20431853,93.31193736,88.27482559,87.29687641,85.23011523,84.76339941,84.33472879,84.39000177
2891.958333333,88.27242982,83.73506918,83.77583322,93.03409017,93.21407639,91.06362024,89.31789727,87.97882458,87.98063432,87.77445769,84.17460777,93.27819180,88.23093328,87.24768348,85.15984150,84.74624197,84.32394848,84.34228648
2922.400000000,88.25819591,83.74960141,83.78111224,93.04126263,93.20640285,91.07243645,89.32045236,87.97475527,87.97414123,87.76896717,84.21501499,93.26183534,88.22477056,87.25903548,85.23639792,84.74882354,84.33851365,84.39181605
2952.841666667,88.30999730,83.80592760,83.84204255,93.11974119,93.25996923,91.16308771,89.42092431,88.02223169,88.03998916,87.84576374,84.30542925,93.30183499,88.30464352,87.36095786,85.38463007,84.80890658,84.39025786,84.50043889
2983.283333333,88.35069029,83.82381077,83.86887809,93.16402259,93.28703431,91.20910661,89.45351446,88.04794429,88.07534827,87.88345536,84.33316517,93.32110679,88.33909098,87.39020238,85.41992522,84.83742337,84.41054956,84.52206039
3013.725000000,88.39778823,83.84591156,83.90337584,93.21828171,93.32497402,91.26484537,89.49912017,88.08281893,88.12300308,87.93295232,84.36672608,93.35344230,88.38942633,87.43531945,85.46783291,84.87289746,84.43470115,84.55543579
3044.166666667,88.46625805,83.87768734,83.95236171,93.29446640,93.38400452,91.34373599,89.57711333,88.13362428,88.19305758,88.00841881,84.41804024,93.40669137,88.46946020,87.51438809,85.55058018,84.92445609,84.46852295,84.61586160
3074.608333333,88.53348450,83.89796642,83.99145404,93.36247981,93.43873302,91.41032426,89.63633550,88.17971358,88.25636907,88.07421160,84.45121595,93.45950611,88.54115924,87.57692713,85.60265035,84.96725637,84.49269751,84.65246688
3105.050000000,88.56485424,83.87499147,83.98705829,93.36744207,93.45484117,91.41503826,89.64196136,88.19125529,88.27300625,88.09037932,84.37831032,93.47795882,88.54985825,87.55779481,85.46058765,84.96880743,84.47000965,84.56546956
3135.491666667,88.54263586,83.81595768,83.94189156,93.25218992,93.41140268,91.33109359,89.41074891,88.16276971,88.22921924,87.98360443,84.23291812,93.45618611,88.49695581,87.47434390,85.19765622,84.92235362,84.40927814,84.40451331
3165.933333333,88.46874865,83.76047735,83.88853040,93.04588310,93.31589392,91.17550732,88.69923589,88.11172653,88.13627669,87.67940384,84.13363718,93.41679027,88.42860669,87.39415829,85.03802995,84.84430265,84.35579647,84.30494031
3196.375000000,88.39579827,83.72308256,83.83893176,93.02655324,93.27979917,91.11695154,88.88553575,88.06576946,88.07950024,87.70485103,84.09968701,93.37019050,88.35973343,87.33107183,85.00568462,84.80216657,84.32227357,84.27758371
3226.816666667,88.35421463,83.72549143,83.81372588,93.11938247,93.28663028,91.13653195,89.35050277,88.03948037,88.05954957,87.84495460,84.17710807,93.33501999,88.32726158,87.33809682,85.18985829,84.79311907,84.33029926,84.38263908
3257.258333333,88.31470059,83.72218351,83.79036432,93.10001866,93.25777307,91.11156556,89.35123957,88.01053823,88.02152407,87.81513359,84.15391550,93.29796108,88.27581182,87.28514601,85.13446236,84.76946760,84.31811878,84.33804612
3287.700000000,88.27785258,83.72499137,83.77374917,93.07601927,93.22838270,91.08730515,89.32145954,87.98581739,87.98748009,87.77962861,84.17508065,93.26321769,88.23523447,87.25569323,85.17533720,84.74925904,84.31947402,84.35492078
3318.141666667,88.24992561,83.73263459,83.76713948,93.06285310,93.20725172,91.07612060,89.30203841,87.97006491,87.96519582,87.75592516,84.18650399,93.23620481,88.20525799,87.23189446,85.18749114,84.73896307,84.32326158,84.35784107
3348.583333333,88.25173990,83.75831532,83.78743588,93.08407049,93.21420639,91.10402441,89.32494114,87.97925652,87.97721773,87.76997997,84.22485679,93.23552409,88.21692903,87.25398887,85.24402196,84.75638961,84.34504597,84.39708103
3379.025000000,88.24106538,83.74803206,83.78142199,93.07956812,93.20062418,91.09994054,89.30670761,87.97137138,87.96554090,87.75618369,84.16335264,93.21647733,88.18641970,87.20370056,85.10390679,84.75113234,84.32933973,84.31043496
3409.466666667,88.21958293,83.73949665,83.76925982,93.06393253,93.17867352,91.08311238,89.27112982,87.95720930,87.94470138,87.72949793,84.17209019,93.19019335,88.15695902,87.18002086,85.13002884,84.73762108,84.32645108,84.32298991
3439.908333333,88.16966371,83.70018435,83.74300613,92.97744157,93.11734892,91.00976531,88.78860785,87.92819915,87.88716584,87.52593578,84.00025200,93.15404486,88.08936805,87.06939971,84.77006967,84.69603612,84.27254158,84.10748795
3470.350000000,88.10931198,83.67525743,83.71284903,92.85945043,93.05688904,90.93586463,88.67092643,87.89309183,87.83443090,87.45111814,84.00961169,93.10777094,88.03540299,87.02997913,84.81891777,84.66136299,84.25892533,84.13450023
3500.791666667,88.03150191,83.64655145,83.68176064,92.69421593,92.97043431,90.82635310,88.23089651,87.85066458,87.76020725,87.25086796,83.92242094,93.05765475,87.96414331,86.94346505,84.64408200,84.61329979,84.22372937,84.02532142
3531.233333333,87.94637771,83.61748000,83.65063925,92.53828575,92.88652153,90.72244834,87.95136634,87.80632165,87.68832343,87.10825333,83.84857535,93.00432678,87.89173983,86.86012863,84.49977027,84.57075285,84.19129417,83.93624592
3561.675000000,87.90316842,83.62060961,83.62771066,92.50023312,92.87329825,90.72358618,88.85404006,87.77796889,87.68345306,87.41145233,83.95938017,92.94930691,87.84512212,86.85452114,84.74915660,84.58125634,84.20945732,84.07529530
3592.116666667,87.86363903,83.62814949,83.60909103,92.44839018,92.82600409,90.68344437,88.88532390,87.74707822,87.64636466,87.39167540,83.98649027,92.89412563,87.78967467,86.81384305,84.79736037,84.56341158,84.21327067,84.09079209
