ppname	easting	northing	zone	kx1	kx2	kx3	rch
pp001	1319.291	8763.846	1	  2.4340750E+00	  4.7901440E-01	  5.3076240E+00	  5.3344436E-04
pp002	2061.07	8712.688	1	  3.7269780E+00	  3.4243994E-02	  1.4018350E+00	  1.9470956E-04
pp003	1677.391	9147.524	1	  3.3623610E+00	  1.3446010E-01	  3.5186900E+00	  3.0089683E-04
pp004	1677.391	8226.696	1	  2.6608870E+00	  7.4716506E-02	  4.4501490E+00	  2.8175607E-04
pp005	1319.291	3136.562	1	  1.3904850E+00	  1.0098760E-01	  1.7477800E+00	  4.4759541E-04
pp006	603.092	3724.869	1	  1.7539180E+00	  1.0788630E+00	  4.8163080E+00	  3.5132011E-04
pp007	603.092	3059.826	1	  3.8606850E+00	  7.0552969E-02	  4.0424990E+00	  3.8996507E-04
pp008	1268.134	3750.447	1	  9.4901210E-01	  7.1232670E-01	  3.0172890E+00	  4.0075458E-04
pp009	1779.706	3750.447	1	  3.0800340E-01	  1.9469270E-01	  1.7237120E+00	  2.6812042E-04
pp010	2316.855	3520.24	1	  3.5242990E-01	  1.4148986E-02	  3.7577000E+00	  4.4683634E-04
pp011	2572.641	3929.497	1	  6.2586240E-01	  1.0181480E-01	  1.4406120E+00	  3.1231522E-04
pp012	2035.491	4185.283	1	  1.1102820E-01	  1.1885800E-01	  4.0434570E+00	  2.4133344E-04
pp013	3825.991	4313.176	1	  3.5004540E+00	  2.1918618E-02	  8.5180980E-01	  3.1530250E-04
pp014	3595.784	4082.969	1	  4.4996950E+00	  1.4872357E-02	  1.3658630E+00	  4.2847276E-04
pp015	4158.512	4082.969	1	  5.3672170E+00	  1.8528471E-02	  9.5372170E-01	  2.6969317E-04
pp016	3928.305	3776.026	1	  1.3373500E+00	  2.3199970E-01	  8.4566560E-01	  3.7794621E-04
pp017	3928.305	3110.983	1	  3.5234590E+00	  6.2564040E-01	  1.7524410E+00	  2.7132651E-04
pp018	4772.397	3008.669	1	  1.9094450E+01	  1.2284153E-02	  2.1887470E+00	  2.1347926E-04
pp019	4158.512	3366.769	1	  6.0995560E+00	  2.7785940E-01	  1.3377890E+00	  2.5508092E-04
pp020	4337.562	2676.148	1	  6.6466830E+00	  4.5287944E-02	  1.0068370E+00	  2.8359024E-04
pp021	5974.59	9019.631	1	  4.2856130E+00	  2.8919331E-02	  1.2544830E+01	  3.1025137E-04
pp022	5590.911	9607.938	1	  3.8514510E+00	  1.4165940E-01	  2.9661370E+01	  3.4363917E-04
pp023	6383.847	8456.903	1	  1.4178280E+01	  1.5336160E-01	  1.5300450E+01	  3.7886706E-04
pp024	6562.897	8994.053	1	  5.2245350E+00	  2.3728520E-01	  8.2014490E+00	  2.3669034E-04
pp025	6204.797	7843.017	1	  6.1622800E+00	  3.1426700E-01	  6.8005910E+00	  3.5803671E-04
pp026	6716.368	7919.753	1	  5.6482780E+00	  1.7248610E-01	  1.1239750E+01	  2.9649229E-04
pp027	5846.697	8354.589	1	  1.2395100E+01	  1.1539960E-01	  2.4170460E+00	  4.0947062E-04
pp028	8711.496	8789.424	1	  7.6185940E-01	  2.6800400E-01	  5.9967680E+00	  3.8928611E-04
pp029	8327.818	8188.328	1	  1.8725520E+00	  2.6465990E+00	  7.2938090E+00	  3.6280560E-04
pp030	7163.993	7344.235	1	  4.6875820E+00	  1.0343000E+00	  5.9043160E+00	  1.6171499E-04
pp031	7586.039	7408.182	1	  2.5245420E+00	  8.1193190E-01	  1.1076390E+01	  1.5344820E-04
pp032	8020.875	7139.607	1	  2.4727380E+00	  1.4069160E+00	  2.5613470E+00	  1.6415336E-04
pp033	7624.407	6691.982	1	  6.5249570E+00	  2.1263640E-01	  7.4296180E+00	  1.0458933E-04
pp034	8148.768	6743.139	1	  5.1182010E+00	  7.2203752E-02	  1.4809150E+00	  1.3609869E-04
pp035	8481.289	7472.128	1	  1.7634790E+00	  1.8509970E-01	  6.1658860E+00	  2.3877208E-04
pp036	7074.468	6628.036	1	  8.2250530E+00	  6.2423952E-02	  5.5182520E+00	  1.7219860E-04
pp037	7586.039	6244.357	1	  3.1047620E+00	  5.7328267E-02	  1.2382710E+01	  1.1041700E-04
pp038	8289.45	6078.096	1	  3.8099510E+00	  1.7996350E-02	  5.4154380E+00	  2.2615874E-04
pp039	7790.668	7868.596	1	  1.6779930E+00	  4.6583960E-01	  8.4301030E+00	  2.2533477E-04
pp040	8903.335	7958.121	1	  4.1407070E-01	  1.7495500E-01	  4.8776500E+00	  3.1544410E-04
pp041	8864.967	9812.567	1	  2.3923520E+00	  2.1817711E-02	  9.2762480E+00	  4.4963452E-04
pp042	9261.435	9467.256	1	  1.5686410E+00	  2.9109446E-02	  7.3163530E+00	  4.3492921E-04
pp043	8353.396	9480.045	1	  7.9698460E-01	  2.0136230E-01	  1.4515130E+01	  3.2163506E-04
pp044	9146.332	8840.581	1	  7.4503280E-01	  1.2182400E-01	  4.8163590E+00	  3.6179285E-04
pp045	7681.959	5489.79	4	  2.0693450E+01	  9.8848647E-02	  4.9899610E+00	  3.0981270E-04
pp046	7234.334	4140.52	1	  2.3990920E+00	  1.2056760E-01	  1.9778220E+01	  1.4757437E-04
pp047	8206.319	4984.613	4	  1.6579020E+01	  3.1369870E-01	  3.0384850E+00	  2.3263615E-04
pp048	8462.105	5470.606	4	  1.1485000E+01	  6.7022714E-02	  6.9923030E+00	  2.5382804E-04
pp049	7963.323	5585.709	1	  4.3729300E+00	  8.7925955E-03	  3.5193450E+00	  1.3063464E-04
pp050	7726.721	5125.295	4	  2.6440690E+01	  8.7991701E-02	  4.5187890E+00	  3.1705301E-04
