ppname	easting	northing	zone	kx1	kx2	kx3	rch
pp051	7061.679	5208.425	4	  1.0905930E+01	  6.2679186E-02	  7.0777260E-01	  1.7664246E-04
pp052	7061.679	4824.747	4	  1.2684940E+01	  6.1744880E-02	  9.7269280E-01	  2.0392322E-04
pp053	6588.475	1710.557	1	  1.7293640E+01	  1.3814320E-01	  4.8831650E+00	  3.4242513E-04
pp054	7074.468	1697.768	1	  1.8017380E+01	  1.7988310E-01	  9.9413070E+00	  3.3289886E-04
pp055	6850.656	1972.737	1	  1.1571940E+01	  3.7978800E-01	  1.3107860E+01	  2.8999652E-04
pp056	6844.261	1429.193	1	  1.1796430E+01	  5.6157272E-02	  7.8476080E+00	  4.3085612E-04
pp057	2457.537	2893.565	1	  3.9151590E-01	  9.0696629E-02	  1.9834560E+00	  3.1748954E-04
pp058	2802.848	2778.462	1	  1.3188310E+00	  1.9014350E-01	  4.9016830E+00	  3.5467272E-04
pp059	2917.952	3417.926	1	  6.7006490E-01	  6.2821649E-02	  1.3216330E+00	  3.5274844E-04
pp060	2035.491	2241.312	1	  2.0521060E+00	  4.3550850E-01	  1.2349480E+00	  3.3453851E-04
pp061	2559.852	2484.308	1	  1.1764240E+00	  3.5903210E-01	  3.7334040E+00	  2.5495344E-04
pp062	3154.553	2260.496	1	  1.5844140E+00	  1.5042630E-01	  2.6685990E+00	  2.6065253E-04
pp063	3458.299	1883.212	1	  8.6310870E+00	  3.1702158E-02	  2.4241520E+00	  2.3379331E-04
pp064	4238.445	1653.005	1	  1.3975490E+01	  1.0464160E-01	  1.6348350E+00	  2.0709604E-04
pp065	4251.234	1256.537	1	  1.9925080E+01	  1.5421505E-02	  3.4042470E+00	  2.6112024E-04
pp066	4558.177	1358.852	1	  1.3648400E+01	  5.5391924E-02	  1.9566610E+00	  1.3834259E-04
pp067	3381.563	1435.587	1	  1.5146670E+01	  3.4020581E-02	  5.8885630E+00	  2.2300253E-04
pp068	2217.738	1525.112	1	  2.2048200E+00	  2.6599011E-02	  1.2112530E+00	  2.6283429E-04
pp069	1552.696	1665.794	1	  1.3302110E+00	  3.7091849E-02	  1.5031210E+00	  3.0875672E-04
pp070	913.232	1218.17	1	  5.6327390E+00	  5.7974276E-02	  5.0544950E-01	  3.0847413E-04
pp071	1539.907	1103.066	1	  2.6544210E+00	  5.5164718E-02	  6.6548000E-01	  2.4125497E-04
pp072	1028.335	1729.741	1	  3.5633880E+00	  1.3401890E-01	  1.7213600E+00	  4.3037161E-04
pp073	2831.624	1013.541	1	  1.0217380E+01	  2.4910556E-02	  3.3806670E+00	  1.1819585E-04
pp074	2869.992	489.18	1	  8.1309530E+00	  4.8764657E-02	  2.2875790E+00	  1.4901587E-04
pp075	2946.727	1896.001	1	  3.1091500E+00	  6.2340567E-02	  4.3339580E+00	  1.8743384E-04
pp076	2946.727	1678.584	1	  8.7567100E+00	  3.6978169E-02	  3.8944260E+00	  1.4533465E-04
pp077	388.871	335.709	1	  2.9383740E+00	  1.2433957E-02	  9.0289190E-01	  1.9705464E-04
pp078	1284.121	284.552	1	  1.6554360E+00	  1.9878990E-01	  9.6345960E-01	  1.4131730E-04
pp079	2383.999	335.709	1	  1.0154630E+01	  7.6312648E-02	  1.5065880E+00	  1.8343371E-04
pp080	4097.763	386.866	1	  1.3792530E+01	  3.0543610E-01	  2.2210420E+00	  2.2136432E-04
pp081	5172.062	310.131	1	  1.6799910E+01	  7.1026388E-02	  2.7080200E+00	  1.9622553E-04
pp082	6911.405	514.759	1	  7.9354800E+00	  2.8825213E-02	  1.5745920E+00	  3.7263707E-04
pp083	8215.911	3763.237	1	  6.3718540E+00	  1.0822370E-01	  1.2314090E+01	  2.0838696E-04
pp084	7960.126	2535.466	1	  3.0749210E+00	  3.3219687E-02	  1.8118390E+01	  1.8106495E-04
pp085	7550.869	1384.43	1	  2.3741290E+01	  1.1802940E-01	  1.1916880E+01	  3.7416904E-04
pp086	5683.634	2126.209	1	  2.3492930E+01	  4.3917396E-02	  9.7975850E+00	  1.3132435E-04
pp087	5939.419	3302.822	1	  8.5334370E+00	  3.0368330E-01	  2.7815650E+01	  2.0092498E-04
pp088	7218.347	3021.458	1	  7.0895360E+00	  7.5594460E-02	  2.3935600E+01	  1.5319854E-04
pp089	9290.211	8392.956	1	  8.6981660E-01	  5.1363454E-02	  4.1299480E+00	  3.1825870E-04
pp090	9290.211	7600.021	1	  7.8286240E-01	  6.2790559E-02	  3.2504460E+00	  2.5463601E-04
pp091	9060.004	6500.143	1	  1.3438060E+00	  1.6998167E-02	  1.2614830E+00	  2.6761399E-04
pp092	8753.061	5809.522	1	  3.4623100E+00	  1.5888940E-01	  4.5197920E+00	  2.9475772E-04
pp093	286.557	9723.042	1	  1.6409490E+00	  1.3359010E-01	  2.0786630E+00	  4.9774930E-04
pp094	2639.785	9671.885	1	  5.4366110E+00	  7.4616667E-02	  4.5195440E+00	  2.5735448E-04
pp095	4276.813	9646.306	1	  9.1885000E+00	  2.9012830E-01	  3.6139300E+00	  2.4997014E-04
pp096	7064.876	9825.356	1	  5.9886070E+00	  1.8086270E-01	  8.7159340E+00	  2.3337498E-04
pp097	7781.076	8827.792	1	  1.4775470E+00	  3.7375990E-01	  5.3175080E+00	  2.8720429E-04
pp098	7064.876	8444.114	1	  8.2036630E+00	  1.9738540E-01	  1.0811320E+01	  2.1532056E-04
pp099	7013.719	5962.993	1	  8.6156130E+00	  5.4852904E-02	  2.8213380E+00	  1.6367576E-04
pp100	7320.662	5758.364	1	  7.8377870E+00	  2.4288540E-02	  2.9705450E+00	  1.2619174E-04
pp101	6502.148	7088.45	1	  6.4094160E+00	  1.1401150E-01	  2.5330050E+00	  2.7259041E-04
pp102	2946.727	4249.229	1	  7.5719120E-01	  7.9531093E-02	  1.2173890E+00	  4.2525053E-04
pp103	3560.613	3047.037	1	  1.4333870E+00	  5.9678910E-01	  1.9446340E+00	  3.0436029E-04
pp104	3381.563	3507.451	1	  1.8170410E+00	  1.9803280E-01	  5.2337750E-01	  3.1594569E-04
pp105	1463.171	2381.994	1	  1.3233830E+00	  5.1856440E-01	  5.4585230E-01	  2.9844016E-04
pp106	4021.027	2356.416	1	  6.1514770E+00	  2.3805610E-01	  1.2928300E+00	  2.2715514E-04
pp107	4660.491	4198.072	1	  1.9586110E+01	  3.2115231E-02	  1.8203530E+00	  4.4832220E-04
pp108	5530.162	4479.436	4	  2.7083970E+01	  1.8142592E-02	  1.4889660E+01	  4.0390104E-04
pp109	6655.619	4786.379	4	  5.8509650E+00	  2.7995550E-01	  1.0437980E+00	  2.5447580E-04
pp110	1284.121	5937.414	1	  2.0552660E+00	  2.1203950E-01	  2.6267840E-01	  2.5757624E-04
pp111	2281.685	5681.629	4	  7.1190240E-01	  3.6430589E-02	  1.9308250E+00	  1.5521481E-04
pp112	3151.356	5400.265	4	  6.0039420E-01	  3.5716580E-01	  3.2981460E+00	  4.2535252E-04
pp113	3995.449	5349.107	4	  8.4769610E-01	  1.5570466E-02	  5.8585510E+00	  1.2246575E-04
pp114	4941.855	5272.372	4	  1.5735500E+00	  5.6546665E-02	  6.7833060E+00	  3.6859993E-04
pp115	6016.155	5246.793	4	  1.3207520E+01	  1.6404360E-01	  2.3506820E+00	  7.5244890E-04
pp116	5146.484	4505.015	4	  2.3571770E+01	  7.1323942E-02	  1.8157220E+01	  3.5329425E-04
pp117	5376.691	4888.693	4	  3.8717480E+00	  5.9696660E-01	  1.9198250E+01	  5.8771947E-04
pp118	5913.841	4505.015	4	  1.5095120E+01	  2.5404780E-01	  1.5763420E+00	  7.7498867E-04
pp119	6118.469	4888.693	4	  2.2324150E+01	  3.5160619E-02	  2.5048800E+00	  6.6065139E-04
pp120	6425.412	4991.008	4	  2.5571190E+01	  1.5583060E-01	  1.0812900E+00	  4.1450597E-04
pp121	2869.992	4607.329	4	  3.5449850E+00	  2.6468820E-01	  4.9902190E+00	  4.3245092E-04
pp122	1667.799	4351.543	4	  2.9601940E+00	  4.8490958E-02	  1.8806230E+00	  2.4996102E-04
pp123	977.178	4249.229	4	  1.6178730E+00	  2.0384240E-01	  3.8459240E+00	  2.7923460E-04
pp124	798.128	6116.464	4	  2.8390150E+00	  6.8157664E-03	  1.2976890E+01	  3.6547743E-04
pp125	5542.952	5899.047	4	  4.7125860E+00	  1.1823939E-02	  3.6868720E+00	  2.1255811E-04
pp126	5542.952	5361.897	4	  4.8482840E+00	  2.5989930E-01	  1.0434290E+01	  5.6582448E-04
pp127	5696.423	3891.129	4	  3.1228240E+00	  2.1112730E-01	  1.0500030E+00	  2.4457723E-04
pp128	6297.519	4351.543	4	  1.5533640E+00	  9.5058719E-02	  4.9345470E-01	  6.9440058E-04
pp129	4174.498	5029.375	4	  1.1974590E+00	  2.6636707E-02	  9.0805630E+00	  1.4878770E-04
pp130	4404.706	5630.472	4	  6.1978860E-01	  5.5152065E-02	  4.0858440E+00	  2.3490790E-04
pp131	5184.852	5477	4	  1.9555170E+00	  5.6744070E-01	  2.8179280E+00	  2.4467662E-04
pp132	5056.959	4927.061	4	  6.5604000E+00	  5.6082719E-02	  4.5360120E+00	  4.4663010E-04
pp133	4698.859	4466.647	4	  8.4588230E+00	  1.3654870E-01	  1.0903280E+00	  3.6607096E-04
pp134	3688.506	4543.383	4	  6.0646200E-01	  1.8285662E-02	  3.3667790E+00	  1.7096760E-04
pp135	7819.444	4786.379	4	  2.2532650E+01	  8.8472757E-02	  1.8499640E+00	  2.9779546E-04
pp136	8510.065	4671.276	4	  3.1029650E+00	  5.7103440E-01	  1.7858790E+00	  2.1306397E-04
pp137	8650.747	5170.057	4	  1.0396420E+01	  1.0175840E-01	  6.7089010E+00	  3.0086823E-04
pp138	8676.326	4274.808	4	  1.9481480E+00	  5.5900206E-02	  1.1245220E+00	  2.5334012E-04
pp139	6514.937	5349.107	4	  3.1661540E+01	  2.0894670E-01	  1.8746030E+00	  2.4725357E-04
pp140	3790.82	5643.261	4	  2.7725010E-01	  2.7330530E-01	  8.7550230E-01	  2.9098652E-04
pp141	4136.131	6135.648	4	  4.8194520E-01	  7.6150110E-02	  1.7080700E+00	  2.1208484E-04
pp142	4948.25	6359.461	4	  3.4064610E+00	  3.7136490E-02	  2.6362280E+00	  3.1404237E-04
pp143	337.714	8974.869	1	  2.8189610E+00	  3.5770850E-01	  5.0322470E+00	  4.5431244E-04
pp144	286.557	8002.883	1	  1.6690890E+00	  7.7487000E-01	  5.2972590E+00	  2.6896462E-04
pp145	286.557	6903.005	1	  7.8396730E+00	  1.1758350E-01	  1.0882220E+01	  1.9816869E-04
pp146	260.978	6058.913	1	  2.0599800E+01	  2.2962070E-01	  5.7837070E+00	  2.0712581E-04
pp147	235.4	4575.356	1	  5.6492390E+00	  2.9999944E-02	  6.2091480E+00	  2.9942434E-04
pp148	286.557	5317.134	1	  3.9170940E+00	  7.7448656E-02	  6.2439410E+00	  2.2862262E-04
pp149	286.557	3603.371	1	  3.4250510E+00	  3.6223030E-01	  1.2369940E+01	  3.5225230E-04
pp150	286.557	2068.657	1	  4.4820830E+00	  2.9347603E-02	  5.2278410E+00	  3.1589995E-04
pp151	286.557	1198.986	1	  4.6510080E+00	  2.2655304E-02	  5.1855220E-01	  2.6670420E-04
pp152	1130.65	5214.82	1	  1.7086290E+00	  2.4110190E-01	  3.9378930E-01	  1.8941066E-04
pp153	1770.114	5163.663	1	  1.6139340E+00	  3.7632720E-01	  8.1012550E-01	  1.7918540E-04
pp154	2665.363	4984.613	1	  2.3638470E+00	  5.3975121E-02	  9.9371670E-01	  3.8930490E-04
pp155	3893.134	4805.563	1	  9.9278970E+00	  3.5561100E-02	  1.0550560E+00	  3.7982954E-04
pp156	1258.542	7465.733	1	  6.5822790E+00	  1.9453730E-01	  1.9648480E+00	  2.1571993E-04
pp157	1718.956	6596.062	1	  3.2937960E+00	  1.8088130E-01	  5.8829770E-01	  3.5385055E-04
pp158	3023.463	8054.04	1	  3.0261400E+00	  9.4497918E-02	  1.6003250E+00	  2.9832744E-04
pp159	2511.892	7235.526	1	  1.0771430E+00	  1.8082740E-02	  1.8216540E+00	  4.9105727E-04
pp160	3944.291	8744.662	1	  7.9440120E+00	  7.6538440E-02	  1.2817060E+00	  3.3709257E-04
pp161	5274.377	7414.576	1	  8.5893340E+00	  1.7975350E-02	  2.3419790E+00	  1.7753459E-04
pp162	6220.784	6621.641	1	  3.4656700E+00	  3.8868379E-02	  1.3928710E+00	  3.0174421E-04
pp163	4097.763	7593.626	1	  1.5729770E+01	  3.9375460E-01	  4.1403690E+00	  3.6584032E-04
pp164	4558.177	6749.534	1	  3.7077580E+01	  1.6826470E-01	  3.1595410E+00	  2.5268747E-04
pp165	6144.048	5956.598	1	  7.1395890E+00	  1.7695185E-02	  3.6930270E+00	  3.0330010E-04
pp166	2869.992	5841.495	1	  5.7707500E+00	  7.1765648E-03	  5.7944670E-01	  3.3851424E-04
pp167	3279.249	5854.284	1	  6.9420380E+00	  2.6950400E-01	  1.5506350E+00	  3.4418186E-04
pp168	3573.402	5854.284	1	  1.4138870E+01	  3.0406770E-01	  1.4631150E+00	  5.0988821E-04
pp169	3893.134	5854.284	1	  2.1154940E+01	  3.3737350E-01	  2.6693080E+00	  5.4177566E-04
pp170	4302.391	5879.863	4	  3.3416600E-01	  5.3639864E-02	  1.6719190E+00	  2.1360179E-04
pp171	3381.563	5624.077	1	  9.1139170E+00	  1.4885640E-01	  1.8905030E+00	  3.7766292E-04
pp172	3547.824	5457.816	4	  2.6631400E-01	  2.8458921E-02	  1.3265140E+00	  2.3467431E-04
pp173	4187.288	5662.445	4	  5.2194220E-01	  1.3477070E-01	  1.4426670E+00	  1.9112564E-04
pp174	4583.755	5419.448	4	  6.0594000E-01	  2.5030883E-02	  8.2732130E+00	  3.0643884E-04
pp175	4583.755	5048.559	4	  2.3214930E+00	  3.4543711E-02	  4.8916210E+00	  3.1739505E-04
pp176	4174.498	5202.031	4	  5.2972690E-01	  5.0664612E-03	  7.8562540E+00	  1.3063808E-04
pp177	3176.935	5048.559	1	  9.6723610E+00	  1.3280160E-01	  2.2581860E+00	  4.5351103E-04
pp178	3739.663	5099.716	4	  8.1757990E-01	  7.7056497E-02	  6.2183010E+00	  2.1545094E-04
pp179	2933.938	6110.07	1	  6.8267660E+00	  9.8822341E-02	  5.4118320E-01	  4.9200903E-04
pp180	3240.881	6135.648	1	  5.6111620E+00	  3.0901150E-01	  2.2812620E+00	  5.3624972E-04
pp181	3611.77	6148.437	1	  1.0751480E+01	  7.3234280E-01	  2.9743460E+00	  5.6566687E-04
pp182	3969.87	6148.437	1	  1.4655490E+01	  9.6187310E-01	  2.8367680E+00	  4.7699725E-04
pp183	4647.702	5649.656	1	  1.3969230E+01	  4.4842693E-02	  1.3449700E+00	  4.2225396E-04
pp184	4558.177	5918.23	1	  1.0770220E+01	  2.0592930E-01	  1.2524740E+00	  2.9247195E-04
pp185	4404.706	6199.595	1	  1.4928680E+01	  2.4142730E-01	  2.9249880E+00	  3.1115315E-04
pp186	4404.706	6378.645	1	  1.1304840E+01	  1.4776380E-01	  3.8575610E+00	  2.5653662E-04
pp187	4123.341	6404.223	4	  2.5756130E+00	  5.2229408E-02	  2.0606830E+00	  2.0009743E-04
pp188	3854.766	6455.38	1	  1.1676390E+01	  5.6025760E-01	  3.7023100E+00	  3.8723018E-04
pp189	3535.034	6404.223	1	  3.8378950E+00	  2.5961105E-02	  2.4094350E+00	  4.8521027E-04
pp190	3304.827	6429.802	1	  6.4799340E+00	  3.8474800E-02	  2.7405010E+00	  5.1584562E-04
pp191	2946.727	6442.591	1	  3.3526340E+00	  6.6282546E-02	  5.3613730E-01	  5.0224502E-04
pp192	3087.41	6634.43	1	  1.7858860E+00	  3.3730710E-02	  9.7782360E-01	  5.8593293E-04
pp193	3394.352	7069.266	1	  3.5181480E+00	  7.3589183E-02	  1.9491690E+00	  6.5844748E-04
pp194	3483.877	6711.166	1	  3.7410230E+00	  5.5773461E-02	  2.6926170E+00	  4.9545647E-04
pp195	3905.924	6851.848	1	  1.8084850E+01	  1.4841700E-01	  1.6165480E+00	  4.1118688E-04
pp196	4327.97	6749.534	1	  5.2101250E+01	  2.2961380E-01	  4.5512110E+00	  2.4368074E-04
pp197	4941.855	5943.809	1	  1.0760200E+01	  8.0330880E-02	  4.7566980E+00	  3.5978686E-04
pp198	2690.942	6225.173	1	  3.0742790E+00	  2.0155868E-02	  2.3457770E-01	  4.2138241E-04
pp199	2396.788	5982.177	1	  2.6081190E+00	  7.0816822E-03	  4.0850610E-01	  2.3216036E-04
pp200	2652.574	5675.234	1	  3.7102580E+00	  9.8559818E-03	  6.3065690E-01	  3.3002384E-04
pp201	2626.995	5432.238	4	  1.5224380E+00	  7.8722780E-01	  2.1075580E+00	  2.7150665E-04
pp202	4993.012	5675.234	4	  7.9521880E-01	  1.6561270E-01	  2.2636980E+00	  5.8568767E-04
pp203	6412.623	2618.596	1	  1.5480310E+01	  7.0715964E-02	  1.9708300E+01	  2.9521788E-04
pp204	5875.473	1109.461	1	  9.5390060E+01	  1.9621800E-01	  2.1667530E+00	  3.3817730E-04
pp205	6821.88	3437.11	1	  3.5411130E+00	  3.8164720E-01	  5.8169890E+01	  2.1854104E-04
pp206	4724.438	8373.772	1	  8.6830040E+00	  1.5938460E-01	  5.6733600E+00	  2.4643035E-04
pp207	1757.324	2925.539	1	  3.4874760E-01	  4.1047570E-02	  1.5430660E+00	  2.9190629E-04
pp208	1092.282	2746.489	1	  3.7617220E+00	  1.7421470E-01	  2.3050180E+00	  5.3940268E-04
pp209	1936.374	3309.217	1	  2.6067790E-01	  4.2460169E-02	  3.3755480E+00	  3.3997058E-04
pp210	715.2287082	9766.392871	1	  2.6895460E+00	  2.5463520E-01	  4.5134540E+00	  6.8916282E-04
pp211	698.6210675	9317.986573	1	  3.6727890E+00	  9.2687820E-01	  3.3163690E+00	  7.6105976E-04
pp212	1612.041304	9633.531746	1	  8.9943250E+00	  2.4669580E-01	  4.5007040E+00	  3.3927479E-04
pp213	1147.027365	9583.708824	1	  3.5608930E+00	  1.7523150E-01	  6.1647490E+00	  5.6295500E-04
pp214	1147.027365	9068.871963	1	  3.0622410E+00	  3.1349210E-01	  7.8021520E+00	  5.7598359E-04
pp215	947.7356775	8670.288587	1	  3.6697810E+00	  2.2603990E+00	  3.1793040E+00	  4.6633918E-04
pp216	432.8988168	8437.781618	1	  2.2303130E+00	  1.1654580E+00	  8.1276040E+00	  3.9579448E-04
pp217	1296.496131	8022.590601	1	  1.8356170E+00	  5.0147030E-01	  4.1923690E+00	  3.1783337E-04
pp218	765.0516302	7839.906554	1	  2.7198360E+00	  1.0959280E+00	  8.5257660E+00	  2.2584625E-04
pp219	366.4682542	7125.778005	1	  4.1815110E+00	  7.0227715E-02	  6.2629860E+00	  1.7212241E-04
pp220	200.3918475	7590.791944	1	  2.9992820E+00	  2.3219810E-01	  6.7375110E+00	  2.8532023E-04
pp221	715.2287082	7325.069693	1	  2.3626050E+00	  1.1134630E-01	  9.5591380E+00	  2.1489243E-04
pp222	814.8745522	6777.017551	1	  1.0588150E+01	  4.4378190E-02	  5.0641550E+00	  2.4863175E-04
pp223	1163.635006	6561.118223	1	  4.5812440E+00	  2.6370135E-02	  5.2418770E-01	  1.9703008E-04
pp224	1445.964897	7125.778005	1	  4.7408240E+00	  6.4644012E-02	  1.1351200E+00	  2.4670065E-04
pp225	549.1523015	6561.118223	1	  8.5615380E+00	  1.5909590E-01	  4.9888030E+00	  2.5595564E-04
pp226	1844.548273	7291.854412	1	  1.8952880E+00	  3.6540971E-02	  1.9687170E+00	  2.8713598E-04
pp227	2093.662883	8055.805883	1	  1.8018340E+00	  3.0011600E-02	  4.9752210E-01	  2.6693425E-04
pp228	2375.992775	7922.944757	1	  1.3178270E+00	  7.2639794E-03	  1.1938720E+00	  2.8839660E-04
pp229	2542.069181	8819.757353	1	  2.6042730E+00	  9.2981980E-02	  1.5574950E+00	  1.6246691E-04
pp230	3123.336605	8587.250384	1	  2.3498900E+00	  7.2394647E-02	  1.2086690E+00	  2.3023307E-04
pp231	3272.805371	9019.049041	1	  2.6709990E+00	  3.8470400E-01	  1.5234980E+00	  3.0016732E-04
pp232	2425.815697	9317.986573	1	  5.5011100E+00	  1.4169200E-01	  3.4626670E+00	  2.1656187E-04
pp233	1927.586477	9650.139386	1	  7.3526280E+00	  8.0912322E-02	  1.8079460E+00	  2.4217730E-04
pp234	3472.097059	9600.316464	1	  4.3453790E+00	  1.3400510E-01	  1.2724230E+00	  3.7762789E-04
pp235	3920.503357	9151.910167	1	  1.2461240E+01	  1.8047360E-01	  9.4314070E-01	  2.7202303E-04
pp236	4833.923593	9401.024777	1	  1.6323040E+01	  1.3625370E-01	  1.3144120E+01	  2.9076027E-04
pp237	5083.038203	9666.747027	1	  1.1570830E+01	  1.2695330E-01	  2.1733870E+01	  3.5126886E-04
pp238	5564.659783	9301.378933	1	  3.5600470E+00	  9.1813565E-02	  3.3312510E+01	  3.3366115E-04
pp239	4601.416624	9052.264323	1	  1.8877740E+01	  1.8269430E-01	  2.8421930E+00	  2.5060833E-04
pp240	5249.11461	8686.896228	1	  1.0970260E+01	  9.7823378E-02	  5.9336620E+00	  3.6780097E-04
pp241	5780.559111	8221.882289	1	  2.0681180E+01	  1.0940330E-01	  4.2160330E+00	  3.7442979E-04
pp242	5215.899329	7756.868351	1	  7.0196340E+00	  1.6917702E-02	  3.4506620E+00	  1.6113620E-04
pp243	4352.302014	7939.552398	1	  1.9384050E+01	  6.0384460E-01	  2.1210760E+00	  2.5710471E-04
pp244	4153.010326	8437.781618	1	  1.9191330E+01	  1.6020640E-01	  5.2601950E+00	  2.4485358E-04
pp245	3671.388747	7856.514195	1	  7.0163070E+00	  1.8623770E-01	  1.6413460E+00	  4.9315540E-04
pp246	2890.829635	7258.639131	1	  8.4526900E-01	  3.5491620E-02	  1.0054350E+00	  6.4937800E-04
pp247	3372.451215	7740.26071	1	  2.2325180E+00	  7.9868474E-02	  9.7364790E-01	  5.3990613E-04
pp248	3937.110997	7341.677334	1	  2.3456000E+01	  5.1530070E-01	  2.6018710E+00	  4.9151402E-04
