time,H1-4429,H1-1940,H1-193,H3-3932,H3-4569,H3-3794,H3-4343,H3-3716,H3-4025,H3-4429,H3-1394,H3-387,H3-259,H3-405,H3-867,H3-4518,H3-2585,H3-641
517.5083333333,88.72573137,83.98366086,84.14402312,92.76477990,93.10828367,91.24696865,89.77948382,88.42484962,88.41499323,88.25058765,84.63286842,93.74004805,89.32356805,88.26811243,86.00465516,85.06928455,84.61025104,84.91683083
547.9500000000,88.73107249,83.94175180,84.11325201,92.74890344,93.10599158,91.21339828,89.74701178,88.41572656,88.40324811,88.23384525,84.54275943,93.74222722,89.30149363,88.21789578,85.84912322,85.04137220,84.57039213,84.81346993
578.3916666667,88.70672064,83.89936603,84.07304076,92.71401007,93.08696394,91.16292987,89.69996889,88.39177385,88.37052074,88.19525221,84.46708212,93.72804958,89.25994556,88.15984369,85.72886381,85.00280478,84.52963115,84.73283080
608.8333333333,88.66450278,83.86200079,84.03024661,92.66923462,93.05755953,91.10585379,89.64518805,88.35931507,88.32555263,88.14442086,84.40554814,93.70304733,89.20668327,88.09721254,85.63346027,84.96064182,84.49232135,84.66695823
639.2750000000,88.61469044,83.83641291,83.99228319,92.62383262,93.02483774,91.05210412,89.59052692,88.32524097,88.27779413,88.09114447,84.37548938,93.67401527,89.15439852,88.04595028,85.59585999,84.92174178,84.46654648,84.63643715
669.7166666667,88.61519462,83.86933221,84.01589801,92.64837630,93.04636596,91.08152163,89.62064128,88.33950444,88.29608744,88.11065660,84.45337368,93.69670649,89.19545773,88.11737482,85.74946786,84.94190175,84.49635032,84.74180104
700.1583333333,88.68226506,83.93111791,84.08449274,92.73698211,93.12171841,91.18194034,89.73404330,88.39754248,88.37614417,88.20262410,84.55203662,93.76834568,89.30307745,88.24169021,85.91022538,85.01077574,84.55269099,84.85741197
730.6000000000,88.92217053,84.08421363,84.27782354,92.99960798,93.34996490,91.47629028,90.10544396,88.57707367,88.62950281,88.50029021,84.79643690,93.97554330,89.61689464,88.59216847,86.31435964,85.21248637,84.69932298,85.15888538
761.0416666667,89.24315504,84.23590555,84.50559186,93.32697555,93.63195226,91.82892032,90.45343176,88.80928555,88.95121942,88.84725399,85.02291957,94.25673273,89.98476778,88.92809895,86.64683899,85.45413809,84.85580189,85.39905171
791.4833333333,89.42308811,84.21889613,84.53994614,93.43776830,93.75213571,91.91712330,90.54095840,88.89080252,89.06702166,88.97219705,85.02152247,94.38710357,90.11050795,89.01384971,86.66408099,85.50712607,84.86332954,85.40458296
821.9250000000,89.52369850,84.18829035,84.53676658,93.48747700,93.82986371,91.93840726,90.58536566,88.93163841,89.12703039,89.03549777,84.98922618,94.47983023,90.17739381,89.05256385,86.64156402,85.51374545,84.84622712,85.38370281
852.3666666667,89.58989136,84.16580623,84.53026927,93.52280100,93.89635322,91.94903336,90.62439412,88.96031182,89.16957545,89.08052379,84.96096123,94.56294537,90.22820777,89.08113233,86.61969146,85.51423564,84.82932617,85.36548814
882.8083333333,89.59031732,84.09997201,84.47109503,93.48847475,93.90572278,91.88483718,90.58813859,88.93687944,89.14057724,89.05044047,84.82772884,94.58969914,90.19369579,89.01392823,86.40163540,85.46274452,84.76321680,85.22093439
913.2500000000,89.52570282,84.00722182,84.37898062,93.38819385,93.86012112,91.75461228,90.30293560,88.87305893,89.04832174,88.89011773,84.61968417,94.57181020,90.09782647,88.88136917,86.04156347,85.36906409,84.66383443,84.99262232
943.6916666667,89.39807227,83.92192426,84.28438593,93.17500763,93.74858592,91.54581826,89.36171243,88.78451300,88.89615202,88.46573400,84.45563399,94.53291879,89.98646592,88.74916077,85.77030056,85.24204739,84.57480480,84.81941142
974.1333333333,89.26981567,83.86089578,84.19928201,92.96023712,93.66964743,91.39527391,89.45893665,88.70013685,88.78658061,88.42556554,84.37864766,94.48309432,89.87848462,88.64179985,85.66587538,85.16157026,84.51448713,84.74330634
1004.575000000,89.16214916,83.83178084,84.13196854,92.90303467,93.62837777,91.31814491,89.79160379,88.62755009,88.70150398,88.47712489,84.38275492,94.43260168,89.78851479,88.57502749,85.71099205,85.10743314,84.48632093,84.75650473
1035.016666667,89.10044801,83.84416240,84.10274399,92.97511734,93.62958220,91.31802764,90.07623619,88.58545312,88.65534857,88.53651911,84.44927683,94.40451981,89.75150741,88.58470750,85.86132891,85.08621986,84.49397162,84.84600975
1065.458333333,89.06583874,83.86534729,84.09429592,92.96447330,93.62106486,91.30922411,90.09370706,88.56013574,88.62348052,88.51726244,84.48295735,94.39105165,89.72903524,88.57953790,85.91090420,85.07493973,84.50549996,84.87164018
1095.900000000,89.10446870,83.92535285,84.14443376,93.02283184,93.67494099,91.38338259,90.19894935,88.59059568,88.66909568,88.58185694,84.57583715,94.43394907,89.79383423,88.66722931,86.05635698,85.12358266,84.55683339,84.97486437
1126.341666667,89.18034634,83.98372724,84.21143732,93.11039871,93.75194483,91.48520364,90.30225153,88.64567282,88.74689220,88.67211911,84.66091363,94.50461838,89.88479984,88.75650323,86.17407125,85.19191415,84.61252329,85.05673862
1156.783333333,89.22149174,83.99337984,84.23166982,93.14683142,93.78792970,91.52179287,90.31529474,88.66803375,88.77749102,88.70280688,84.67414955,94.54291363,89.91552686,88.76781405,86.17904928,85.21452910,84.62724262,85.05477910
1187.225000000,89.27081655,84.01612546,84.26817922,93.20370388,93.84229686,91.58027761,90.36003767,88.70611609,88.82884916,88.75570359,84.70728445,94.60123710,89.97269252,88.81137817,86.22308139,85.25270052,84.65276891,85.08445051
1217.666666667,89.32543462,84.03583043,84.30369957,93.26435611,93.90122091,91.64052454,90.41017977,88.74661388,88.88342008,88.81261937,84.73780247,94.66565387,90.03348003,88.85884933,86.26763646,85.29186538,84.67594466,85.11488211
1248.108333333,89.35154491,84.02133294,84.30432771,93.28623645,93.93034489,91.65428697,90.41286556,88.75981353,88.90065537,88.82837145,84.69055183,94.70320455,90.04620710,88.84532410,86.17259797,85.29795938,84.66316481,85.05443740
1278.550000000,89.30057554,83.94035235,84.23729024,93.20526436,93.87951240,91.55318615,90.05372531,88.71143735,88.82375047,88.65603107,84.47610243,94.67710966,89.95743454,88.70902790,85.77293039,85.22736498,84.57649790,84.80581802
1308.991666667,89.18795396,83.86790861,84.16201221,93.01817179,93.77130479,91.37791333,89.23184135,88.63772382,88.69396909,88.28880136,84.35547453,94.62915403,89.85742561,88.59603253,85.58350937,85.12369640,84.50800030,84.68400166
1339.433333333,89.07102820,83.81533996,84.09260842,92.81282219,93.68632158,91.24295796,89.26633343,88.56542950,88.59712991,88.23584472,84.28497112,94.57128075,89.75578816,88.49336975,85.48202784,85.05611783,84.45729178,84.61118360
1369.875000000,88.95804898,83.77921675,84.03194315,92.61435267,93.59982173,91.11594113,89.29526449,88.49427115,88.50341001,88.17971701,84.23774057,94.50855820,89.65518196,88.39474966,85.41011988,84.99731709,84.41939531,84.55398679
1400.316666667,88.87391659,83.77226983,83.98496036,92.64917370,93.57447827,91.09314204,89.83177221,88.43837326,88.44747353,88.32024097,84.30109727,94.44619697,89.57450037,88.34613010,85.56035539,84.96981662,84.41787291,84.62736022
1430.758333333,88.81222987,83.78433232,83.96107351,92.73254960,93.55106544,91.08776845,89.83002319,88.39842214,88.39312982,88.27587669,84.33266005,94.39797980,89.52004982,88.32202472,85.62249591,84.94289671,84.42157457,84.65982920
1461.200000000,88.81743127,83.83377329,83.98810704,92.76756471,93.56565377,91.13079701,89.90554599,88.40406474,88.40442120,88.30442014,84.42103528,94.39394130,89.54600535,88.39514366,85.78228119,84.96637876,84.46151840,84.77223793
1491.641666667,88.82011632,83.85758353,84.00220230,92.78071720,93.56433019,91.15086692,89.91062785,88.40476523,88.40634945,88.30778420,84.45165274,94.38377529,89.54289745,88.39339507,85.81205780,84.97686117,84.48165038,84.78569149
1522.083333333,88.80603536,83.86158710,84.00130278,92.77553244,93.54825359,91.14780777,89.88156380,88.39576352,88.39292265,88.28968396,84.45200851,94.36306035,89.51839243,88.36087461,85.79369564,84.97196801,84.48579672,84.76691875
1552.525000000,88.82529104,83.89357625,84.03797537,92.81789101,93.57140212,91.19864820,89.91510427,88.42116483,88.42612363,88.32278776,84.49645946,94.38075165,89.55242962,88.39475277,85.85144319,85.00532618,84.51618890,84.80785970
1582.966666667,88.83672985,83.90229704,84.05314906,92.84023285,93.57908453,91.22288302,89.91520095,88.43297618,88.44023550,88.33367328,84.50872139,94.38592117,89.56215413,88.39632276,85.86020783,85.01987957,84.52759314,84.81121415
1613.408333333,88.82582971,83.88868046,84.04429035,92.83457382,93.56563633,91.21378838,89.88506090,88.42590115,88.42845156,88.31619388,84.47243030,94.37190674,89.53826993,88.35727665,85.78503564,85.01097933,84.51534627,84.75993628
1643.850000000,88.78382560,83.83711152,84.00831135,92.79082032,93.52265944,91.16274552,89.71475923,88.39663637,88.38224016,88.22644064,84.28899751,94.33531090,89.46475960,88.23796809,85.41511545,84.97420600,84.45287862,84.53561233
1674.291666667,88.69948602,83.79229176,83.96238553,92.68786084,93.43496893,91.05151994,89.06577323,88.34667866,88.28909822,87.94150035,84.23773145,94.28235508,89.38958659,88.16337467,85.34873215,84.90472274,84.41606796,84.49189104
1704.733333333,88.61505500,83.76113969,83.91925112,92.58672747,93.37104242,90.97771776,89.11960644,88.29898763,88.22418572,87.91559730,84.20161147,94.22365893,89.31030888,88.08720611,85.29862237,84.86285323,84.38707145,84.45297637
1735.175000000,88.52750698,83.73591621,83.87918515,92.42085397,93.28709574,90.87852978,88.99007614,88.24793001,88.15020330,87.81877175,84.15474271,94.16097414,89.22662646,88.00226384,85.21384620,84.81749474,84.35881136,84.39248677
1765.616666667,88.45767165,83.72682213,83.84560849,92.40367480,93.24578603,90.84776159,89.31438344,88.20561393,88.10392082,87.89478881,84.18090741,94.09723315,89.15360242,87.94836326,85.27956489,84.79493767,84.35287446,84.42062521
1796.058333333,88.40051337,83.73185241,83.82309867,92.45912386,93.21328260,90.84074248,89.40930697,88.17130422,88.05974104,87.89169867,84.21767525,94.03856854,89.09307099,87.91122290,85.35545829,84.77344229,84.35661647,84.45698533
1826.500000000,88.34934038,83.73778928,83.80621842,92.43231780,93.16580358,90.81449270,89.37373755,88.14052158,88.01647427,87.84634888,84.22827332,93.98225294,89.03412740,87.86459867,85.36666100,84.75163328,84.35744402,84.45517696
1856.941666667,88.29997160,83.73326666,83.78882420,92.39951185,93.11679247,90.78587266,89.32788656,88.11138282,87.97491984,87.79960262,84.19016549,93.92555560,88.96833768,87.79492055,85.27399206,84.73012014,84.34536970,84.39337401
1887.383333333,88.24947019,83.71977871,83.76869390,92.36419331,93.06552144,90.75450667,89.27726992,88.08189653,87.93250659,87.75084191,84.13961558,93.86648983,88.89888732,87.71975533,85.16328345,84.70720620,84.32716742,84.32369627
1917.825000000,88.19942864,83.71810535,83.75196393,92.32959620,93.01440007,90.72411064,89.22706233,88.05395957,87.89182103,87.70328841,84.17521220,93.80724408,88.84289322,87.68351153,85.24116317,84.68576061,84.33099354,84.36502640
1948.266666667,88.14848889,83.70623791,83.73467377,92.29156600,92.96035896,90.69026618,89.11287378,88.02688420,87.84968977,87.63305134,84.10927930,93.74864070,88.77447243,87.60437218,85.09303176,84.66299489,84.31047477,84.27209228
1978.708333333,88.08350576,83.69040600,83.71541655,92.22785453,92.88655971,90.62872562,88.70137935,87.99456398,87.78847564,87.44944805,84.06423419,93.68824998,88.70750264,87.53467138,84.99924967,84.62615406,84.29236200,84.21410431
2009.150000000,88.00970530,83.67141156,83.69461150,92.11424249,92.80456039,90.55345578,88.37841192,87.95946791,87.72617039,87.29689797,84.00972061,93.62593562,88.63790654,87.46004077,84.88689127,84.59049584,84.27069169,84.14524590
2039.591666667,87.94189674,83.65737603,83.67435357,91.98636380,92.73256731,90.49005344,88.39341401,87.92597481,87.67945870,87.26978339,83.99184468,93.56186629,88.57261357,87.40025165,84.85434180,84.56859871,84.25815679,84.12261885
2070.033333333,87.88000956,83.64774879,83.65553074,91.85998953,92.66065395,90.42630490,88.40899250,87.89306222,87.63519253,87.24332684,83.97991553,93.49690801,88.50866907,87.34274407,84.83031455,84.54867494,84.24858955,84.10332377
2100.475000000,87.81840562,83.63931752,83.63759557,91.70784965,92.57818578,90.34656618,88.29917827,87.85891485,87.58589861,87.17116478,83.96184113,93.43082046,88.44452772,87.28290790,84.79047806,84.52451506,84.23844484,84.07429825
2130.916666667,87.77647528,83.64645942,83.62490163,91.76804059,92.55049165,90.35246207,88.64145793,87.83526338,87.56532713,87.27128610,84.02601073,93.36637612,88.39673522,87.26614371,84.92809286,84.52151589,84.25137198,84.15096707
2161.358333333,87.75690010,83.66774574,83.62428933,91.91184820,92.54092773,90.39195025,88.77539199,87.82281925,87.55225606,87.30232029,84.09115202,93.31084460,88.37189979,87.28619170,85.06477861,84.52128442,84.27092284,84.23677174
2191.800000000,87.77332210,83.70514751,83.64713821,91.94645261,92.53471200,90.42953879,88.84300813,87.83098266,87.56740994,87.33108096,84.16390496,93.27645127,88.38348706,87.34313983,85.20339839,84.53994767,84.30292992,84.33190369
2222.241666667,87.80464202,83.73906548,83.67773986,91.98133603,92.53564454,90.47282189,88.89172370,87.85005031,87.59666867,87.36595081,84.21702893,93.25431224,88.40108509,87.37906198,85.28520018,84.56589889,84.33343764,84.38557474
2252.683333333,87.88638303,83.79795042,83.74816148,92.07016254,92.58523352,90.57595727,89.01342952,87.90919781,87.68183959,87.46377736,84.31031998,93.27743929,88.48521747,87.48472591,85.43481331,84.63391562,84.38973647,84.49419638
2283.125000000,87.98164792,83.84491228,83.81751732,92.16491378,92.64120251,90.68039320,89.10972684,87.97557298,87.77524772,87.56220182,84.38192158,93.31410608,88.57481115,87.57468796,85.53942716,84.70314890,84.43871316,84.56822601
2313.566666667,88.04806718,83.85750266,83.85192101,92.22110954,92.66870019,90.73583948,89.14207634,88.01713331,87.83265309,87.61622673,84.40182265,93.33035098,88.62173070,87.60841280,85.56275315,84.73826178,84.45760279,84.58201465
2344.008333333,88.08974671,83.85483257,83.86760050,92.25466326,92.68105258,90.76421316,89.15302161,88.04334981,87.86817841,87.64650039,84.39140884,93.33517182,88.64505104,87.61596998,85.53808530,84.75469395,84.45957868,84.56512998
2374.450000000,88.09819678,83.82619518,83.85379116,92.25250998,92.66684220,90.75226851,89.13055416,88.04380640,87.86824820,87.64002577,84.31791512,93.31528198,88.62508220,87.57409572,85.40120044,84.74306383,84.43181706,84.47883653
2404.891666667,88.08642941,83.79320478,83.83112130,92.23602112,92.64171338,90.72671230,89.09864138,88.03354258,87.85342651,87.61829812,84.24248542,93.28537255,88.58985481,87.52148917,85.26604833,84.72255680,84.39908756,84.39487440
2435.333333333,88.05714703,83.76414165,83.80317705,92.20231976,92.60288577,90.68484903,88.98077803,88.01344835,87.82193459,87.55514696,84.20125646,93.24632247,88.54684332,87.47499589,85.20603844,84.69262393,84.37283043,84.35472225
2465.775000000,88.00838355,83.74024012,83.77464507,92.14602842,92.54598660,90.62116443,88.65075707,87.98548374,87.77093487,87.40662917,84.16329280,93.20224023,88.49707711,87.42301214,85.14551954,84.65179201,84.34874553,84.31260483
2496.216666667,87.96692252,83.72764093,83.75180418,92.12497039,92.51432917,90.59719341,88.78878366,87.96296343,87.74381523,87.43384509,84.15746441,93.15864033,88.45362864,87.38750538,85.14659761,84.63355461,84.33652946,84.30827092
2526.658333333,88.03263870,83.80537236,83.82414950,92.22231560,92.58323080,90.71138433,89.09122751,88.02079390,87.83173954,87.59062350,84.33262410,93.20022292,88.57352127,87.58458351,85.49532257,84.71019073,84.41119244,84.55644501
2557.100000000,88.22392175,83.94048438,83.98891300,92.43772781,92.75126865,90.95599921,89.37413630,88.16898998,88.04039331,87.82747691,84.54059718,93.34720608,88.82185432,87.85658130,85.82295848,84.87848249,84.53807872,84.79220484
2587.541666667,88.34421543,83.95713978,84.03541451,92.52381918,92.81884402,91.03906371,89.44139596,88.23089677,88.12832422,87.91974504,84.57158237,93.40946605,88.91464668,87.92507453,85.86200378,84.93234396,84.56538952,84.81188303
2617.983333333,88.40775245,83.94529657,84.04301304,92.55700386,92.84924747,91.06019911,89.45761891,88.25862175,88.16832047,87.95805263,84.55809017,93.44002579,88.95442938,87.94271995,85.84261298,84.94299005,84.56264128,84.79306942
2648.425000000,88.44099263,83.92971793,84.03936577,92.57140396,92.86602977,91.06211830,89.46170713,88.27263053,88.18867293,87.97543569,84.53555917,93.45897406,88.97468372,87.94512521,85.81124965,84.94100622,84.55208984,84.76784944
2678.866666667,88.44526429,83.89607183,84.01598578,92.55998088,92.86229546,91.03722618,89.44285106,88.26690384,88.18166418,87.96491800,84.45029857,93.45802541,88.95823024,87.90152420,85.65595252,84.92063392,84.51693671,84.66826768
2709.308333333,88.42447464,83.85555623,83.97900633,92.52729526,92.84077769,90.99168641,89.40520210,88.24496105,88.15218131,87.93141068,84.37162087,93.43912827,88.91909263,87.84593155,85.52542395,84.88642879,84.47682331,84.58427438
2739.750000000,88.38641259,83.81633613,83.93780043,92.48226831,92.80770099,90.93624030,89.33446876,88.21424343,88.10936383,87.87658284,84.29523339,93.40947447,88.86631572,87.78077646,85.39711863,84.84640841,84.43625454,84.50160314
2770.191666667,88.32303798,83.78359421,83.89607742,92.40328632,92.74649878,90.84763806,88.90905313,88.17308730,88.03811953,87.68183613,84.24553034,93.37170503,88.80702437,87.71790951,85.32090041,84.78960069,84.40324532,84.44881921
2800.633333333,88.26019525,83.76101115,83.85829214,92.35509724,92.70557347,90.79421538,88.94637744,88.13449885,87.98604314,87.65847178,84.22156624,93.32999285,88.74734030,87.66172786,85.29051237,84.75289358,84.38022097,84.42234937
2831.075000000,88.21625656,83.76120313,83.83672810,92.33740511,92.68527245,90.77724396,89.17523380,88.10826108,87.95826540,87.71461380,84.25942549,93.29585096,88.71002862,87.64525047,85.37846476,84.73850465,84.38159053,84.46909671
2861.516666667,88.18232177,83.76711374,83.82539013,92.31488901,92.66043039,90.75752875,89.15817897,88.08827914,87.93053913,87.68696702,84.26900426,93.26835972,88.67888529,87.62200110,85.39054786,84.72465726,84.38242690,84.47108035
2891.958333333,88.14811889,83.76213584,83.81032707,92.28810521,92.63141077,90.73282063,89.12658145,88.06651411,87.89986370,87.65407234,84.23946663,93.23718301,88.63684611,87.57426482,85.32079377,84.70755529,84.37175549,84.42372384
2922.400000000,88.13399892,83.77674836,83.81581480,92.28544225,92.62201486,90.73594480,89.12887429,88.06213265,87.89339436,87.64868453,84.28004635,93.22325131,88.63251041,87.58704167,85.39780541,84.71019100,84.38643198,84.47358981
2952.841666667,88.18574433,83.83318101,83.87694259,92.35616704,92.67399499,90.82190889,89.22909424,88.10922041,87.95917208,87.72553250,84.37063397,93.26546124,88.71415070,87.69032146,85.54637015,84.77032579,84.43829411,84.58251370
2983.283333333,88.22647315,83.85115484,83.90397622,92.39340670,92.69943524,90.86364547,89.26138618,88.13452852,87.99441412,87.76327083,84.39852028,93.28675134,88.75030357,87.72088368,85.58200951,84.79889022,84.45868135,84.60444468
3013.725000000,88.27357166,83.87333719,83.93866726,92.44131141,92.73571165,90.91553429,89.30664610,88.16897612,88.04191102,87.81279028,84.43222751,93.32093079,88.80227665,87.76729219,85.63027983,84.83440710,84.48291766,84.63812637
3044.166666667,88.34197454,83.90519948,83.98783939,92.51184651,92.79305230,90.99104405,89.38426696,88.21932837,88.11176161,87.88824870,84.48368813,93.37586758,88.88387550,87.84760574,85.71336257,84.88600325,84.51682148,84.69884535
3074.608333333,88.40914433,83.92555962,84.02711441,92.57482450,92.84607724,91.05463598,89.44309007,88.26496735,88.17484359,87.95401847,84.51700200,93.43023711,88.95706684,87.91134438,85.76576448,84.92883449,84.54106886,84.73574241
3105.050000000,88.44051227,83.90263512,84.02290307,92.58909617,92.86273286,91.06047976,89.44851154,88.27633618,88.19128910,87.97017178,84.44423830,93.45027270,88.96720815,87.89337859,85.62416842,84.93040777,84.51844138,84.64904545
3135.491666667,88.41834458,83.84361903,83.97792258,92.53737451,92.82878995,90.99377973,89.21807495,88.24874507,88.14754958,87.86346417,84.29900696,93.43061820,88.91572627,87.81106912,85.36189588,84.88397711,84.45776934,84.48840041
3165.933333333,88.34454487,83.78815276,83.92474348,92.40405251,92.74512920,90.86177534,88.50790760,88.19926359,88.05491026,87.55940582,84.19990043,93.39387119,88.84878999,87.73201119,85.20299318,84.80595244,84.40436088,84.38914820
3196.375000000,88.27168273,83.75078889,83.87532017,92.34492139,92.70344559,90.79800582,88.69408873,88.15343374,87.99825358,87.58490053,84.16612199,93.34945092,88.78133152,87.67004799,85.17129680,84.76383287,84.37092526,84.36211342
3226.816666667,88.23012097,83.75327282,83.85028293,92.36185427,92.69837647,90.79797730,89.15801076,88.12625933,87.97819700,87.72495605,84.24370123,93.31599404,88.75027888,87.67816734,85.35586111,84.75479126,84.37905521,84.46745945
3257.258333333,88.19061187,83.75002518,83.82708587,92.33077016,92.66721486,90.76699348,89.15831748,88.09698982,87.94010828,87.69511071,84.22064507,93.28076527,88.70024502,87.62630731,85.30082559,84.73114467,84.36696844,84.42314919
3287.700000000,88.15373430,83.75289133,83.81063103,92.29999262,92.63620354,90.73857151,89.12817255,88.07201333,87.90597196,87.65956445,84.24193580,93.24771730,88.66107886,87.59794676,85.34202797,84.71093804,84.36841115,84.44029430
3318.141666667,88.12572786,83.76059052,83.80417653,92.28072344,92.61344439,90.72358829,89.10835032,88.05597533,87.88354995,87.63579203,84.25347755,93.22225098,88.63250344,87.57523609,85.35449220,84.70064019,84.37228017,84.44347158
3348.583333333,88.12737614,83.78633545,83.82462053,92.29634809,92.61873244,90.74803221,89.13082623,88.06482872,87.89538247,87.64974497,84.29194821,93.22296853,88.64554838,87.59839401,85.41129383,84.71806279,84.39414554,84.48294783
3379.025000000,88.11657986,83.77608856,83.81875338,92.28665622,92.60345316,90.74071223,89.11212496,88.05660369,87.88348838,87.63583620,84.23055914,93.20518968,88.61638843,87.54916192,85.27157820,84.71279463,84.37850367,84.39654840
3409.466666667,88.09496299,83.76759329,83.80673550,92.26621408,92.57977956,90.72085917,89.07603705,88.04210571,87.86240959,87.60901762,84.23941184,93.18005718,88.58825858,87.52653131,85.29809119,84.69926583,84.37567805,84.40935078
3439.908333333,88.04490312,83.72827966,83.78062180,92.19996704,92.52073934,90.65165292,88.59336570,88.01319793,87.80472421,87.40534048,84.06770980,93.14519428,88.52198520,87.41696450,84.93877720,84.65766193,84.32182435,84.19411049
3470.350000000,87.98443003,83.70337720,83.75060046,92.14669051,92.47005923,90.59599241,88.47645090,87.97913358,87.75206513,87.33048851,84.07721024,93.10071715,88.46933572,87.37859382,84.98820152,84.62297740,84.30827835,84.22139019
3500.791666667,87.90652481,83.67468933,83.71964281,91.98736172,92.38461340,90.49172363,88.03659946,87.93722758,87.67790914,87.13018304,83.99016484,93.05228871,88.39939240,87.29313480,84.81398392,84.57490113,84.27315513,84.11248389
3531.233333333,87.82128413,83.64563288,83.68864716,91.74176460,92.28622110,90.36516061,87.75556022,87.89178302,87.60579654,86.98737505,83.91647206,92.99987119,88.32830693,87.21086197,84.67034167,84.53232574,84.24079568,84.02368754
3561.675000000,87.77788249,83.64882639,83.66584129,91.63940532,92.26156025,90.34500183,88.65658734,87.86209606,87.60052561,87.29031773,84.02740776,92.94543478,88.28301333,87.20631272,84.92010974,84.54279129,84.25904570,84.16300357
3592.116666667,87.73812452,83.65643405,83.64734293,91.63548054,92.22035712,90.31286319,88.68781230,87.83139932,87.56324617,87.27037287,84.05462641,92.89135353,88.22889752,87.16668588,84.96855492,84.52491244,84.26294055,84.17874481
