time,H1-3892,H1-1664,H1-162,H3-3521,H3-3988,H3-3417,H3-3829,H3-3357,H3-3594,H3-3892,H3-1152,H3-313,H3-209,H3-331,H3-707,H3-3956,H3-2270,H3-521
1.000000000000,91.38736348,85.80810811,85.96564609,98.05781568,97.83781587,93.20370951,92.14570600,89.83348716,90.47570766,91.08325350,86.18148235,98.48035993,91.34122493,89.65890670,87.66708196,87.67355741,86.06904031,86.24133099
2.000000000000,91.31794311,85.79816402,85.96564333,97.99727000,97.79216171,93.01769473,92.05789642,89.67436999,90.38090265,91.01401131,86.16625764,98.38489959,91.33015210,89.64501442,87.64159976,87.66138254,86.05103038,86.23849691
