pointid       X              Y                       multiplier
1      975119.226466052     129592.310996287              1.0000000E+00
2      976300.786089145     129355.999071668              1.0000000E+00
3      977417.897005524     129979.003236572              1.0000000E+00
4      978470.559215188     129785.657116429              1.0000000E+00
5      979072.080477854     129248.584560478              1.0000000E+00
6      978470.559215188     128217.405253051              1.0000000E+00
7      978814.285650997     127035.845629959              1.0000000E+00
8      979952.879469614     126649.153389674              1.0000000E+00
9      980618.849438994     127336.606261291              1.0000000E+00
10     981392.233919564     128238.888155289              1.0000000E+00
11     982552.310640418     128152.956546337              1.0000000E+00
12     983755.353165749     128861.892320193              1.0000000E+00
13     984614.669255271     129484.896485096              1.0000000E+00
14     985774.745976126     130000.48613881               1.0000000E+00
15     985495.468247031     128904.858124669              1.0000000E+00
16     985001.361495556     127852.195915005              1.0000000E+00
17     985151.741811223     126821.016607578              1.0000000E+00
18     986182.921118649     126584.704682959              1.0000000E+00
19     985882.160487316     125575.008277771              1.0000000E+00
20     986247.369825363     124522.346068106              1.0000000E+00
21     987106.685914885     123770.444489775              1.0000000E+00
22     988008.967808884     123211.889031585              1.0000000E+00
23     988911.249702882     122760.748084586              1.0000000E+00
24     988782.352289453     121965.880701778              1.0000000E+00
25     988524.557462597     120762.838176447              1.0000000E+00
26     987858.587493217     120204.282718258              1.0000000E+00
27     986848.891088029     120891.735589876              1.0000000E+00
28     986204.404020887     121794.017483874              1.0000000E+00
29     985173.224713461     122825.1967913                1.0000000E+00
30     984056.113797082     123620.064174108              1.0000000E+00
31     983089.38319637      124049.722218869              1.0000000E+00
32     981993.755182229     124157.13673006               1.0000000E+00
33     980876.64426585      123856.376098727              1.0000000E+00
34     980446.986221089     123211.889031585              1.0000000E+00
35     979351.358206949     123512.649662918              1.0000000E+00
36     978513.525019665     123254.854836061              1.0000000E+00
37     977976.452463713     122567.401964444              1.0000000E+00
38     977267.516689858     122352.572942063              1.0000000E+00
39     976257.820284669     122825.1967913                1.0000000E+00
40     975527.401608575     123276.337738299              1.0000000E+00
41     974732.534225767     122696.299377872              1.0000000E+00
42     974410.290692197     123834.893196489              1.0000000E+00
43     973550.974602674     124307.517045726              1.0000000E+00
44     973207.248166866     124973.487015106              1.0000000E+00
45     974066.564256388     125424.627962105              1.0000000E+00
46     974839.948736958     126283.944051627              1.0000000E+00
47     974711.051323529     127336.606261291              1.0000000E+00
48     974646.602616815     128582.614591098              1.0000000E+00
49     975334.055488433     127981.093328433              1.0000000E+00
50     975828.162239908     128926.341026907              1.0000000E+00
51     977353.44829881      128969.306831383              1.0000000E+00
52     977826.072148047     128195.922350813              1.0000000E+00
53     977439.379907762     126949.914021006              1.0000000E+00
54     976537.098013764     127809.230110528              1.0000000E+00
55     976279.303186907     126262.461149389              1.0000000E+00
56     975699.26482648      125660.939886723              1.0000000E+00
57     975033.2948571       125532.042473295              1.0000000E+00
58     974818.46583472      124715.692188249              1.0000000E+00
59     973959.149745198     124608.277677059              1.0000000E+00
60     974882.914541434     124135.653827822              1.0000000E+00
61     975656.299022004     124307.517045726              1.0000000E+00
62     976085.957066765     123641.547076346              1.0000000E+00
63     976816.375742858     123555.615467394              1.0000000E+00
64     976902.307351811     124586.794774821              1.0000000E+00
65     976150.405773479     125231.281841962              1.0000000E+00
66     976816.375742858     125403.145059867              1.0000000E+00
67     977331.965396572     125102.384428534              1.0000000E+00
68     977912.003756999     125854.286006866              1.0000000E+00
69     977117.136374191     126219.495344913              1.0000000E+00
70     978234.24729057      126391.358562817              1.0000000E+00
71     978470.559215188     125446.110864343              1.0000000E+00
72     978062.384072665     124715.692188249              1.0000000E+00
73     977353.44829881      124092.688023345              1.0000000E+00
74     977267.516689858     123082.991618157              1.0000000E+00
75     977976.452463713     123362.269347252              1.0000000E+00
76     978341.66180176      123942.307707679              1.0000000E+00
77     979136.529184568     124221.585436774              1.0000000E+00
78     979115.04628233      124994.969917344              1.0000000E+00
79     979007.63177114      125897.251811342              1.0000000E+00
80     979781.01625171      126112.080833722              1.0000000E+00
81     980038.811078566     125553.525375533              1.0000000E+00
82     979974.362371852     124586.794774821              1.0000000E+00
83     980597.366536756     124436.414459154              1.0000000E+00
84     981263.336506135     124436.414459154              1.0000000E+00
85     980726.263950184     125403.145059867              1.0000000E+00
86     980769.22975466      126262.461149389              1.0000000E+00
87     981112.956190469     126928.431118768              1.0000000E+00
88     981757.44325761      127529.952381434              1.0000000E+00
89     982466.379031466     127250.674652339              1.0000000E+00
90     983454.592534417     127680.3326971                1.0000000E+00
91     984378.357330653     128131.473644099              1.0000000E+00
92     984163.528308272     127014.36272772               1.0000000E+00
93     983218.280609798     126434.324367293              1.0000000E+00
94     982015.238084467     125553.525375533              1.0000000E+00
95     981757.44325761      126283.944051627              1.0000000E+00
96     982960.485782941     125102.384428534              1.0000000E+00
97     983368.660925464     124715.692188249              1.0000000E+00
98     984056.113797082     124371.96575244               1.0000000E+00
99     984657.635059747     124286.034143488              1.0000000E+00
100    984936.912788842     125274.247646438              1.0000000E+00
101    983733.870263511     125682.422788961              1.0000000E+00
102    984249.459917224     126305.426953865              1.0000000E+00
103    985151.741811223     126047.632127008              1.0000000E+00
104    985667.331464936     124307.517045726              1.0000000E+00
105    985194.707615699     123491.16676068               1.0000000E+00
106    985774.745976126     123405.235151728              1.0000000E+00
107    986440.715945506     123834.893196489              1.0000000E+00
108    986891.856892505     123620.064174108              1.0000000E+00
109    986977.788501457     123104.474520395              1.0000000E+00
110    986483.681749982     123233.371933823              1.0000000E+00
111    985968.092096269     123018.542911443              1.0000000E+00
112    986247.369825363     122417.021648777              1.0000000E+00
113    986762.959479077     122352.572942063              1.0000000E+00
114    986999.271403695     121450.291048065              1.0000000E+00
115    986827.408185791     122803.713889062              1.0000000E+00
116    987514.861057408     123340.786445014              1.0000000E+00
117    987966.002004407     122760.748084586              1.0000000E+00
118    988481.591658121     122825.1967913                1.0000000E+00
119    987364.480741742     122266.641333111              1.0000000E+00
120    987450.412350694     121579.188461493              1.0000000E+00
121    987987.484906645     120891.735589876              1.0000000E+00
122    988266.76263574      121557.705559255              1.0000000E+00
123    987966.002004407     122137.743919683              1.0000000E+00
124    978083.866974904     125080.901526296              1.0000000E+00
125    978792.802748759     125274.247646438              1.0000000E+00
126    977589.760223428     126155.046638198              1.0000000E+00
127    977675.69183238      124457.897361392              1.0000000E+00
128    978577.973726379     124436.414459154              1.0000000E+00
129    979437.289815901     124586.794774821              1.0000000E+00
130    982466.379031466     126498.773074007              1.0000000E+00
131    982745.656760561     125703.905691199              1.0000000E+00
132    983454.592534417     127035.845629959              1.0000000E+00
133    986311.818532077     123448.200956204              1.0000000E+00
134    986698.510772362     123330.044993895              1.0000000E+00
135    986698.510772362     123018.542911443              1.0000000E+00
136    987224.841877195     123340.786445014              1.0000000E+00
137    987342.997839504     122964.835655848              1.0000000E+00
138    987138.910268242     122696.299377872              1.0000000E+00
139    986408.491592149     122954.094204729              1.0000000E+00
140    986537.389005577     122341.831490944              1.0000000E+00
141    985710.297269412     122717.78228011               1.0000000E+00
142    986096.989509697     123244.113384942              1.0000000E+00
143    986977.788501457     123276.337738299              1.0000000E+00
144    986741.476576839     123770.444489775              1.0000000E+00
145    986601.837712291     123598.58127187               1.0000000E+00
146    987181.876072719     123018.542911443              1.0000000E+00
147    986999.271403695     122470.728904372              1.0000000E+00
148    986634.062065648     122588.884866682              1.0000000E+00
149    986666.286419005     122094.778115207              1.0000000E+00
150    986064.76515634      122696.299377872              1.0000000E+00
151    986805.925283553     121708.085874922              1.0000000E+00
152    986311.818532077     122084.036664088              1.0000000E+00
153    985484.726795912     123104.474520395              1.0000000E+00
154    986043.282254102     123534.132565156              1.0000000E+00
155    986150.696765292     124071.205121107              1.0000000E+00
156    987020.754305933     123394.493700609              1.0000000E+00
157    987321.514937266     123512.649662918              1.0000000E+00
158    986258.111276482     123072.250167038              1.0000000E+00
159    987675.982824194     122578.143415563              1.0000000E+00
160    987514.861057408     122717.78228011               1.0000000E+00
161    987901.553297693     121686.602972684              1.0000000E+00
162    978535.007921903     125037.93572182               1.0000000E+00
163    978696.129688688     124704.95073713               1.0000000E+00
164    977235.2923365       124468.638812511              1.0000000E+00
165    977052.687667477     125779.095849032              1.0000000E+00
166    979211.719342401     125435.369413224              1.0000000E+00
167    978782.06129764      124049.722218869              1.0000000E+00
168    977783.106343571     123781.185940894              1.0000000E+00
169    977740.140539095     122878.904046895              1.0000000E+00
170    979781.01625171      124683.467834892              1.0000000E+00
171    979437.289815901     125209.798939724              1.0000000E+00
172    976537.098013764     124823.106699439              1.0000000E+00
173    976085.957066765     125660.939886723              1.0000000E+00
174    975720.747728718     125231.281841962              1.0000000E+00
175    975430.728548504     124866.072503915              1.0000000E+00
176    976848.600096216     124124.912376702              1.0000000E+00
177    976494.132209288     123265.59628718               1.0000000E+00
178    978910.958711069     124866.072503915              1.0000000E+00
179    977890.520854761     124157.13673006               1.0000000E+00
180    978223.505839451     124425.673008035              1.0000000E+00
181    977342.706847691     123663.029978584              1.0000000E+00
182    977031.204765239     125295.730548676              1.0000000E+00
183    980382.537514375     125091.642977415              1.0000000E+00
184    980597.366536756     125832.803104628              1.0000000E+00
185    980081.776883042     123813.410294251              1.0000000E+00
186    980575.883634518     123781.185940894              1.0000000E+00
187    981360.009566206     125177.574586367              1.0000000E+00
188    983014.193038537     127175.484494506              1.0000000E+00
189    984754.308119819     125607.232631128              1.0000000E+00
190    983357.919474345     125424.627962105              1.0000000E+00
191    984313.908623939     125037.93572182               1.0000000E+00
192    983035.675940775     124565.311872583              1.0000000E+00
193    974463.997947792     124318.258496845              1.0000000E+00
194    975215.899526124     126369.875660579              1.0000000E+00
195    975892.610946622     127755.522854933              1.0000000E+00
196    983583.489947845     128410.751373194              1.0000000E+00
197    976064.474164527     123996.014963274              1.0000000E+00
198    974560.671007863     124919.77975951               1.0000000E+00
199    981542.61423523      125907.993262461              1.0000000E+00
200    975763.713533194     126982.138374363              1.0000000E+00
201    978749.836944283     126380.617111698              1.0000000E+00
202    980296.605905423     124296.775594607              1.0000000E+00
203    984593.186353034     124790.882346082              1.0000000E+00
204    987214.100426076     122041.070859611              1.0000000E+00
205    977826.072148047     124919.77975951               1.0000000E+00
206    975011.811954862     125134.608781891              1.0000000E+00
207    977761.623441333     125499.818119938              1.0000000E+00
208    979480.255620377     126423.582916174              1.0000000E+00
209    985098.034555628     124554.570421464              1.0000000E+00
210    985806.970329483     124747.916541606              1.0000000E+00
211    984765.049570938     123598.58127187               1.0000000E+00
212    980876.64426585      126552.480329602              1.0000000E+00
213    987504.11960629      121031.374454423              1.0000000E+00
214    986784.442381315     123480.425309561              1.0000000E+00
215    986891.856892505     123362.269347252              1.0000000E+00
216    987214.100426076     123168.923227109              1.0000000E+00
217    986773.700930196     123147.440324871              1.0000000E+00
218    986988.529952576     122878.904046895              1.0000000E+00
219    986472.940298863     123523.391114037              1.0000000E+00
220    986950.93487366      123496.537486239              1.0000000E+00
221    987332.256388385     122803.713889062              1.0000000E+00
222    986827.408185791     123346.157170573              1.0000000E+00
223    986698.510772363     123448.200956204              1.0000000E+00
224    986591.096261172     123313.932817216              1.0000000E+00
225    986607.208437851     122921.869851372              1.0000000E+00
226    987079.832287088     122272.012058671              1.0000000E+00
227    978459.81776407      124592.16550038               1.0000000E+00
228    978266.471643927     124957.374838427              1.0000000E+00
229    978379.256880677     125182.945311927              1.0000000E+00
230    978884.105083271     126155.046638198              1.0000000E+00
231    977407.155554405     124887.555406153              1.0000000E+00
232    978889.475808831     124377.336478                 1.0000000E+00
233    979383.582560306     124849.960327237              1.0000000E+00
234    979689.713917198     125338.696353152              1.0000000E+00
235    979695.084642758     125762.983672354              1.0000000E+00
236    978642.422433093     125902.622536901              1.0000000E+00
237    981870.22849436      126171.158814877              1.0000000E+00
238    981612.433667504     126300.056228305              1.0000000E+00
239    981231.112152778     126090.597931484              1.0000000E+00
240    980924.980795886     125682.422788961              1.0000000E+00
241    980382.537514375     125435.369413224              1.0000000E+00
242    982111.911144538     124876.813955034              1.0000000E+00
243    976730.444133906     127089.552885554              1.0000000E+00
244    975731.489179837     126530.997427364              1.0000000E+00
245    976053.732713408     126735.084998626              1.0000000E+00
246    975989.284006693     127196.967396744              1.0000000E+00
247    975473.69435298      126165.788089317              1.0000000E+00
248    976010.766908931     126230.236796032              1.0000000E+00
249    975398.504195147     124286.034143488              1.0000000E+00
250    975323.314037314     123931.56625656               1.0000000E+00
251    975484.435804099     124049.722218869              1.0000000E+00
252    975087.002112695     123684.512880822              1.0000000E+00
253    974839.948736958     123340.786445014              1.0000000E+00
254    975484.435804099     123544.874016275              1.0000000E+00
255    974421.032143316     125274.247646438              1.0000000E+00
256    974324.359083244     125091.642977415              1.0000000E+00
257    974356.583436601     124855.331052796              1.0000000E+00
258    974829.207285839     124909.038308391              1.0000000E+00
259    976397.459149216     125865.027457985              1.0000000E+00
260    976171.888675717     124382.707203559              1.0000000E+00
261    976569.322367121     124286.034143488              1.0000000E+00
262    976386.717698097     124135.653827822              1.0000000E+00
263    976827.117193977     124898.296857272              1.0000000E+00
264    977374.931201048     125424.627962105              1.0000000E+00
265    976494.132209288     128346.30266648               1.0000000E+00
266    975291.089683957     127293.640456815              1.0000000E+00
267    976859.341547335     126627.670487436              1.0000000E+00
268    984346.132977296     124167.878181179              1.0000000E+00
269    984625.41070639      127218.450298982              1.0000000E+00
270    976741.185585025     125972.441969175              1.0000000E+00
271    977385.672652167     125907.993262461              1.0000000E+00
272    981531.872784111     125639.456984485              1.0000000E+00
273    983540.524143369     124479.38026363               1.0000000E+00
274    981918.565024396     124404.190105797              1.0000000E+00
275    980264.381552066     125961.700518056              1.0000000E+00
276    982734.915309442     127691.074148219              1.0000000E+00
277    983841.284774701     124812.36524832               1.0000000E+00
