real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.4947,84.6357,85.3994,94.827,94.5413,91.5691,90.1037,88.3001,88.9661,89.3817,84.8581,98.1873,90.734,88.2456,86.5761,87.509,84.8554,85.4011,-8357.38,-10769.3,0.112984,-6919.47,-9302.02
1,89.8506,84.6219,85.4141,95.0222,95.1947,91.7813,90.1567,88.4845,89.2451,89.7365,84.9434,98.6261,90.7424,88.3157,86.5907,87.5754,84.6449,85.482,-8025.91,-11473.9,0.114099,-6304.82,-9667.73
2,89.8219,84.8931,85.662,94.8032,94.7966,91.744,90.2515,88.2923,89.0526,89.7087,85.0912,98.2956,90.7914,88.3258,86.3902,87.6505,84.9051,85.5251,-9026.3,-11654.6,0.113209,-7504.12,-10096.7
3,89.7526,84.8184,85.6123,95.0046,94.3963,91.8391,90.2515,88.2425,88.9834,89.6513,84.9684,98.2577,90.8591,88.5319,86.349,87.159,84.7803,85.4525,-8533.18,-11279.4,0.101274,-7538.42,-10245.2
4,89.9046,84.5148,85.6194,94.927,94.8845,91.5903,89.9398,88.3491,89.3834,89.8037,84.9463,98.3297,90.7344,88.3442,86.2986,87.4381,84.511,85.8108,-9458.25,-12539.1,0.10092,-8049.67,-11088.6
5,89.7021,84.585,85.6351,94.8881,94.4949,91.6467,89.9149,88.2992,89.0176,89.5909,84.8158,98.8989,90.7104,88.1568,86.1801,87.5014,84.5925,85.3515,-8752.41,-11649.2,0.111278,-7208.39,-10051.9
6,89.8227,84.6113,85.6876,94.3961,94.167,91.5662,89.9458,88.4757,89.1643,89.7348,85.0306,98.5772,90.5693,88.1972,86.4211,87.4291,84.7474,85.8305,-7548.28,-10385.6,0.0878298,-6596.96,-9410.2
7,89.783,84.6946,85.6046,94.902,94.9317,91.5961,89.7601,88.4026,89.0196,89.7017,84.7127,98.3544,91.0657,88.3227,86.4355,87.5539,84.5283,85.6614,-7769.75,-11377.8,0.0812454,-6587.27,-10144.2
8,89.8639,84.6362,85.5365,94.7704,95.2691,91.7351,90.2541,88.398,89.1572,89.7764,84.9382,98.6458,90.6208,88.4288,86.5918,87.5705,84.6665,85.6181,-7344.19,-10306.7,0.0874806,-6041.95,-8931.05
9,89.8238,84.7012,85.4411,94.8074,94.9187,91.7342,90.2402,88.226,89.1739,89.7127,84.9045,98.9601,90.8102,88.3111,86.5759,87.6099,84.794,85.5389,-7991.3,-10094.1,0.111034,-6404.01,-8469.05
