iteration,total_runs,obs_realization,par_realization,heads1,heads3,streams,headiff,pstreams
0,200,0,0,187.326,118.951,147.056,3554.08,0
0,200,1,1,601.805,227.209,72.4161,4926.21,0
0,200,2,2,984.854,805.071,303.191,21.6175,0
0,200,3,3,268.9,104.301,28.6644,1467.66,0
0,200,4,4,151.717,41.764,197.818,218.355,0
0,200,5,5,307.551,146.523,89.3421,1839.94,0
0,200,6,6,259.48,172.96,8.83627,424.14,0
0,200,7,7,397.039,188.758,3.43027,883.311,0
0,200,8,8,28.153,230.368,10.6575,234.285,0
0,200,9,9,1447.3,641.674,2.00209,1842.69,0
0,200,10,10,133.056,164.057,622.695,10966.1,0
0,200,11,11,779.317,267.992,50.7112,140.034,0
0,200,12,12,168.785,85.9107,121.864,268.252,0
0,200,13,13,35.0487,98.3981,35.6688,423.359,0
0,200,14,14,114.665,283.691,11.4782,6382.32,0
0,200,15,15,195.399,321.716,59.7807,73.9638,0
0,200,16,16,769.545,274.446,45.5316,45.7751,0
0,200,17,17,161.672,159.454,55.1169,2995.79,0
0,200,18,18,95.9435,102.021,67.3209,110.758,0
0,200,19,19,145.316,169.776,19.6535,644.375,0
0,200,20,20,353.535,149.512,1.87898,823.042,0
0,200,21,21,518.859,161.94,56.9849,95.3369,0
0,200,22,22,712.505,221.671,56.317,2276.07,0
0,200,23,23,22.6732,29.6972,84.5638,1891.39,0
0,200,24,24,367.104,151.733,16.5556,807.608,0
0,200,25,25,611.726,247.948,34.2063,1.75748,0
0,200,26,26,360.4,118.695,65.7608,492.201,0
0,200,27,27,225.929,358.018,123.604,232.671,0
0,200,28,28,333.196,89.9997,3.14866,1831.79,0
0,200,29,29,31.3673,168.315,1.38842,0.708556,0
0,200,30,30,116.398,206.77,187.868,1343.88,0
0,200,31,31,22.8415,103.967,6.83469,1112.39,0
0,200,32,32,828.527,500.472,26.5575,115.066,0
0,200,33,33,123.002,69.3104,333.289,145.567,0
0,200,34,34,130.883,206.493,51.807,8579.66,0
0,200,35,35,479.955,293.572,21.0838,654.536,0
0,200,36,36,1033,521.498,35.7216,214.412,0
0,200,37,37,181.826,228.402,2.18123,6.97579,0
0,200,38,38,341.505,309.935,45.2904,576.781,0
0,200,39,39,631.783,853.044,5.44673,0.886403,0
0,200,40,40,161.733,289.215,0.373622,92.6296,0
0,200,41,41,183.166,134.783,266.429,241.5,0
0,200,42,42,413.6,214.014,2.61152,3371.38,0
0,200,43,43,99.146,168.832,20.6973,93.0127,0
0,200,44,44,387.538,135.34,68.9787,335.122,0
0,200,45,45,66.1624,137.271,154.406,87.0572,0
0,200,46,46,68.6014,203.604,88.8196,1252.32,0
0,200,47,47,240.344,115.896,12.1941,1008.65,0
0,200,48,48,108.51,65.4164,49.0236,184.754,0
0,200,49,49,76.806,87.2904,12.1805,118.164,0
0,200,50,50,1162.03,444.935,68.5041,1482.34,0
0,200,51,51,31.154,38.6521,1.8391,1309.36,0
0,200,52,52,489.974,216.436,57.991,2360.18,0
0,200,53,53,542.952,416.163,18.7189,1108.61,0
0,200,54,54,1016.71,475.425,43.1741,2669.29,0
0,200,55,55,335.281,234.758,14.0644,602.253,0
0,200,56,56,205.523,79.6234,5.44795,95.4943,0
0,200,57,57,795.071,315.426,75.4136,995.478,0
0,200,58,58,184.908,90.2125,2.98704,2389.7,0
0,200,59,59,517.433,580.924,338.167,3546.21,0
0,200,60,60,123.337,117.734,17.1466,1950.05,0
0,200,61,61,194.02,197.735,135.403,3605.19,0
0,200,62,62,1104.45,715.611,157.028,59.4253,0
0,200,63,63,985.019,379.737,97.8252,4.40663,0
0,200,64,64,739.727,431.99,17.606,1161.71,0
0,200,65,65,91.263,89.9386,5.43113,267.481,0
0,200,66,66,145.437,58.8604,7.41245,14.8876,0
0,200,67,67,296.875,190.507,5.91551,46.3838,0
0,200,68,68,210.071,162.174,62.2346,787.583,0
0,200,69,69,419.55,243.248,3.15636,434.705,0
0,200,70,70,101.036,48.7743,25.8688,12.8739,0
0,200,71,71,259.063,74.6021,0.0200256,698.973,0
0,200,72,72,844.672,605.635,120.79,431.388,0
0,200,73,73,709.856,151.343,33.5802,0.179859,0
0,200,74,74,119.442,88.7309,2.33605,1880.14,0
0,200,75,75,60.5863,69.7674,68.3241,20.6513,0
