real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.4945,84.6352,85.3986,94.828,94.546,91.5698,90.1027,88.3003,88.9653,89.3815,84.8585,98.1883,90.735,88.2458,86.577,87.5109,84.8545,85.4006,-8355.98,-10779.8,0.113001,-6917.19,-9311.52
1,89.8015,84.6197,85.4157,94.9742,95.053,91.7436,90.0879,88.4646,89.2083,89.6872,84.9407,98.6268,90.7396,88.313,86.5876,87.5697,84.6425,85.4812,-8006.11,-11441.3,0.114289,-6328.93,-9687.57
2,89.8201,84.8923,85.6609,94.8038,94.7962,91.7432,90.2487,88.2919,89.0513,89.7069,85.0908,98.2957,90.7932,88.326,86.3902,87.6507,84.904,85.524,-9026.47,-11663.1,0.11319,-7504.51,-10105.3
3,89.7535,84.8185,85.6133,95.0043,94.3991,91.8397,90.2524,88.2434,88.984,89.6523,84.9692,98.2582,90.8594,88.5314,86.3499,87.1612,84.7802,85.4534,-8532.37,-11286.8,0.101216,-7537.72,-10252.5
4,89.9046,84.5161,85.6208,94.9308,94.8912,91.5927,89.9417,88.3499,89.383,89.8037,84.9481,98.3317,90.7352,88.3441,86.2997,87.4406,84.5113,85.8119,-9461.41,-12555.7,0.100988,-8053.6,-11105.7
5,89.7014,84.5845,85.6368,94.8878,94.4925,91.6452,89.9139,88.2989,89.0171,89.5902,84.8146,98.8991,90.7103,88.156,86.1782,87.501,84.592,85.3502,-8750.13,-11640.7,0.111225,-7206.19,-10043.5
6,89.8226,84.6103,85.6889,94.3952,94.1678,91.5662,89.9449,88.477,89.1657,89.7347,85.0307,98.5778,90.5701,88.1979,86.4222,87.4298,84.7455,85.8312,-7552.87,-10400,0.0879054,-6600.43,-9423.32
7,89.7811,84.6951,85.6071,94.9019,94.9285,91.5951,89.7572,88.401,89.0183,89.7,84.712,98.3534,91.067,88.3225,86.4341,87.5538,84.5283,85.6613,-7773.1,-11373.6,0.0811688,-6590.5,-10139.9
8,89.8756,84.6356,85.5361,94.782,95.2814,91.7503,90.2724,88.4024,89.1674,89.7883,84.9369,98.645,90.6178,88.4261,86.5893,87.5725,84.6661,85.6166,-7367.28,-10322,0.0873349,-5933.27,-8805.67
9,89.8267,84.7016,85.4418,94.809,94.9222,91.7351,90.2428,88.2265,89.1755,89.7157,84.9051,98.9601,90.8108,88.3111,86.5763,87.6129,84.794,85.5388,-8001.51,-10110.4,0.111022,-6413.44,-8484.61
10,89.6449,84.7114,85.6486,95.4231,95.137,91.6406,90.1144,88.3337,88.9724,89.518,85.0168,98.4127,90.7602,88.4727,86.5641,87.319,84.5977,85.8108,-9167.48,-11097.9,0.126941,-7898.15,-9804.71
11,89.8163,84.6129,85.4546,94.7606,94.8006,91.9959,90.2821,88.4024,89.0613,89.7154,84.8686,98.6975,90.8093,88.3843,86.2873,87.4205,84.5698,85.4348,-7444.09,-10719.8,0.100837,-6429.71,-9633.52
12,89.9868,84.5588,85.3612,95.0487,94.717,91.7763,90.2345,88.2967,89.1102,89.8786,84.8319,98.3426,90.7039,88.1157,86.3109,87.5408,84.7894,85.4208,-7942.12,-11000.4,0.108166,-6652.27,-9694.13
13,89.5839,84.7387,85.4523,94.8631,94.5054,91.3759,89.8392,88.3683,88.9747,89.4882,84.9625,98.1637,90.8529,88.3337,86.377,87.3147,84.8945,85.3556,-7773.11,-10373.9,0.0956961,-6133.96,-8707.6
14,89.8496,84.5728,85.359,94.8842,94.5931,91.6765,90.0723,88.5149,89.142,89.7299,84.839,98.5316,90.7041,88.3427,86.4425,87.6135,84.7312,85.4493,-9276.9,-12563.6,0.119715,-7783.88,-11004.6
15,89.946,84.6604,85.9339,94.6509,95.1495,91.6481,90.3382,88.3805,89.1284,89.8492,84.879,98.8723,90.7712,88.2266,86.3833,87.6236,84.598,85.7007,-8132.14,-10753.5,0.0967641,-7259.25,-9861.47
16,89.6752,84.6587,85.4117,95.0363,94.7876,91.7378,89.8475,88.523,89.1283,89.5569,84.998,98.5718,90.9337,88.4028,86.4995,87.2983,84.5813,85.5612,-8521.1,-11548.4,0.118307,-6809.89,-9809.98
17,89.5699,84.6092,85.4631,94.8532,94.6157,91.4673,89.8535,88.3998,89.3081,89.4555,84.9488,98.4527,90.1628,87.9119,86.4744,87.7459,84.6127,85.5103,-8120.97,-11075.3,0.114408,-6752.38,-9661.14
18,89.8387,84.5234,85.5861,94.8155,94.9073,91.4282,90.2443,88.1581,88.9061,89.7362,84.8894,98.6843,90.7995,88.3909,86.5178,87.4302,84.7963,85.7624,-7911.01,-10796.8,0.102561,-6333.22,-9169.11
