real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.2211,85.1014,85.6956,94.6811,93.6888,91.3131,89.6621,88.2195,88.759,89.0007,85.323,97.5943,91.0521,88.5755,86.9471,87.4964,85.2607,85.7486,-10351.7,-12612.1,0.220404,-8925.36,-11166.4
1,91.1725,84.5454,85.9652,95.2501,96.328,92.1351,91.4961,88.9009,90.0377,90.9314,84.9996,98.6712,90.9053,88.5957,86.8096,87.672,84.6878,85.895,-9419.47,-12793.5,0.241093,-7956.03,-11279.1
2,91.3057,85.1063,84.5097,97.0242,97.2532,93.3027,91.9975,89.067,90.4302,91.211,84.877,97.0694,90.031,87.4152,85.6855,88.2627,85.2065,84.7464,-10962.8,-13743.5,0.0946276,-9433.19,-12170.4
3,89.9177,85.3227,84.8118,95.535,94.7349,92.4775,90.7123,88.6997,89.4884,89.739,85.3526,97.7797,90.2555,88.0428,86.2642,87.1897,85.1644,85.4871,-7581.24,-10484.4,0.178705,-6636.41,-9475.21
4,89.4165,85.1035,85.8436,94.9986,95.065,91.5611,89.5874,88.4946,89.1314,89.2839,85.4411,98.2714,90.8358,88.576,86.642,87.4241,84.6818,86.2399,-9939.54,-13981.9,0.132648,-8645.21,-12635.3
5,90.6715,84.9957,85.9636,96.0781,95.2383,92.5015,90.919,88.8323,89.7228,90.4838,85.0685,98.774,90.4786,88.023,86.2033,87.6684,84.9019,85.5209,-9850.85,-12464.8,0.187678,-8360.19,-10925
6,90.3876,84.2641,84.8422,94.5969,94.4883,91.9296,90.3868,89.187,89.8158,90.2435,84.5315,98.5222,89.6096,87.232,85.6312,87.564,84.5037,84.9483,-8586.79,-11910.5,0.144034,-7624.31,-10898.6
7,89.1259,84.0084,84.863,95.4676,95.7411,92.0197,89.2509,88.4587,88.7381,88.964,84.0809,97.9328,90.7732,87.5151,85.4288,87.3744,84.196,84.7013,-8141.1,-10919.2,0.161895,-7072.34,-9817.56
8,90.0197,84.4418,85.6088,94.4171,95.1419,91.2203,90.4923,88.2195,89.0904,89.9459,84.7371,96.3749,89.3076,87.5979,86.2,87.6645,84.5877,85.5174,-7997.99,-10624.6,0.0737704,-6432.8,-8985.54
9,92.0118,84.9225,85.2339,95.8967,96.7668,92.8283,92.2751,89.1461,90.772,91.8241,85.0706,99.9653,90.8552,88.3609,86.6697,87.0396,84.9039,85.3583,-8631.15,-11122.9,0.187741,-7050.34,-9491.15
10,90.4768,84.841,85.384,95.3697,95.63,91.6687,90.6138,89.2071,89.6738,90.1681,85.4269,98.9403,91.3999,89.4318,87.2847,87.403,84.5884,86.0454,-11970.1,-15023.1,0.308677,-10542.5,-13554.6
11,91.3313,85.0609,85.9633,95.3398,95.8138,92.872,91.8022,88.6462,89.9272,91.2044,85.1502,98.581,91.0157,88.5385,86.4414,87.7393,84.8513,85.7043,-9191.65,-12605.1,0.126887,-8190.38,-11541.9
12,89.5558,85.1622,85.9643,94.7549,94.4644,91.5495,89.7717,88.2005,88.9852,89.4842,85.579,98.0635,91.1883,88.7946,87.1749,87.5839,85.4467,86.2002,-9870.02,-13068.9,0.0716723,-8465.32,-11656.3
13,89.5794,84.4756,85.6017,96.0677,95.6977,92.0193,90.0469,88.3705,88.9959,89.5159,84.76,98.0554,90.5399,87.8807,86.1226,87.1166,84.817,85.2199,-9248.38,-12132.2,0.0634576,-7590.45,-10444.6
14,89.3401,84.4367,85.7686,94.3058,93.3173,91.4093,89.3338,88.3211,88.7368,89.08,84.7853,96.8464,89.1993,87.5453,86.0658,87.477,84.5468,85.597,-7812.27,-10917.8,0.260082,-6407.9,-9429.72
15,90.1864,84.3391,84.8283,95.396,97.0381,92.0771,91.0036,88.4058,89.309,90.0995,84.3392,98.6417,90.1078,87.07,85.4197,87.684,84.4486,84.6362,-9612.58,-12177.4,0.0868953,-8536.37,-11082.4
16,88.8722,85.9062,85.7601,94.4915,93.3752,91.4038,89.0188,88.4114,88.6448,88.7817,86.0985,98.8163,91.206,89.0583,87.3033,87.2255,85.6867,86.2545,-7544.05,-10023.2,0.0904857,-5877.34,-8339.48
17,90.1132,85.1695,85.9412,95.1441,94.5866,92.0119,90.4281,89.0432,90.1179,89.9024,85.6855,98.0471,90.5545,88.5195,87.2254,88.6402,85.1649,86.0723,-9385.35,-12465.8,0.210849,-8123.27,-11179.6
18,89.5371,84.2384,85.707,95.7194,95.7844,92.1624,90.4849,88.4677,88.8407,89.4128,84.6505,99.1572,90.4152,88.1709,86.3814,86.8034,84.6136,85.6797,-7200.86,-9998.12,0.124324,-5725.84,-8457.36
19,90.4702,84.5729,85.7764,95.9654,96.0992,92.1116,91.089,89.1631,89.5438,90.4162,85.1257,98.7464,90.7669,88.3263,86.625,87.3348,84.7892,85.7933,-7579.68,-11110.7,0.054046,-6344.45,-9788.23
20,90.7609,84.9905,85.9646,95.4743,94.1851,92.4355,90.8831,89.1513,89.8764,90.6011,85.2743,98.5662,90.6617,88.1436,86.4647,87.9508,85.2038,85.7872,-8616,-11100.2,0.159875,-7241.77,-9706.29
21,88.6267,84.8791,85.9391,95.5289,94.6397,91.8612,88.7461,87.7518,88.1848,88.5421,85.1972,98.7876,90.7688,88.1594,86.5049,87.3386,85.1662,85.8704,-9541.34,-12247.2,0.0846175,-8177.75,-10938.9
22,90.8691,85.7072,85.9665,95.5034,95.4914,92.1749,90.9539,89.3539,90.0552,90.672,85.9408,98.0768,90.5686,88.5232,87.2668,87.3568,85.1087,86.2462,-8951.13,-12909.8,0.197099,-7810.15,-11673.6
23,89.717,84.84,85.6512,94.3883,94.6244,91.2423,90.0367,88.2521,88.8958,89.5282,85.036,97.8777,90.6155,88.372,86.4514,87.4132,84.6221,85.9535,-9473.96,-12952.8,0.188844,-7837.62,-11278.9
24,88.9296,84.7669,84.8686,95.3813,95.5547,91.3004,89.4986,88.0502,88.5254,88.8815,85.0375,97.3519,90.0186,87.8628,86.3607,87.3963,85.0739,84.9454,-8566.56,-12200.9,0.0481082,-7297.28,-10835.1
25,91.1996,84.9823,85.8014,94.8406,95.8775,92.216,91.382,88.5676,90.296,91.0985,85.4877,98.6483,91.1727,88.7799,87.228,87.7513,84.9069,86.2493,-7320.15,-11367,0.101133,-5993.18,-10002.3
26,88.9664,85.1141,85.0066,94.6648,94.4382,91.665,89.5432,88.8872,89.0134,88.9061,85.1574,98.3744,89.4044,87.8064,86.4546,87.7631,84.812,85.3791,-7041.06,-10392.7,0.0603068,-5919.15,-9217.03
27,90.2425,85.265,85.9644,94.9341,94.3768,92.2223,90.3375,89.7849,90.491,90.1686,85.7052,100.223,91.2487,89.323,87.5902,87.717,85.1131,86.3549,-6831.47,-9474.92,0.0738738,-6068.62,-8656.07
28,89.1146,84.8315,84.7418,94.8646,94.736,91.4708,89.5322,88.713,88.6429,88.9271,84.8337,98.335,90.2661,87.5834,85.9525,87.6429,84.9825,85.0051,-8328.32,-11661.5,0.187492,-6788.73,-10074.1
29,89.7587,84.7268,85.1801,93.1568,93.8774,90.9871,89.7786,88.1101,88.81,89.6533,84.8372,98.8674,90.0623,87.7816,86.1681,87.497,84.566,85.2455,-8293.19,-10972.5,0.105375,-6757.37,-9363.07
30,89.4708,84.5197,85.9656,95.7845,95.942,93.0172,89.9467,88.8243,88.997,89.4388,84.9294,97.7,90.8629,88.1481,86.3633,86.0613,84.6179,85.7549,-10386.1,-13260.3,0.0319804,-9167.5,-12003.3
31,89.7064,84.7212,85.7176,96.1109,94.7287,92.5417,90.2515,88.5019,88.9894,89.5374,84.9582,97.4939,90.9817,88.3169,86.465,87.4096,84.6562,85.8101,-8323.17,-11868.7,0.169003,-7571.38,-11081.3
32,90.6915,84.6627,84.0543,96.077,96.0457,93.46,91.8919,89.8588,90.5656,90.5668,84.6629,98.1468,90.9848,88.3183,86.1738,87.277,84.7401,84.3442,-7869.73,-10176,0.124721,-7176.72,-9459.81
33,89.975,85.0652,85.9644,95.1534,94.2962,91.549,90.6209,88.2606,88.9534,89.8949,85.2606,97.57,90.4929,87.9834,86.7963,87.2113,85.1259,85.8455,-10939,-14119.3,0.080114,-9401.7,-12550.9
34,89.7982,85.1117,85.9664,93.8878,93.4659,91.5596,89.7155,88.7333,89.1791,89.5132,85.3315,96.9029,91.3496,88.8619,86.595,87.9621,84.9918,86.0578,-9456.01,-12261.7,0.28501,-8031.5,-10796.4
35,90.4727,85.6602,85.9402,95.2535,95.9883,91.9817,90.8957,89.114,89.837,90.4191,85.9482,99.1271,91.4164,89.2152,87.4013,87.8949,85.8872,86.3002,-7971.15,-10254.4,0.0536559,-6756.07,-9008.08
36,91.6355,84.6087,84.9996,95.9701,96.679,92.4166,91.8286,89.7971,90.7987,91.5604,84.8084,98.6193,90.1788,88.0228,86.3572,87.7095,84.414,85.1107,-9329.05,-11974.8,0.0750691,-7893.71,-10509.5
37,89.9858,84.2144,84.8622,94.0562,94.3901,90.7411,89.8002,88.6704,89.2796,89.8769,84.5682,96.6419,89.4866,87.5934,86.2297,87.5966,84.4086,85.1828,-8115.47,-11232.1,0.108896,-6740.11,-9738.19
38,90.8247,84.8336,85.1017,96.912,95.4639,92.858,91.328,88.6632,89.8912,90.768,85.1117,98.0188,90.2085,87.8802,86.1963,87.7061,84.4226,85.662,-7273.1,-10526.3,0.0567239,-5916.73,-9103.2
