real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.453,84.6398,85.4076,94.8034,94.5079,91.5479,90.0605,88.2924,88.9236,89.3388,84.8718,98.1694,90.7718,88.2664,86.5972,87.4962,84.8637,85.3994,-8326.67,-10845.5,0.114292,-6877.19,-9364.19
1,89.6315,84.5872,85.5293,94.8135,94.5943,91.6199,89.8443,88.386,89.079,89.5143,84.9149,98.6907,90.76,88.3289,86.5645,87.5472,84.6208,85.506,-8124.6,-11476.7,0.117239,-6672.79,-9984.39
2,89.7944,84.9222,85.7068,94.8283,94.8493,91.7446,90.2219,88.2997,89.0383,89.6812,85.1248,98.2882,90.8016,88.3389,86.4073,87.6705,84.92,85.5461,-9129.43,-11908.6,0.113274,-7593.91,-10334.8
3,89.7278,84.849,85.6361,94.9671,94.3504,91.8316,90.2345,88.2451,88.9626,89.626,84.9994,98.2546,90.8683,88.5023,86.3497,87.1906,84.7946,85.4687,-8524.18,-11414.9,0.101813,-7525.06,-10372.1
4,89.8922,84.5484,85.6806,94.9701,95.0018,91.6142,89.9669,88.3811,89.3621,89.7855,84.9744,98.363,90.7366,88.3089,86.2793,87.486,84.512,85.8355,-9547.59,-12876.2,0.106698,-8188.46,-11470.9
5,89.7028,84.5747,85.6876,94.8949,94.4465,91.6267,89.9206,88.2935,89.0092,89.5907,84.7818,98.9122,90.6964,88.109,86.1133,87.4842,84.5837,85.3092,-8797.95,-11548.2,0.112061,-7252.02,-9951.65
6,89.816,84.6109,85.7651,94.3776,94.1771,91.5758,89.9199,88.521,89.199,89.7249,85.0483,98.5579,90.6006,88.2104,86.447,87.4433,84.712,85.864,-7781.02,-10806.3,0.0911004,-6799.87,-9798.12
7,89.7387,84.7123,85.7424,94.8859,94.9348,91.5707,89.7159,88.3658,88.9733,89.6595,84.7174,98.3889,91.0778,88.3054,86.4048,87.5372,84.5311,85.6735,-7831.83,-11271.3,0.0791757,-6642.88,-10034.4
8,89.8641,84.6317,85.5059,94.7349,95.2511,91.7049,90.2604,88.3508,89.1303,89.7792,84.9211,98.6415,90.5537,88.3836,86.5531,87.5678,84.6635,85.5817,-7499.86,-10344.2,0.0849073,-6045.88,-8813.23
9,89.8499,84.7261,85.4072,94.8108,94.9348,91.7264,90.2638,88.2322,89.1866,89.7408,84.9183,98.9826,90.8195,88.2845,86.5491,87.6703,84.8082,85.4834,-8144.12,-10386.9,0.109116,-6538.18,-8741.45
10,89.6863,84.7116,85.6884,95.486,95.2364,91.6757,90.1758,88.4052,88.9485,89.5705,85.0784,98.5048,90.8691,88.5814,86.6807,87.2889,84.5868,85.8826,-9533.43,-11824,0.115775,-8210.64,-10473.4
11,89.8032,84.5921,85.4505,94.7476,94.7575,92.0072,90.2756,88.3839,89.0371,89.7009,84.839,98.7081,90.8109,88.3698,86.2473,87.4095,84.5577,85.3956,-7533.85,-10782,0.102237,-6503.38,-9679.91
12,89.9283,84.539,85.4029,95.0265,94.7182,91.7703,90.1776,88.2995,89.0881,89.8217,84.828,98.3364,90.7564,88.1463,86.3349,87.5279,84.7888,85.448,-8014.45,-11243,0.106629,-6705.67,-9916.41
13,89.6049,84.7686,85.4696,94.9427,94.5729,91.4038,89.8508,88.3795,88.9847,89.5117,84.9824,98.1682,90.8579,88.3109,86.3737,87.3326,84.9337,85.3532,-7978.34,-10670.9,0.0931608,-6335.32,-8999.95
14,89.8339,84.5984,85.3372,94.879,94.5634,91.6763,90.0466,88.5194,89.1416,89.7135,84.8679,98.5272,90.7048,88.349,86.4647,87.6305,84.7485,85.4297,-9241.16,-12560,0.120334,-7752.94,-11004.5
15,89.9003,84.6959,85.9631,94.6231,95.1879,91.632,90.3153,88.3914,89.1093,89.803,84.8962,98.88,90.7722,88.2084,86.3693,87.6237,84.6207,85.6963,-8094.51,-10786.1,0.0973586,-7225.18,-9896.97
16,89.7188,84.6559,85.3603,95.0372,94.7721,91.7729,89.8932,88.5585,89.164,89.6033,84.9861,98.549,90.9118,88.3873,86.4738,87.2453,84.5826,85.5257,-8432.39,-11325.5,0.115455,-6726.71,-9593.66
17,89.5662,84.6049,85.5677,94.8025,94.6251,91.452,89.8699,88.4242,89.2865,89.4582,84.9667,98.479,90.1598,87.9049,86.5116,87.7568,84.6109,85.5811,-8021.06,-11039,0.107966,-6649.49,-9619.18
18,89.7801,84.5177,85.6544,94.7991,94.8911,91.4017,90.1978,88.165,88.871,89.6751,84.8994,98.7003,90.8197,88.432,86.5522,87.4139,84.7989,85.8059,-7801.69,-10750.4,0.104988,-6220.1,-9114.45
19,89.8278,84.5406,85.7546,95.1833,95.0699,91.5029,90.1959,88.4753,88.8848,89.7231,85.0531,98.6653,90.8137,88.2474,86.4846,87.3223,84.7296,85.7498,-8123.78,-11623.1,0.104684,-6744.97,-10173.1
20,89.9389,84.7082,85.8437,95.1122,94.2444,91.8384,90.2046,88.4437,89.0916,89.8237,84.9863,98.3619,90.8136,88.1528,86.2842,87.5701,84.9156,85.6362,-9267.86,-11555.4,0.115188,-7734.85,-10003.4
