real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.4927,84.6366,85.4019,94.8253,94.5266,91.5674,90.1036,88.2984,88.9672,89.3798,84.8562,98.1908,90.7312,88.2441,86.5719,87.5039,84.8575,85.4009,-8358.2,-10732,0.112865,-6923.85,-9268.89
1,89.6225,84.6229,85.4082,94.8004,94.5624,91.6194,89.8385,88.4099,89.0792,89.5074,84.944,98.6202,90.7443,88.3155,86.5892,87.5487,84.643,85.4812,-7808.62,-11244.4,0.11515,-6257.63,-9633.11
2,89.8259,84.8947,85.6643,94.801,94.7959,91.7451,90.2578,88.2921,89.0555,89.7127,85.0913,98.2964,90.7863,88.3245,86.3891,87.65,84.9086,85.5273,-9021.12,-11623.4,0.11326,-7500.23,-10067.3
3,89.749,84.8181,85.6108,95.0046,94.3864,91.8363,90.2474,88.2396,88.9813,89.6476,84.9664,98.2552,90.857,88.5344,86.347,87.1522,84.7809,85.4502,-8531.19,-11251.8,0.101411,-7537.34,-10219.3
4,89.9056,84.5112,85.6156,94.9157,94.8648,91.5834,89.9349,88.3471,89.3854,89.8049,84.9413,98.3238,90.731,88.3453,86.2958,87.4308,84.5105,85.8078,-9452.35,-12491.3,0.100737,-8041.58,-11039.1
5,89.7018,84.5856,85.6315,94.8883,94.5012,91.6501,89.915,88.299,89.0176,89.5905,84.8185,98.8998,90.712,88.1596,86.185,87.5026,84.5931,85.3546,-8753.63,-11668.5,0.111369,-7210.21,-10071.8
6,89.8241,84.6139,85.6837,94.3991,94.1665,91.5663,89.9499,88.472,89.1608,89.7365,85.0299,98.5764,90.5661,88.1954,86.4178,87.4274,84.7524,85.8282,-7536.76,-10344.2,0.0876167,-6588.68,-9372.28
7,89.7867,84.6934,85.5986,94.9011,94.9384,91.5987,89.7668,88.407,89.0227,89.7053,84.7147,98.3571,91.0639,88.324,86.4396,87.5542,84.5284,85.6625,-7753.18,-11385.4,0.0814183,-6572.34,-10152.9
8,89.89,84.6369,85.5351,94.8032,95.2997,91.7751,90.2882,88.4215,89.1876,89.8024,84.9413,98.6498,90.6306,88.4364,86.599,87.5779,84.6685,85.6214,-7348.52,-10339.4,0.087549,-5904.17,-8809.58
9,89.8146,84.7002,85.4393,94.8028,94.9081,91.7321,90.2321,88.2249,89.169,89.7035,84.9031,98.9593,90.8082,88.3121,86.5753,87.601,84.7944,85.5395,-7965.07,-10048.5,0.111106,-6379.89,-8425.82
