real_name,h1-3892_1,h1-1664_1,h1-162_1,h3-3521_1,h3-3988_1,h3-3417_1,h3-3829_1,h3-3357_1,h3-3594_1,h3-3892_1,h3-1152_1,h3-313_1,h3-209_1,h3-331_1,h3-707_1,h3-3956_1,h3-2270_1,h3-521_1,trib_1,total_1,dh3892_1,p-trib_1,p-total_1
0,89.1838,84.5762,85.1828,94.7537,94.2788,91.4795,89.8148,88.2599,88.7568,89.0677,84.8036,98.1811,90.6901,88.1053,86.4679,87.3668,84.8745,85.2081,-8345.47,-10724.2,0.11601,-6930.69,-9276.82
1,89.4827,84.6068,85.9083,94.6942,94.9932,91.3303,89.714,88.2898,88.9301,89.3792,84.9578,98.7838,90.9181,88.5771,86.6875,87.489,84.6369,85.7796,-8053.06,-11305.7,0.103438,-6645.65,-9849.55
2,89.7649,85.0524,85.9632,94.7913,94.9048,91.7135,90.1916,88.318,89.0567,89.6681,85.2887,98.2875,90.8633,88.4608,86.5756,87.7116,84.9899,85.7637,-9132.5,-12098.8,0.0968624,-7585.04,-10514.4
3,89.5959,84.9733,85.7624,94.8783,94.2239,91.7799,90.1316,88.2654,88.9105,89.4963,85.1159,98.2329,90.7899,88.4519,86.3917,87.1878,84.8811,85.5655,-8304.75,-11342.1,0.099602,-7330.55,-10320.8
4,89.6844,84.5669,85.7722,94.8822,94.8906,91.5363,89.8027,88.391,89.2412,89.576,85.0184,98.4137,90.7365,88.3795,86.3758,87.4514,84.5112,85.9406,-9637.77,-13222.3,0.108412,-8246.53,-11780.6
5,89.5474,84.4903,85.5915,94.8956,94.3096,91.5544,89.7673,88.2328,88.8927,89.4295,84.6813,98.8615,90.5963,87.9954,85.9845,87.4058,84.5304,85.161,-8793.95,-11357,0.117889,-7255.48,-9768.06
6,89.7119,84.6471,85.9246,94.264,94.0612,91.5234,89.7976,88.5118,89.1148,89.6151,85.1294,98.5692,90.5882,88.2966,86.5668,87.4307,84.6655,86.0014,-7787.6,-11019.9,0.0967758,-6804.46,-10006.8
7,89.4891,84.7254,85.7547,94.8324,94.889,91.5568,89.3287,88.4486,88.8829,89.353,84.7919,98.4286,91.0794,88.3835,86.4787,87.4617,84.5763,85.7164,-7308.34,-10508.3,0.136155,-6164.64,-9317.21
8,89.9111,84.7049,85.6827,94.6621,95.1741,91.658,90.2848,88.3168,89.1421,89.8345,84.9924,98.6536,90.6073,88.4619,86.6286,87.6011,84.7054,85.7167,-7715.56,-10523,0.07663,-6236.51,-8973.17
9,89.8758,84.7838,85.5938,94.7415,94.8844,91.676,90.2736,88.2211,89.1894,89.7791,84.9801,99.0534,90.8765,88.3695,86.634,87.7455,84.8341,85.6199,-8283.29,-10727.8,0.0967051,-6659.66,-9062.32
10,89.227,84.6761,85.9561,95.2912,94.9905,91.4835,89.7304,88.3568,88.6846,89.1206,85.1239,98.7009,90.9661,88.7893,86.8788,87.128,84.5666,86.0875,-9471.04,-12029.9,0.106339,-8099.85,-10626.8
11,89.8014,84.5087,85.269,94.7894,94.7643,92.0596,90.3073,88.3598,89.012,89.6939,84.739,98.6978,90.795,88.2737,86.1148,87.3863,84.5039,85.2174,-7700.87,-10892,0.107498,-6661.57,-9780.47
12,89.8292,84.5261,85.5797,94.9896,94.6852,91.7274,90.0938,88.2647,89.0602,89.739,84.841,98.364,90.8039,88.2094,86.4219,87.5281,84.7741,85.6007,-8388.6,-11842.5,0.0902172,-7037.6,-10469.6
13,89.4497,84.7891,85.5482,94.9464,94.5621,91.3215,89.7194,88.3311,88.8827,89.3683,85.0049,98.1961,90.8299,88.2826,86.3905,87.3009,84.9669,85.4047,-8170.66,-10931.4,0.0813664,-6522.6,-9254.29
14,89.7852,84.6219,85.1681,94.8817,94.5293,91.6639,89.9975,88.5169,89.1267,89.6706,84.8918,98.5683,90.7423,88.3196,86.4567,87.6416,84.7715,85.3091,-9275.55,-12605.6,0.114588,-7794.06,-11054.2
15,89.9912,84.817,85.9639,94.5806,95.2623,91.622,90.403,88.4383,89.2042,89.8995,84.9981,98.8634,90.8012,88.2572,86.4426,87.6383,84.6875,85.7873,-7991.83,-10785.7,0.0916939,-7120.72,-9894.57
16,89.7395,84.5766,85.1156,95.1065,94.7781,91.8438,89.9141,88.5987,89.1945,89.6254,84.8857,98.5114,90.8494,88.249,86.3195,87.1598,84.5524,85.314,-8387.54,-11110.7,0.114104,-6689.58,-9388.76
17,89.1626,84.539,85.2179,94.7064,94.5046,91.425,89.5383,88.4273,89.1029,89.0407,84.8963,98.4546,89.9642,87.661,86.3403,87.5461,84.6396,85.2861,-8248.83,-11182.4,0.121899,-6919.41,-9802.39
18,89.5973,84.4968,85.5934,94.7722,94.8618,91.3447,90.0421,88.1865,88.7681,89.4802,84.8656,98.6279,90.5911,88.3022,86.4598,87.3486,84.8147,85.7089,-7562.84,-10409,0.117085,-5981.19,-8771.28
19,89.9529,84.5448,85.7909,95.1992,95.1607,91.5214,90.3231,88.5133,88.9718,89.8611,85.0525,98.6796,90.7963,88.2223,86.4624,87.3717,84.7342,85.7696,-8139.78,-11658.3,0.0918019,-6760.31,-10208.8
20,89.8783,84.7175,85.9639,95.0107,93.9689,91.7998,90.1276,88.4491,89.0791,89.7717,85.0013,98.3064,90.7741,88.1294,86.2784,87.599,84.9311,85.6467,-9214.77,-11713.4,0.106602,-7709.3,-10188.8
21,89.5308,84.562,85.301,95.1067,94.9327,91.6028,89.7473,88.063,88.802,89.4375,84.8028,98.5488,90.5741,87.8166,86.0369,87.6078,84.8826,85.3119,-8874.59,-11417.1,0.0932673,-7363.2,-9888.82
22,89.5333,84.6225,85.4808,94.7784,94.7839,91.3087,89.7144,88.3438,88.9024,89.4456,84.8609,98.437,90.3673,87.9091,86.4069,87.1417,84.5356,85.3499,-8602.23,-12117.9,0.0877289,-7388.42,-10833.2
23,89.7433,84.5761,85.2029,94.7251,94.9257,91.5438,90.1441,88.2783,88.9252,89.6413,84.7822,98.3829,90.3622,88.0573,86.2059,87.3551,84.4617,85.5741,-8071.43,-11371.3,0.102034,-6442.14,-9702.47
24,89.5578,85.0089,85.8716,94.8754,94.7814,91.3739,89.9471,88.316,88.9966,89.4701,85.3619,98.4956,90.9616,88.7718,87.0132,87.5104,85.1447,85.738,-8756.64,-12531,0.0876801,-7493.87,-11165.3
25,90.507,84.5948,85.4462,94.8362,95.4901,92.0467,90.8226,88.2806,89.683,90.4265,85.0131,98.6133,91.0266,88.3205,86.6577,87.713,84.6744,85.7533,-7779.06,-11538,0.080552,-6476.02,-10197.4
26,89.4591,84.5786,85.6002,94.6113,94.7097,91.6911,89.9098,88.6388,88.9796,89.3733,84.9064,98.43,90.4492,88.5803,86.6759,87.621,84.4227,85.6777,-7617.96,-11008.6,0.0858619,-6486.87,-9833.51
27,89.8854,84.4484,85.9303,94.6187,94.0958,91.5402,89.9259,88.5662,89.5119,89.8085,84.8445,98.7366,91.0446,88.7428,86.6758,87.5956,84.5018,85.8702,-8753.45,-11153,0.0769071,-7471.84,-9807.96
28,89.3394,84.7696,85.7605,94.6453,94.7483,91.4208,89.7408,88.5372,88.6971,89.2251,84.915,98.2595,90.6494,88.0826,86.464,87.5491,84.8357,85.6376,-8417.75,-11768.2,0.114287,-6829.03,-10141.1
29,90.1956,84.8699,85.5552,94.6596,95.0904,91.9571,90.497,88.1701,89.0906,90.0905,85.0036,98.3149,90.3642,88.0926,86.4881,87.5253,84.595,85.6069,-9638.28,-12317.4,0.10509,-8151.99,-10773.8
30,90.094,84.6034,85.9656,94.704,95.0939,91.8962,90.2584,88.8294,89.4745,90.0315,85.0117,98.3529,90.9312,88.4142,86.5448,87.3496,84.6781,85.9256,-8005.51,-11003.3,0.062512,-6744.95,-9700.29
31,89.6619,84.5484,85.4304,95.2921,94.605,91.7086,90.1194,88.3182,88.8567,89.564,84.7392,97.9047,90.8362,88.116,86.2248,87.349,84.5969,85.5216,-8384.93,-11628.5,0.0979644,-7524.92,-10734.5
32,89.9534,84.6865,85.9084,94.8568,94.8954,92.1556,90.5835,88.8748,89.4368,89.8646,84.9604,98.5914,91.0262,88.6576,86.9056,87.3353,84.7537,85.7819,-6699.38,-9714.3,0.0888225,-6091.48,-9083.91
33,89.9407,84.5825,85.8703,94.9189,94.394,91.5526,90.3651,88.4417,89.0918,89.8085,84.8581,98.2529,90.6226,88.0665,86.6338,87.2841,84.7343,85.6427,-8147.23,-11211.8,0.132118,-6718.92,-9739.68
34,89.3071,84.7027,85.9358,94.5455,94.3571,91.7753,89.6735,88.5153,88.8248,89.234,84.9368,99.335,91.2511,88.5967,86.3775,87.4191,84.6236,85.8056,-8441.88,-11450.6,0.0731112,-6933.37,-9896.3
35,89.8952,84.3535,85.4607,94.8711,95.3374,91.5365,90.0737,88.5657,89.1379,89.808,84.7271,98.9959,91.3032,88.5897,86.5555,87.4736,84.6307,85.7316,-7052.3,-9919.7,0.0872536,-6077.37,-8880.96
36,90.1615,84.8079,85.6977,94.7425,95.1603,91.437,90.3709,88.5791,89.4122,90.0857,85.0567,98.7612,90.6237,88.4598,86.6626,87.6355,84.5783,85.6604,-7896.97,-10588.8,0.0757817,-6504.9,-9175.02
37,89.9726,84.7524,85.8721,94.5814,94.911,91.325,90.0002,88.7695,89.2502,89.8659,85.2289,98.7518,91.2421,89.0942,87.3277,87.5046,84.7005,86.1751,-8759.88,-12405.2,0.106708,-7476.26,-11012.3
38,89.7148,84.7729,85.7847,95.3725,93.9851,91.6889,90.1683,88.0313,88.9324,89.607,85.0719,98.4186,90.5745,88.1319,86.3481,87.5132,84.5057,85.824,-8830.11,-11589.5,0.10782,-7355.36,-10082.7
