iteration,total_runs,obs_realization,par_realization,heads,time,distance
2,320,32,32,172.761,0,0
2,320,33,33,89.2056,0,0
2,320,34,34,123.467,0,0
2,320,35,35,140.456,0,0
2,320,36,36,105.854,0,0
2,320,37,37,204.38,0,0
2,320,38,38,78.34,0,0
2,320,39,39,214.663,0,0
2,320,40,40,125.788,0,0
2,320,41,41,190.421,0,0
2,320,42,42,120.814,0,0
2,320,43,43,109.006,0,0
2,320,44,44,147.142,0,0
2,320,45,45,81.0802,0,0
2,320,46,46,206.181,0,0
2,320,47,47,169.293,0,0
2,320,48,48,2477.85,0,0
2,320,49,49,60.6935,0,0
2,320,50,50,256.441,0,0
2,320,51,51,1110.68,0,0
2,320,52,52,1397.11,0,0
2,320,53,53,172.624,0,0
2,320,54,54,86.5739,0,0
2,320,55,55,116.447,0,0
2,320,56,56,330.437,0,0
2,320,57,57,175.638,0,0
2,320,58,58,249.421,0,0
2,320,59,59,101.33,0,0
2,320,60,60,155.866,0,0
2,320,61,61,117.397,0,0
2,320,62,62,78.6662,0,0
2,320,63,63,283.537,0,0
2,320,64,64,507.163,0,0
2,320,65,65,109.821,0,0
2,320,66,66,1177.5,0,0
2,320,67,67,127.502,0,0
2,320,68,68,103.326,0,0
2,320,69,69,184.105,0,0
2,320,70,70,764.311,0,0
2,320,71,71,460.997,0,0
2,320,72,72,338.924,0,0
2,320,73,73,106.133,0,0
2,320,74,74,326.43,0,0
2,320,75,75,166.809,0,0
2,320,76,76,293.95,0,0
2,320,77,77,209.669,0,0
2,320,78,78,174.773,0,0
2,320,base,base,51.2796,0,0
3,440,0,0,11.7914,0,0
3,440,1,1,48.6094,0,0
3,440,2,2,33.8279,0,0
3,440,3,3,63.6846,0,0
3,440,4,4,97.6627,0,0
3,440,5,5,43.7524,0,0
3,440,6,6,43.38,0,0
3,440,7,7,408.775,0,0
3,440,8,8,55.1569,0,0
3,440,9,9,51.4226,0,0
3,440,10,10,40.9191,0,0
3,440,11,11,105.632,0,0
3,440,12,12,39.193,0,0
3,440,13,13,147.241,0,0
3,440,14,14,47.7347,0,0
3,440,15,15,29.8705,0,0
3,440,16,16,61.271,0,0
3,440,17,17,111.794,0,0
3,440,18,18,34.8337,0,0
3,440,19,19,130.007,0,0
3,440,20,20,22.0063,0,0
3,440,21,21,44.6334,0,0
3,440,22,22,33.6061,0,0
3,440,23,23,142.986,0,0
3,440,24,24,113.521,0,0
3,440,25,25,31.0375,0,0
3,440,26,26,18.086,0,0
3,440,27,27,22.3681,0,0
3,440,28,28,169.612,0,0
3,440,29,29,285.796,0,0
3,440,30,30,55.5724,0,0
3,440,31,31,80.1765,0,0
3,440,32,32,58.093,0,0
3,440,33,33,28.8385,0,0
3,440,34,34,24.5146,0,0
3,440,35,35,42.8032,0,0
3,440,36,36,57.4491,0,0
3,440,37,37,18.1567,0,0
3,440,38,38,35.9727,0,0
3,440,39,39,46.798,0,0
3,440,40,40,43.3964,0,0
3,440,41,41,69.1614,0,0
3,440,42,42,22.9274,0,0
3,440,43,43,14.9702,0,0
3,440,44,44,50.4247,0,0
3,440,45,45,36.1205,0,0
3,440,46,46,51.0048,0,0
3,440,47,47,34.0143,0,0
3,440,48,48,573.26,0,0
3,440,49,49,22.9914,0,0
3,440,50,50,90.0252,0,0
3,440,51,51,378.731,0,0
3,440,52,52,265.372,0,0
3,440,53,53,31.3109,0,0
3,440,54,54,28.703,0,0
3,440,55,55,52.0405,0,0
3,440,56,56,22.5529,0,0
3,440,57,57,53.4613,0,0
3,440,58,58,70.6601,0,0
3,440,59,59,25.1509,0,0
3,440,60,60,83.2109,0,0
3,440,61,61,39.0809,0,0
3,440,62,62,19.9973,0,0
3,440,63,63,84.2277,0,0
3,440,64,64,232.316,0,0
3,440,65,65,40.8334,0,0
3,440,66,66,172.727,0,0
3,440,67,67,32.5681,0,0
3,440,68,68,20.5522,0,0
3,440,69,69,44.5614,0,0
3,440,70,70,93.8195,0,0
3,440,71,71,56.7919,0,0
3,440,72,72,42.1263,0,0
3,440,73,73,53.7338,0,0
3,440,74,74,70.6616,0,0
3,440,75,75,40.0796,0,0
3,440,76,76,130.139,0,0
3,440,77,77,42.7994,0,0
3,440,78,78,48.2203,0,0
3,440,base,base,14.2243,0,0
4,560,0,0,14.9558,0,0
4,560,1,1,26.0826,0,0
4,560,2,2,17.0117,0,0
4,560,3,3,34.4873,0,0
4,560,4,4,8.43967,0,0
4,560,5,5,24.785,0,0
4,560,6,6,15.0572,0,0
4,560,7,7,63.5282,0,0
4,560,8,8,12.9754,0,0
4,560,9,9,24.9964,0,0
4,560,10,10,31.9618,0,0
4,560,11,11,12.1319,0,0
4,560,12,12,18.8509,0,0
4,560,13,13,20.9768,0,0
4,560,14,14,7.2563,0,0
4,560,15,15,17.4615,0,0
4,560,16,16,61.1501,0,0
4,560,17,17,19.0067,0,0
4,560,18,18,11.9405,0,0
4,560,19,19,10.0169,0,0
4,560,20,20,11.3464,0,0
4,560,21,21,13.3114,0,0
4,560,22,22,20.9488,0,0
4,560,23,23,34.8375,0,0
4,560,24,24,19.1168,0,0
4,560,25,25,12.2591,0,0
4,560,26,26,21.0899,0,0
4,560,27,27,25.6675,0,0
4,560,28,28,13.2119,0,0
4,560,29,29,4.58292,0,0
4,560,30,30,32.8229,0,0
4,560,31,31,11.7829,0,0
4,560,32,32,10.777,0,0
4,560,33,33,13.0228,0,0
4,560,34,34,9.88482,0,0
4,560,35,35,20.0896,0,0
4,560,36,36,14.7373,0,0
4,560,37,37,6.65442,0,0
4,560,38,38,17.9012,0,0
4,560,39,39,25.7111,0,0
4,560,40,40,15.3534,0,0
4,560,41,41,27.5328,0,0
4,560,42,42,9.52341,0,0
4,560,43,43,8.79371,0,0
4,560,44,44,19.018,0,0
4,560,45,45,11.9317,0,0
4,560,46,46,16.5844,0,0
4,560,47,47,12.9131,0,0
4,560,48,48,29.3881,0,0
4,560,49,49,12.9921,0,0
4,560,50,50,23.8111,0,0
4,560,51,51,33.9916,0,0
4,560,52,52,35.8224,0,0
4,560,53,53,11.2821,0,0
4,560,54,54,20.8913,0,0
4,560,55,55,13.543,0,0
4,560,56,56,11.2914,0,0
4,560,57,57,28.3088,0,0
4,560,58,58,10.2198,0,0
4,560,59,59,8.22319,0,0
4,560,60,60,22.0831,0,0
4,560,61,61,13.3102,0,0
4,560,62,62,9.04042,0,0
4,560,63,63,27.4104,0,0
4,560,64,64,15.6736,0,0
4,560,65,65,10.6426,0,0
4,560,66,66,52.4366,0,0
4,560,67,67,25.9643,0,0
4,560,68,68,19.9721,0,0
4,560,69,69,19.6369,0,0
4,560,70,70,44.8764,0,0
4,560,71,71,18.1739,0,0
4,560,72,72,17.7151,0,0
4,560,73,73,13.5293,0,0
4,560,74,74,22.801,0,0
4,560,75,75,5.26633,0,0
4,560,76,76,37.251,0,0
4,560,77,77,18.7675,0,0
4,560,78,78,23.9473,0,0
4,560,base,base,3.05903,0,0
5,680,0,0,11.204,0,0
5,680,1,1,16.9275,0,0
5,680,2,2,17.1909,0,0
5,680,3,3,19.9139,0,0
5,680,4,4,5.24847,0,0
5,680,5,5,18.2592,0,0
5,680,6,6,8.11861,0,0
5,680,7,7,31.534,0,0
5,680,8,8,8.65371,0,0
5,680,9,9,18.1672,0,0
5,680,10,10,9.24574,0,0
5,680,11,11,11.745,0,0
5,680,12,12,15.7552,0,0
5,680,13,13,11.6518,0,0
5,680,14,14,5.35501,0,0
5,680,15,15,17.2466,0,0
5,680,16,16,15.2107,0,0
5,680,17,17,9.71175,0,0
5,680,18,18,10.975,0,0
5,680,19,19,10.9061,0,0
5,680,20,20,8.27169,0,0
5,680,21,21,8.14445,0,0
5,680,22,22,17.705,0,0
5,680,23,23,12.5056,0,0
5,680,24,24,12.6426,0,0
5,680,25,25,9.52346,0,0
5,680,26,26,10.0577,0,0
5,680,27,27,16.6118,0,0
5,680,28,28,11.9804,0,0
5,680,29,29,5.46074,0,0
5,680,30,30,17.4727,0,0
5,680,31,31,9.55865,0,0
5,680,32,32,16.1009,0,0
5,680,33,33,8.74237,0,0
5,680,34,34,10.4097,0,0
5,680,35,35,12.2962,0,0
5,680,36,36,11.2311,0,0
5,680,37,37,3.29802,0,0
5,680,38,38,15.9225,0,0
5,680,39,39,19.5158,0,0
5,680,40,40,7.00098,0,0
5,680,41,41,11.77,0,0
5,680,42,42,12.4571,0,0
5,680,43,43,7.65369,0,0
5,680,44,44,6.34936,0,0
5,680,45,45,11.6204,0,0
5,680,46,46,18.2224,0,0
5,680,47,47,13.4314,0,0
5,680,48,48,15.862,0,0
5,680,49,49,10.9342,0,0
5,680,50,50,11.4544,0,0
5,680,51,51,8.83291,0,0
5,680,52,52,15.1822,0,0
5,680,53,53,7.29637,0,0
5,680,54,54,10.165,0,0
5,680,55,55,9.4677,0,0
5,680,56,56,5.64074,0,0
5,680,57,57,17.5882,0,0
5,680,58,58,11.1536,0,0
5,680,59,59,6.82598,0,0
5,680,60,60,8.78922,0,0
5,680,61,61,11.2972,0,0
5,680,62,62,5.74493,0,0
5,680,63,63,24.1019,0,0
5,680,64,64,9.81386,0,0
5,680,65,65,9.07092,0,0
5,680,66,66,9.26216,0,0
5,680,67,67,25.5209,0,0
5,680,68,68,14.1361,0,0
5,680,69,69,16.1517,0,0
5,680,70,70,13.212,0,0
5,680,71,71,18.4916,0,0
5,680,72,72,11.158,0,0
5,680,73,73,8.47069,0,0
5,680,74,74,8.73958,0,0
5,680,75,75,5.25926,0,0
5,680,76,76,16.3965,0,0
5,680,77,77,11.6575,0,0
5,680,78,78,15.8888,0,0
5,680,base,base,0.83551,0,0
