real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.267002,0.416436,0.40227,0.787534,2.4181,0.784305,1.2934,2.23796,0.370125,0.226586,0.594856,1.09811,1.57105,2.74019,3.00191,1.3097,0.508809,0.321876,0.502401,0.759003,0.948587,1.12007,2.83088,0.83573,1.00342,0.821848,0.758254,1.14181,1.23143,1.9662,1.79316,1.44418,0.588161,0.888561,1.03599,0.805655,1.4244,1.22258,0.96778,1.55565,1.74991,1.10861,1.10995,1.31523,1.71874,1.69065,1.15577,1.04811,0.505749,1.14801,1.1437,1.12807,1.9061,1.87487,1.80726,1.717,0.946245,0.864233,1.54098,1.0803,1.97912,1.24398,0.973849,2.19137,1.25363,1.43054,1.23504,1.81692,2.48303,2.64398,2.01887,1.56724,0.913104,0.98293,1.32271,2.73982,2.13873,3.47893,1.66451,1.03968,0.470006,0.587401,0.800948,2.93354,1.85176,1.05912,1.7424,1.17744,0.519687,0.497429,0.706181,1.49384,0.766722,0.860997,0.610182,0.817001,0.47967,0.821845,0.462512,0.737674,0.517934,0.654862,0.481805,0.361038
1,0.321521,0.354229,1.8324,1.11055,0.719592,0.495207,0.77808,1.09871,0.633967,1.03828,1.49507,0.356005,0.571385,0.60714,0.560449,1.11742,0.607391,0.445552,0.424077,0.41202,0.39932,1.36141,1.14406,0.854664,1.19339,0.830145,0.643431,1.18468,0.865269,1.39022,0.644937,0.939881,1.2777,1.0341,1.16673,0.700417,2.05484,1.232,0.987422,2.86452,1.55634,2.34306,1.84356,1.64475,2.52517,1.8883,1.23305,3.21003,0.835322,2.54871,1.33545,1.60624,2.63122,1.18003,1.26455,1.9256,0.540959,0.70871,0.876374,0.545047,1.05762,1.04136,1.53165,1.66978,0.556611,2.51829,2.19409,0.601815,0.934132,1.16334,1.75767,1.44775,0.484101,1.36581,0.89518,0.486516,0.531394,1.11028,1.8446,1.24732,0.894283,1.65089,0.466212,0.840986,0.650369,0.461146,1.97189,0.640348,1.50725,1.98434,1.69972,1.35563,1.00639,2.41435,0.553256,0.409728,2.26171,0.771961,0.914973,0.556272,0.468822,0.479074,0.531642,0.693938
2,3.66621,4.57208,3.71902,3.25771,3.1632,0.97512,0.762354,0.682491,4.48283,1.5876,4.1865,5.64812,1.52851,0.960776,1.52709,0.968874,1.38852,1.07392,1.72886,1.98202,4.61819,1.13775,1.36976,1.41216,0.664036,1.16572,2.26026,1.90267,3.11101,1.949,0.923189,1.09011,0.470005,0.593895,0.712115,0.819906,1.38715,2.463,2.02801,1.04412,1.18742,1.04309,1.22599,2.04375,2.37246,2.61774,1.24614,0.958824,0.776509,1.32781,1.19715,1.74468,1.22241,1.5032,0.815685,0.948855,0.753399,0.87902,0.931988,1.82146,1.84616,1.44698,1.08648,0.953303,1.32736,0.709278,0.911827,3.24656,1.99397,1.50592,1.20874,1.00102,1.85237,0.652713,1.03479,2.11052,1.88181,1.36508,1.86696,0.779455,3.2749,0.90289,0.800593,2.48968,2.82287,1.22596,0.603134,0.466265,1.34532,0.428924,0.435567,1.03502,0.855353,0.702093,1.63519,1.47911,0.797467,0.637738,0.552858,0.50708,0.295988,0.702691,0.847603,0.537663
3,0.438464,1.42008,1.82007,3.7352,3.68868,0.80588,0.495612,0.890958,0.732358,0.668762,1.07392,1.97638,2.49817,1.65545,0.69982,0.553664,0.410572,0.267955,0.584824,1.23118,1.51665,1.25059,0.909591,0.82783,0.37384,0.648564,1.49242,1.43833,1.61424,1.67202,0.801408,0.830875,0.393998,0.709033,1.26793,1.52486,4.69643,1.61161,1.80046,2.05125,1.19155,0.593594,0.873699,2.55352,2.4554,2.28454,1.63718,1.55737,1.12163,1.27858,0.910241,2.04768,2.14582,1.99807,2.39508,1.46196,1.35783,1.15601,0.737174,1.11853,1.74928,0.947328,0.813058,1.14543,1.47528,1.39952,1.54697,1.86018,0.841183,1.27365,0.993581,1.38689,1.58767,1.65758,1.51782,1.51156,0.680919,0.57906,1.79726,1.60665,1.36385,1.63485,0.992379,2.19174,1.16675,0.776722,1.38212,0.743976,0.609431,0.351377,0.543982,1.30007,0.748431,1.00836,1.06562,1.26053,1.0662,0.650955,0.623332,0.721433,0.463294,0.479151,0.50134,0.322501
4,0.0638327,0.497551,4.00615,1.63028,2.26058,0.514823,2.58628,5.31773,0.158609,0.271751,2.2645,1.50745,0.969817,0.890358,5.53812,2.74887,0.120896,0.183351,0.682018,0.386504,1.22778,1.36018,2.87179,2.2233,0.21903,0.539707,0.707166,1.02584,2.34801,2.23736,1.44713,1.99955,0.145074,0.487073,1.06102,0.382604,2.36036,0.649213,1.82815,4.75036,0.580716,0.487982,0.188047,1.24138,4.88994,3.09636,3.20428,1.75593,1.16867,0.861309,0.331943,2.64646,4.26151,2.03525,2.88176,4.6224,0.891125,0.525352,1.80254,1.34473,0.870071,3.03157,1.96885,1.91983,1.08815,1.33841,1.57653,2.7564,0.688125,0.810158,0.941477,1.15457,0.953097,1.02157,3.20528,1.70331,0.966702,1.19104,1.31304,2.0365,0.776159,1.50866,0.222196,0.385843,1.67193,1.2287,2.76041,1.21071,0.373063,0.246544,0.398885,1.19307,1.21373,1.15931,0.645396,0.75196,1.14507,0.423086,0.337217,0.365727,0.724571,0.627019,0.697,1.33733
5,3.84982,3.75156,2.17404,4.29245,5.16136,1.1163,0.716737,1.27555,3.78862,4.02781,2.21446,4.39573,2.67136,1.83527,0.906591,1.51013,1.29221,0.8607,0.652221,1.48011,3.47337,0.836151,2.42113,0.998636,1.48046,1.10578,1.62707,1.76685,3.7791,2.40517,0.613249,0.74767,0.540725,1.09527,2.40015,1.57925,2.79685,4.36447,1.2294,1.01471,0.656344,1.07978,2.77277,2.04354,3.2107,2.2492,0.970127,0.582217,0.950153,2.5447,2.36695,2.30405,2.41774,1.34772,0.789125,0.958959,1.24063,0.951159,0.678664,1.22152,4.01305,0.978644,1.04279,0.488721,0.734153,0.968267,0.99332,1.82122,2.47192,5.43862,1.65534,0.881397,1.3805,0.415829,0.555381,1.68351,1.74458,3.69725,2.05934,1.59739,2.20484,0.454323,0.841981,3.36005,0.79769,0.828425,0.661207,0.650817,1.78374,0.713897,0.748368,1.46549,0.519196,0.416389,0.484634,0.344811,1.94198,2.08162,1.12541,0.584069,0.230012,0.399615,0.379174,0.171628
6,0.635162,1.10636,0.196086,0.487887,1.13206,0.727051,1.54444,2.31661,1.11979,0.68108,0.343692,1.11186,1.5578,1.46475,1.21092,1.23161,0.924113,0.964228,0.540305,0.740577,1.05793,0.506415,1.41118,1.00807,0.872438,2.2713,0.946941,1.41865,1.66555,1.32768,0.977226,1.21747,0.53966,0.576634,1.28225,1.41189,2.25755,1.6301,1.42052,3.20327,0.739068,0.382579,0.268156,0.707315,2.48028,2.25288,1.31417,1.493,0.66358,0.619465,1.07617,1.24465,2.40275,2.35893,1.76091,1.41097,1.50615,0.838391,1.33205,1.23579,2.69989,1.36904,1.18397,1.07212,2.35172,1.29384,1.11994,2.15859,1.60765,2.72308,0.983182,0.990345,1.90472,0.75584,1.37829,2.22368,1.22209,1.46612,0.711452,1.47922,0.578627,0.493802,1.3032,2.5214,1.11113,1.12329,0.859336,0.343535,0.551923,0.323412,0.455945,2.56231,1.3574,0.959883,0.600499,0.301756,0.625382,0.500358,0.761638,1.88965,1.02234,0.679756,0.363221,0.2893
7,0.979853,0.878478,0.345609,0.729107,1.44807,1.21301,1.37545,2.10412,0.862878,0.46605,0.583568,1.36781,1.2117,0.806986,0.817172,1.43961,0.269152,1.22195,1.2984,0.980607,1.69596,0.855311,0.716997,0.796342,0.87546,2.43738,1.39805,0.815968,1.94346,1.38651,0.501396,0.436911,0.896341,0.308318,0.846206,1.31887,3.94787,1.99295,2.11719,1.21541,0.929833,0.531266,0.903886,2.82751,4.37565,3.51134,1.34842,2.44019,0.712349,1.16028,2.65977,2.18263,4.0009,3.7692,0.928468,2.00637,0.631029,0.567007,0.510921,1.91296,2.14373,1.57391,1.49345,2.60686,1.3096,0.941975,1.05305,1.28444,1.44474,1.08928,0.923558,1.71651,1.02152,0.793384,1.80549,4.42675,0.789725,1.3696,1.68603,1.54392,0.614322,1.00011,1.99975,1.60631,1.64182,0.89016,1.74234,0.87465,0.326349,0.247564,0.452747,0.908018,0.868647,0.991953,1.29463,1.29918,0.489559,0.226265,0.332647,0.864911,0.357409,0.785076,0.739738,0.643708
8,0.374765,0.546564,0.445637,0.578089,2.26904,0.597669,0.667684,1.84384,1.32751,0.685748,0.32886,1.34371,2.23597,2.31546,1.3596,1.79967,0.961562,0.687401,0.373409,0.530566,1.7236,2.54246,2.38471,1.0706,0.413242,0.754847,1.37988,2.10496,2.40954,2.22323,2.04798,1.25091,0.269572,0.525809,2.07436,1.56654,2.14181,2.20855,0.840396,1.69192,0.586538,0.772484,0.34378,2.10716,2.8615,3.472,0.498961,0.219922,0.69337,0.70127,0.951502,3.87171,3.10103,1.34488,0.42169,0.390017,0.441227,0.417641,1.19273,2.58694,1.77318,1.06498,0.404613,0.725935,0.430637,0.4998,1.75869,9.87693,5.82588,1.16406,0.594113,0.331909,0.513153,0.539278,3.62277,7.01382,1.98616,2.17862,1.99379,1.05822,0.647892,1.03453,2.1721,1.55387,1.84823,3.01628,1.57674,0.53015,1.39503,0.7469,1.00412,1.10105,1.01536,0.739167,0.635367,0.325795,0.455365,0.814455,0.74451,1.47917,0.551787,0.198117,0.176908,0.464357
9,0.438055,3.01465,1.59225,0.730863,0.723048,0.149714,0.341801,0.917882,1.00578,0.667465,0.801547,1.59512,0.716469,0.534707,0.230578,0.467135,3.07322,0.800348,1.02,1.04469,0.507756,0.345986,0.496559,0.736598,0.985548,1.62299,1.88412,2.29824,0.569693,0.770818,3.48826,1.46349,0.661725,1.06004,4.30123,2.76124,1.95697,1.09379,1.29366,2.69514,1.646,2.81285,1.32378,1.65706,2.1418,1.7444,1.3564,0.745833,0.551454,1.1347,0.880842,2.44757,2.32655,1.22981,1.82025,0.612614,0.841129,1.04597,2.41565,1.66056,1.40529,0.524216,0.35499,0.573606,1.15456,1.20215,1.18149,1.97598,2.02821,1.86239,1.13451,0.39889,0.870968,0.96966,2.19203,0.828038,1.07611,0.682354,0.94543,0.575342,0.605,1.23146,1.47601,2.89755,1.09493,0.956841,1.31481,0.473513,0.679249,0.775217,0.260266,1.00692,0.712886,1.24751,1.14605,0.977736,0.805361,0.952003,0.6185,1.44732,0.810191,0.806154,0.601568,0.444194
