iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,base
0,100,15214.3,40185,208.508,337768,3021.16,6375.21,3690.71,105710,4181.71,5027.66,16511,5361.09,661.118,4561.69,2862.91,2314.92,6332.33,105703,29756.7,4944.75,2616.28,1962.93,4549.97,8823.22,2294.03,854.802,2114.94,7980.92,18615.6,3309.14,858.852,2412.09,3392.55,8360.58,5048.95,4953.71,1436.33,355.957,2904.1,4788.03,4475.34,10767.4,2764.03,660.403,208.508,33926.4,42399.8,4844.36,42265,13920.1,3710.76,1053.79,9782.77,11216.2,3727.05,947.907,6695.38,5897.01,2649.24,11524.2,33639.8,777.861,10484.8,8279.04,3252.15,637.984,337768,5356.4,2792.26,942.896,1621.79,9074.65,22244.4,5670.72,31190.3,644.584,3785.42,49736.6,13052.2,4771.86,507.142,25117.3,10182.6,1674.54,9180.36,96909.4,3127.1,289.71,3438.72,5903.56,7183.69,18830.3,21596.8,4880.02,897.687,148671,1054.09,727.507,560.408,1724.07,1974.98,1997.33,948.697,238.897
