real_name,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14
21,-0.0338083,1.41714,-0.330144,-1.00472,-0.227221,0.289343,-0.248406,0.970557,1.10321,-0.776479,0.480559,0.499335,-0.229804,0.576815
22,0.531748,-0.832913,1.60243,1.5207,-1.60593,0.50033,-0.596082,-0.299655,-1.43034,-1.61912,-0.142422,-0.629243,-0.138311,0.315822
23,1.07932,-0.376316,0.971111,0.316536,-1.44038,-0.194816,-0.115606,1.00244,0.295158,-0.389978,-0.679487,0.365432,0.795874,1.63683
24,0.430165,0.200229,-0.167713,-1.21933,-0.764191,1.39245,0.275939,-0.846248,-1.69104,0.648821,-0.333307,0.407875,-0.367555,0.934661
25,-0.0563594,0.934218,-0.339407,1.27491,1.13067,0.881786,0.0961463,-0.58372,0.624301,1.04683,-0.0463403,-0.0825164,-2.12856,-0.353732
26,-0.257121,1.38585,-0.548615,0.408127,-1.22129,1.28315,-0.289438,1.54212,0.799917,-2.25766,0.765205,-0.424696,0.49335,1.15083
27,0.0221758,0.57262,0.384794,0.470245,0.240416,0.127435,-1.24744,-0.73459,-1.70227,-0.380626,-0.357146,-0.405893,-0.416327,-0.203112
28,0.0201411,-0.0926931,0.968715,-0.703547,-0.343149,0.101314,0.250177,-1.53043,0.368974,-0.473008,-0.6027,-0.777876,-1.45342,0.386293
29,-0.0718367,0.936345,-0.21737,-0.417998,-1.79871,-1.12015,-0.701761,-1.2152,-0.799237,2.03759,0.816045,0.424063,-1.39893,0.531486
30,0.722646,0.323318,0.0206118,1.3743,0.368886,0.0333097,-1.14937,-0.513426,-0.409033,-0.391557,0.814403,-0.660532,0.778346,0.652066
31,0.121407,-0.959329,-0.346854,1.54714,-0.287007,0.343372,1.60389,-0.191206,0.776113,-0.131501,-1.85083,1.88418,1.99581,1.08821
32,0.531859,0.262724,0.110318,-0.0626869,1.16191,1.23633,0.601936,0.0545005,0.325392,-1.72039,-0.849809,-1.88487,-0.344276,1.88366
33,0.153235,0.908695,0.709065,0.0434644,0.549862,-0.0346207,0.290288,0.214831,-1.13403,-0.717325,-0.251995,1.57942,-2.31364,-0.310327
34,0.16747,0.707437,-0.255499,-0.893982,0.558294,1.22165,0.692721,1.69775,0.00587398,1.25145,0.502381,-0.437562,0.367505,1.75112
35,0.0266609,0.0119403,-0.29253,2.90452,-0.526569,-0.527505,0.651973,1.60703,-1.59385,2.06153,-0.630103,0.988795,0.646742,-2.16418
36,-0.0481834,-0.194289,1.05729,0.306277,0.561869,-0.704881,-0.895234,-0.545996,1.47112,-0.391317,0.441547,-1.67874,-0.744761,0.43492
37,-0.258097,0.852072,0.713045,0.824155,0.157971,0.440571,0.958914,0.388277,1.42488,1.11722,0.474565,-0.778791,-0.238521,-1.29566
38,-0.129237,0.9616,0.679782,-0.160252,-0.554476,-0.473568,-0.0823461,-0.699593,-0.749955,0.392451,-0.705065,0.762826,0.469917,0.126914
39,0.209728,0.517169,1.60464,0.945544,1.22759,-1.9016,0.180474,-1.41418,-0.0702698,0.501271,0.489319,-0.0892035,-0.799812,-0.289335
40,-0.0114898,-0.269574,2.01243,-0.178094,-0.250478,-0.439647,-0.962475,0.755265,0.255253,-1.2523,-0.0567095,1.18982,0.862394,-1.99766
41,0.185255,0.360214,-1.218,1.49238,0.741972,-0.117629,-1.85965,1.57541,-1.27547,0.0391682,1.68811,1.29955,-1.1908,-0.299264
42,0.0576265,0.758969,-0.50955,0.226731,1.18548,-0.277372,0.213283,-0.407765,-0.333207,0.687867,-0.855,2.10167,-1.46457,-0.224696
43,0.224925,0.0354648,-0.196595,0.0898231,2.0403,0.634152,0.794187,0.94112,0.549944,0.34647,0.405896,0.047916,0.0664576,-0.182346
44,0.239368,0.45392,1.6911,0.33001,-1.17922,0.0901889,-0.237279,-0.483805,-0.978533,0.906049,1.03937,-0.222402,-0.0759316,-0.511736
45,0.216816,0.512107,0.173261,-0.222222,1.37053,0.867778,-0.0325442,1.3171,-1.45822,1.3273,-0.123102,-0.471321,-1.4537,0.826895
46,0.0248425,0.161984,0.0795533,0.646729,0.255727,0.366347,-1.01196,0.0957249,0.248182,-0.989265,1.33398,1.62564,-0.0283281,-1.3947
47,0.00878296,-0.508928,-0.0478434,1.57037,-1.10857,0.723971,0.778913,-0.0352014,-1.33444,1.59711,0.70496,-0.47336,0.457255,0.702124
48,1.50278,0.0166919,0.971999,-1.18282,0.10018,0.214502,-0.317432,1.3359,0.280977,-0.377749,0.671693,0.92422,0.578659,2.40335
49,0.224969,1.2153,0.323487,-0.481219,-0.48153,0.447912,-0.412721,1.06206,-1.50008,0.485913,0.213723,-0.26599,1.63682,0.351965
50,0.271095,-0.0403074,0.766957,0.262504,1.25831,-0.641014,-0.26942,2.18949,-1.71795,-1.41122,0.244978,0.123941,0.975294,-1.23398
51,0.722001,0.710629,1.15994,0.925783,-0.569632,0.45957,0.109395,-0.472357,-1.80311,-1.23054,-1.1598,-0.293891,0.143241,-1.10778
52,1.32102,-0.239346,-0.216531,-0.476829,0.478069,0.460347,0.765094,0.249229,-0.691942,1.958,0.748955,0.854412,1.3322,0.707919
53,-0.0278192,-0.518093,1.44708,0.703524,-0.37212,-0.0935999,0.440259,-0.0093683,0.90899,-0.229218,0.756296,2.56758,-0.29624,-0.80031
54,0.559682,0.849356,0.0681256,-1.29031,-0.591635,1.33646,0.100226,0.679138,0.59053,-0.355583,-1.53003,0.300422,-0.750168,0.402544
55,0.0399865,1.14026,-0.638513,0.726541,-0.879449,-0.0357166,0.576728,-0.442988,0.195168,0.238991,-2.37232,-1.79018,-0.537922,-1.0945
56,0.863022,-0.351096,0.413917,0.289739,-0.183514,0.491001,-0.363084,0.219738,0.106616,0.786711,-0.662847,-0.0114516,-0.303486,0.0730949
57,0.254603,-0.0511075,0.399456,0.194814,0.346542,0.209609,-0.920043,0.516864,-1.30533,-0.199878,-0.644973,-0.209132,1.87911,1.29261
58,0.0949744,0.301119,-1.65009,0.807798,0.17445,0.0886072,0.170016,0.65336,0.112412,0.782698,0.280267,0.704368,-0.340917,-1.16608
59,0.0719118,0.216395,0.0668054,0.304953,0.671933,-0.885071,1.23422,-0.125349,-0.444941,0.759273,-0.827616,0.635402,-0.436966,1.42271
60,-0.0784563,0.703388,-0.450741,0.326338,-0.320638,0.368881,0.839543,-1.28456,0.19968,0.244491,-1.63567,0.203408,1.68637,-1.57792
61,0.0851644,0.470598,0.78257,0.542799,-1.85358,-0.70099,1.06961,0.977981,-0.777607,-0.0867982,0.540418,0.511031,-0.0666554,-0.0230526
62,-0.240165,1.44968,0.738625,0.285826,-0.540923,-0.497621,-0.881151,0.351426,0.687955,-0.666588,-0.092528,1.15996,-0.466629,-0.0273503
63,0.297995,-0.677191,-0.0659135,1.3283,0.0974931,0.48068,-0.250001,-0.282727,0.0764686,2.61617,1.92812,1.1622,-0.154816,-1.15655
64,0.371941,1.05359,-0.90952,-1.28821,-0.506019,-1.94532,0.555262,0.214046,-1.21187,2.53385,1.41562,0.385951,-1.96544,0.119478
65,0.0610379,-0.0156974,0.877979,-0.390893,1.12574,-0.605728,-0.406775,0.261525,1.3414,-0.347548,0.674224,-0.629391,0.129969,-0.326894
66,1.21431,-0.168327,-0.131188,-0.133317,0.3902,-0.630765,0.516171,-0.371754,-0.754173,-1.9635,0.925336,-1.34447,2.91666,-0.111883
67,0.180506,-0.134549,0.146954,-0.385848,-0.268141,1.14569,0.16529,1.54666,0.618883,-0.694732,-1.23946,0.319878,-0.302317,1.35066
68,0.0566388,0.256128,-0.135389,1.16959,1.00921,-0.152263,1.24597,-0.527965,-0.75076,0.520727,-0.058914,-0.607025,-0.425126,1.06715
69,0.0656498,1.3055,-0.0821166,0.883963,-0.23166,-1.07755,-0.801186,1.80617,1.81425,-0.095964,-0.0236398,-0.629691,1.64084,1.28616
70,0.508953,2.24042,0.0239916,-0.216298,-0.628478,0.916257,-1.2926,0.16279,1.67804,-0.425038,3.29865,-1.45706,-0.191018,1.57624
71,0.914438,0.0107201,0.300769,-0.112851,0.872471,-0.552534,-0.377094,-0.415534,0.856254,-1.73614,-0.551944,-2.18661,-0.695141,-0.0956446
72,0.19641,-0.517779,-0.513913,0.651196,0.726755,0.270106,0.807833,-0.974874,-0.516588,0.390667,1.16422,1.12282,-0.354362,0.414539
73,0.10715,0.785096,-0.00675891,-0.437561,-0.276329,0.166773,-1.23753,0.510694,1.07957,-1.22617,-0.348207,0.315162,1.13771,-0.567122
74,0.00166197,-0.887143,0.524692,1.64133,-1.56501,-0.689409,1.19982,1.09765,-0.66979,-1.52656,-0.438315,1.13382,0.872829,1.78687
75,-0.121426,0.574706,0.108209,0.662554,-1.56481,0.12124,1.62648,-0.324344,-1.81302,1.35039,-0.495808,0.994869,0.626375,-1.4113
76,-0.11036,0.814942,-1.40995,0.79704,0.78494,0.609868,1.26652,0.00259648,1.68828,-0.742953,2.43986,-1.42042,0.518342,-1.11611
77,0.0442512,-0.0153724,0.330742,0.312336,-0.18526,0.225282,0.936277,1.05205,1.65658,-0.648565,0.911624,1.72647,-0.67672,1.09696
78,0.086151,0.980803,0.912823,-1.56583,-0.569118,1.40821,1.72204,1.55641,-1.82103,0.630932,0.661576,0.276376,0.0369665,-0.878091
base,-0.0325012,0.437026,0.236582,0.305608,0.0425074,0.0264443,0.0983258,0.12151,-0.0263041,0.0327207,-0.0263264,-0.0226244,0.00960533,0.00102067
