iteration,_is_super,_lambda,_scale_factor,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
2,1,0.1,1,1.00373,1.00433,1.00583,1.00776,1.00544,0.998592,0.991341,0.980152,1.19533,1.00871,1.01439,1.31243,1.03129,0.997568,0.94277,0.851489,0.969461,0.983652,1.0104,1.16211,1.15613,1.00266,0.802468,0.8402,0.963329,1.08785,0.99558,0.932934,0.969416,1.02427,1.25319,1.46035,0.928404,0.890098,1.01438,0.955845,1.03052,1.01481,1.2828,1.49778,0.953946,1.11757,1.06017,1.11975,1.19197,1.12868,1.22971,1.46447,1.19923,1.18772,1.23788,2.61344,2.88661,1.33281,1.71792,2.10934,0.973702,1.09733,1.31793,4.42755,4.62857,1.50342,1.74538,1.86547,0.869809,0.829002,1.2379,5.24665,5.34201,1.30281,1.65828,1.47843,2.25104,1.6949,1.03875,0.408906,0.399608,1.00613,1.30533,1.57975,1.93113,1.74433,0.977084,0.536652,0.552589,0.91822,1.02383,1.26413,1.1965,1.16217,0.968723,0.856601,0.838202,0.908651,0.86932,0.975097,0.822211,0.690318,0.654951,0.332999,0.317029,0.619846,0.580776,0.630295
2,0,0.1,0.75,1.00329,1.00372,1.00475,1.00603,1.00409,0.998795,0.993009,0.98373,1.19408,1.00717,1.01206,1.30402,1.02532,0.998096,0.94853,0.85921,0.970212,0.983677,1.01105,1.15313,1.14718,1.00463,0.809865,0.849589,0.974027,1.09848,1.00448,0.949725,0.985538,1.02829,1.24724,1.45183,0.941638,0.899994,1.02463,0.976077,1.04967,1.01735,1.28071,1.49215,0.967604,1.12454,1.0563,1.12979,1.19842,1.1136,1.22428,1.45788,1.20739,1.17766,1.1988,2.42303,2.66365,1.27155,1.65626,2.0417,1.00034,1.10463,1.25739,3.92194,4.08146,1.40978,1.69397,1.82431,0.902095,0.850182,1.19604,4.57872,4.65097,1.24623,1.64399,1.47079,2.11753,1.61124,1.04112,0.450744,0.441224,1.01645,1.28026,1.53586,1.84114,1.69526,0.993109,0.577072,0.596746,0.947154,1.02904,1.25388,1.1705,1.15707,0.983242,0.881042,0.865049,0.932987,0.886025,0.981801,0.801236,0.684641,0.667756,0.349279,0.333296,0.635712,0.578043,0.617522
2,1,1,1,1.00477,1.00476,1.00547,1.00663,1.00431,0.99826,0.991775,0.981465,1.19875,1.01041,1.01351,1.30675,1.02684,0.996737,0.944501,0.854412,0.973679,0.986721,1.01029,1.1549,1.14889,1.00246,0.805074,0.844329,0.964965,1.08872,0.997645,0.939248,0.975825,1.0259,1.25276,1.4616,0.932888,0.892997,1.01647,0.959302,1.03399,1.01615,1.28543,1.50331,0.961308,1.12271,1.05878,1.11599,1.18746,1.1259,1.23355,1.47341,1.20213,1.1847,1.22844,2.57374,2.84104,1.32026,1.70774,2.10649,0.985545,1.10326,1.30233,4.27579,4.46793,1.48243,1.74638,1.87734,0.884817,0.840263,1.22749,5.01324,5.10316,1.29045,1.67313,1.49605,2.20058,1.66424,1.04222,0.425588,0.416061,1.01102,1.2885,1.55255,1.89789,1.72712,0.984095,0.551952,0.568809,0.927096,1.01975,1.24963,1.18745,1.16139,0.974407,0.865054,0.846916,0.91571,0.872403,0.971445,0.811604,0.686472,0.659416,0.33934,0.323126,0.624459,0.57747,0.621418
2,0,1,0.75,1.00407,1.00405,1.00447,1.00518,1.00324,0.998546,0.993335,0.984718,1.19665,1.00844,1.0114,1.29979,1.022,0.997472,0.949835,0.861421,0.973377,0.985978,1.01096,1.14776,1.14179,1.00448,0.811837,0.852719,0.975267,1.09914,1.00605,0.954542,0.99042,1.02951,1.24692,1.45276,0.945047,0.902192,1.02621,0.978724,1.05232,1.01836,1.28268,1.49628,0.9732,1.12842,1.05525,1.12694,1.19502,1.11153,1.22714,1.46455,1.20958,1.17542,1.19193,2.39537,2.63205,1.26256,1.6489,2.03963,1.00945,1.1091,1.24621,3.82068,3.97475,1.395,1.69469,1.83302,0.913744,0.858828,1.18849,4.42508,4.49412,1.23735,1.65502,1.48391,2.08183,1.58933,1.04373,0.464467,0.45478,1.02016,1.26786,1.51599,1.81732,1.6827,0.998449,0.589368,0.609835,0.954013,1.02596,1.24308,1.16385,1.15649,0.987566,0.887554,0.871785,0.938417,0.888381,0.979042,0.793471,0.681778,0.671168,0.354255,0.338091,0.639258,0.575573,0.610988
2,1,10,1,1.00695,1.00552,1.00418,1.00322,1.00107,0.997626,0.993527,0.986113,1.20597,1.01363,1.01077,1.28949,1.01359,0.995367,0.950952,0.864642,0.984291,0.994524,1.01223,1.13501,1.12899,1.00487,0.814911,0.858952,0.977733,1.10037,1.01154,0.9698,1.00667,1.03704,1.25565,1.46937,0.953366,0.907653,1.03218,0.988806,1.06391,1.02687,1.29709,1.52346,0.989566,1.13994,1.05563,1.12354,1.19197,1.11376,1.24284,1.49985,1.22753,1.17905,1.17971,2.33271,2.5636,1.25043,1.65395,2.07982,1.04774,1.13294,1.22341,3.5673,3.7126,1.36954,1.72872,1.90641,0.957394,0.891685,1.17424,4.03222,4.09601,1.22314,1.71633,1.55587,1.98804,1.53154,1.05535,0.508605,0.498252,1.03329,1.22697,1.45386,1.75432,1.65044,1.01607,0.627668,0.65005,0.972815,1.0122,1.20407,1.14667,1.15685,1.0005,0.906824,0.890915,0.951952,0.892765,0.965539,0.766679,0.66991,0.678937,0.367705,0.350685,0.645724,0.563195,0.584954
2,0,10,0.75,1.0057,1.00462,1.00351,1.00263,1.00081,0.99807,0.994651,0.988213,1.20205,1.01085,1.00934,1.28689,1.01209,0.996443,0.954697,0.869145,0.981323,0.99182,1.01242,1.1329,1.12692,1.00629,0.819265,0.863771,0.984929,1.10795,1.01654,0.977736,1.01381,1.03789,1.24908,1.45855,0.960563,0.913275,1.03809,1.00121,1.07508,1.0264,1.2914,1.5113,0.994577,1.14138,1.0529,1.13266,1.19842,1.10254,1.23407,1.48422,1.2287,1.17121,1.15629,2.22507,2.43683,1.21214,1.60979,2.02023,1.05686,1.1314,1.18913,3.33528,3.45931,1.31454,1.68182,1.85426,0.969399,0.897953,1.14961,3.75829,3.81097,1.18862,1.68697,1.5282,1.92913,1.49331,1.05357,0.530882,0.520619,1.03697,1.22218,1.44312,1.71321,1.62635,1.02268,0.649019,0.674059,0.989084,1.02026,1.20893,1.13374,1.15309,1.00734,0.919506,0.905538,0.966137,0.903887,0.974575,0.760296,0.669404,0.686015,0.37624,0.359495,0.655516,0.564868,0.583896
2,1,100,1,1.00398,1.00335,1.00244,1.00137,1.00007,0.998771,0.996547,0.991935,1.19649,1.00677,1.00744,1.28057,1.00802,0.998488,0.960757,0.877082,0.978907,0.989562,1.01601,1.12859,1.12276,1.01203,0.827717,0.874375,1.00633,1.13059,1.03413,1.00522,1.04069,1.04968,1.25201,1.46072,0.983242,0.931774,1.05982,1.03949,1.11269,1.03845,1.29816,1.5159,1.01486,1.1539,1.05711,1.16399,1.22599,1.0933,1.23266,1.48202,1.25062,1.17,1.11969,2.03142,2.21063,1.15004,1.54589,1.94774,1.09721,1.14601,1.13081,2.90618,2.99512,1.2206,1.61923,1.79951,1.01401,0.926137,1.10901,3.24072,3.27535,1.13082,1.66094,1.51148,1.81237,1.41757,1.05829,0.590712,0.580542,1.05262,1.20945,1.4186,1.6319,1.58095,1.04327,0.704796,0.73607,1.02922,1.0378,1.2169,1.10902,1.14947,1.02471,0.951954,0.941668,0.997987,0.930358,0.992522,0.736498,0.660701,0.697453,0.392724,0.376232,0.670681,0.558123,0.56764
2,0,100,0.75,1.00348,1.00299,1.00221,1.00124,1.00006,0.998929,0.996918,0.992586,1.19495,1.00571,1.00685,1.28021,1.00792,0.998786,0.96207,0.878507,0.977294,0.988106,1.01525,1.12809,1.12225,1.01167,0.828902,0.875377,1.00646,1.1307,1.03352,1.0044,1.0394,1.04736,1.24636,1.45211,0.983052,0.931417,1.05887,1.03946,1.11184,1.03508,1.29219,1.50567,1.01358,1.15185,1.05401,1.16311,1.22398,1.08731,1.22648,1.47096,1.24598,1.16446,1.11189,2.00585,2.18058,1.13839,1.53024,1.92323,1.09407,1.14118,1.12097,2.86002,2.9447,1.20579,1.60129,1.77572,1.01208,0.92385,1.10137,3.19016,3.22262,1.12068,1.64597,1.49538,1.79982,1.40916,1.05577,0.593942,0.583859,1.05148,1.20907,1.41679,1.62274,1.57472,1.04315,0.707958,0.739907,1.03179,1.03955,1.21858,1.10571,1.14757,1.02556,0.953618,0.943958,1.00097,0.932285,0.994931,0.737737,0.66249,0.699999,0.395281,0.378964,0.674427,0.561049,0.570886
2,1,1000,1,1.00221,1.00211,1.00164,1.00093,1.00003,0.99934,0.997842,0.994222,1.19107,1.00303,1.00549,1.27919,1.00757,0.99963,0.965281,0.882071,0.973542,0.984706,1.01399,1.12701,1.12115,1.01138,0.832011,0.878242,1.00886,1.13312,1.03369,1.00455,1.03848,1.04338,1.23487,1.43444,0.984883,0.932516,1.05875,1.04203,1.11256,1.02898,1.28034,1.48477,1.01274,1.14906,1.04851,1.16373,1.22195,1.07479,1.21375,1.44784,1.23773,1.15329,1.09471,1.94611,2.11023,1.11182,1.49465,1.86828,1.08928,1.13182,1.09871,2.75102,2.82553,1.17149,1.56028,1.7223,1.01002,0.920321,1.08444,3.07055,3.0978,1.09762,1.61239,1.45991,1.77151,1.39027,1.05145,0.603597,0.593728,1.05069,1.2101,1.41543,1.60251,1.56157,1.04474,0.717588,0.751359,1.04031,1.04592,1.22566,1.09914,1.14455,1.0292,0.959566,0.951486,1.01005,0.938836,1.00311,0.741243,0.667381,0.707105,0.402069,0.38617,0.684429,0.568455,0.579117
2,0,1000,0.75,1.00215,1.00206,1.00161,1.00091,1.00003,0.999356,0.997889,0.994302,1.19089,1.00291,1.00539,1.27917,1.00758,0.999642,0.965466,0.882252,0.973274,0.984467,1.01374,1.12691,1.12105,1.01117,0.832125,0.87828,1.00835,1.13259,1.03318,1.0039,1.03774,1.04265,1.23354,1.43246,0.984283,0.931974,1.05806,1.04137,1.11174,1.02799,1.27887,1.48242,1.012,1.14822,1.04757,1.16291,1.22096,1.07347,1.21234,1.44545,1.23634,1.15196,1.09323,1.94233,2.10588,1.1099,1.49204,1.86408,1.08814,1.13056,1.09701,2.74472,2.81875,1.16922,1.55736,1.71827,1.0091,0.919495,1.08302,3.06369,3.09069,1.09591,1.60975,1.45695,1.76929,1.38876,1.05065,0.603633,0.593778,1.05003,1.20955,1.41442,1.60077,1.56022,1.04425,0.717574,0.751404,1.04012,1.04565,1.22515,1.09831,1.14388,1.02893,0.959331,0.95133,1.01003,0.93865,1.00288,0.741299,0.667508,0.707252,0.402314,0.386447,0.684769,0.568821,0.579521
3,1,0.1,1,1.00373,1.00432,1.00582,1.00775,1.00543,0.998593,0.99135,0.980175,1.19533,1.00871,1.01437,1.3124,1.03127,0.997566,0.942802,0.851538,0.969456,0.983637,1.01035,1.16203,1.15606,1.00263,0.802503,0.840263,0.963269,1.08777,0.995483,0.932785,0.969273,1.0242,1.25313,1.46033,0.928353,0.890064,1.01428,0.955488,1.03016,1.01477,1.28281,1.49784,0.953924,1.11767,1.06039,1.11944,1.19169,1.12904,1.22997,1.46476,1.19928,1.18811,1.23896,2.61855,2.89243,1.33425,1.71912,2.11056,0.97339,1.09742,1.3195,4.43982,4.6417,1.50561,1.74652,1.86633,0.86938,0.828777,1.239,5.26198,5.35777,1.30416,1.65878,1.47875,2.25388,1.69669,1.03884,0.408184,0.398886,1.00604,1.30589,1.58068,1.933,1.74537,0.976866,0.535938,0.551804,0.917742,1.02379,1.26442,1.1971,1.16234,0.968541,0.856197,0.837741,0.908257,0.869071,0.97505,0.822868,0.690616,0.654848,0.332768,0.316784,0.619611,0.580852,0.630557
3,0,0.1,0.75,1.00334,1.00376,1.00477,1.00603,1.00408,0.998783,0.992981,0.983688,1.19422,1.00725,1.01212,1.30401,1.0253,0.998084,0.948417,0.859115,0.970409,0.983844,1.01119,1.15315,1.14721,1.00476,0.809808,0.84961,0.974347,1.09881,1.00478,0.950077,0.985954,1.02878,1.2482,1.45331,0.94203,0.900361,1.02506,0.97627,1.04997,1.01806,1.28182,1.49397,0.968122,1.12523,1.05717,1.13015,1.19894,1.11488,1.22554,1.45991,1.20844,1.17897,1.2008,2.43011,2.67181,1.27423,1.6593,2.04604,1.00089,1.10562,1.25997,3.93685,4.09753,1.41338,1.69718,1.82816,0.902382,0.850581,1.19802,4.59645,4.6693,1.24866,1.64639,1.47327,2.12153,1.61383,1.04178,0.450127,0.440598,1.01686,1.28111,1.53737,1.84398,1.69712,0.993292,0.576504,0.596084,0.946916,1.02921,1.25448,1.1716,1.1577,0.983297,0.880891,0.864799,0.932696,0.885967,0.981934,0.801671,0.684765,0.667573,0.348937,0.332923,0.635295,0.57782,0.617392
3,1,1,1,1.00478,1.00476,1.00546,1.00661,1.0043,0.998256,0.991782,0.981484,1.19879,1.01043,1.01349,1.30669,1.0268,0.996725,0.944524,0.854455,0.973714,0.986739,1.01024,1.1548,1.1488,1.00243,0.805104,0.844391,0.96489,1.08863,0.997552,0.939127,0.975712,1.02584,1.25273,1.46163,0.932838,0.89296,1.01638,0.958962,1.03365,1.01612,1.28547,1.50344,0.96131,1.12283,1.05898,1.11566,1.18716,1.12625,1.23384,1.47378,1.20218,1.18506,1.22943,2.57846,2.84645,1.32164,1.70897,2.10788,0.985292,1.10338,1.30376,4.28659,4.47954,1.48449,1.74765,1.87848,0.884468,0.840098,1.22851,5.02633,5.11666,1.29173,1.67384,1.4966,2.20306,1.66582,1.04234,0.424953,0.415424,1.01096,1.28889,1.55323,1.89955,1.72807,0.98393,0.551326,0.568113,0.926659,1.01964,1.24975,1.188,1.16157,0.974264,0.864706,0.846509,0.915346,0.872147,0.971332,0.81217,0.686732,0.659332,0.339138,0.322908,0.624242,0.577519,0.62161
3,0,1,0.75,1.00412,1.00409,1.00449,1.00519,1.00323,0.998531,0.993305,0.984673,1.19681,1.00855,1.01146,1.29976,1.02196,0.997454,0.949716,0.861321,0.973604,0.986171,1.01111,1.14776,1.14179,1.00461,0.811776,0.852738,0.975577,1.09945,1.00634,0.954917,0.990862,1.03002,1.2479,1.45428,0.945442,0.902558,1.02664,0.978931,1.05264,1.01907,1.28381,1.49816,0.973739,1.12912,1.05611,1.12729,1.19552,1.11282,1.22843,1.46665,1.21063,1.1767,1.19387,2.40216,2.63989,1.26519,1.65195,2.04409,1.01005,1.11011,1.24868,3.8345,3.98969,1.39848,1.698,1.83708,0.914103,0.85928,1.1904,4.44119,4.5108,1.23972,1.65758,1.48659,2.08555,1.59176,1.04441,0.463927,0.454229,1.02059,1.26858,1.5173,1.82,1.68449,0.998674,0.588875,0.609248,0.953808,1.02608,1.24355,1.16491,1.15712,0.987652,0.88745,0.871578,0.938151,0.888318,0.979125,0.793841,0.681875,0.670999,0.353935,0.337739,0.638853,0.575332,0.61081
3,1,10,1,1.007,1.00555,1.00419,1.00322,1.00106,0.997607,0.9935,0.98607,1.20615,1.01374,1.0108,1.28948,1.01357,0.995323,0.950866,0.864553,0.984447,0.994657,1.01222,1.13496,1.12894,1.00483,0.814824,0.858878,0.977527,1.10015,1.01144,0.969688,1.0066,1.03707,1.25589,1.46978,0.953188,0.90752,1.03206,0.988501,1.06366,1.02696,1.29735,1.52399,0.9895,1.13999,1.0558,1.12328,1.19181,1.11425,1.24326,1.50061,1.22765,1.17944,1.1806,2.33666,2.56828,1.2519,1.65574,2.08239,1.04762,1.13316,1.22467,3.57533,3.72144,1.37161,1.73078,1.9089,0.957189,0.891635,1.17517,4.04135,4.10555,1.22446,1.71785,1.5574,1.99006,1.53287,1.05555,0.50804,0.497677,1.03327,1.227,1.45403,1.75575,1.65133,1.01599,0.627121,0.649412,0.972354,1.01186,1.20374,1.14717,1.15707,1.0004,0.906534,0.890541,0.951541,0.892399,0.965179,0.766989,0.670016,0.678799,0.367479,0.350436,0.645435,0.563126,0.584939
3,0,10,0.75,1.00579,1.00468,1.00355,1.00264,1.0008,0.998044,0.994595,0.988122,1.20231,1.01102,1.00944,1.28689,1.01207,0.996401,0.954495,0.868944,0.981642,0.9921,1.0126,1.13294,1.12696,1.00641,0.819115,0.863688,0.985144,1.10817,1.01683,0.97813,1.01429,1.03846,1.25027,1.46036,0.960868,0.913573,1.0385,1.00146,1.07548,1.02722,1.2927,1.51349,0.995077,1.14204,1.05374,1.13306,1.19903,1.10391,1.23546,1.48663,1.22982,1.17251,1.15813,2.23115,2.44393,1.21478,1.6132,2.02553,1.05761,1.13251,1.19142,3.34666,3.47174,1.31794,1.68569,1.85935,0.96991,0.89852,1.15142,3.77099,3.82422,1.19098,1.69016,1.53165,1.93241,1.4955,1.05432,0.530416,0.520136,1.03744,1.22261,1.44402,1.71565,1.62806,1.02298,0.648605,0.673533,0.98887,1.02021,1.20906,1.13476,1.15376,1.00745,0.919455,0.905364,0.965838,0.903743,0.974469,0.760484,0.669388,0.685803,0.375894,0.359111,0.655052,0.564544,0.58358
3,1,100,1,1.00413,1.00345,1.00251,1.0014,1.00007,0.998723,0.996442,0.991751,1.19695,1.00709,1.0076,1.28066,1.00804,0.998393,0.960389,0.87668,0.979375,0.989985,1.0162,1.12869,1.12287,1.0121,0.827376,0.874076,1.00616,1.13043,1.03422,1.00537,1.04098,1.05025,1.25349,1.46298,0.983151,0.931755,1.05998,1.0394,1.11283,1.0393,1.2997,1.51857,1.01508,1.15435,1.05786,1.16412,1.22643,1.09488,1.23427,1.48494,1.25171,1.17139,1.12175,2.03842,2.21889,1.15322,1.55018,1.95448,1.0979,1.1472,1.13344,2.91891,3.00909,1.22467,1.62418,1.80608,1.01439,0.92665,1.11104,3.25467,3.28994,1.13358,1.66505,1.51588,1.81578,1.41985,1.05891,0.589767,0.579573,1.05285,1.20943,1.41891,1.63438,1.58261,1.04324,0.703868,0.734948,1.02841,1.0372,1.21626,1.10988,1.14994,1.02442,0.951434,0.940968,0.997077,0.929729,0.991723,0.736128,0.660176,0.696699,0.39198,0.375439,0.669586,0.557281,0.5667
3,0,100,0.75,1.00364,1.0031,1.00228,1.00128,1.00006,0.998881,0.996804,0.992388,1.19543,1.00604,1.00704,1.28029,1.00792,0.998705,0.961656,0.87807,0.977846,0.988603,1.01558,1.12825,1.12242,1.01187,0.828561,0.875125,1.00671,1.13097,1.03396,1.005,1.04017,1.04835,1.24847,1.45529,0.983434,0.93181,1.0595,1.03989,1.11256,1.03646,1.29446,1.50945,1.01431,1.15281,1.05528,1.16382,1.22506,1.08949,1.22875,1.47497,1.24785,1.1665,1.11455,2.01396,2.19008,1.14223,1.53544,1.93147,1.09545,1.14301,1.12422,2.87435,2.96033,1.21057,1.60721,1.78371,1.01306,0.924856,1.10397,3.20583,3.23896,1.12404,1.65105,1.50093,1.80405,1.41202,1.05684,0.593203,0.583092,1.05214,1.20946,1.41778,1.62591,1.57698,1.04349,0.70727,0.739028,1.03133,1.03931,1.21848,1.10698,1.14842,1.02554,0.953402,0.943548,1.0003,0.931951,0.994501,0.737417,0.662001,0.699322,0.394538,0.378161,0.67335,0.560144,0.569879
3,1,1000,1,1.0024,1.00225,1.00173,1.00097,1.00003,0.999287,0.997705,0.993986,1.19163,1.00341,1.00576,1.27925,1.00756,0.999562,0.964761,0.881546,0.974277,0.985363,1.01456,1.12725,1.1214,1.01181,0.831643,0.878045,1.00979,1.13409,1.03471,1.00592,1.04006,1.04508,1.23813,1.43928,0.98604,0.933584,1.06016,1.04331,1.11423,1.03129,1.2839,1.49054,1.01431,1.1509,1.05065,1.16538,1.22408,1.07801,1.21721,1.45378,1.24083,1.15639,1.09838,1.95612,2.12184,1.11679,1.5014,1.87914,1.09179,1.13472,1.10298,2.76799,2.84392,1.17745,1.56794,1.73277,1.01195,0.922106,1.08789,3.08889,3.11687,1.10192,1.61915,1.46739,1.77655,1.39369,1.05301,0.603008,0.593104,1.05182,1.21078,1.41696,1.60634,1.5644,1.04533,0.717042,0.750608,1.04001,1.04592,1.22589,1.10065,1.14567,1.02917,0.959482,0.951174,1.00928,0.938674,1.00274,0.740103,0.666199,0.705871,0.400883,0.384911,0.682679,0.566752,0.577144
3,0,1000,0.75,1.00234,1.0022,1.0017,1.00095,1.00003,0.999304,0.997751,0.994065,1.19145,1.00329,1.00566,1.27923,1.00756,0.999582,0.964937,0.881722,0.974027,0.985139,1.01435,1.12716,1.12131,1.01165,0.831763,0.878104,1.00943,1.13372,1.03433,1.00541,1.03948,1.04447,1.23698,1.43758,0.9856,0.933181,1.05964,1.04282,1.11361,1.03047,1.28264,1.48851,1.01373,1.15023,1.04988,1.16476,1.2233,1.07687,1.21599,1.45169,1.23971,1.15528,1.09709,1.95266,2.11784,1.11507,1.49906,1.87536,1.09087,1.13368,1.10148,2.76216,2.8376,1.17539,1.56529,1.72913,1.01123,0.921453,1.08667,3.08257,3.1103,1.10042,1.6168,1.46477,1.77473,1.39245,1.05242,0.603164,0.593272,1.05137,1.21048,1.41632,1.60494,1.56335,1.04506,0.717175,0.750807,1.04004,1.04585,1.2257,1.10007,1.14522,1.02911,0.959444,0.951213,1.00947,0.938668,1.00277,0.740402,0.666526,0.706216,0.40124,0.385295,0.683201,0.567268,0.577737
4,1,0.1,1,1.00374,1.00432,1.00582,1.00774,1.00542,0.998591,0.991359,0.980197,1.19535,1.00871,1.01435,1.31235,1.03124,0.997558,0.942833,0.851585,0.969465,0.983634,1.01029,1.16194,1.15598,1.0026,0.802537,0.840322,0.963188,1.08768,0.995385,0.932654,0.969146,1.02413,1.25304,1.46027,0.928284,0.890011,1.01419,0.955165,1.02983,1.01471,1.28278,1.49785,0.953897,1.11775,1.06056,1.11914,1.1914,1.12931,1.23017,1.46499,1.19934,1.18846,1.23987,2.62282,2.8973,1.33543,1.72011,2.11159,0.973184,1.09754,1.32082,4.44996,4.65254,1.50742,1.7475,1.8671,0.869072,0.828631,1.23992,5.27449,5.37064,1.30529,1.65925,1.47906,2.25609,1.69809,1.03892,0.407611,0.398314,1.00597,1.30632,1.5814,1.93442,1.74615,0.976681,0.53537,0.551181,0.917355,1.02374,1.26461,1.19753,1.16244,0.968382,0.855878,0.837377,0.907932,0.868858,0.974988,0.823403,0.690858,0.654751,0.332566,0.316571,0.619403,0.580898,0.630751
4,0,0.1,0.75,1.00339,1.00379,1.00479,1.00604,1.00407,0.99877,0.992953,0.983646,1.19437,1.00735,1.01217,1.30399,1.02527,0.998064,0.948311,0.859022,0.970604,0.98401,1.01131,1.15315,1.14721,1.00486,0.809746,0.849612,0.974545,1.09901,1.00498,0.950334,0.98627,1.02917,1.24901,1.45456,0.942293,0.900613,1.02536,0.976364,1.05016,1.01863,1.28275,1.49551,0.968517,1.12578,1.05788,1.13037,1.1993,1.11597,1.22661,1.46165,1.20931,1.18007,1.20252,2.43632,2.67897,1.27656,1.66197,2.04988,1.00136,1.10647,1.2622,3.94983,4.11155,1.41652,1.70005,1.83161,0.90262,0.850921,1.19969,4.61173,4.68511,1.25074,1.64853,1.47548,2.12472,1.61591,1.04228,0.449566,0.44003,1.01714,1.28167,1.53841,1.8462,1.69854,0.993345,0.575966,0.59546,0.946598,1.02923,1.25477,1.17239,1.15811,0.983219,0.880671,0.86449,0.932316,0.885808,0.981862,0.801819,0.684693,0.667255,0.348545,0.332507,0.634771,0.57746,0.617058
4,1,1,1,1.00479,1.00477,1.00545,1.0066,1.00429,0.998252,0.991786,0.981499,1.19883,1.01045,1.01347,1.30665,1.02676,0.996713,0.94454,0.854487,0.973745,0.986755,1.01019,1.15471,1.14871,1.00239,0.805124,0.844435,0.964801,1.08852,0.997453,0.938997,0.975588,1.02578,1.25268,1.46163,0.932769,0.892904,1.01628,0.95864,1.03333,1.01608,1.28548,1.50352,0.961295,1.12291,1.05913,1.11535,1.18688,1.12653,1.23406,1.47408,1.20224,1.18538,1.23028,2.58248,2.85106,1.32279,1.71002,2.10908,0.985121,1.10351,1.30499,4.29574,4.48937,1.48624,1.74875,1.87948,0.884208,0.839989,1.22938,5.03733,5.128,1.29282,1.67446,1.4971,2.20505,1.66709,1.04244,0.424429,0.414899,1.01091,1.28921,1.55378,1.90084,1.72879,0.98378,0.550808,0.567538,0.926292,1.01954,1.24982,1.18841,1.16167,0.97413,0.864421,0.846175,0.915035,0.871922,0.971219,0.812646,0.68695,0.659248,0.338953,0.32271,0.624043,0.577549,0.621759
4,0,1,0.75,1.00418,1.00412,1.00451,1.00519,1.00322,0.998515,0.993274,0.984625,1.19698,1.00865,1.01152,1.29974,1.02193,0.99743,0.949599,0.861216,0.973816,0.986351,1.01123,1.14776,1.1418,1.0047,0.811703,0.852729,0.975769,1.09965,1.00655,0.955178,0.991183,1.03042,1.24874,1.45558,0.945705,0.902808,1.02695,0.979026,1.05284,1.01965,1.28477,1.49975,0.974145,1.12968,1.05681,1.1275,1.19588,1.1139,1.22951,1.46845,1.2115,1.17778,1.19554,2.40816,2.64684,1.26749,1.65465,2.04805,1.01056,1.11098,1.25084,3.84672,4.00292,1.40156,1.70096,1.84071,0.914385,0.859654,1.19203,4.45532,4.52545,1.24177,1.65986,1.48895,2.08856,1.59373,1.04493,0.463407,0.453701,1.02088,1.26906,1.51821,1.82211,1.68586,0.998754,0.588378,0.608665,0.953506,1.02606,1.24375,1.16568,1.15754,0.987593,0.887256,0.871294,0.93778,0.88815,0.979013,0.79395,0.681786,0.670688,0.353554,0.337332,0.638334,0.574961,0.610448
4,1,10,1,1.00705,1.00558,1.00421,1.00323,1.00106,0.997593,0.993469,0.986016,1.20628,1.01384,1.01083,1.28952,1.01359,0.995287,0.950763,0.864436,0.984557,0.994754,1.01222,1.13499,1.12897,1.00479,0.81471,0.858765,0.977317,1.09992,1.0113,0.969487,1.00642,1.03708,1.25612,1.47018,0.952989,0.907365,1.0319,0.988133,1.06334,1.02702,1.29758,1.52447,0.989396,1.13999,1.05593,1.12299,1.19161,1.11467,1.24363,1.50128,1.22776,1.1798,1.18144,2.34042,2.57271,1.25327,1.65739,2.08475,1.0475,1.13335,1.22587,3.58312,3.73,1.37356,1.73265,1.91113,0.956961,0.891562,1.17606,4.05029,4.11489,1.2257,1.71919,1.55873,1.99198,1.53412,1.0557,0.507452,0.497083,1.03322,1.22705,1.45423,1.75706,1.65212,1.01587,0.626555,0.648759,0.971886,1.01154,1.20345,1.14762,1.15723,1.00026,0.906226,0.890157,0.951131,0.892036,0.964838,0.767307,0.670127,0.678654,0.367249,0.350187,0.645154,0.563078,0.584957
