real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.332026,2.32242,4.21567,1.46664,4.42047,0.485476,1.44316,3.69027,0.83429,0.457373,4.74271,5.69395,1.20714,1.4307,4.71411,3.70909,1.01641,0.462169,1.44714,0.571315,2.08213,1.74981,3.30443,1.58549,0.552008,0.407413,0.866013,1.6464,3.08562,2.99895,4.38296,4.62452,0.321931,0.339104,1.35339,0.3489,0.954023,0.548704,0.752669,2.39209,0.922582,1.52749,0.417696,2.17747,4.63861,4.37959,1.4024,0.227685,0.414361,1.10465,0.595547,3.957,6.11404,1.14518,0.652476,2.7357,0.446395,0.971455,4.60511,3.63086,1.68609,1.16689,1.04919,1.38742,1.02977,1.54811,2.89266,8.05171,4.27409,1.5809,1.53713,0.269496,0.578887,0.436562,2.50178,1.84225,3.00037,2.83822,1.35647,0.353583,0.895962,1.14774,0.52806,1.2531,2.45474,2.6436,1.67974,0.592467,1.50575,0.649608,0.283493,0.7152,1.02981,1.057,1.08111,0.813762,0.875207,1.07066,0.22808,0.340921,0.60251,0.570716,0.768292,0.660592
1,0.546775,0.760558,1.29648,1.43361,3.81893,1.31838,0.606634,0.725351,1.43184,0.676358,2.10181,1.19562,1.73266,1.73198,1.08833,1.07811,0.814706,0.430168,0.623442,0.50743,1.34247,3.77383,1.94566,0.544549,1.0016,0.476724,0.608074,1.32202,3.22012,3.37196,1.0542,1.57614,2.00751,0.476643,0.721668,0.526581,2.78079,1.09546,0.506261,2.09374,1.99962,1.31073,0.576012,3.62954,2.73341,3.84583,0.511375,0.661969,0.6211,1.9736,1.2283,2.46718,4.46209,1.23016,0.456318,1.48834,0.527627,1.08254,1.27678,1.2918,1.78733,0.721735,1.13078,1.76237,0.818643,3.25827,6.21796,2.96777,2.41606,0.809427,1.31651,0.417277,0.484793,1.58022,1.30468,1.25667,0.902541,0.974398,2.39797,0.292111,1.16042,2.73501,1.43411,0.858019,1.03438,0.935262,2.0508,0.304051,2.12395,1.69274,1.66627,1.19861,1.00241,1.98231,0.778689,0.55001,0.945686,0.684299,0.449463,0.664831,0.740922,0.244515,0.525302,0.504544
2,3.85308,5.93569,1.23934,2.37047,7.06704,1.42498,0.738765,0.751852,5.39957,0.889324,2.74521,6.61902,2.72496,2.58175,2.24849,0.950333,2.7915,0.848371,1.27817,1.646,3.98856,1.05866,2.3974,0.811067,1.0616,0.715912,1.24387,1.9482,4.15713,2.656,1.83439,2.02456,0.782512,0.514274,0.745268,0.653113,1.2262,1.85456,0.937269,1.04715,1.65756,0.986922,0.869986,1.81564,1.73231,2.91409,0.808481,0.329195,0.421961,1.31371,1.29803,1.50884,1.77611,1.32214,0.637373,1.04803,0.955606,1.58674,1.9136,2.23331,3.8145,0.838198,0.891995,0.953603,1.92697,1.33072,1.75282,5.81099,4.79968,3.37886,1.83177,0.497234,1.59139,0.609366,0.762378,2.24165,3.60858,2.39788,1.62431,0.306978,1.94554,0.611409,1.31655,4.61507,2.58701,1.64028,0.647903,0.34165,1.58491,0.536198,0.358569,1.29912,0.823402,0.653628,1.22861,1.11808,0.515773,0.969633,0.395464,0.674346,0.531003,0.59491,0.698568,0.219484
3,0.450352,2.33111,3.79843,4.06289,5.30514,0.745435,0.491921,0.748798,1.67336,0.900971,3.69482,3.26415,2.31497,2.108,1.4509,0.783575,1.25531,0.294678,0.676369,0.809204,1.62666,2.12162,1.55444,0.950329,0.568101,0.425888,1.15515,1.91142,2.00152,2.44675,1.5472,2.43329,0.557886,0.535386,0.957382,0.605741,2.08581,0.967996,0.942027,3.13699,1.93101,1.09081,0.582467,2.4241,2.46601,3.16676,1.18004,0.647539,0.781701,1.29334,0.587443,2.49159,3.20255,1.23504,1.08289,1.69494,0.947084,1.34859,1.70817,1.6305,1.74822,0.713395,0.820403,1.1106,1.60339,2.49769,3.34238,4.02911,1.68621,1.34875,1.41092,0.616142,1.09713,1.36493,1.27287,0.993454,1.12256,0.842441,2.13975,0.507564,1.71041,1.85197,0.674398,1.76202,1.42512,1.12818,1.41714,0.36731,1.63777,0.738634,0.553515,1.07962,0.855889,1.4914,1.12794,1.08144,1.27748,0.869401,0.437248,0.421681,0.437526,0.336878,0.547127,0.423876
4,0.18778,1.57865,10.7351,2.30266,4.66216,0.508838,1.82691,3.67514,0.658266,0.537375,9.96636,4.29544,0.978841,1.05646,7.18574,4.1799,0.467302,0.264855,1.15243,0.361319,2.00982,2.59294,4.24253,1.97818,0.375445,0.310181,0.682358,1.48714,4.04401,3.61835,2.70671,4.80733,0.252395,0.328434,0.922427,0.185886,1.15863,0.472664,0.808683,3.95457,0.800995,1.22212,0.254957,2.02219,6.08296,5.03473,1.60554,0.400671,0.548342,1.2531,0.372343,4.04173,7.41843,1.05227,0.751356,4.55096,0.393418,0.70669,3.7849,2.35629,1.10992,1.60898,1.68464,1.60527,0.837162,1.93036,3.80487,6.94986,2.06389,0.988117,1.52233,0.37169,0.547472,0.551033,2.2964,1.16247,1.90984,2.17363,1.77176,0.493681,1.38798,1.76053,0.217773,0.498437,2.0951,2.03152,2.2895,0.570978,1.66987,0.664926,0.384301,0.794281,1.20349,1.50674,0.908524,0.682041,1.44011,0.828274,0.220175,0.201616,0.550858,0.471942,0.817082,1.01772
5,2.56033,2.46875,3.24693,3.08766,5.18562,1.33082,0.593441,0.667489,3.1198,1.0103,4.16471,3.23264,1.617,1.26543,1.28946,1.15116,0.956602,0.591923,1.17213,1.1056,3.07828,2.14426,2.13598,0.663597,0.739854,0.424689,1.07956,1.83385,6.18272,3.25754,1.09289,1.19337,0.934363,0.58239,0.867513,0.601857,2.40816,1.95424,0.871294,0.855204,1.26508,1.45141,1.42171,3.93878,3.19788,3.61809,0.649958,0.46716,0.50497,2.6623,1.65378,2.51391,2.66447,1.08572,0.490759,1.35333,0.417797,1.1211,1.16009,1.54037,2.39188,0.990894,1.30713,1.21635,0.597976,1.24717,2.57264,3.78663,3.10259,1.49642,1.71612,0.543411,0.645872,0.653646,0.78348,1.25252,1.6762,1.61699,2.44594,0.420292,2.22574,1.25436,0.857332,1.46193,1.72929,1.28513,1.16972,0.493769,2.06847,0.903685,0.6411,0.941644,0.876705,1.04811,1.13999,0.858079,0.925479,0.861937,0.410162,0.459167,0.498614,0.452621,0.719212,0.328302
6,1.11948,2.70264,0.67629,0.958245,2.26276,0.652513,0.763714,1.13396,4.09281,1.636,1.41433,2.56629,1.68016,1.56442,1.17287,1.18708,2.53866,1.00006,0.606176,0.63051,1.55707,0.904637,1.84428,0.798231,1.37451,1.51925,1.11414,2.17345,2.80738,2.04884,1.05912,1.75434,0.779591,0.544906,1.42365,0.919731,1.85989,1.66022,0.703043,2.97385,1.08497,0.857221,0.361556,1.24964,3.24879,3.44818,0.591087,0.443258,0.573099,1.01126,1.04303,2.27427,3.8977,1.31289,0.544593,0.992916,0.955234,0.909183,1.9195,1.81451,3.15634,0.739047,0.842879,0.619942,1.62771,1.90278,2.5154,5.31758,3.18465,2.8069,1.21199,0.399623,1.30928,0.595132,1.03402,1.59516,1.60191,1.94389,1.28886,0.548289,1.30259,0.70416,1.0874,2.25488,1.10914,1.35684,0.877862,0.160801,1.77376,0.736072,0.549397,1.93416,1.1522,1.15703,0.651561,0.244338,1.03058,0.856569,0.669279,1.03717,0.575354,0.330412,0.318164,0.265124
7,0.771113,1.31597,1.59306,1.75067,4.04363,1.25096,1.04696,1.69637,0.995652,0.61854,2.41227,2.84404,1.50531,1.1478,1.51264,1.9258,0.284078,0.541334,1.34977,0.754475,2.44466,2.44576,1.40801,0.73731,0.633078,0.714418,0.998475,1.01798,4.00746,2.75001,0.700983,1.0016,0.856026,0.298232,0.730671,0.597187,3.30806,1.01971,0.90198,1.31176,0.911691,0.729916,0.647031,4.28858,5.51143,4.54543,0.800685,0.744097,0.563932,1.59503,1.5632,3.11349,6.06464,1.82595,0.538467,2.8886,0.44035,0.85847,1.01802,1.97537,1.83662,1.03685,1.50043,2.12943,0.989133,1.67306,3.2503,3.01242,1.63316,0.814862,1.15617,0.735576,0.745626,0.783713,1.6743,2.18304,0.93297,1.35621,2.00817,0.691182,1.36172,1.94814,1.09678,1.06059,1.49424,1.22698,1.86968,0.565896,1.09638,0.528397,0.655736,0.867529,1.01352,1.4003,1.3457,0.910669,0.9318,0.528204,0.29195,0.466661,0.464633,0.518633,0.777444,0.498174
8,0.297326,0.593102,1.44851,0.948748,3.78886,0.897526,1.22274,2.07876,0.870994,0.391174,1.97326,1.82984,1.57285,2.29026,4.02896,2.77276,0.962237,0.429254,0.685471,0.466601,1.76833,3.76171,4.24326,1.25258,0.596436,0.356057,0.59399,1.58208,3.32203,3.93995,3.18732,3.4734,0.600567,0.413823,0.828633,0.369974,1.17079,0.907645,0.619973,2.28716,1.30964,1.40055,0.35898,2.25918,2.73403,4.01461,0.848306,0.342758,0.50422,1.16934,0.739481,2.72829,3.62714,1.20239,0.510096,1.46841,0.437352,0.82501,2.63115,2.19614,1.61592,1.28214,1.04727,1.82336,0.733044,1.65954,3.75861,6.67132,5.02554,1.02322,1.23122,0.298378,0.42258,0.794519,2.41351,2.56951,2.36323,2.15125,1.67837,0.301861,0.751904,1.44251,0.919533,0.9944,2.09763,2.0321,1.65653,0.43943,1.98303,1.19842,0.958577,0.988155,1.1148,1.1514,0.670548,0.486277,0.604016,0.803775,0.358914,0.572521,0.750276,0.276347,0.437892,0.672231
9,0.578807,3.65371,4.91568,1.44222,2.19812,0.310964,0.672701,1.80946,1.53858,0.66195,3.64202,5.24763,0.846803,0.725447,1.31563,1.9609,2.11885,0.757522,1.77388,0.835035,1.73251,1.12423,1.25222,1.41052,0.456638,0.505805,1.39274,2.28761,2.25241,1.89844,3.83314,2.84956,0.313803,0.366504,1.76819,0.658579,1.14722,0.784474,1.05125,1.85379,0.980022,2.2501,0.656639,2.67344,4.07948,4.32886,1.41653,0.245665,0.486745,1.20991,0.746909,4.77103,3.82015,1.07009,0.580041,1.2593,0.405753,1.07716,3.95242,4.34194,1.65225,0.883368,0.661554,0.834404,0.955434,1.11291,2.29713,9.00078,4.3646,1.17245,1.00129,0.201214,0.627344,0.461304,2.93479,1.55767,2.22431,1.22796,1.03605,0.304213,1.20735,1.37851,0.811775,1.69781,2.49345,2.41478,1.06876,0.371088,1.6966,0.730014,0.207548,0.597537,1.07536,1.04676,1.54132,0.92117,0.936761,0.869923,0.308972,0.510628,0.563115,0.545871,0.669993,0.628994
