name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
k_ppt1,0,0.447214,-0.894427,0.894427,0.00101514,0.415248,-0.829482,0.831512
k_ppt2,0,0.447214,-0.894427,0.894427,0.00095422,0.410725,-0.820495,0.822403
k_ppt3,0,0.447214,-0.894427,0.894427,0.000738657,0.404646,-0.808554,0.810031
k_ppt4,0,0.447214,-0.894427,0.894427,0.000414042,0.395586,-0.790757,0.791585
k_ppt5,0,0.447214,-0.894427,0.894427,1.41284e-05,0.395201,-0.790387,0.790416
k_ppt6,0,0.447214,-0.894427,0.894427,-0.000302181,0.403883,-0.808068,0.807464
k_ppt7,0,0.447214,-0.894427,0.894427,-0.000977753,0.410085,-0.821148,0.819193
k_ppt8,0,0.447214,-0.894427,0.894427,-0.00258511,0.414538,-0.831661,0.826491
k_ppt9,0,0.447214,-0.894427,0.894427,0.076074,0.393869,-0.711663,0.863811
k_ppt10,0,0.447214,-0.894427,0.894427,0.00142503,0.385915,-0.770405,0.773255
k_ppt11,0,0.447214,-0.894427,0.894427,0.00245251,0.37663,-0.750807,0.755712
k_ppt12,0,0.447214,-0.894427,0.894427,0.106949,0.359373,-0.611797,0.825694
k_ppt13,0,0.447214,-0.894427,0.894427,0.00327267,0.358852,-0.714431,0.720977
k_ppt14,0,0.447214,-0.894427,0.894427,-0.00018138,0.375622,-0.751425,0.751062
k_ppt15,0,0.447214,-0.894427,0.894427,-0.0155009,0.385107,-0.785714,0.754713
k_ppt16,0,0.447214,-0.894427,0.894427,-0.0546682,0.392649,-0.839967,0.730631
k_ppt17,0,0.447214,-0.894427,0.894427,-0.0114292,0.362016,-0.735462,0.712603
k_ppt18,0,0.447214,-0.894427,0.894427,-0.00650253,0.3455,-0.697503,0.684498
k_ppt19,0,0.447214,-0.894427,0.894427,0.00618867,0.335747,-0.665306,0.677684
k_ppt20,0,0.447214,-0.894427,0.894427,0.0519869,0.325186,-0.598385,0.702359
k_ppt21,0,0.447214,-0.894427,0.894427,0.0497267,0.324987,-0.600248,0.699701
k_ppt22,0,0.447214,-0.894427,0.894427,0.00503037,0.335323,-0.665617,0.675677
k_ppt23,0,0.447214,-0.894427,0.894427,-0.0800003,0.34456,-0.769121,0.60912
k_ppt24,0,0.447214,-0.894427,0.894427,-0.0564541,0.359426,-0.775306,0.662398
k_ppt25,0,0.447214,-0.894427,0.894427,0.00407513,0.293175,-0.582275,0.590425
k_ppt26,0,0.447214,-0.894427,0.894427,0.0545051,0.268313,-0.482122,0.591132
k_ppt27,0,0.447214,-0.894427,0.894427,0.0146599,0.277972,-0.541285,0.570605
k_ppt28,0,0.447214,-0.894427,0.894427,0.00234447,0.273685,-0.545026,0.549715
k_ppt29,0,0.447214,-0.894427,0.894427,0.0168162,0.274094,-0.531372,0.565005
