real_name,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14
57,-0.143889,0.621132,0.70448,0.527739,-0.499877,-0.0597552,0.213369,0.934103,-0.298935,-0.442613,-0.605877,-0.719597,0.0113034,0.673938
58,-0.163929,1.06309,-0.277515,0.893949,-0.321585,0.0827817,0.69708,1.40861,0.210756,0.390701,-0.853778,-1.2739,0.116443,-0.0878581
59,-0.201929,1.306,0.609766,0.235907,-0.307111,-0.545642,0.359987,0.681556,-0.107412,-0.347002,-0.934147,-0.944401,-0.465077,0.303224
60,-0.179208,0.933982,0.826282,0.49288,-0.557099,0.0549003,0.730714,0.632308,-0.19749,-0.452118,-1.64912,-0.306735,0.21585,0.235054
61,-0.185852,0.738121,0.607254,0.96175,-0.63187,-0.195897,0.444699,0.510003,-0.00735183,-0.577581,-0.586589,-1.16205,-0.757051,-0.345343
62,-0.146104,1.32986,0.680292,-0.406872,-0.308673,-0.0494863,-0.582805,0.710156,0.146871,-0.517359,-0.763905,-0.833808,-0.425945,0.0510993
63,-0.139008,-0.0461989,0.693649,1.68705,-0.399239,0.22486,0.598324,0.627802,0.450277,-0.203979,-0.671183,-1.17657,0.000926502,-0.246826
64,-0.168877,1.98691,-0.214936,-0.166544,-0.228442,-0.256068,0.51068,1.43107,-0.765461,-0.0414238,-0.365942,-0.881514,-0.693702,0.588403
65,-0.154966,0.744113,1.07078,0.219219,-0.219926,-0.378379,-0.0939937,0.223301,0.167661,-0.145451,-0.942789,-0.51372,-0.357576,0.33996
66,-0.161157,1.19231,0.17909,0.0719668,-0.234162,-0.409488,0.129277,0.692842,-0.426,-0.288,-0.480043,-1.17941,1.03224,0.986738
67,-0.136162,0.729156,1.147,0.335198,-0.932211,0.439145,0.87399,0.560532,-0.401301,-0.930519,-1.35445,-1.07672,-0.916165,0.829333
68,-0.148815,1.00852,0.00287709,0.49379,-0.519546,0.311293,0.922262,1.1084,-0.133269,0.124918,-0.926278,-0.962904,-0.234925,0.560094
69,-0.231721,1.29596,-0.499618,1.16442,-0.467811,-0.259838,-0.314821,1.63151,0.123725,-0.0344465,0.202971,-1.06922,0.0120078,0.747309
70,-0.150578,1.38485,-0.0143158,0.153364,-0.156703,0.0473735,0.0340999,1.07175,0.134269,-0.350061,0.860133,-1.30195,-0.389598,0.710519
71,-0.131887,0.925856,0.501855,0.328837,-0.438612,0.147718,0.0829938,0.668909,-0.135263,-0.694795,-0.984536,-1.13157,0.738676,0.497692
72,-0.174949,0.781419,0.714521,0.492042,-0.592588,0.183969,0.357116,0.712589,-0.202529,-0.778231,-0.757466,-0.585035,-0.219132,0.451924
73,-0.176654,1.16395,0.870207,0.0374938,-0.717244,-0.122485,-0.143363,0.82231,0.029174,-0.682226,-1.366,-0.715903,-0.334282,0.299346
74,-0.208678,-0.0312678,0.812365,1.87614,-1.00438,-0.238334,0.463295,0.367748,0.293742,-0.47063,-0.889632,-0.705778,-0.241317,0.408163
75,-0.162166,0.891674,0.612988,0.547766,-0.564247,-0.031392,-0.00309608,0.505951,0.0712429,-0.271621,-1.03969,-0.841137,-0.198296,0.0429516
76,-0.210797,1.49087,-0.129641,0.617873,-0.381448,-0.361685,0.147022,1.13968,-0.366139,-0.535371,0.619905,-1.60828,0.21048,0.12176
77,-0.183554,0.985365,0.735374,0.311916,-0.897861,0.0685782,0.0313851,0.696504,-0.0372079,-0.522176,-0.595744,-0.378427,-1.07557,-0.405452
78,-0.115736,1.45098,0.797715,-0.759831,-0.349337,0.608748,1.33684,0.594275,-0.312354,-0.519363,-1.36233,-0.325582,-0.899058,0.0688051
base,-0.173194,0.901654,0.737269,0.446752,-0.529572,-0.0152559,0.21379,0.54542,0.0450616,-0.3661,-0.821398,-0.853765,-0.35489,0.34945
