real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.245179,0.247347,0.162143,0.312279,0.876404,0.66936,0.922664,1.08623,0.250599,0.200396,0.412314,0.913047,0.775945,1.96247,2.32149,0.714018,0.448866,0.419949,0.814292,1.00471,0.649794,1.01504,1.58294,0.366867,2.23793,1.74104,0.916485,0.92771,0.82674,1.28321,0.845204,0.722866,1.45803,1.89929,0.877855,1.19866,0.983382,0.698401,0.375496,0.509145,2.36938,1.49258,1.4162,1.12275,1.0277,0.688315,0.272152,0.607309,0.498311,0.927183,1.27855,0.590151,0.831655,1.12009,1.02393,0.973262,1.07619,0.996657,1.83336,0.772995,1.18885,0.602325,0.617022,1.48252,1.62305,1.49032,1.22814,1.5728,1.29148,1.23771,1.48745,1.7091,1.34835,1.23139,1.15733,2.1516,1.50571,2.76018,0.97153,0.714756,0.697288,0.619706,0.892841,2.40251,1.40607,0.868262,1.25096,0.823033,0.486776,0.66458,1.27066,1.70008,0.909376,0.983843,0.767774,0.595552,0.476208,1.22986,0.752581,1.29205,0.82146,0.983083,0.604757,0.442014
1,0.407087,0.337203,1.78093,0.736321,0.293257,0.386349,0.605476,0.606001,0.580317,1.68276,1.67263,0.30854,0.30863,0.350984,0.33221,0.73851,0.676954,0.63773,0.654993,0.534599,0.300748,1.1924,0.687278,0.571225,2.23966,1.52853,0.78096,1.09354,0.616029,0.96684,0.371317,0.632211,2.7106,2.10695,1.24866,1.0167,1.57538,0.853122,0.57501,1.61319,1.69033,3.31709,2.54196,1.36696,1.8436,0.909849,0.550778,2.94049,0.945015,2.49901,1.38651,1.01841,1.42973,0.723446,1.0005,1.35703,0.621096,0.824399,0.918073,0.349524,0.638929,0.656586,1.29401,1.08786,0.601836,2.71195,2.07362,0.362519,0.446123,0.686739,1.48686,1.50475,0.650349,1.62911,0.704552,0.24215,0.334071,0.748438,1.16753,1.08651,1.4355,1.96866,0.436779,0.610492,0.405383,0.334567,1.37555,0.480259,1.91056,3.23375,2.97777,1.56691,1.14745,2.97726,0.634392,0.289659,3.36552,1.26457,1.68805,0.81379,0.726372,0.720753,0.733989,0.890109
2,6.74359,6.16325,3.33944,1.45988,0.956256,0.702794,0.522408,0.224411,7.26648,2.68453,4.90845,5.36662,0.677363,0.42125,0.910798,0.434993,2.39832,2.25844,3.61978,2.768,3.9462,0.916373,0.667362,0.891141,1.3194,3.18796,3.43306,1.87523,2.06344,1.08072,0.565483,0.734102,1.18051,1.20279,0.581457,1.14427,0.744611,1.58927,1.07297,0.530473,1.46627,1.42289,1.06047,1.33597,1.23029,1.09419,0.35862,0.676921,0.821318,0.89955,0.932282,0.888345,0.459523,0.757131,0.449963,0.388917,0.778846,0.832184,1.05341,1.24932,0.814367,0.809051,0.678374,0.480236,1.60356,0.577658,0.778457,2.72508,0.923597,0.590976,0.799356,0.823625,2.9903,0.827551,0.905007,1.20578,1.30569,0.716117,1.16997,0.470615,7.0797,1.25555,0.919299,1.46792,2.32,1.05023,0.377139,0.25137,1.72528,0.700909,0.762447,1.18047,1.08747,0.919233,2.55411,1.39046,0.794635,0.835331,1.00992,0.96649,0.579334,1.20823,1.44936,1.05244
3,0.602575,1.74069,2.14192,4.31865,3.4522,0.989098,0.520339,0.812529,0.701105,0.855341,1.52665,2.33195,2.99547,1.74673,0.662702,0.596041,0.406097,0.43279,0.867511,1.68361,1.81379,1.76867,1.02308,0.748593,0.522685,0.787408,2.04818,1.81825,2.14516,2.12231,0.847014,0.929834,0.761178,0.981824,1.82992,2.34829,5.08573,1.53938,1.83686,1.64071,1.48433,0.62743,1.31202,3.72152,3.63542,2.23136,1.68988,2.12334,1.43975,1.50775,1.26105,2.74862,2.66921,2.32015,3.30663,2.05085,1.57007,1.87463,0.794197,1.45192,2.03792,1.40539,1.32558,1.70794,1.66873,1.78458,1.64316,1.4249,1.03728,1.61944,1.48958,2.05646,1.75189,2.01247,1.1977,1.1077,0.679657,0.630075,2.20972,2.10052,1.13115,1.8128,1.37146,2.00895,1.35333,1.10202,1.80254,1.12928,0.633963,0.37087,0.734388,1.52941,1.03136,1.70758,1.68775,1.69858,1.26117,0.780533,0.795728,0.837829,0.670785,0.730127,0.842079,0.454965
4,0.0923168,0.642787,4.91937,1.94443,2.13528,0.747142,3.1062,4.81263,0.141406,0.368694,3.71989,1.95299,1.27712,0.995798,5.81002,3.13875,0.129242,0.344643,1.19308,0.610675,1.6762,2.19549,3.43148,2.24176,0.330798,0.693145,0.941303,1.27547,3.24863,3.17686,1.56303,2.6221,0.360179,0.704175,1.39494,0.59593,2.3112,0.55831,1.89579,3.92711,0.80438,0.486038,0.255204,1.77148,6.89953,2.90092,3.81035,2.93701,1.81085,0.975732,0.460345,3.38636,4.77432,2.55965,4.67206,7.19054,1.35292,1.12538,2.16965,1.8786,1.03174,5.27259,3.85677,3.27388,1.6667,2.16604,1.83614,1.9471,0.828246,0.977861,1.40649,1.71889,1.3085,1.58886,2.6715,1.19553,0.972629,1.10754,1.39187,2.4036,0.673544,1.93809,0.370383,0.348199,2.04359,1.76979,3.18527,1.70048,0.420867,0.284171,0.679543,1.64625,1.94866,2.15521,1.11507,1.05525,1.43493,0.534088,0.50492,0.484667,1.36452,1.05698,1.42281,2.25399
5,5.48916,4.82087,3.80365,7.91203,7.09368,1.7824,0.899416,1.50259,3.12349,7.39426,4.5457,6.67823,4.52943,2.63274,0.967565,2.41177,1.40052,1.4045,0.96782,2.37759,5.4195,1.6702,3.62555,1.24475,2.30105,1.07781,1.95574,2.1655,5.41653,4.32159,0.67542,1.13043,1.24148,1.54456,3.61445,2.37548,2.93436,4.20184,1.33701,0.955417,0.854164,1.23331,5.30016,3.45773,5.24383,2.39207,1.57702,1.03825,1.67561,3.7426,3.87573,3.5561,3.28099,1.8013,1.37567,1.81442,2.11959,2.38805,0.776886,1.75821,5.7891,1.78026,2.29486,0.87751,1.06096,1.95974,1.32103,1.11637,3.43555,8.49772,2.79149,1.26351,1.76564,0.637675,0.457071,1.16449,1.82742,4.14496,2.33168,2.05744,1.96815,0.598522,1.37232,3.74849,0.831884,1.06623,0.70305,0.979952,2.77927,1.0506,1.59241,2.03348,0.730057,0.684105,0.671583,0.394692,3.50978,3.63045,1.92104,0.619076,0.327544,0.531793,0.664442,0.233153
6,0.573446,0.589598,0.0906964,0.221504,0.437208,0.809065,1.94095,1.72864,0.784138,0.507642,0.221607,0.618082,0.870982,1.05654,1.36005,0.992578,0.92871,1.15944,0.640245,0.792866,0.734892,0.437321,1.0641,0.910648,0.904254,2.75522,0.660129,1.14546,1.25443,0.979338,0.630291,1.04662,0.79018,0.76121,0.653919,1.16832,1.3086,1.02638,1.04182,2.22692,0.771953,0.333033,0.167058,0.364811,1.26391,1.27866,0.943465,1.92723,0.73671,0.446044,0.915243,0.563666,0.880803,1.84788,1.80318,1.19175,2.0505,1.14102,1.77904,0.85631,1.889,1.33459,1.32566,1.03057,3.94648,1.55973,1.14321,1.92843,0.92266,1.46802,0.687379,1.04585,3.0968,1.10862,1.40157,1.69344,1.03175,0.834435,0.291109,1.10827,0.777151,0.525558,1.27349,2.09331,1.09645,0.975079,0.46082,0.200158,0.608238,0.420228,0.731733,3.93502,2.40937,1.13333,0.629056,0.198706,0.611785,0.476771,1.27534,3.46123,2.44918,1.00723,0.428747,0.364195
7,1.6065,1.30065,0.417619,0.820534,1.23647,1.76498,1.72945,1.89683,1.00019,0.698106,1.13256,1.78213,1.5693,0.89942,0.947088,1.75161,0.38098,3.13581,2.39953,1.44945,2.18927,1.33225,0.923595,0.823728,1.71312,3.64568,2.09777,1.15063,2.64372,1.95561,0.592717,0.632496,2.66497,0.445778,1.25083,2.02663,3.27851,1.80302,2.29961,1.0428,1.55892,0.601702,1.43107,4.06048,7.00017,3.59563,1.69585,4.35835,1.15725,1.3599,4.0634,3.30854,5.40565,5.08204,1.44356,3.36585,0.917782,1.23368,0.665179,3.40796,2.88612,3.23235,3.36843,5.05926,2.04885,1.63076,1.16855,0.936114,2.40189,1.73356,1.75099,2.99151,1.31074,1.14807,1.27569,3.07742,0.94276,1.70312,2.2788,1.9485,0.443621,1.1103,3.39827,1.43522,2.43847,1.58616,2.48921,1.4288,0.358806,0.285872,0.714796,1.20498,1.52479,2.28147,2.61021,2.24599,0.608565,0.2613,0.4761,1.04657,0.594935,1.44908,1.74211,1.42075
8,0.536799,0.477378,0.31718,0.386856,1.26851,0.49718,0.533061,1.32515,1.61922,0.658289,0.232408,0.892915,1.66971,1.74552,1.00761,1.40385,0.886194,0.918763,0.395458,0.531647,1.34295,2.57627,2.03969,0.732529,0.392628,0.840855,1.85715,2.81664,2.71208,1.79654,1.95449,0.929843,0.300887,0.71522,2.66204,2.24403,2.19522,2.40613,0.77263,1.06465,0.523086,0.814112,0.450017,2.26674,3.27734,2.98072,0.295247,0.190716,0.527542,0.695437,1.13515,3.99126,2.83436,1.08621,0.383538,0.323949,0.251331,0.357717,1.08756,2.38415,1.57376,1.1315,0.413737,0.741897,0.255496,0.301265,1.41222,10.3628,6.67994,1.19668,0.730456,0.470896,0.394968,0.400048,2.64462,5.40558,1.97572,2.52218,2.45685,1.60222,0.565491,0.846237,2.10694,1.36852,2.20365,4.69649,2.06641,0.753574,1.34872,0.715169,0.939926,1.09405,1.39058,1.13535,0.93969,0.352896,0.378103,0.773061,0.82905,1.91453,0.73251,0.295804,0.196335,0.474484
9,0.794896,6.08878,2.75363,0.900279,0.609817,0.179938,0.299854,0.554786,1.07037,1.59467,1.99241,3.12064,0.886858,0.514769,0.166216,0.40524,4.19825,2.04075,2.67304,2.13002,0.772919,0.592917,0.465202,0.571262,2.85571,3.6789,3.79445,2.91564,0.673162,1.00925,3.3128,1.72073,3.01159,2.31198,8.11215,6.60076,1.86301,0.801156,0.924342,1.77711,2.77814,3.83561,2.44448,2.88077,3.07036,1.18769,0.911284,0.91362,0.96984,1.29433,1.24865,3.23421,2.69594,1.21882,2.25534,0.716128,1.46512,2.32613,2.85775,2.23831,1.29712,0.599699,0.519198,0.695313,1.84721,2.12886,1.41944,1.0805,1.84985,1.84563,1.66258,0.519008,1.37967,1.67737,1.69506,0.440329,0.853085,0.58272,1.09928,0.565039,0.68163,2.02127,2.97835,2.20804,0.96759,1.18002,1.54534,0.614943,0.877823,1.17506,0.611975,1.28719,0.919272,2.49615,2.31964,1.45354,1.26733,1.8916,1.15765,2.07721,1.48613,1.49732,1.62203,0.962891
