real_name,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14
12,-0.132558,-1.06532,0.875464,2.70118,-0.0668768,0.603782,0.986277,0.178416,1.31092,1.07686,-0.126009,-0.749609,0.475284,1.69292
13,-0.0365686,1.30331,0.326397,0.874646,-0.51409,0.194861,-0.390234,0.881106,0.339864,0.622787,0.248653,2.0391,1.80405,-0.161903
14,-0.18515,1.10844,0.48921,0.155386,-0.822918,-0.206694,-0.972043,0.734181,-0.0623863,0.24684,0.90568,-0.256589,-1.18316,-1.82469
15,-0.0995711,0.288025,0.468407,0.490712,-0.801599,1.05896,-0.149514,-0.00373155,0.216772,-0.208184,0.122643,0.171353,-0.869177,0.442898
16,-0.0333297,0.402561,1.47272,0.592858,-0.013349,-0.640847,-0.311096,-0.951791,1.59788,2.17625,-0.998009,-0.675117,-0.592769,-0.455011
17,0.00649642,-0.654642,-0.894816,2.00993,-0.349889,0.408368,-0.684594,-0.230634,0.512233,-1.007,0.39704,-0.852035,-1.11922,-1.83088
18,-0.149305,1.3458,-0.366503,0.211487,-0.033698,0.0836829,0.477252,0.981455,0.535947,0.0639048,0.519651,-0.919859,0.724924,-0.59943
19,-0.158563,1.10576,0.643279,0.0920488,-0.710744,0.589016,-0.657971,-0.119484,-1.02501,0.226135,-1.13184,1.23069,0.769446,1.18114
20,-0.216785,0.792739,0.92268,0.435985,-0.813293,-0.175555,-0.397319,-0.00298343,-1.06417,-1.48838,0.0233562,-1.08739,0.525661,0.147711
21,-0.151145,1.68922,-0.088167,-0.699092,-0.149326,0.256766,-0.495982,1.029,0.955504,-0.81233,0.227033,0.0791827,-0.293202,0.454278
22,-0.155359,-0.222525,1.47888,1.69797,-2.001,0.367237,-0.523299,-0.328164,-1.02098,-1.44994,-0.555995,-0.850117,-0.400148,-0.21429
23,0.214639,0.279618,0.742052,0.736383,-1.51506,-0.0619267,0.096229,0.849689,0.623278,-0.102303,-0.801231,0.0999457,0.295375,1.03852
24,0.00615053,0.664954,0.155758,-0.811112,-0.848777,0.87531,0.293288,-0.70809,-0.574467,-0.10279,-0.602062,-0.383194,-0.318073,0.525949
25,-0.166005,0.985206,0.19336,0.791861,0.34275,-0.0720451,0.373706,-0.0554207,0.585446,0.919454,-0.126944,0.375127,-2.12083,-0.417047
26,-0.172461,1.32955,-0.375944,0.569447,-0.980689,0.564286,-0.279325,1.22217,0.183455,-1.60738,-0.0803233,-0.333653,0.531378,0.962616
27,-0.141792,0.660513,0.776474,0.0627405,-0.606075,-0.216311,-0.883182,-0.227925,-0.660272,-0.820656,-0.237622,-0.909314,-0.27529,-0.257817
28,-0.169941,0.287356,1.5782,-0.341095,-0.633622,-0.0236391,-0.0125743,-1.30274,0.398987,-0.992583,-0.876292,-1.20789,-1.35461,0.198745
29,-0.168625,0.875428,0.354094,-0.0250874,-1.26138,-0.826755,-0.74989,-0.529143,-0.0699027,1.04043,0.724458,-0.392608,-1.34097,0.452816
30,-0.023365,0.773788,-0.0121011,1.42526,-0.242802,-0.0744493,-0.647424,-0.298864,-0.208343,-0.108499,0.540084,-0.706722,0.410479,0.124282
31,-0.128475,-0.467458,0.127796,1.81075,-0.488062,0.376763,1.31646,-0.0308387,1.0795,-0.233568,-1.45697,0.910351,1.86811,1.02478
32,-0.0519084,0.867206,0.124228,0.0126426,0.481712,0.762585,0.735385,-0.0479125,0.546573,-1.42427,-1.16366,-2.04682,-0.515809,1.41386
33,-0.166554,1.25647,0.648689,-0.243737,-0.0194709,-0.146668,0.418279,0.247318,-0.546007,-0.589859,-0.24255,1.21561,-2.36832,-0.473933
34,-0.0705729,1.23201,-0.249307,-0.607413,0.452817,0.522677,0.519585,1.3889,0.731568,0.878268,0.316789,-0.920793,0.388893,1.48992
35,-0.233797,0.32377,-0.133686,2.72921,-0.856685,-0.432656,0.754209,1.68602,-0.543664,1.75641,0.192086,0.33544,0.457874,-2.10276
36,-0.1403,0.0474454,1.06845,0.591402,0.363807,-0.599171,-1.00734,-0.62921,1.1727,-0.531447,0.0217372,-1.78223,-0.657103,0.274936
37,-0.139695,0.866023,0.482334,0.796613,0.215409,0.158686,0.890513,0.224117,0.760233,1.4448,0.0088268,-0.351657,-0.351891,-1.28394
38,-0.180905,0.978529,0.910505,-0.166126,-0.559878,-0.294821,-0.168045,-0.18385,-0.320794,0.00975649,-0.630575,0.325621,0.440242,0.155797
39,-0.167435,0.804492,1.0859,0.684461,0.880158,-1.11177,0.205002,-1.04951,0.0547651,0.671928,0.468512,-0.213442,-1.08248,-0.397603
40,-0.133764,0.194306,1.64344,0.146102,-0.40185,-0.308398,-0.950806,-0.0905058,0.291305,-0.839027,-0.244159,0.50446,0.799985,-2.13156
41,-0.161369,0.789946,-0.798209,1.30236,-0.144682,-0.532889,-1.59916,1.64743,-0.297689,-0.276663,1.97333,0.658448,-1.11969,-0.467531
42,-0.137264,1.22021,0.149741,-0.156463,0.28492,-0.41468,0.0932503,0.053756,0.269937,0.369144,-0.178808,1.30056,-1.44068,-0.119313
43,-0.058281,0.723235,-0.0571094,0.0139419,1.17534,0.0580322,0.647371,0.732139,1.09735,0.246007,0.473806,-0.475561,0.086452,-0.345775
44,-0.197837,0.692918,1.42809,0.524294,-1.05555,-0.128537,0.0157967,-0.503094,-0.0882304,0.603202,0.691412,-0.396704,-0.240147,-0.90202
45,-0.0542132,1.07783,0.244236,-0.432288,0.492508,0.0790439,-0.00931122,1.08813,-0.148719,0.718175,0.121046,-0.831378,-1.28933,0.668075
46,-0.181362,0.573821,0.354961,0.749415,-0.198127,0.0101295,-0.937335,-0.0483405,0.643914,-0.90539,1.07331,0.807731,-0.0100857,-1.58927
47,-0.194992,-0.0597512,0.325127,1.8191,-1.18748,0.0625138,0.364168,0.151906,-0.200169,0.68824,0.368238,-1.10271,0.642319,0.45379
48,0.506736,0.894064,0.872954,-0.763586,-0.256327,-0.011719,-0.135608,1.13063,0.649484,-0.0743363,0.59291,0.649158,0.0800676,1.70345
49,-0.185054,1.53263,0.142276,-0.264198,-0.414494,-0.0499061,-0.26104,0.998778,-0.282743,0.0831524,0.0412713,-0.64983,1.51652,-0.0160123
50,-0.0899275,0.639259,0.546572,0.183296,0.41409,-0.823138,-0.17787,1.71973,-0.773579,-1.32762,0.489599,-0.690243,0.917196,-1.4061
51,-0.0299683,1.10456,0.990817,1.04536,-0.779606,0.32134,0.510122,-0.367189,-1.40281,-0.916086,-1.34914,-0.29215,-0.27752,-1.6484
52,0.389388,0.578931,-0.278448,-0.0381621,0.0754146,0.227838,1.04198,0.0907163,-0.136671,2.01683,0.585382,0.479335,0.903183,0.0327698
53,-0.171916,0.00139354,1.34981,1.00249,-0.392442,-0.0476551,0.0954627,-0.401055,0.740327,0.0465315,0.488331,1.93882,-0.394667,-0.928388
54,-0.0795636,1.48909,0.35691,-0.961493,-0.906627,1.1317,0.165965,0.582615,0.711376,-0.187203,-1.31502,-0.0178819,-1.13111,0.021932
55,-0.202779,1.2375,-0.064783,0.767671,-0.955991,0.161061,0.477149,0.219141,0.277099,-0.0122738,-1.9261,-1.94993,-0.773931,-1.09919
56,0.0666966,0.368973,0.474356,0.55057,-0.579611,0.385428,-0.282654,0.274214,0.569584,0.756251,-0.540221,-0.256205,-0.70876,-0.413276
57,-0.071256,0.322134,0.585762,0.196471,-0.231555,-0.2196,-0.655472,0.600447,-0.337815,-0.59101,-0.264625,-0.771124,1.82645,1.12861
58,-0.098059,0.661458,-1.02832,0.963601,-0.209931,0.0775174,0.0709505,0.934039,0.570261,0.422646,0.407451,-0.204619,-0.320788,-1.23791
59,-0.146074,0.718525,0.468567,0.356873,0.234233,-0.850362,0.880906,0.140199,0.165277,0.223979,-0.439474,-0.119412,-0.383732,1.39576
60,-0.157378,0.810254,0.375655,0.418946,-0.517979,0.0296795,0.69626,-0.478284,0.450949,-0.19231,-1.55613,-0.325774,1.56544,-1.56812
61,-0.207107,0.736016,0.55651,1.06636,-1.20227,-0.366555,0.84672,0.858589,-0.363912,-0.220137,0.367231,-0.021598,-0.268104,-0.270173
62,-0.156781,1.29874,0.537237,0.0962761,-0.371369,-0.212192,-0.696659,0.34641,0.217417,-0.102933,-0.218903,1.06075,-0.583605,0.0602759
63,-0.0644376,-0.327032,0.0760141,1.52513,0.00472878,0.208259,-0.0995141,-0.0298,0.944141,1.96386,1.69185,0.610197,-0.245029,-1.43934
64,-0.0349016,1.57127,-0.568769,-0.585112,-0.317073,-1.3256,0.201528,0.419191,-0.836719,1.67533,1.48701,-0.321802,-2.07754,-0.1133
65,-0.108706,0.452413,0.916566,-0.0349245,0.84822,-0.712564,-0.620882,-0.0156608,1.16752,-0.333259,0.287266,-0.983208,0.124701,-0.530547
66,0.287116,0.582546,-0.160984,0.230079,-0.0531375,-0.736876,0.713363,-0.35262,-0.472567,-1.61877,0.652703,-1.62831,2.43726,-0.779603
67,-0.0411011,0.337104,0.459904,-0.0677076,-0.499004,1.07556,0.104277,1.26631,0.803187,-0.818085,-0.818073,-0.342384,-0.366606,1.26617
68,-0.127127,0.531429,0.0234889,0.884755,0.285247,-0.284803,1.23001,-0.0841356,-0.246756,0.196516,-0.213798,-0.952152,-0.29184,0.963534
69,-0.248781,1.455,-0.427183,1.06648,-0.0950928,-0.459582,-0.557823,1.65174,1.33316,0.441438,0.380613,-0.615266,1.22745,1.19327
70,-0.104755,2.29388,-0.204886,-0.0762162,-0.427917,0.678673,-0.709949,0.420111,1.56187,0.035854,2.62337,-1.06406,-0.629094,1.01444
71,0.129493,0.609155,0.392509,0.103621,0.338784,-0.355354,-0.167145,-0.264385,0.882691,-1.5679,-0.560769,-2.25679,-1.08548,-0.580051
72,-0.0678135,-0.00809941,0.0709233,0.796241,0.150689,-0.00543125,0.582296,-0.541997,0.0586832,-0.213031,0.887424,0.279093,-0.233359,0.206523
73,-0.152808,1.08925,0.301482,-0.139461,-0.4157,0.0511331,-1.173,0.613259,1.05879,-1.11268,-0.400687,-0.244294,0.931845,-0.747683
74,-0.2054,-0.43242,0.65991,2.09758,-1.4439,-0.510489,0.813941,0.884697,-0.239433,-1.62582,-0.372822,0.192445,0.869182,1.63402
75,-0.170928,0.691106,0.399782,0.841918,-1.13576,-0.0793783,1.20368,0.139347,-0.634119,0.675185,-0.567721,0.178764,0.601767,-1.44348
76,-0.192726,1.17165,-0.763716,0.92161,0.396477,-0.0395106,0.820762,0.381497,1.01326,-0.655708,1.85711,-1.45775,0.497577,-1.26581
77,-0.169005,0.566373,0.345967,0.702889,-0.214606,0.217472,0.501419,0.716836,1.2102,-0.385794,0.604167,1.26527,-0.751677,0.892422
78,-0.0840642,1.34747,0.65401,-1.13184,-0.359094,0.876159,1.59138,1.17552,-0.636903,0.00172076,0.0280588,-0.31126,0.141567,-1.20253
base,-0.160008,0.724727,0.532655,0.396878,-0.231682,-0.162312,-0.00663689,0.252608,0.339459,-0.225322,-0.0564811,-0.548318,0.0302559,-0.0796369
