real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.320941,2.95029,5.96291,1.65988,4.61403,0.424346,1.21453,3.35089,0.975022,0.519702,6.33332,6.96688,1.14909,1.27234,4.12188,3.67551,1.18021,0.469352,1.63147,0.550084,2.1477,1.9251,2.94463,1.54639,0.519833,0.372254,0.941301,1.83803,3.37742,3.11845,4.71953,5.11811,0.319767,0.305426,1.4825,0.340629,1.00989,0.492952,0.694296,2.56402,0.931565,1.71876,0.383746,2.61154,5.47787,5.09283,1.30178,0.180345,0.409998,1.13929,0.548114,5.01937,7.43386,1.04725,0.543509,2.71944,0.394025,1.00967,5.249,4.28924,1.63459,1.02152,0.969371,1.24136,0.993643,1.65778,3.54794,10.1648,4.46057,1.36261,1.43569,0.204463,0.528035,0.420449,2.73183,1.60518,2.78031,2.38879,1.37207,0.286949,1.00634,1.38138,0.517273,1.11045,2.39925,2.86669,1.72707,0.485571,1.78321,0.702194,0.249973,0.626244,1.05187,1.17959,1.21653,0.812086,0.993493,1.08632,0.207608,0.310725,0.589335,0.510988,0.773824,0.696588
1,0.544293,0.780485,1.34602,1.51642,4.06381,1.36361,0.52668,0.591456,1.72639,0.697773,2.32842,1.15938,1.79751,1.8774,1.07795,0.958541,1.01583,0.409685,0.569931,0.475339,1.27779,4.12763,2.02929,0.499155,1.03914,0.416271,0.57507,1.45774,3.46751,3.59338,1.10508,1.7381,2.22719,0.486181,0.69559,0.484638,2.74674,1.0881,0.446831,2.20109,2.3055,1.41303,0.535096,3.69068,2.55966,4.00398,0.451661,0.577396,0.618287,2.0539,1.14661,2.51405,4.43182,1.12179,0.409901,1.37838,0.52647,1.16748,1.39722,1.2988,1.86807,0.656195,1.08789,1.65306,0.818848,3.69588,7.38362,3.47132,2.66771,0.806561,1.34926,0.362977,0.457216,1.6906,1.1939,1.10758,0.913089,0.905307,2.5042,0.236247,1.2232,2.84863,1.40589,0.818542,1.01427,0.955757,2.05536,0.252858,2.46148,1.94243,1.72141,1.21591,1.03329,2.15394,0.758576,0.516674,0.967921,0.691082,0.449274,0.658482,0.778726,0.20992,0.491033,0.489715
2,4.23158,7.0031,1.22304,2.4619,8.26349,1.48085,0.645503,0.638621,6.68319,0.902998,2.93545,6.92677,2.97106,2.90304,2.15439,0.844828,3.75448,0.819805,1.20364,1.59591,3.8805,1.05591,2.53967,0.721349,1.18296,0.636439,1.14097,2.07324,4.39736,2.80823,2.07296,2.2986,0.913275,0.516515,0.749232,0.614381,1.1974,1.82965,0.802043,1.08872,1.90682,1.0808,0.842043,1.82492,1.567,3.01435,0.721223,0.265824,0.391633,1.39247,1.27121,1.50412,1.83285,1.2095,0.573816,0.962942,0.994146,1.79692,2.18664,2.28122,4.26705,0.712802,0.817599,0.86823,2.00967,1.5624,2.09803,6.68086,5.65255,3.76401,1.95469,0.399314,1.5304,0.638676,0.695139,2.04246,3.9446,2.38613,1.65991,0.230497,2.0003,0.622914,1.43165,4.97363,2.49082,1.64672,0.639634,0.286569,1.82506,0.626372,0.35816,1.34175,0.801669,0.66672,1.17549,1.07741,0.506255,1.05877,0.384699,0.694829,0.577191,0.533449,0.674418,0.191707
3,0.433308,2.4477,4.49376,4.36709,5.66915,0.737157,0.468108,0.685788,1.83052,0.910923,4.57733,3.46706,2.30416,2.18928,1.58343,0.778044,1.40558,0.278889,0.686095,0.771503,1.63738,2.40139,1.67066,0.933893,0.567063,0.376113,1.12498,2.07583,2.19841,2.66605,1.71758,2.85649,0.580656,0.530408,0.925919,0.538098,1.99411,0.895291,0.85953,3.3428,2.10697,1.17886,0.538211,2.52369,2.52397,3.33256,1.10583,0.575764,0.742861,1.31598,0.531372,2.58827,3.35866,1.13667,1.00962,1.76542,0.885022,1.40826,1.92484,1.66167,1.71732,0.686348,0.837149,1.11707,1.58211,2.70685,3.83599,4.56546,1.77887,1.2982,1.48667,0.553652,1.02049,1.36704,1.21579,0.862598,1.14374,0.81605,2.20506,0.427169,1.78733,1.93654,0.605894,1.6168,1.44314,1.18834,1.44684,0.329523,1.86587,0.800786,0.53976,1.04566,0.882701,1.63427,1.15299,1.05971,1.31727,0.886941,0.408169,0.386526,0.453796,0.315647,0.551348,0.432845
4,0.204644,1.94182,13.509,2.53025,5.2319,0.48857,1.589,3.22813,0.80984,0.58712,12.8745,5.09883,0.98503,1.04842,6.82345,4.11253,0.578255,0.267884,1.25231,0.357858,2.14387,2.9136,4.2782,1.8659,0.3829,0.27542,0.693308,1.65805,4.65536,3.98336,3.06434,5.54714,0.274618,0.310867,0.9527,0.174922,1.16114,0.446392,0.712776,4.04273,0.85717,1.40088,0.24586,2.3296,6.55916,5.6344,1.42257,0.312617,0.505043,1.33276,0.358774,4.60459,8.33923,0.948034,0.625925,4.41916,0.35209,0.759808,4.34608,2.5999,1.13966,1.42055,1.60046,1.49544,0.803944,2.0956,4.64397,8.50843,2.35418,0.941317,1.54741,0.285669,0.495614,0.531047,2.28323,1.02633,1.95612,2.03377,1.81732,0.372948,1.52911,1.95383,0.219795,0.479112,2.08368,2.17319,2.26484,0.469888,2.05777,0.759628,0.364075,0.739122,1.20818,1.61671,0.963568,0.660072,1.5065,0.881646,0.202549,0.189662,0.564773,0.425079,0.818814,0.978752
5,2.50631,2.35087,3.80473,3.34587,5.3958,1.37214,0.535094,0.568295,3.28803,0.961798,4.91572,3.16481,1.571,1.26943,1.31251,1.08909,0.996965,0.549062,1.18875,1.07961,3.06428,2.55642,2.18421,0.625286,0.698213,0.352027,1.0455,1.96321,6.84842,3.53558,1.15078,1.27491,1.00208,0.582629,0.802918,0.543105,2.39958,1.86809,0.80783,0.823647,1.40856,1.6095,1.43047,4.41155,3.1813,3.78641,0.595682,0.432396,0.489644,2.85707,1.58369,2.61088,2.61496,1.00049,0.450131,1.35245,0.371245,1.17936,1.22457,1.5432,2.29683,0.963957,1.33367,1.27306,0.551222,1.30968,2.96207,4.20039,3.25366,1.32108,1.76158,0.504432,0.574196,0.687616,0.756428,1.10753,1.64658,1.46357,2.5839,0.354001,2.36682,1.3921,0.80489,1.31132,1.79985,1.33476,1.21042,0.462509,2.3393,1.00678,0.660837,0.887676,0.913695,1.16258,1.20679,0.889213,0.931415,0.841924,0.387691,0.426633,0.51995,0.420828,0.731501,0.341841
6,0.970489,2.55674,0.831663,1.00973,2.38947,0.638262,0.735757,1.04666,4.12792,1.57523,1.76347,2.55102,1.6224,1.59193,1.33434,1.19309,2.61761,0.887121,0.591454,0.569189,1.52795,1.0778,2.08597,0.783008,1.32119,1.28274,1.04267,2.34272,3.15811,2.29197,1.16748,2.05095,0.80141,0.5539,1.36641,0.786545,1.79773,1.51063,0.625389,3.20155,1.17635,0.935413,0.322463,1.30732,3.35883,3.63208,0.541133,0.39736,0.556027,1.04816,0.91245,2.38856,4.09641,1.1867,0.509491,1.03577,0.869741,0.920368,2.17643,1.79097,2.96584,0.735086,0.873281,0.631939,1.51299,2.07891,2.98108,6.10079,3.30134,2.56227,1.26638,0.357727,1.16771,0.615802,1.0159,1.37822,1.61117,1.87531,1.36089,0.466011,1.36158,0.772366,0.93544,1.8861,1.12592,1.42724,0.944942,0.147246,2.0155,0.821805,0.571666,1.90588,1.21179,1.30034,0.643613,0.231508,1.07095,0.868431,0.630756,0.942431,0.615919,0.300637,0.317771,0.283891
7,0.684375,1.27724,1.91407,1.86976,4.46589,1.23606,0.993845,1.54642,1.02586,0.589602,2.90668,2.79494,1.49964,1.21169,1.7214,1.87836,0.30474,0.464665,1.25644,0.679011,2.36797,2.7952,1.64379,0.712219,0.61311,0.584112,0.90711,1.09609,4.47598,3.06109,0.788519,1.17609,0.872594,0.310391,0.709095,0.508529,3.1748,0.948496,0.79285,1.41081,0.993875,0.796946,0.586469,4.33354,5.42141,4.70485,0.73471,0.647975,0.542084,1.67995,1.3667,3.18465,6.22884,1.62711,0.513317,2.92823,0.414684,0.884759,1.16626,1.90875,1.78394,1.01093,1.51524,2.09775,0.918891,1.84721,3.83891,3.47937,1.74177,0.795984,1.2357,0.649653,0.671615,0.815871,1.59718,1.89061,0.978842,1.35135,2.13695,0.582879,1.4258,2.08064,0.953047,0.930346,1.50816,1.27888,2.00345,0.523539,1.24749,0.599161,0.683471,0.879943,1.04634,1.52585,1.28281,0.859346,0.958738,0.555499,0.279595,0.430888,0.504471,0.468905,0.763741,0.504127
8,0.300394,0.641692,1.70988,0.989538,4.11489,0.894779,1.19735,1.99716,0.931199,0.387338,2.43562,1.9867,1.54943,2.32774,4.3062,2.87952,1.08735,0.419795,0.729832,0.453264,1.8152,4.16083,4.58879,1.23557,0.610917,0.314596,0.562735,1.66842,3.68285,4.33324,3.69249,4.10863,0.650521,0.401751,0.813722,0.329413,1.11144,0.834766,0.563731,2.37133,1.40673,1.56409,0.344839,2.40544,2.81013,4.26515,0.814468,0.299861,0.465184,1.2255,0.702394,2.85181,3.87894,1.11685,0.469543,1.5429,0.404202,0.878951,3.02023,2.28101,1.61643,1.23268,1.07564,1.86298,0.715541,1.81013,4.33165,7.35067,5.5156,0.997882,1.30464,0.253306,0.38275,0.782589,2.36602,2.27871,2.48002,2.12843,1.67919,0.241099,0.765591,1.52175,0.876926,0.931769,2.11579,2.11869,1.673,0.400776,2.26676,1.33785,0.934038,0.944655,1.1283,1.2215,0.680499,0.479192,0.610689,0.83904,0.328865,0.533468,0.801866,0.266202,0.456755,0.677495
9,0.553572,3.75288,6.13819,1.55013,2.20646,0.300042,0.620539,1.67595,1.65489,0.682653,4.49294,5.60311,0.795341,0.681145,1.32624,2.01077,2.23257,0.748826,1.88077,0.799317,1.77149,1.2857,1.24308,1.39794,0.425657,0.443729,1.41432,2.489,2.54558,2.03282,3.98176,3.04733,0.310714,0.350494,1.76246,0.607267,1.15367,0.740823,0.989195,1.84059,1.00136,2.46341,0.624398,3.00748,4.47675,4.75423,1.32489,0.214223,0.487601,1.26283,0.705591,5.44801,4.07439,0.9935,0.507067,1.27016,0.358716,1.0969,4.30912,4.73947,1.59545,0.866088,0.669059,0.816902,0.884959,1.13878,2.62186,10.7105,4.59545,1.02665,0.970511,0.174487,0.564606,0.448797,3.01248,1.41301,2.16178,1.12085,1.05187,0.263993,1.30101,1.51358,0.746181,1.466,2.55987,2.61122,1.08773,0.333575,1.92712,0.780766,0.198692,0.546229,1.13481,1.13729,1.63798,0.897796,1.00226,0.851653,0.291349,0.467356,0.565026,0.500196,0.66816,0.679506
