real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.330195,1.69947,2.83039,1.27152,4.01468,0.556333,1.67675,3.87413,0.7214,0.408863,3.45624,4.37063,1.25802,1.6296,5.33733,3.61638,0.887508,0.454374,1.22288,0.582512,1.94264,1.63098,3.68263,1.59926,0.594237,0.452527,0.797387,1.5101,2.79004,2.88299,3.89502,4.12236,0.331218,0.388113,1.21712,0.360998,0.90673,0.619087,0.805358,2.27026,0.943533,1.35243,0.446026,1.78398,3.88057,3.71806,1.46006,0.298098,0.43042,1.06041,0.640303,3.06722,4.87316,1.24761,0.784228,2.6934,0.513342,0.932682,3.9876,2.98916,1.73008,1.33539,1.14321,1.5482,1.07731,1.47449,2.38391,6.36989,4.02419,1.80303,1.63182,0.367238,0.640341,0.46754,2.23616,2.05919,3.12417,3.27748,1.34057,0.442147,0.797819,0.946031,0.528255,1.3881,2.47202,2.4103,1.61974,0.690465,1.28749,0.610132,0.335169,0.840307,1.0356,0.981185,0.944206,0.774225,0.783467,1.0331,0.260776,0.381363,0.615805,0.613836,0.731049,0.631494
1,0.559513,0.704439,1.21794,1.34033,3.35984,1.29016,0.722258,0.890858,1.19869,0.68057,1.88145,1.17277,1.62202,1.56018,1.11812,1.22565,0.637333,0.464476,0.667909,0.539171,1.39623,3.39313,1.88382,0.604559,0.973772,0.566244,0.645961,1.20875,3.02738,3.13493,0.943947,1.38093,1.78838,0.482603,0.73974,0.573032,2.80458,1.14388,0.590159,1.98261,1.70008,1.18893,0.623988,3.42392,2.93802,3.62024,0.583626,0.815888,0.642611,1.89682,1.32797,2.35541,4.3181,1.3589,0.519308,1.62282,0.533993,0.980533,1.12646,1.23795,1.70535,0.835956,1.23835,1.88437,0.810989,2.80407,4.98869,2.43559,2.11311,0.822726,1.28936,0.515521,0.524332,1.45305,1.36194,1.39273,0.874848,1.06338,2.27423,0.388205,1.10878,2.49188,1.38058,0.873388,1.04552,0.903585,2.00134,0.367353,1.81212,1.4466,1.63622,1.2135,0.998406,1.83355,0.781761,0.557735,0.948249,0.66158,0.468668,0.67189,0.697888,0.288248,0.554684,0.529285
2,3.51474,4.95576,1.27317,2.32395,5.90791,1.38356,0.839273,0.859767,4.4787,0.910834,2.63552,6.26493,2.47896,2.26151,2.3369,1.05769,2.03611,0.885489,1.34937,1.68712,4.12126,1.085,2.23404,0.909741,0.950379,0.820322,1.38045,1.85301,4.01094,2.52154,1.53377,1.74389,0.6728,0.514169,0.729944,0.693744,1.28099,1.90302,1.1008,1.01397,1.43987,0.884311,0.883316,1.81549,1.95824,2.83512,0.889071,0.420146,0.466626,1.23732,1.31792,1.52255,1.72005,1.44662,0.700144,1.1471,0.916739,1.3825,1.63057,2.16198,3.37737,0.996952,0.994922,1.04445,1.84891,1.13488,1.47076,5.05272,3.93575,2.9524,1.69686,0.638092,1.67673,0.584755,0.820111,2.40902,3.17662,2.35028,1.60712,0.419922,1.9497,0.603496,1.17433,4.12564,2.65977,1.62279,0.65417,0.396531,1.3885,0.454378,0.364001,1.26577,0.86084,0.656683,1.29143,1.13516,0.54049,0.866031,0.412665,0.647211,0.479721,0.652138,0.716136,0.256204
3,0.48346,2.15332,3.09134,3.77159,4.84184,0.77383,0.521078,0.809675,1.54134,0.910314,2.89231,2.98889,2.32835,2.01863,1.31028,0.785076,1.09397,0.317964,0.65924,0.861453,1.63065,1.86412,1.43733,0.966015,0.570843,0.494516,1.19527,1.75617,1.84715,2.23887,1.32374,1.98278,0.538537,0.549329,0.981871,0.698041,2.227,1.08862,1.05467,2.87909,1.74518,0.985128,0.640172,2.31318,2.4059,2.97601,1.25712,0.761485,0.842232,1.27752,0.667128,2.35987,2.96212,1.36224,1.17247,1.61001,1.02794,1.28133,1.45222,1.5665,1.79493,0.75995,0.821934,1.10543,1.61725,2.25937,2.82695,3.45114,1.56737,1.40262,1.3248,0.714134,1.20052,1.36413,1.30587,1.15436,1.0813,0.865233,2.06601,0.629251,1.64844,1.73225,0.752773,1.91508,1.39396,1.05435,1.35984,0.410839,1.41928,0.671217,0.579785,1.13377,0.835673,1.34548,1.09027,1.07829,1.24389,0.838158,0.483103,0.468395,0.419437,0.359413,0.536099,0.413196
4,0.16833,1.24289,8.39678,2.09074,4.00151,0.527008,2.07527,4.09491,0.541467,0.507073,7.60268,3.51329,0.969455,1.06019,7.43951,4.18024,0.379012,0.263881,1.03129,0.361383,1.85652,2.32685,4.14894,2.10476,0.366928,0.35674,0.680402,1.35644,3.49769,3.27118,2.30596,4.10308,0.230634,0.35179,0.895066,0.201061,1.17403,0.509095,0.924925,3.95226,0.749534,1.05025,0.258319,1.73506,5.66968,4.48816,1.79738,0.529313,0.614854,1.16353,0.382108,3.55447,6.51259,1.17256,0.906309,4.6105,0.446471,0.650401,3.23594,2.11125,1.07472,1.83834,1.78016,1.6997,0.876712,1.77976,3.10648,5.67518,1.76824,1.02105,1.4672,0.49274,0.613205,0.579756,2.29886,1.30123,1.80358,2.2556,1.72073,0.672003,1.26802,1.5823,0.212833,0.508108,2.07346,1.88454,2.29091,0.672664,1.35919,0.580158,0.412863,0.866792,1.21765,1.42508,0.846698,0.678882,1.40527,0.76377,0.246912,0.217115,0.533227,0.509803,0.79058,1.07166
5,2.70583,2.6001,2.69522,2.83571,4.85108,1.29049,0.665098,0.790293,3.06873,1.11846,3.43649,3.26827,1.66894,1.25638,1.25379,1.22493,0.938623,0.660469,1.12746,1.13725,3.10926,1.73552,2.10167,0.717037,0.796425,0.533003,1.13034,1.7333,5.59812,2.97014,1.00543,1.09016,0.852643,0.593858,0.95793,0.685048,2.42295,2.14458,0.961483,0.891956,1.10718,1.28757,1.42129,3.40081,3.21747,3.42772,0.715696,0.515462,0.534491,2.47146,1.75073,2.40726,2.66094,1.18833,0.538638,1.31966,0.483116,1.04837,1.0732,1.52461,2.54302,1.04012,1.28978,1.12398,0.647729,1.15983,2.14362,3.37548,2.96365,1.76175,1.65663,0.59634,0.744361,0.607337,0.794963,1.43169,1.71125,1.825,2.29307,0.522959,2.10255,1.07733,0.905852,1.64982,1.6377,1.22853,1.09639,0.521774,1.82433,0.801129,0.623199,1.02159,0.84187,0.920042,1.04397,0.789161,0.935205,0.884665,0.452143,0.503155,0.468953,0.481851,0.685696,0.311716
6,1.30958,2.67281,0.536386,0.901672,2.12594,0.697162,0.829824,1.2554,3.8514,1.63419,1.1048,2.46084,1.72878,1.537,1.06423,1.20401,2.31435,1.11948,0.619088,0.707311,1.59935,0.761235,1.68199,0.82374,1.41531,1.77613,1.15581,1.96403,2.53512,1.8504,0.947641,1.46387,0.763359,0.546078,1.43947,1.06249,1.92305,1.86762,0.81252,2.6722,0.991699,0.77547,0.417849,1.18097,3.07569,3.2048,0.665984,0.52745,0.595871,0.99478,1.223,2.08267,3.54419,1.47896,0.604944,0.969887,1.05438,0.895474,1.63936,1.77188,3.34628,0.78418,0.852936,0.635529,1.71585,1.70769,2.04602,4.37128,3.02923,3.07706,1.1734,0.469593,1.45926,0.581098,1.03704,1.86939,1.6037,2.04578,1.21379,0.665397,1.22394,0.629559,1.25311,2.65596,1.10265,1.26422,0.812818,0.185746,1.51304,0.65399,0.544113,1.98726,1.09734,1.00775,0.64602,0.259928,0.971106,0.831813,0.717124,1.14587,0.548512,0.373098,0.324704,0.250314
7,0.916297,1.31241,1.26957,1.62088,3.56215,1.31152,1.12602,1.84149,0.993868,0.661378,1.95816,2.80108,1.50927,1.08886,1.33821,1.98276,0.264798,0.653866,1.43755,0.850424,2.55832,2.13665,1.21924,0.770178,0.66201,0.894665,1.10157,0.948339,3.65354,2.47687,0.604249,0.831116,0.849725,0.290556,0.737225,0.706441,3.43802,1.14819,1.05259,1.1952,0.833355,0.658838,0.726427,4.17287,5.53515,4.34579,0.875647,0.89606,0.593328,1.51942,1.83676,2.96141,5.66967,2.07705,0.566975,2.81655,0.469116,0.822696,0.855318,2.00161,1.91127,1.1034,1.53496,2.19142,1.05465,1.47426,2.64855,2.52899,1.53446,0.843686,1.08434,0.868355,0.833281,0.745876,1.69925,2.54427,0.889895,1.37787,1.88483,0.843231,1.29712,1.75301,1.259,1.20777,1.48601,1.16708,1.70109,0.614753,0.959169,0.462411,0.640836,0.866384,0.989261,1.26857,1.39248,0.947616,0.894652,0.490604,0.31195,0.511853,0.425353,0.575391,0.784802,0.49408
8,0.293682,0.573652,1.21486,0.912812,3.37502,0.859437,1.19236,2.11552,0.871765,0.429639,1.56762,1.73214,1.61647,2.23513,3.53866,2.60698,0.895796,0.455656,0.632934,0.479696,1.71893,3.3595,3.71543,1.27574,0.581967,0.427555,0.667172,1.55687,2.92875,3.4908,2.66604,2.89432,0.535872,0.422722,0.882058,0.440918,1.26524,1.00697,0.687725,2.29647,1.1954,1.22748,0.360157,2.11767,2.74669,3.83641,0.862982,0.383648,0.560162,1.07253,0.766268,2.71466,3.47839,1.29673,0.540658,1.33631,0.47871,0.757173,2.25785,2.1726,1.62197,1.29137,0.974355,1.67842,0.765438,1.49531,3.24536,6.30531,4.52855,1.04493,1.11477,0.346486,0.481398,0.792708,2.50333,2.91623,2.16967,2.1051,1.67443,0.391656,0.753334,1.36402,0.977886,1.07975,2.0323,1.97566,1.6069,0.452033,1.76596,1.0527,0.963161,1.03462,1.10632,1.0958,0.668073,0.473755,0.61624,0.766473,0.403616,0.627893,0.673066,0.275722,0.39813,0.660546
9,0.612067,3.41902,3.75335,1.32316,2.07508,0.323698,0.715814,1.87285,1.47505,0.668042,2.85559,4.65752,0.895346,0.76921,1.25646,1.85135,2.05023,0.784081,1.61399,0.870805,1.65265,0.980075,1.23969,1.40573,0.500601,0.596688,1.38547,2.14177,1.97747,1.75431,3.5089,2.58139,0.324481,0.39553,1.77406,0.735757,1.1585,0.861256,1.12348,1.87966,0.971243,2.04211,0.694241,2.3334,3.68176,3.88066,1.48333,0.295332,0.498809,1.15884,0.799911,4.10309,3.46769,1.15506,0.667076,1.2133,0.467016,1.05121,3.50974,3.85538,1.71846,0.905943,0.660084,0.84127,1.03237,1.08895,1.98613,7.37024,4.0671,1.34114,1.02505,0.240263,0.707042,0.481546,2.76744,1.67715,2.21195,1.31553,1.01756,0.361252,1.12487,1.23166,0.879269,1.95576,2.37003,2.18655,1.02983,0.399409,1.50388,0.689496,0.22399,0.671906,1.0345,0.97959,1.42382,0.901549,0.890666,0.874409,0.343344,0.573577,0.558957,0.583101,0.650014,0.58018
