real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.30397,0.759135,0.831984,0.8591,2.9636,0.765394,1.85833,3.2593,0.626332,0.3664,1.38763,2.14829,1.53585,2.476,5.69971,2.61596,0.733896,0.463073,0.707534,0.590659,1.50818,1.49853,4.04112,1.34522,0.843637,0.721382,0.763928,1.33808,2.02555,2.52166,2.42133,2.73237,0.42679,0.568365,1.00157,0.482402,0.941013,0.901262,0.843629,2.11693,1.17644,0.971919,0.487981,1.18967,2.52203,2.50412,1.1944,0.543548,0.517301,0.88829,0.766543,1.74509,2.98671,1.54574,1.05057,2.09661,0.768733,0.801888,2.48439,1.87511,1.8801,1.51287,1.17529,1.79561,1.28445,1.40861,1.65112,3.88587,3.3634,2.29574,1.72473,0.795132,0.857876,0.62603,1.64026,2.76958,2.84782,4.08071,1.48349,0.756352,0.609962,0.629157,0.618306,1.77407,2.22693,1.85001,1.57206,0.801908,0.889588,0.535711,0.568023,1.27443,1.01836,0.917331,0.686913,0.632385,0.603219,0.886982,0.392712,0.559848,0.57471,0.583042,0.539853,0.560982
1,0.384233,0.519824,1.234,1.11188,1.94354,0.923004,1.041,1.371,0.815557,0.778034,1.67569,0.936573,1.22347,1.22226,1.33495,1.56814,0.436157,0.498763,0.633494,0.480482,1.11936,2.76085,1.78577,0.845786,0.92603,0.857997,0.76619,1.15297,2.07847,2.43086,0.810613,1.31547,1.19455,0.545142,0.833456,0.619796,2.41815,1.07682,0.800696,2.59236,1.30428,1.03201,0.607221,2.39038,3.50988,3.00491,0.796124,1.40838,0.707241,1.48484,1.12893,2.11224,4.27141,1.50871,0.760727,2.11555,0.525888,0.688305,0.974014,1.02481,1.28318,1.14119,1.49678,2.08996,0.800105,2.15408,3.11777,1.59926,1.38257,0.861226,1.33528,0.932212,0.59468,1.19975,1.38933,1.28192,0.73907,1.28589,2.14264,0.836506,0.9313,1.91949,0.844498,0.766442,1.00629,0.874935,2.13908,0.513784,1.37889,1.08154,1.49902,1.26359,1.07711,2.00034,0.757652,0.509318,1.13511,0.606458,0.533618,0.602053,0.564625,0.389789,0.559942,0.705119
2,2.86261,3.35988,1.61904,2.58802,4.25662,1.36701,1.02925,0.983006,3.45886,1.09533,2.84709,5.64613,2.10589,1.67519,2.5782,1.23366,0.977431,0.93846,1.45613,1.71135,4.78474,1.31816,1.9151,1.17723,0.715874,1.11162,1.86058,1.7254,4.0371,2.36268,0.910819,1.20751,0.480837,0.507881,0.651464,0.75529,1.52944,2.155,1.59602,1.01067,1.1008,0.661585,0.833996,1.93167,2.66889,2.82384,1.01884,0.750029,0.646473,1.08843,1.25648,1.64262,1.64755,1.74397,0.79619,1.33959,0.818971,0.931507,1.02025,1.9672,2.42826,1.48332,1.275,1.23631,1.61478,0.796684,1.0549,3.93319,2.33338,1.93113,1.36654,1.14893,1.89023,0.572246,0.937882,2.78513,2.16643,2.0432,1.83533,0.858902,2.25884,0.65448,0.847885,2.71722,2.8126,1.5445,0.709242,0.513789,1.08445,0.313688,0.406502,1.17045,0.937842,0.701527,1.46399,1.21184,0.630937,0.616152,0.452991,0.539841,0.342923,0.694942,0.735625,0.404824
3,0.568611,1.81257,2.25323,3.70444,4.211,0.88563,0.59417,0.949663,1.19227,0.940263,1.84323,2.64324,2.46658,1.82717,1.04558,0.789283,0.666436,0.35314,0.669726,1.07105,1.8208,1.57438,1.17025,1.0157,0.50509,0.654124,1.36458,1.46584,1.72088,1.94603,0.893162,1.24003,0.474296,0.571807,1.00373,0.985932,2.90775,1.39212,1.44796,2.34517,1.32087,0.71329,0.765127,2.31466,2.48482,2.64138,1.50029,1.18454,1.01512,1.23699,0.862913,2.13012,2.50809,1.74303,1.51276,1.59482,1.20545,1.16526,0.938204,1.38065,1.80863,0.918576,0.894125,1.17284,1.64095,1.73014,1.95239,2.34204,1.15113,1.35702,1.12011,1.06862,1.50538,1.39253,1.3969,1.51559,0.887705,0.801041,1.89984,1.09114,1.61331,1.60258,0.91053,2.14454,1.30415,0.899676,1.22803,0.546813,1.01282,0.491971,0.627561,1.22721,0.802107,1.09628,1.08605,1.12444,1.20653,0.74397,0.58384,0.565008,0.390592,0.427913,0.535655,0.388354
4,0.120171,0.684512,4.84404,1.79766,2.90909,0.592385,2.64261,4.94328,0.357499,0.489239,3.95496,2.15468,1.03906,1.1055,7.58813,3.93928,0.221494,0.255864,0.730492,0.352215,1.60842,1.95126,3.85965,2.45663,0.332719,0.518109,0.713821,1.12165,2.61756,2.67283,1.45873,2.69736,0.182007,0.412363,0.863247,0.260194,1.40671,0.65823,1.31335,4.37048,0.630879,0.664231,0.232693,1.26311,5.00285,3.57268,2.28695,1.0632,0.915939,0.941716,0.383035,2.81056,5.01502,1.57334,1.4006,4.43209,0.641824,0.501257,2.00434,1.61313,0.979168,2.53708,1.97153,1.83085,0.967584,1.46014,1.98301,3.61849,1.13508,1.00797,1.20944,0.942911,0.816775,0.705553,2.41431,1.76236,1.39145,2.16424,1.70475,1.47256,1.05276,1.32853,0.208554,0.470612,1.87123,1.51988,2.36823,0.92452,0.817214,0.405461,0.520737,1.07459,1.21549,1.23973,0.679401,0.635036,1.36576,0.589553,0.337399,0.264901,0.475724,0.523534,0.667012,1.27592
5,3.37804,3.26813,1.73967,2.70391,4.41934,1.20173,0.770213,1.06685,3.92222,1.96218,2.14494,3.56856,2.09273,1.41492,1.10125,1.32088,1.15488,0.906951,0.844137,1.22748,3.33466,0.983957,2.1341,0.893158,1.05513,0.99269,1.41011,1.71073,4.47473,2.39931,0.759277,0.840726,0.623386,0.699229,1.42756,1.06488,2.57532,3.3777,1.24171,1.05426,0.802327,0.9571,1.48047,2.23243,3.15876,2.97068,0.865507,0.596203,0.723345,2.07531,1.97843,2.30127,2.55218,1.44854,0.641528,1.00468,0.810808,0.855175,0.816577,1.50563,3.33028,1.12071,1.12267,0.721976,0.775118,0.938569,1.27736,2.77925,2.86463,3.1627,1.46711,0.732153,1.13375,0.486568,0.736742,2.04234,1.83475,2.63424,2.13154,0.980153,1.97177,0.638603,1.00788,2.36912,1.2973,1.07756,0.857679,0.538684,1.45454,0.608025,0.597813,1.30004,0.697477,0.588828,0.720051,0.541696,1.08049,1.03741,0.679098,0.631761,0.333139,0.447415,0.491371,0.254631
6,1.37387,2.09409,0.349,0.79407,1.7868,0.807138,1.13137,1.71086,2.64408,1.38237,0.680703,2.01453,1.79319,1.53068,1.05875,1.32109,1.58254,1.2306,0.625318,0.845777,1.60733,0.59525,1.50764,0.972044,1.29098,2.23112,1.15517,1.57288,2.05522,1.57339,0.814538,1.14831,0.665609,0.543587,1.33628,1.28412,2.02788,2.13299,1.17246,2.47384,0.827621,0.576072,0.469306,0.986721,2.76698,2.71815,0.981986,0.910741,0.659795,0.886298,1.45056,1.63108,2.82748,1.96685,0.909271,1.10137,1.30142,0.857883,1.22514,1.55822,3.37869,1.02743,1.00347,0.790672,1.98418,1.39392,1.33481,2.73617,2.38522,3.33041,1.10531,0.734632,1.79642,0.598174,1.09446,2.39222,1.50811,2.07011,1.01853,1.0612,0.978783,0.513444,1.41682,3.19939,1.11657,1.09746,0.729514,0.267439,1.00484,0.474072,0.530667,2.13776,1.06608,0.820012,0.62524,0.299435,0.840505,0.707537,0.786229,1.33841,0.553248,0.49807,0.348954,0.249546
7,1.41132,1.09593,0.582678,1.22724,2.54315,1.64654,1.34722,1.97941,1.23467,0.823932,1.05783,2.2543,1.6509,1.10221,1.10447,1.98711,0.265167,1.11944,1.36192,1.03644,2.83102,1.62418,0.993326,0.86808,0.825746,1.69617,1.38201,0.855833,3.04112,2.0153,0.414295,0.530553,0.886539,0.287338,0.71249,1.03849,3.66946,1.87749,1.54644,1.05198,0.753709,0.494115,0.852106,3.48992,5.0116,3.92629,0.996499,1.48745,0.728962,1.2796,2.61888,2.47573,4.43482,2.92694,0.596197,2.19715,0.575711,0.649231,0.50888,1.98168,2.20658,1.39458,1.6182,2.29855,1.18495,1.04463,1.53509,1.74529,1.50396,0.976934,0.92031,1.35867,1.05611,0.689579,1.61073,4.15111,0.834807,1.55779,1.84764,1.36082,1.07154,1.19782,1.78953,1.52751,1.49501,1.03201,1.38548,0.691446,0.686362,0.344306,0.687497,0.919998,0.917195,0.97074,1.29874,0.943715,0.718633,0.359858,0.389312,0.675469,0.320232,0.604089,0.68502,0.531426
8,0.29375,0.560491,0.671318,0.742198,2.54093,0.712103,0.929737,2.01384,1.15102,0.650506,0.691294,1.43316,1.93885,2.24194,2.06176,2.04733,1.03283,0.599306,0.425671,0.472729,1.56274,2.41105,2.64585,1.30908,0.588745,0.746864,0.965984,1.64328,2.02777,2.47775,1.84879,1.74586,0.390807,0.454743,1.28859,0.826102,1.62335,1.61153,0.853593,2.51315,0.927049,0.921902,0.338507,1.77679,2.61045,3.59971,0.781718,0.396104,0.788658,0.82426,0.839664,3.09341,3.3019,1.51858,0.512026,0.707116,0.615028,0.53201,1.45975,2.34567,1.75961,1.16872,0.614925,1.03481,0.742686,1.03868,2.24237,6.66585,4.43135,1.18393,0.754551,0.387883,0.611969,0.763976,3.03969,4.94028,1.85568,2.06803,1.8473,0.719582,0.713293,1.17595,1.47321,1.36619,1.75991,1.94519,1.52751,0.430067,1.41272,0.859889,1.05454,1.15279,0.982296,0.860173,0.57408,0.38486,0.606378,0.709242,0.609013,0.939023,0.474083,0.207541,0.245883,0.625015
9,0.63446,2.91438,1.86954,1.04548,1.54715,0.310602,0.65947,1.58577,1.5305,0.789238,1.54199,3.15569,1.01712,0.890253,0.874552,1.28121,2.31302,0.870788,1.17235,0.926783,1.24556,0.740427,1.03104,1.228,0.694453,0.993981,1.53611,2.09318,1.28486,1.36906,2.80673,2.07781,0.405148,0.523863,1.9955,1.12668,1.28788,1.06551,1.21431,2.24752,1.1039,1.73634,0.763795,1.73028,2.88498,2.88932,1.39798,0.461422,0.533789,0.990235,0.873728,2.92513,2.85121,1.30488,0.913653,0.985698,0.651885,0.983237,2.60565,2.72089,1.79001,0.811855,0.582009,0.785468,1.26348,1.11059,1.52637,4.49691,3.19955,1.74662,1.07479,0.364991,0.921869,0.584979,2.26102,1.6304,1.81265,1.29403,1.02238,0.528105,0.927167,1.00113,1.08209,2.6676,1.82854,1.65786,0.983058,0.396604,1.20689,0.657491,0.27935,0.900619,0.945806,1.00236,1.2101,0.792048,0.838144,0.878929,0.473407,0.818112,0.546978,0.611218,0.544573,0.474728
