pp236	4833.923593	9401.024777	1	1.63E+01	1.36E-01	1.31E+01	2.91E-04
pp237	5083.038203	9666.747027	1	1.16E+01	1.27E-01	2.17E+01	3.51E-04
pp238	5564.659783	9301.378933	1	3.56E+00	9.18E-02	3.33E+01	3.34E-04
pp239	4601.416624	9052.264323	1	1.89E+01	1.83E-01	2.84E+00	2.51E-04
pp240	5249.11461	8686.896228	1	1.10E+01	9.78E-02	5.93E+00	3.68E-04
pp241	5780.559111	8221.882289	1	2.07E+01	1.09E-01	4.22E+00	3.74E-04
pp242	5215.899329	7756.868351	1	7.02E+00	1.69E-02	3.45E+00	1.61E-04
pp243	4352.302014	7939.552398	1	1.94E+01	6.04E-01	2.12E+00	2.57E-04
pp244	4153.010326	8437.781618	1	1.92E+01	1.60E-01	5.26E+00	2.45E-04
pp245	3671.388747	7856.514195	1	7.02E+00	1.86E-01	1.64E+00	4.93E-04
pp246	2890.829635	7258.639131	1	8.45E-01	3.55E-02	1.01E+00	6.49E-04
pp247	3372.451215	7740.26071	1	2.23E+00	7.99E-02	9.74E-01	5.40E-04
pp248	3937.110997	7341.677334	1	2.35E+01	5.15E-01	2.60E+00	4.92E-04
pp249	4618.024265	7158.993287	1	3.02E+01	2.00E-01	1.87E+00	2.00E-04
pp250	5132.861125	7524.361381	1	8.04E+00	3.56E-02	1.36E+00	1.54E-04
pp251	4667.847187	7308.462053	1	2.48E+01	1.78E-01	1.64E+00	1.69E-04
pp252	5531.444501	6610.941145	1	1.03E+01	7.52E-02	1.13E+00	2.39E-04
pp253	5548.052142	6710.586989	1	7.13E+00	1.45E-01	1.30E+00	2.23E-04
pp254	5730.736189	7408.107897	1	5.25E+00	5.43E-02	3.13E+00	3.02E-04
pp255	6096.104284	7142.385646	1	5.95E+00	2.33E-01	3.02E+00	2.84E-04
pp256	5880.204955	6943.093958	1	4.30E+00	4.49E-01	1.55E+00	2.54E-04
pp257	5166.076407	6959.701599	1	1.03E+01	4.09E-02	2.95E+00	2.28E-04
pp258	5747.34383	6527.902941	1	6.04E+00	1.63E-01	1.46E+00	1.82E-04
pp259	6046.281362	6129.319565	1	5.92E+00	4.09E-02	3.68E+00	2.20E-04
pp260	6029.673721	5747.34383	1	8.02E+00	1.76E-02	3.85E+00	3.06E-04
pp261	6511.295301	5597.875064	1	2.11E+00	4.16E-02	6.93E+00	2.72E-04
pp262	6660.764067	5747.34383	1	3.57E+00	1.05E-01	6.19E+00	2.75E-04
pp263	6909.878677	5564.659783	1	4.49E+00	2.68E-02	3.20E+00	1.65E-04
pp264	7042.739802	5431.798657	1	3.62E+00	1.83E-02	4.55E+00	1.66E-04
pp265	7707.045429	5581.267423	1	7.19E+00	1.64E-02	8.35E+00	1.09E-04
pp266	7989.37532	5763.951471	1	4.78E+00	1.02E-02	5.58E+00	1.52E-04
pp267	8321.528133	5747.34383	1	4.89E+00	2.35E-02	8.25E+00	1.79E-04
pp268	8670.288587	5564.659783	1	2.77E+00	1.54E-01	5.27E+00	2.29E-04
pp269	8936.010838	5979.850799	1	2.78E+00	1.41E-01	2.34E+00	2.79E-04
pp270	8470.996899	6295.395972	1	3.89E+00	1.13E-02	3.39E+00	2.92E-04
pp271	8703.503869	6644.156426	1	1.70E+00	7.34E-03	1.84E+00	2.91E-04
pp272	8869.580275	7158.993287	1	1.58E+00	4.35E-02	2.20E+00	3.05E-04
pp273	8720.111509	7225.423849	1	1.23E+00	1.11E-01	3.49E+00	3.27E-04
pp274	8454.389259	6976.309239	1	1.61E+00	3.90E-02	2.77E+00	1.65E-04
pp275	9234.94837	7026.132161	1	1.40E+00	6.61E-02	1.60E+00	3.04E-04
pp276	9168.517807	7408.107897	1	5.35E-01	1.19E-01	4.59E+00	2.85E-04
pp277	9002.441401	7806.691273	1	6.46E-01	1.05E-01	8.68E+00	3.20E-04
pp278	9168.517807	7956.160039	1	9.35E-01	8.58E-02	6.54E+00	3.00E-04
pp279	8537.427462	8437.781618	1	1.73E+00	2.71E-01	8.81E+00	5.09E-04
pp280	8155.451727	8936.010838	1	9.26E-01	3.25E-01	7.46E+00	3.39E-04
pp281	8803.149713	9234.94837	1	3.60E-01	1.23E-01	7.32E+00	3.75E-04
pp282	8172.059367	9301.378933	1	1.27E+00	2.75E-01	1.36E+01	2.98E-04
pp283	7839.906554	9284.771292	1	1.26E+00	6.74E-01	1.78E+01	3.25E-04
pp284	7590.791944	9567.101183	1	3.68E+00	4.91E-01	2.16E+01	3.60E-04
pp285	7142.385646	9052.264323	1	3.52E+00	3.30E-01	6.44E+00	2.49E-04
pp286	6594.333504	9533.885902	1	6.02E+00	2.46E-01	1.38E+01	2.66E-04
pp287	5996.45844	9600.316464	1	2.76E+00	1.02E-01	1.27E+01	2.88E-04
pp288	6743.80227	9650.139386	1	4.80E+00	6.50E-01	1.44E+01	2.46E-04
pp289	7208.816209	9450.847699	1	3.11E+00	4.70E-01	1.18E+01	2.95E-04
pp290	7491.1461	9417.632417	1	4.30E+00	5.02E-01	1.03E+01	2.79E-04
pp291	7906.337117	9749.78523	1	2.42E+00	5.71E-01	1.71E+01	4.30E-04
pp292	8188.667008	9733.17759	1	1.36E+00	2.63E-01	1.10E+01	3.72E-04
pp293	6328.611253	9168.517807	1	4.85E+00	2.03E-01	1.29E+01	2.79E-04
pp294	6046.281362	8653.680947	1	1.27E+01	6.89E-02	6.19E+00	3.38E-04
pp295	5747.34383	8703.503869	1	1.43E+01	8.56E-02	5.52E+00	3.18E-04
pp296	7175.600927	8819.757353	1	5.17E+00	7.92E-01	5.62E+00	2.18E-04
pp297	7507.753741	8487.60454	1	3.75E+00	3.75E-01	1.82E+01	2.20E-04
pp298	7258.639131	7673.830147	1	3.10E+00	5.36E-01	2.20E+01	1.44E-04
pp299	6810.232833	8138.844086	1	7.01E+00	1.54E-01	1.07E+01	3.00E-04
pp300	7109.170365	8105.628805	1	3.27E+00	4.02E-01	1.22E+01	2.35E-04
pp301	7474.538459	7922.944757	1	3.24E+00	9.79E-01	1.50E+01	1.74E-04
pp302	6411.649457	7557.576663	1	6.83E+00	5.14E-01	8.75E+00	3.09E-04
pp303	6727.194629	7408.107897	1	8.54E+00	4.14E-01	8.09E+00	2.23E-04
pp304	6876.663395	7092.562724	1	6.36E+00	8.81E-02	1.18E+01	1.53E-04
pp305	6428.257097	6245.57305	1	6.01E+00	1.04E-01	1.98E+00	2.60E-04
pp306	6826.840473	6494.68766	1	8.18E+00	2.72E-02	6.47E+00	1.97E-04
pp307	6627.548785	6677.371707	1	9.22E+00	3.08E-02	5.10E+00	2.29E-04
pp308	2757.96851	6777.017551	1	2.53E+00	3.66E-02	4.35E-01	6.24E-04
pp309	2292.954571	6544.510582	1	3.11E+00	6.66E-02	5.48E-01	3.42E-04
pp310	2010.62468	6710.586989	1	2.47E+00	7.47E-02	5.52E-01	3.17E-04
pp311	2259.73929	6145.927206	1	2.96E+00	6.42E-03	5.98E-01	2.75E-04
pp312	1612.041304	6295.395972	1	1.06E+00	3.15E-02	4.05E-01	2.48E-04
pp313	914.5203961	6029.673721	1	3.14E+00	4.39E-01	2.83E-01	2.10E-04
