#x	y	segid
1309.332148	4333.847157	r1s1
1460.496205	4348.478653	r1s1
1612.195612	4355.475678	r1s1
1763.848578	4348.051869	r1s1
1915.09373	4333.898336	r1s1
2066.928499	4335.172358	r1s1
2215.115844	4367.795891	r1s1
2215.115844	4367.795891	r1s2
2354.52422	4428.022321	r1s2
2485.093695	4505.608463	r1s2
2618.979413	4577.027646	r1s2
2766.759842	4611.533506	r1s2
2766.759842	4611.533506	r1s3
2918.641246	4612.001943	r1s3
3069.665861	4596.112365	r1s3
3220.275874	4576.560563	r1s3
3370.855551	4556.801986	r1s4
3521.101327	4534.648891	r1s4
3670.787873	4508.986039	r1s4
3820.034932	4480.879595	r1s4
3969.073123	4451.681317	r1s5
4118.199905	4422.94984	r1s5
4267.721202	4396.311716	r1s5
4417.927645	4373.996826	r1s6
4569.071369	4359.059764	r1s6
4721.005047	4354.230613	r1s6
4721.005047	4354.230613	r1s7
4870.446838	4374.932196	r1s7
5005.024517	4448.635883	r1s7
5132.868521	4534.909053	r1s7
5263.471305	4606.974781	r1s7
5263.471305	4606.974781	r1s8
5404.543233	4645.612418	r1s8
5556.013315	4657.89128	r1s8
5715.502163	4658.679868	r1s8
1332.923718	5819.920799	r2s1
1434.389571	5889.271289	r2s1
1551.043495	5927.698466	r2s1
5015.357405	5180.346551	r2s10
5143.598178	5136.281076	r2s10
5245.917228	5064.74419	r2s10
5335.914169	4984.096263	r2s10
5426.521064	4900.936699	r2s10
5501.520125	4803.469521	r2s10
1551.043495	5927.698466	r2s2
1673.714601	5919.8004	r2s2
1788.439916	5875.62404	r2s2
1892.940022	5811.068756	r2s2
1996.354684	5743.8603	r2s2
1996.354684	5743.8603	r2s3
2113.343948	5709.293492	r2s3
2236.451669	5718.647112	r2s3
2359.333102	5707.40207	r2s3
2359.333102	5707.40207	r2s4
2443.648057	5622.386967	r2s4
2489.368452	5506.907437	r2s4
2556.881581	5403.059928	r2s4
2669.936792	5360.91433	r2s4
2669.936792	5360.91433	r2s5
2792.892397	5373.57692	r2s5
2913.387143	5397.467269	r2s5
3035.048535	5415.234794	r2s5
3157.918142	5411.734147	r2s5
3157.918142	5411.734147	r2s6
3276.768837	5380.281536	r2s6
3393.948008	5343.156497	r2s6
3514.482383	5318.820362	r2s6
3637.314864	5316.806689	r2s6
3637.314864	5316.806689	r2s7
3757.770866	5341.482024	r2s7
3874.120522	5381.212906	r2s7
3990.532234	5420.813068	r2s7
4110.825005	5446.039881	r2s7
4233.709353	5444.403946	r2s7
4233.709353	5444.403946	r2s8
4351.639072	5409.631621	r2s8
4453.718476	5341.509814	r2s8
4536.442216	5250.14207	r2s8
4610.521113	5153.381922	r2s8
4695.218054	5059.771993	r2s8
4695.218054	5059.771993	r2s9
4813.336905	5068.756284	r2s9
4900.988205	5156.751177	r2s9
5015.357405	5180.346551	r2s9
5501.520125	4803.469521	r3s1
5501.300268	4802.430899	r3s1
5586.682333	4769.546377	r3s1
5660.46097	4724.995686	r3s1
5715.502163	4658.679868	r3s1
5715.502163	4658.679868	r3s2
5719.264709	4653.951575	r3s2
5763.307578	4557.355428	r3s2
5799.860277	4467.182662	r3s2
5837.017358	4419.032081	r3s2
5837.017358	4419.032081	r3s3
5880.919553	4439.368888	r3s3
5928.913244	4513.546021	r3s3
5975.871557	4615.35442	r3s3
6016.668982	4718.591891	r3s3
6047.953814	4805.718833	r3s3
6071.576728	4884.601872	r3s3
6090.337189	4967.741285	r3s3
6107.613351	5065.343793	r3s3
6133.208332	5162.152514	r3s3
6180.931164	5227.034436	r3s3
6180.931164	5227.034436	r3s4
6260.63214	5232.352546	r3s4
6343.096709	5186.788183	r3s4
6388.747417	5115.916193	r3s4
6406.533235	5030.66253	r3s4
6418.194849	4938.051191	r3s4
6444.657609	4845.4293	r3s4
6494.03124	4765.223825	r3s4
6564.235374	4713.901028	r3s4
6564.235374	4713.901028	r3s5
6651.252347	4706.234898	r3s5
6737.029026	4741.707491	r3s5
6797.209173	4811.829237	r3s5
6831.250629	4899.686098	r3s5
6866.554348	4978.569693	r3s5
6930.757671	5022.066536	r3s5
6930.757671	5022.066536	r3s6
7022.385638	5022.102091	r3s6
7112.338695	4988.385519	r3s6
7187.549348	4935.962823	r3s6
7257.637991	4885.983353	r3s6
7333.597231	4859.673802	r3s6
7333.597231	4859.673802	r3s7
7419.180973	4864.771049	r3s7
7508.667582	4891.353634	r3s7
7595.94708	4928.307752	r3s7
7679.347994	4964.541808	r3s7
7760.991011	4988.983097	r3s7
7843.070142	4991.013926	r3s7
7843.070142	4991.013926	r3s8
7926.661567	4970.467963	r3s8
8011.723763	4937.629156	r3s8
8098.126494	4903.199798	r3s8
8184.926084	4877.155665	r3s8
8270.422021	4868.79667	r3s8
8270.422021	4868.79667	r3s9
8353.118274	4885.984389	r3s9
8434.054157	4921.226391	r3s9
8515.824575	4957.609641	r3s9
8600.794708	4979.355738	r3s9
8688.643106	4984.223574	r3s9
8777.42517	4978.150693	r3s9
8812.104756	4973.73887	r3s9	
