  days     volume       vol_drain     vol_macro      delta_vol      del_vol_drain  del_vol_macro  rainfall       irrigation     recharge       macro_rech     total_rech     gw_withdrawal  net_recharge   runoff         pot_evap       evaporation    gw_pot_evap     balance        elevation      depth-to-water
   305  0.4000000E-01  0.9127759E-02   0.000000       0.000000     -0.1709392E-02   0.000000      0.1300000E-01  0.6684328E-01  0.5993958E-01   0.000000      0.5993958E-01  0.6684328E-01 -0.6903701E-02   0.000000      0.1286000      0.2161309E-01  0.1069869     -0.2463307E-15  0.6800000     -0.6800000    
   335  0.4000000E-01  0.1040500E-01   0.000000       0.000000      0.1277241E-02   0.000000      0.4840000E-01  0.3444889E-01  0.7000250E-01   0.000000      0.7000250E-01  0.3444889E-01  0.3555361E-01   0.000000      0.6600000E-01  0.1156915E-01  0.5443085E-01 -0.3469447E-17  0.6800000     -0.6800000    
   366  0.4000000E-01  0.2263199E-01   0.000000       0.000000      0.1222699E-01   0.000000      0.2014000      0.1567526E-01  0.1913334       0.000000      0.1913334      0.1567526E-01  0.1756581       0.000000      0.6580000E-01  0.1351490E-01  0.5228510E-01 -0.1266348E-15  0.6800000     -0.6800000    
   397  0.4000000E-01  0.9140494E-02   0.000000       0.000000     -0.1349149E-01   0.000000      0.8920000E-01  0.1566901E-01  0.1016359       0.000000      0.1016359      0.1566901E-01  0.8596685E-01   0.000000      0.9050000E-01  0.1672464E-01  0.7377536E-01 -0.1734723E-16  0.6800000     -0.6800000    
   425  0.4000000E-01  0.9133364E-02   0.000000       0.000000     -0.7129982E-05   0.000000      0.4940000E-01  0.4096187E-01  0.8023965E-01   0.000000      0.8023965E-01  0.4096187E-01  0.3927779E-01   0.000000      0.5740000E-01  0.1012934E-01  0.4727066E-01 -0.7285839E-16  0.6800000     -0.6800000    
   456  0.4000000E-01  0.1281233E-01   0.000000       0.000000      0.3678971E-02   0.000000      0.1298000      0.2926660E-01  0.1434571       0.000000      0.1434571      0.2926660E-01  0.1141905       0.000000      0.6200000E-01  0.1193052E-01  0.5006948E-01 -0.3816392E-16  0.6800000     -0.6800000    
   486  0.4000000E-01  0.9127759E-02   0.000000       0.000000     -0.3684576E-02   0.000000      0.6000000E-03  0.6420943E-01  0.5845113E-01   0.000000      0.5845113E-01  0.6420943E-01 -0.5758302E-02   0.000000      0.6000000E-01  0.1004288E-01  0.4995712E-01 -0.3001072E-15  0.6800000     -0.6800000    
   517  0.4000000E-01  0.9127759E-02   0.000000       0.000000       0.000000       0.000000      0.6000000E-03  0.6636974E-01  0.5659210E-01   0.000000      0.5659210E-01  0.6636974E-01 -0.9777641E-02   0.000000      0.6200000E-01  0.1037764E-01  0.5162236E-01 -0.3365364E-15  0.6800000     -0.6800000    
   547  0.4000000E-01  0.9127759E-02   0.000000       0.000000       0.000000       0.000000      0.2000000E-03  0.6460943E-01  0.5476655E-01   0.000000      0.5476655E-01  0.6460943E-01 -0.9842878E-02   0.000000      0.6000000E-01  0.1004288E-01  0.4995712E-01 -0.3105155E-15  0.6800000     -0.6800000    
   578  0.4000000E-01  0.9127759E-02   0.000000       0.000000       0.000000       0.000000       0.000000      0.6696974E-01  0.5659210E-01   0.000000      0.5659210E-01  0.6696974E-01 -0.1037764E-01   0.000000      0.6200000E-01  0.1037764E-01  0.5162236E-01 -0.3226586E-15  0.6800000     -0.6800000    
   609  0.4000000E-01  0.9127759E-02   0.000000       0.000000       0.000000       0.000000       0.000000      0.6696974E-01  0.5659210E-01   0.000000      0.5659210E-01  0.6696974E-01 -0.1037764E-01   0.000000      0.6200000E-01  0.1037764E-01  0.5162236E-01 -0.3226586E-15  0.6800000     -0.6800000    
   639  0.5736174E-01  0.4021672E-01   0.000000      0.1736174E-01  0.3108896E-01   0.000000      0.1216000      0.4450698E-01  0.1063819       0.000000      0.1063819      0.4450698E-01  0.6187496E-01   0.000000      0.6000000E-01  0.1127433E-01  0.4872567E-01 -0.2220446E-15  0.8332328     -0.8332328    
   670  0.4000000E-01  0.9127759E-02   0.000000     -0.1736174E-01 -0.3108896E-01   0.000000      0.6080000E-01  0.2561753E-01  0.1235151       0.000000      0.1235151      0.2561753E-01  0.9789757E-01   0.000000      0.6200000E-01  0.1135313E-01  0.5064687E-01 -0.1804112E-15  0.6800000     -0.6800000    
   700  0.4000000E-01  0.9127759E-02   0.000000       0.000000       0.000000       0.000000      0.8520000E-01  0.4090835E-01  0.1150202       0.000000      0.1150202      0.4090835E-01  0.7411184E-01   0.000000      0.6000000E-01  0.1108816E-01  0.4891184E-01 -0.2081668E-15  0.6800000     -0.6800000    
   731  0.4000000E-01  0.9396017E-02   0.000000       0.000000      0.2682582E-03   0.000000      0.2512000      0.2565636E-01  0.2635521       0.000000      0.2635521      0.2565636E-01  0.2378957       0.000000      0.6200000E-01  0.1303603E-01  0.4896397E-01 -0.2688821E-15  0.6800000     -0.6800000    
 
 total                                                                                             1.370200       1.247413       2.230162       0.000000       2.230162       1.247413      0.9827486       0.000000       2.523900      0.4430554       2.080845     -0.4102621E-14
