pp_cl
mf_cl
         1       104
         1      4000
       104      4000
         1
    1  12   0.000000       1  0.7411442       2  6.4957023E-02   9  6.5584749E-02  10 -5.9410878E-02   3  3.1578790E-02  17  3.0922221E-02  11 -1.2725460E-02  18 -2.1200348E-02   4  6.1079364E-02  19  2.3214448E-02  25  5.1367514E-02  26  2.3488365E-02
    2  12   0.000000       1  0.7677329       2  8.9240797E-02   9  3.7001174E-02  10 -5.4805085E-02   3  3.2067146E-02  17  2.3301866E-02  11 -2.0651974E-02  18 -9.8004034E-03   4  4.6314403E-02  19  1.9855658E-02  25  5.0615814E-02  12  1.9127695E-02
    3  12   0.000000       1  0.7755923       2  0.1263009       9  1.0187595E-02  10 -4.9861170E-02   3  3.4198903E-02  17  1.5954589E-02  11 -2.0735279E-02  18 -7.1257311E-03   4  4.2179957E-02  19  1.6816361E-02  12  1.5103672E-02  25  4.1387875E-02
    4  12   0.000000       1  0.7524059       2  0.1823597       9 -1.0041125E-02  10 -4.5020435E-02   3  3.7824735E-02  11 -2.1820312E-02  17  9.9374708E-03  18 -5.0931992E-03   4  3.9501693E-02  19  1.4284159E-02  12  1.1628901E-02  25  3.4032512E-02
    5  12   0.000000       1  0.6922908       2  0.2594169       9 -2.0561399E-02  10 -4.1064668E-02   3  4.3690715E-02  11 -2.4015049E-02  17  5.5007171E-03  18 -3.8947964E-03   4  3.8586069E-02  19  1.2374997E-02  12  8.8039273E-03  25  2.8871857E-02
    6  12   0.000000       1  0.6025203       2  0.3522970       9 -2.3539376E-02  10 -3.9082848E-02   3  5.2938830E-02  11 -2.6927667E-02  17  2.6806798E-03  18 -3.3209426E-03   4  3.9267313E-02  19  1.1046829E-02  12  6.5034255E-03  25  2.5616350E-02
    7  12   0.000000       1  0.4978588       2  0.4507200       3  6.7587271E-02   9 -2.3079120E-02  10 -4.0094852E-02  11 -2.9699538E-02   4  4.1519523E-02  17  9.3491329E-03  18 -6.7415908E-03  12  4.5145582E-03  19  6.9872993E-03  26  2.1078454E-02
    8  12   0.000000       2  0.5411380       1  0.3894321       3  9.0994596E-02  10 -4.4289637E-02   9 -2.3782438E-02  11 -3.1068627E-02   4  2.5528062E-02  18  2.0516024E-03  17  1.2905589E-02  12 -5.9736557E-03  19  1.0521643E-02   5  3.2542765E-02
    9  12   0.000000       2  0.6080738       1  0.2909085       3  0.1274305      10 -4.8602674E-02   9 -2.4162997E-02  11 -3.2624513E-02   4  2.9321693E-02  18  2.2521052E-03  12 -8.4249061E-03  17  1.2944478E-02  19  9.9541619E-03   5  3.2929920E-02
   10  12   0.000000       2  0.6332443       1  0.2102272       3  0.1829868      10 -5.0458096E-02   9 -2.4536217E-02  11 -3.3093665E-02   4  3.4303889E-02  12 -1.1544542E-02  18  2.3399317E-03  17  1.3323860E-02  19  9.3465690E-03   5  3.3860009E-02
   11  12   0.000000       2  0.6079615       3  0.2597097       1  0.1517411      10 -4.7983017E-02  11 -3.2929979E-02   4  4.1142859E-02   9 -2.4071852E-02  12 -1.5382427E-02  18  2.1840648E-03  19  8.6242687E-03  17  1.3628569E-02   5  3.5375245E-02
   12  12   0.000000       2  0.5409340       3  0.3524150       1  0.1129124      10 -4.2881969E-02  11 -3.3366434E-02   4  5.1019493E-02   9 -2.2463113E-02  12 -1.9604964E-02  18  1.9402711E-03  19  7.9173138E-03   5  3.7402630E-02  17  1.3775380E-02
   13  12   0.000000       2  0.4497065       3  0.4510133       1  8.7900415E-02   4  6.6357449E-02  10 -3.7579920E-02  11 -3.6440514E-02   9 -1.3646646E-02  12 -2.8287427E-02   5  3.9321136E-02  18  8.0858050E-03  19  2.7253863E-03  20  1.0844531E-02
   14  12   0.000000       3  0.5417946       2  0.3513226       4  8.9155860E-02  11 -4.0424570E-02  10 -3.5359789E-02   1  7.1532853E-02  12 -2.8689239E-02   9 -1.0232931E-02   5  4.1655645E-02  19  7.1829502E-03  18  8.4803142E-03  13  3.5817237E-03
   15  12   0.000000       3  0.6087621       2  0.2585730       4  0.1257675      11 -4.5307439E-02  10 -3.4716018E-02   1  6.0259659E-02  12 -3.0529557E-02   5  4.6160568E-02   9 -6.6878512E-03  19  7.2783423E-03  13  1.4652688E-03  18  8.9744125E-03
   16  12   0.000000       3  0.6339894       2  0.1814425       4  0.1817827      11 -4.7531348E-02  10 -3.1296678E-02  12 -3.4685243E-02   1  5.2011788E-02   5  5.2284114E-02   9 -1.2995016E-03  13 -3.4102406E-03  19  7.2342386E-03  20  9.4783083E-03
   17  12   0.000000       3  0.6087621       4  0.2585730       2  0.1257675      11 -4.5307435E-02  12 -3.4716014E-02   5  6.0259659E-02  10 -3.0529587E-02   1  4.6160534E-02  13 -6.6878526E-03  19  7.2783362E-03   9  1.4653375E-03  20  8.9744115E-03
   18  12   0.000000       3  0.5410393       4  0.3516772       2  8.8685073E-02  11 -3.9829917E-02  12 -3.3012364E-02   5  5.0470009E-02  10 -2.7700029E-02  13 -2.0141391E-02   1  4.0773224E-02  19  6.2582190E-03  20  6.7615598E-03   6  3.5019096E-02
   19  12   0.000000       3  0.4500832       4  0.4500832       2  6.5423340E-02   5  6.5423340E-02  11 -3.5387654E-02  12 -3.5387654E-02  10 -2.4188781E-02  13 -2.4188781E-02   1  3.7692159E-02   6  3.7692159E-02  19  6.3777780E-03  20  6.3777780E-03
   20  12   0.000000       4  0.5410393       3  0.3516772       5  8.8685028E-02  12 -3.9829969E-02  11 -3.3012360E-02   2  5.0470013E-02  13 -2.7699875E-02  10 -2.0141391E-02   6  4.0773194E-02  20  6.2581860E-03  19  6.7615625E-03   1  3.5019096E-02
   21  12   0.000000       4  0.6087621       3  0.2585730       5  0.1257675      12 -4.5307439E-02  11 -3.4716018E-02   2  6.0259659E-02  13 -3.0529557E-02   6  4.6160568E-02  10 -6.6878512E-03  20  7.2783423E-03  14  1.4652688E-03  19  8.9744125E-03
   22  12   0.000000       4  0.6339894       3  0.1814425       5  0.1817827      12 -4.7531348E-02  11 -3.1296678E-02  13 -3.4685243E-02   2  5.2011788E-02   6  5.2284114E-02  10 -1.2995016E-03  14 -3.4102406E-03  20  7.2342386E-03  21  9.4783083E-03
   23  12   0.000000       4  0.6087621       5  0.2585730       3  0.1257675      12 -4.5307435E-02  13 -3.4716014E-02   6  6.0259659E-02  11 -3.0529587E-02   2  4.6160534E-02  14 -6.6878526E-03  20  7.2783362E-03  10  1.4653375E-03  21  8.9744115E-03
   24  12   0.000000       4  0.5410393       5  0.3516772       3  8.8685073E-02  12 -3.9829917E-02  13 -3.3012364E-02   6  5.0470009E-02  11 -2.7700029E-02  14 -2.0141391E-02   2  4.0773224E-02  20  6.2582190E-03  21  6.7615598E-03   7  3.5019096E-02
   25  12   0.000000       4  0.4500832       5  0.4500832       3  6.5423340E-02   6  6.5423340E-02  12 -3.5387654E-02  13 -3.5387654E-02  11 -2.4188781E-02  14 -2.4188781E-02   2  3.7692159E-02   7  3.7692159E-02  20  6.3777780E-03  21  6.3777780E-03
   26  12   0.000000       5  0.5410393       4  0.3516772       6  8.8685028E-02  13 -3.9829969E-02  12 -3.3012360E-02   3  5.0470013E-02  14 -2.7699875E-02  11 -2.0141391E-02   7  4.0773194E-02  21  6.2581860E-03  20  6.7615625E-03   2  3.5019096E-02
   27  12   0.000000       5  0.6087621       4  0.2585730       6  0.1257675      13 -4.5307439E-02  12 -3.4716018E-02   3  6.0259659E-02  14 -3.0529557E-02   7  4.6160568E-02  11 -6.6878512E-03  21  7.2783423E-03  15  1.4652688E-03  20  8.9744125E-03
   28  12   0.000000       5  0.6339894       4  0.1814425       6  0.1817827      13 -4.7531348E-02  12 -3.1296678E-02  14 -3.4685243E-02   3  5.2011788E-02   7  5.2284114E-02  11 -1.2995016E-03  15 -3.4102406E-03  21  7.2342386E-03  22  9.4783083E-03
   29  12   0.000000       5  0.6087621       6  0.2585730       4  0.1257675      13 -4.5307435E-02  14 -3.4716014E-02   7  6.0259659E-02  12 -3.0529587E-02   3  4.6160534E-02  15 -6.6878526E-03  21  7.2783362E-03  11  1.4653375E-03  22  8.9744115E-03
   30  12   0.000000       5  0.5410393       6  0.3516772       4  8.8685073E-02  13 -3.9829917E-02  14 -3.3012364E-02   7  5.0470009E-02  12 -2.7700029E-02  15 -2.0141391E-02   3  4.0773224E-02  21  6.2582190E-03  22  6.7615598E-03   8  3.5019096E-02
   31  12   0.000000       5  0.4500832       6  0.4500832       4  6.5423340E-02   7  6.5423340E-02  13 -3.5387654E-02  14 -3.5387654E-02  12 -2.4188781E-02  15 -2.4188781E-02   3  3.7692159E-02   8  3.7692159E-02  21  6.3777780E-03  22  6.3777780E-03
   32  12   0.000000       6  0.5410393       5  0.3516772       7  8.8685028E-02  14 -3.9829969E-02  13 -3.3012360E-02   4  5.0470013E-02  15 -2.7699875E-02  12 -2.0141391E-02   8  4.0773194E-02  22  6.2581860E-03  21  6.7615625E-03   3  3.5019096E-02
   33  12   0.000000       6  0.6087621       5  0.2585730       7  0.1257675      14 -4.5307439E-02  13 -3.4716018E-02   4  6.0259659E-02  15 -3.0529557E-02   8  4.6160568E-02  12 -6.6878512E-03  22  7.2783423E-03  16  1.4652688E-03  21  8.9744125E-03
   34  12   0.000000       6  0.6339894       5  0.1814425       7  0.1817827      14 -4.7531348E-02  13 -3.1296678E-02  15 -3.4685243E-02   4  5.2011788E-02   8  5.2284114E-02  12 -1.2995016E-03  16 -3.4102406E-03  22  7.2342386E-03  23  9.4783083E-03
   35  12   0.000000       6  0.6087621       7  0.2585730       5  0.1257675      14 -4.5307435E-02  15 -3.4716014E-02   8  6.0259659E-02  13 -3.0529587E-02   4  4.6160534E-02  16 -6.6878526E-03  22  7.2783362E-03  12  1.4653375E-03  23  8.9744115E-03
   36  12   0.000000       6  0.5417946       7  0.3513226       5  8.9155897E-02  14 -4.0424518E-02  15 -3.5359792E-02   8  7.1532853E-02  13 -2.8689450E-02  16 -1.0232932E-02   4  4.1655615E-02  22  7.1829725E-03  23  8.4803095E-03  12  3.5818522E-03
   37  12   0.000000       6  0.4507627       7  0.4500106       5  6.5923661E-02   8  8.7787017E-02  14 -3.5674468E-02  15 -3.8229875E-02  13 -2.3703612E-02  16 -1.9869026E-02   4  3.9846908E-02  22  7.4221864E-03  23  1.8633865E-03  24  1.3860446E-02
   38  12   0.000000       7  0.5409340       6  0.3524150       8  0.1129123      15 -4.2882014E-02  14 -3.3366431E-02   5  5.1019493E-02  16 -2.2462938E-02  13 -1.9604964E-02  23  1.9402653E-03  22  7.9173176E-03   4  3.7402630E-02  24  1.3775318E-02
   39  12   0.000000       7  0.6079615       6  0.2597097       8  0.1517411      15 -4.7983017E-02  14 -3.2929979E-02   5  4.1142859E-02  16 -2.4071852E-02  13 -1.5382427E-02  23  2.1840648E-03  22  8.6242687E-03  24  1.3628569E-02   4  3.5375245E-02
   40  12   0.000000       7  0.6332443       6  0.1829868       8  0.2102272      15 -5.0458096E-02  14 -3.3093665E-02  16 -2.4536217E-02   5  3.4303889E-02  13 -1.1544542E-02  23  2.3399317E-03  22  9.3465690E-03  24  1.3323860E-02   4  3.3860009E-02
   41  12   0.000000       7  0.6080738       8  0.2909085       6  0.1274305      15 -4.8602674E-02  16 -2.4162997E-02  14 -3.2624535E-02   5  2.9321669E-02  23  2.2521068E-03  13 -8.4248288E-03  24  1.2944477E-02  22  9.9541452E-03   4  3.2929905E-02
   42  12   0.000000       7  0.5411380       8  0.3894321       6  9.0994641E-02  15 -4.4289581E-02  16 -2.3782441E-02  14 -3.1068848E-02   5  2.5528045E-02  23  2.0516112E-03  24  1.2905584E-02  13 -5.9735281E-03  22  1.0521675E-02   4  3.2542743E-02
   43  12   0.000000       7  0.4507016       8  0.4973468       6  6.7460455E-02  15 -3.9954510E-02  16 -2.3446759E-02  14 -2.9919876E-02   5  4.1180022E-02  23 -2.9852455E-03  24  1.3156629E-03  13  4.4711526E-03  22  1.0162563E-02  32  2.3668200E-02
