real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.108367,0.125451,0.0644687,0.124876,0.45528,0.462239,0.480017,0.670777,0.108428,0.0843723,0.166384,0.492005,0.324499,1.1492,1.44135,0.342694,0.293407,0.249163,0.640615,0.629351,0.223726,0.586112,0.671535,0.134906,2.65034,1.21332,0.510033,0.383007,0.228031,0.448961,0.249482,0.222534,2.01922,2.17698,0.532499,0.783801,0.402182,0.223341,0.0976484,0.123978,2.62599,2.07721,2.08357,0.756088,0.35906,0.296804,0.0684281,0.177132,0.528951,0.979313,1.40081,0.373156,0.403521,0.482706,0.345972,0.433389,1.08348,1.23173,2.40749,0.722898,0.679696,0.186507,0.209809,0.703484,1.59519,2.26971,1.71952,1.81916,0.839821,0.596172,0.886195,1.16721,1.5268,1.776,1.31106,2.54398,1.42002,2.6995,0.740676,0.464654,1.1166,1.03938,1.09162,2.54253,1.43952,0.744954,1.43931,0.789732,0.421652,1.20469,2.38895,1.7125,1.14357,1.06383,0.946121,0.703268,0.581971,2.10697,1.13743,1.57221,0.914544,1.22278,0.752973,0.485429
1,0.433487,0.264693,1.47276,0.506041,0.162039,0.281377,0.475269,0.384837,0.579659,1.74427,1.70315,0.268042,0.173584,0.242368,0.223545,0.461322,0.695622,0.654008,0.611409,0.49376,0.244356,0.978739,0.416344,0.4049,2.48835,1.49185,0.6277,0.731598,0.353413,0.506052,0.224195,0.466554,3.01296,2.01959,0.825792,0.725874,0.702054,0.434858,0.292893,1.00076,1.46356,3.1801,1.9162,0.829084,0.930143,0.410106,0.204704,1.49709,0.650175,1.71816,0.896178,0.456396,0.635636,0.323633,0.422031,0.693229,0.42562,0.543303,0.615866,0.160511,0.25839,0.363216,0.8693,0.59665,0.357357,1.61353,1.13913,0.134113,0.182396,0.304752,0.891073,0.834092,0.449471,0.982327,0.389201,0.101114,0.18117,0.458791,0.741297,0.598979,1.25956,1.2725,0.210765,0.329558,0.21741,0.198175,0.8224,0.290881,1.57323,3.07654,2.29485,0.992863,0.874474,2.09063,0.476639,0.187797,2.85834,1.30916,1.54722,0.606009,0.670164,0.68955,0.801618,0.891621
2,7.52312,5.39899,2.27161,0.68815,0.468917,0.476377,0.436959,0.156466,7.8949,2.58677,3.22448,3.12616,0.342547,0.233346,0.617989,0.282857,2.59265,2.41508,2.97319,1.83111,2.221,0.630412,0.386671,0.665187,1.34021,3.07324,2.34462,1.03009,0.719036,0.413602,0.303521,0.47631,1.32307,1.07343,0.334175,0.679614,0.238523,0.713733,0.518516,0.324936,1.13737,1.40318,0.860123,0.603434,0.491796,0.516556,0.147161,0.360724,0.601968,0.632123,0.684826,0.429324,0.231314,0.327329,0.187444,0.189736,0.517602,0.579269,0.883007,0.742587,0.341899,0.434581,0.372557,0.267131,1.08087,0.442362,0.590132,1.5433,0.517628,0.326854,0.558883,0.571735,2.6006,0.675943,0.69062,0.826639,1.10665,0.649563,0.981889,0.381092,8.63586,1.36876,0.749313,1.12054,2.00533,0.896935,0.333281,0.215341,1.94032,1.08746,1.06073,1.08071,1.23026,0.988602,2.76428,1.39993,0.75431,1.0531,1.29942,0.988998,0.65138,1.66304,1.962,1.32004
3,0.133802,0.446737,0.201657,1.01264,1.14708,0.418215,0.128419,0.247302,0.255547,0.0940041,0.145769,0.409961,0.728452,0.77046,0.166121,0.0560412,0.144268,0.0866323,0.110872,0.32127,0.207044,0.413116,0.107748,0.115349,0.107896,0.0799562,0.263153,0.165198,0.0756842,0.0717058,0.0507886,0.11103,0.27961,0.21929,0.18836,0.243667,0.216949,0.0577326,0.124433,0.192993,0.687188,0.151052,0.284785,0.384561,0.135038,0.215323,0.0789698,0.0928487,0.57922,0.396008,0.282617,0.27691,0.236588,0.160063,0.165679,0.196155,0.597928,0.893621,0.261558,0.278545,0.169111,0.12734,0.132064,0.20947,0.431802,0.755999,0.511541,0.211438,0.10323,0.1801,0.207866,0.344784,0.688549,0.878176,0.279498,0.266877,0.188316,0.163038,1.00198,0.694849,0.600672,0.959759,0.302393,0.784095,0.659319,0.518777,1.30624,0.566859,0.139701,0.204368,0.28328,0.544063,1.09338,0.941045,1.30453,1.95803,0.586879,0.580584,0.562557,0.347099,0.536791,0.654156,1.02275,0.274984
4,0.0941823,0.697786,4.48962,1.4401,1.83766,0.769549,3.49358,5.52102,0.130696,0.390805,2.94263,1.53396,1.19589,0.847065,6.46798,3.86692,0.129191,0.413362,1.44192,0.554148,1.28417,2.15569,3.75009,2.28681,0.422222,0.921856,1.02648,1.32223,2.80526,3.2985,1.52238,2.37662,0.499964,0.943817,1.67243,0.72529,2.51528,0.614323,1.96771,3.62469,0.870689,0.638751,0.391926,1.88906,8.03147,3.46254,4.69871,3.97871,2.39646,1.25736,0.694244,4.80217,6.71608,3.20853,6.3111,9.2296,1.64339,1.55703,3.39653,3.04618,1.43486,5.95131,4.00483,4.13272,2.44269,3.63238,3.21469,3.78706,1.33598,1.4289,2.0262,2.88957,2.00066,2.68708,4.26345,2.16144,1.60013,1.84494,1.83515,3.98583,1.04863,3.70436,0.763394,0.527557,3.39283,2.76138,5.07666,2.69358,0.629959,0.510851,1.52861,2.77834,3.12872,3.88092,1.78576,1.55783,1.9856,0.754871,0.825537,0.797485,1.88672,1.67067,1.83406,3.08336
5,5.51056,5.13796,3.56005,5.92414,6.29812,1.89797,1.0552,1.84148,2.77865,7.94051,3.68754,5.36275,4.33433,2.30222,1.13033,3.25964,1.4361,1.71992,1.20835,2.20357,4.24995,1.6849,4.24212,1.32776,3.09186,1.45064,2.12037,2.30155,4.93726,4.89317,0.691325,1.06113,1.78939,2.14322,4.5391,2.97166,3.3467,4.89698,1.42966,0.892508,0.950636,1.74008,8.76643,3.89145,6.44774,3.02569,2.12213,1.47741,2.34387,5.16204,6.28314,5.40831,4.84478,2.41212,1.96094,2.45672,2.73621,3.53306,1.306,3.0807,8.81518,2.11317,2.49296,1.16279,1.64411,3.57914,2.48577,2.34757,6.13757,13.2355,4.17194,2.14434,2.77625,1.13707,0.785056,2.2855,3.21818,7.33575,3.04336,3.39444,3.1238,1.18975,3.05133,5.99125,1.4252,1.69186,1.11983,1.57631,4.40795,2.02591,3.86981,3.58496,1.19027,1.23016,1.05697,0.567637,5.09946,5.36809,3.27304,1.05406,0.458899,0.827696,0.844405,0.322994
6,0.507218,0.344716,0.0352976,0.10719,0.296554,0.663605,2.35265,1.82832,0.628262,0.286844,0.0852331,0.289929,0.58274,0.855209,1.07026,0.708518,0.738491,0.709455,0.276805,0.439089,0.47191,0.29457,0.664904,0.92276,0.344679,1.18989,0.202864,0.431917,0.415873,0.340446,0.349942,0.974266,0.409428,0.29772,0.169179,0.354535,0.318143,0.323923,0.556143,2.29802,0.351913,0.127093,0.0398629,0.0882623,0.31366,0.568809,0.542774,1.06977,0.336634,0.183454,0.385715,0.130955,0.275401,0.731562,0.803964,0.617425,1.31399,0.699202,1.06556,0.259546,0.628269,0.771274,0.831742,0.590534,2.59777,0.900264,0.62537,0.5922,0.299681,0.590392,0.286657,0.399458,2.26603,0.645407,0.910161,0.845264,0.625682,0.388181,0.115307,0.625555,0.576071,0.349467,0.635266,1.61375,0.653623,0.557623,0.1958,0.0882177,0.539773,0.373493,0.561861,3.53866,2.57609,0.689999,0.361064,0.10264,0.369301,0.384871,1.13202,3.02378,3.46725,0.967632,0.37854,0.204051
7,1.67628,1.45671,0.391456,0.594954,1.0399,1.83836,1.97596,2.21771,0.957912,0.769437,0.92043,1.38581,1.45719,0.7487,1.08621,2.27352,0.406115,4.08793,3.02254,1.30281,1.64112,1.29933,1.0511,0.856637,2.38604,5.13474,2.38226,1.2423,2.31055,2.09374,0.593447,0.573148,3.96322,0.631028,1.61544,2.56216,3.59442,2.10301,2.45169,0.948554,1.77345,0.864485,2.45739,4.49942,8.60559,4.51588,2.20656,6.15764,1.65117,1.87438,6.65237,5.20504,8.19007,6.70177,2.00464,4.44188,1.15188,1.78742,1.11879,6.24801,4.35737,3.86656,3.60828,6.62665,3.11086,2.94093,2.16809,2.02178,4.4606,2.79484,2.72205,5.38005,2.06003,2.0477,2.12611,6.07142,1.71165,3.18029,3.24214,3.41731,0.708474,2.23281,7.70601,2.24769,4.42751,2.68662,4.32322,2.46402,0.561942,0.557519,1.75074,2.12011,2.57651,4.4256,4.43361,3.55729,0.886043,0.381523,0.824591,1.78959,0.823652,2.38264,2.34074,2.14868
8,0.56235,0.478219,0.280572,0.286567,1.01294,0.456003,0.54441,1.37639,1.63583,0.65214,0.179378,0.66546,1.40137,1.40009,0.974979,1.47559,0.882072,1.01169,0.399578,0.446701,1.0117,2.32129,1.94687,0.708967,0.411303,0.918528,1.82722,2.67425,2.11519,1.51092,1.78187,0.799632,0.329658,0.789632,2.73624,2.25318,1.93202,2.33246,0.736892,0.946118,0.495878,0.937035,0.559908,2.05179,3.14843,3.02179,0.293258,0.201442,0.551726,0.762361,1.36012,4.4296,3.13932,1.06388,0.387169,0.326839,0.233012,0.373409,1.29928,2.84637,1.64319,1.12464,0.382043,0.76871,0.262265,0.346095,1.74311,13.8963,8.3136,1.38908,0.85758,0.602642,0.444823,0.472177,3.18661,7.05333,2.57774,3.42543,2.93048,2.19645,0.706943,1.15634,2.87369,1.64425,2.946,6.12784,2.74759,1.00493,1.67563,1.01838,1.41093,1.37747,1.85072,1.59872,1.23834,0.445299,0.43191,0.913825,1.0789,2.44344,0.852917,0.400379,0.227855,0.566601
9,0.814918,6.55701,2.61235,0.617605,0.476853,0.176088,0.317732,0.584833,0.961641,1.80309,1.68685,2.53111,0.742541,0.404523,0.176814,0.482293,4.37791,2.58314,3.57465,1.9925,0.572526,0.581036,0.482172,0.540093,4.38872,5.46132,4.2945,2.90383,0.534857,1.00829,3.00895,1.44585,4.91811,3.5105,10.0228,8.34142,1.8694,0.825569,0.830182,1.41374,3.21374,5.93261,4.33879,3.14355,3.38257,1.27358,0.944217,1.11342,1.32509,1.74118,1.96257,4.47163,3.56537,1.39771,2.68999,0.836858,1.80341,3.25924,4.68087,3.61113,1.6729,0.600071,0.492058,0.808874,2.70059,3.74437,2.56794,2.05583,2.87081,2.47773,2.35887,0.839639,2.15236,2.95398,2.74822,0.783712,1.39086,1.00225,1.42904,0.855672,1.17527,4.15657,6.35055,3.22964,1.53953,1.75134,2.43105,0.959303,1.39968,2.45202,1.5969,2.13774,1.42939,4.50236,3.78422,2.12366,1.87703,3.06328,2.05329,3.49347,2.03358,2.44012,2.22721,1.44381
