real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.203187,0.489407,0.182169,0.764113,0.942499,0.51567,1.44692,2.2951,0.217766,0.361133,0.582536,1.11468,1.69378,2.34272,2.41347,1.33135,0.587842,0.276036,0.948789,1.04386,1.96238,2.53486,4.63749,1.82468,1.32638,1.1888,0.53732,0.530883,0.779666,4.83524,2.75961,3.74008,0.406871,0.722503,0.664432,0.875417,0.956444,2.19114,3.16254,1.59736,0.324221,0.456913,1.12104,1.64815,1.93673,1.54939,0.78099,1.13744,0.137399,0.320014,1.30372,1.12227,2.11039,2.45143,2.1528,1.0116,0.460476,0.426344,2.23944,4.52502,5.1222,1.90604,1.8358,1.40926,0.714576,0.664532,1.91852,4.17512,5.14655,2.16893,2.95092,2.89363,1.59413,1.03669,1.1821,3.31008,1.87437,3.88582,1.85349,1.34794,1.04705,0.631851,1.35948,0.997669,0.383594,0.694165,1.77651,1.26888,0.546957,0.911494,0.910035,0.517408,0.194049,0.312349,0.558265,2.7605,0.365646,1.01663,0.325945,0.704545,0.227644,0.80229,0.620383,1.10791
1,0.280175,0.296374,1.32162,1.12099,0.245016,0.224259,0.739737,0.808788,0.290346,1.08219,1.62316,0.475217,0.559714,0.175043,0.203251,0.708863,0.437109,0.253147,0.470546,0.527942,0.509106,0.608416,0.577193,0.88339,0.895344,1.18892,0.532814,1.1678,0.493015,1.02987,0.484867,1.04064,0.74429,0.918458,1.49678,0.804873,1.76746,0.956689,1.85847,3.2248,0.285139,1.36224,2.53588,2.02878,4.21049,1.3925,0.736448,3.2404,0.228198,1.42772,2.61368,2.76082,5.78911,1.65259,1.40163,2.05846,0.363598,0.872841,2.70093,4.0459,3.71611,2.21839,3.21403,0.740911,0.497456,1.37077,3.93347,1.5387,3.61448,1.70062,3.2596,2.66635,0.981491,1.35532,0.840713,0.489659,0.710293,1.85747,4.14043,1.8817,1.57339,1.19464,0.462216,0.23639,0.156444,0.42135,4.02518,1.24006,0.739397,1.84774,0.849806,0.307596,0.299507,1.66524,1.076,2.58124,0.828535,0.354843,0.38561,0.375209,0.173075,0.639329,0.666084,1.16059
2,2.31059,3.3041,4.62155,1.366,1.03607,0.411665,0.530888,0.340167,1.47187,1.10647,4.05382,4.87127,0.958322,0.281929,0.801423,0.741103,2.11698,0.900449,2.23904,1.50351,2.91153,0.758698,0.733654,1.02964,1.19192,1.94572,2.05531,1.10058,1.14087,0.83561,0.555903,0.799967,0.654914,1.06629,0.623762,0.82126,0.527192,1.93351,2.25971,1.04899,0.807593,1.37868,1.57439,1.64693,1.97629,1.58652,0.802116,1.32208,0.406826,1.06119,2.21532,1.53966,1.83251,1.55201,0.909125,0.759326,0.675278,0.81068,2.87058,4.49047,4.49565,2.70982,1.94111,0.984468,1.4047,0.67111,1.61075,4.85381,4.83559,1.69957,3.1804,1.70129,4.54226,1.10691,1.19443,1.9135,2.71169,2.2226,2.54394,0.990934,7.32698,1.09737,0.456637,0.629863,1.34995,1.13143,0.626886,0.349237,1.76453,0.708412,0.413856,0.383098,0.427273,0.613062,1.06892,2.34104,0.981226,0.849858,0.687425,0.405329,0.115847,0.781363,0.546565,0.424379
3,0.775171,2.15293,2.73652,2.34299,1.50453,0.535532,0.584882,1.47233,1.02953,2.26665,2.40176,1.92025,1.069,0.727714,1.17238,1.05625,1.07137,0.884659,2.43378,0.80824,1.61981,1.05369,1.45905,0.84738,1.01157,1.34949,0.980494,0.597014,0.360363,1.13419,0.392613,0.439735,0.517933,0.80799,1.55447,2.58299,2.04856,1.2317,2.49958,3.20059,0.576642,0.511243,1.25545,3.52398,3.50658,2.09829,1.40111,2.31736,0.428331,0.385657,1.46426,4.26782,4.53561,1.75252,2.04722,4.08435,0.748986,0.721378,2.95604,6.0686,2.72552,1.71552,1.75582,1.47865,0.935618,0.447304,3.47975,4.55303,1.71736,1.13357,2.03176,1.5473,3.38816,1.77719,1.60426,1.4296,0.722292,1.22805,1.66003,2.57754,2.39491,2.23251,1.22254,0.521401,0.436687,0.6811,1.47778,0.698766,1.02309,0.853472,0.539588,0.503356,0.276339,0.474643,0.718242,1.97836,0.864259,0.623762,0.647322,0.606684,0.181797,0.47724,0.512739,0.493268
4,0.054063,0.597285,3.43688,1.97261,1.69033,0.450398,2.47472,2.97991,0.0608595,0.298774,3.0656,2.85852,1.99083,0.434498,4.38312,2.22967,0.170617,0.235682,1.66393,0.59116,2.15406,1.21282,2.03148,0.986198,0.460957,0.878527,0.645484,0.843879,1.5934,1.83038,0.692532,0.83665,0.239107,0.448035,1.09676,0.577455,3.25056,0.524911,1.6369,1.5188,0.287245,0.306162,0.244785,1.97093,9.0074,2.59364,1.08847,0.959472,0.623773,0.454464,0.604449,4.77907,8.09938,2.12345,2.11998,4.51977,0.331118,0.372961,3.43877,5.38466,1.70073,3.55804,1.76489,1.77766,0.673513,0.466591,1.65564,4.2535,1.76935,1.14164,1.22208,2.4167,1.72297,1.474,2.46488,1.31768,1.04124,2.13227,1.20579,3.41596,1.92688,1.5209,0.729529,0.170813,0.82567,1.47996,4.7224,1.75962,0.806722,0.322123,0.563628,0.399917,0.346338,0.702372,0.526919,1.94528,0.880904,0.354422,0.210386,0.258798,0.226699,0.429209,0.472276,1.6568
5,3.67156,3.00041,1.26236,2.86434,3.16068,1.15285,0.708299,1.09749,3.78092,6.79318,2.52621,2.48631,2.6737,0.946322,0.951288,1.18826,1.27142,1.21887,0.603869,1.83517,3.84817,0.838239,2.55791,1.17876,1.28861,0.746963,0.915225,0.783192,1.64993,3.48272,0.586404,1.23505,0.889763,0.752169,1.61446,0.955403,1.30983,2.39926,1.31581,0.871159,0.380103,0.680749,2.40174,1.42199,3.03198,1.52826,0.894674,1.27148,0.584076,2.3068,2.64589,2.21341,2.48425,1.07195,1.0779,1.67387,1.39336,1.94077,0.94497,2.8881,4.68745,0.940548,3.09386,0.841083,0.624054,1.07079,1.26305,1.56885,3.98916,10.5829,3.95465,2.87514,1.29875,0.397504,0.444281,0.909754,1.75685,5.33505,3.0989,1.73051,1.17277,0.377715,1.83455,1.84593,0.305024,0.546038,0.527493,1.23085,1.8671,0.921245,1.14697,1.14623,0.263586,0.577261,0.924163,1.04871,0.403927,0.941291,0.745417,0.492957,0.216393,0.461049,1.08891,0.56154
6,0.594193,0.680721,0.066252,0.406668,0.750519,0.572359,1.11138,1.37064,0.740478,1.07407,0.383642,1.10479,2.14051,0.562801,1.05769,0.896234,1.24221,0.922601,1.21625,0.948059,1.62042,0.601127,0.816625,0.983171,1.47592,2.67498,0.718052,1.89061,1.71968,0.988436,0.564463,0.90453,0.512787,0.730992,1.33658,1.75727,0.979011,1.22957,1.75842,2.51986,0.308043,0.37583,0.406824,0.955902,3.01784,1.93372,0.959369,2.06038,0.289819,0.316517,1.52154,1.22777,2.43288,4.19025,1.88655,2.21824,1.38248,0.63229,3.3575,3.0525,5.28559,4.39123,3.15576,1.731,2.80098,0.839874,2.03083,3.99958,3.67761,3.272,2.53774,3.10095,4.2508,1.21158,2.49131,1.72174,1.45227,3.20858,0.985347,2.78763,2.12679,0.441002,1.23427,0.724679,0.329567,0.671041,1.33869,1.16332,0.96335,0.538762,1.09376,0.7534,0.336507,0.345714,0.467068,1.17416,0.635066,0.471997,0.699245,1.33386,0.449367,0.361892,0.322213,0.587001
7,0.758985,0.850828,0.319567,0.937535,1.04608,0.990994,1.44103,1.61258,0.499217,0.521825,0.7854,1.89118,1.86802,0.631089,1.11222,2.74586,0.682406,1.2505,1.45068,0.887932,2.78893,1.53977,1.67589,1.54922,1.91648,2.10866,0.76459,0.493877,1.12723,2.64831,0.822375,0.849445,1.06618,0.181328,0.693348,1.38692,1.48494,2.86105,3.65631,0.726561,0.403802,0.304822,1.05639,2.48006,4.42136,3.14622,0.968982,1.70755,0.538627,0.547139,3.13815,3.54482,5.23236,4.20515,0.815133,0.897773,0.327656,0.385063,0.841157,7.9726,4.31873,2.11865,1.46284,1.21062,0.666522,0.458781,1.16341,1.92875,5.75451,1.73744,1.51692,2.04158,1.63422,1.11341,1.3979,4.40846,1.16584,2.03108,1.84366,1.41697,1.35321,1.29494,4.8442,0.831641,0.610248,0.689842,1.31961,0.780157,0.827257,0.5962,0.837487,0.372898,0.234556,0.387606,0.616397,2.30521,0.870203,0.406133,0.417698,0.884908,0.113219,0.479324,0.603846,1.10998
8,0.286049,0.650449,0.53011,0.829493,2.30104,0.406428,0.518459,1.03643,0.455014,0.528533,0.474775,1.33391,5.12064,2.05152,1.02523,1.47455,0.441018,0.63577,0.883443,0.823464,4.26649,2.64754,1.68203,0.867911,0.356633,0.711529,1.54388,1.21677,1.49935,2.12339,1.65376,1.08611,0.32681,0.611994,1.78494,1.40328,1.40455,1.40521,1.31069,1.33279,0.268465,0.626986,0.484577,2.57933,4.1677,2.85645,0.488058,0.350821,0.439212,0.78731,1.35278,4.61295,3.95567,1.53362,0.686597,0.69345,0.270199,0.246901,2.09287,5.89637,4.26107,2.28209,1.45635,2.63844,0.372609,0.241498,2.07794,14.6906,13.7903,1.72868,1.67097,1.60587,0.885778,0.448386,3.15499,4.2887,1.53599,2.6107,1.55243,1.55624,1.7096,0.900798,3.09403,0.580337,0.50615,2.30968,1.3035,0.835011,2.99392,1.01533,0.9004,0.353833,0.310695,0.631121,0.476545,0.954942,0.433386,1.0337,0.661399,0.879337,0.236122,0.26826,0.182524,1.1207
9,0.247301,2.0937,1.78127,0.714594,0.300073,0.0786659,0.203748,0.352081,0.244256,0.727477,1.12256,1.92444,0.813215,0.20547,0.155667,0.352705,3.81597,0.545638,1.59384,1.19348,0.614152,0.474818,0.385461,0.414127,1.57385,1.15871,0.910586,0.93509,0.35931,0.823093,1.50208,0.571688,0.900416,0.427753,3.52757,3.1187,2.03208,0.700511,1.15838,0.857022,0.620274,1.00805,1.32293,2.60122,3.4609,0.908944,0.870833,1.19261,0.295385,0.68926,1.4495,4.40222,4.23221,1.0584,1.91349,1.15087,0.68667,0.91619,5.63013,7.58741,3.28756,1.09092,1.37118,1.48028,0.794618,0.972412,2.14161,2.51667,4.90239,3.24086,3.7817,1.26701,1.87409,2.36698,2.56187,0.400542,0.905061,2.12371,0.663884,1.10664,1.22956,1.95345,3.84616,0.694963,0.351421,0.547823,1.1821,0.737071,2.23713,1.54416,0.756833,0.381157,0.161424,0.964636,0.614596,2.23922,0.878915,1.04673,0.311406,0.480635,0.145592,0.4668,0.374766,0.62171
