iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,base
0,50,11305.2,21719.6,234.47,105461,3042.92,6737.64,3621.05,105114,4113.98,5017.28,16684.2,5384.05,623.16,4602.67,2722.1,2202.77,6395.19,105461,30002,4761.55,2524.31,1894.32,4522.93,8945.35,2327.19,897.248,2182.35,8253.04,18919.4,3165.07,841.121,2409.19,3289.55,8258.56,4868.75,4963.22,1346.39,316.196,2968.47,4939.92,4713.1,10974.5,2663.65,693.285,234.47,34409,42147.9,4871.83,42052.6,13457.2,3672.56,1077.75,9735.16,238.897
1,116,693.119,854.522,25.5587,3339.18,73.0442,213.125,90.5519,2006.6,324.599,435.715,441.512,823.913,65.2139,252.671,126.579,872.271,1238.88,2665.24,2685.2,44.051,519.867,83.0918,233.47,2755.4,25.5587,1835.86,259.328,1920.09,3339.18,180.528,183.151,172.365,941.772,2348.14,157.897,58.92,233.192,44.8927,104.965,497.595,227.083,86.4087,218.547,139.833,162.909,1025.14,741.249,636.269,923.513,1195.17,531.578,206.35,163.145,144.35
2,182,159.172,133.448,11.9591,540.435,71.8804,125.375,17.9034,177.261,110.826,95.3405,417.643,78.77,51.6518,172.34,91.6865,125.028,488.446,37.0665,217.603,39.7389,280.35,218.178,109.802,169.316,68.7207,194.338,61.6767,148.839,183.191,268.418,11.9591,185.808,28.776,540.435,535.359,54.0205,294.138,28.4522,96.5212,103.551,26.383,193.731,121.073,387.591,21.2243,240.321,352.284,151.534,63.3137,94.355,141.115,101.024,149.706,14.5345
3,248,20.2604,12.0621,4.94772,68.518,14.2799,34.3115,11.3597,68.518,13.4564,18.7532,22.1801,16.5717,24.419,15.1606,29.1159,10.0154,13.5355,35.7543,16.2702,16.714,10.0798,21.4316,12.719,27.3035,5.49945,30.7919,9.73232,11.425,24.496,14.3408,17.2085,17.0429,17.8017,57.937,30.83,9.62317,17.4187,17.4088,13.4174,32.4171,30.9872,30.4996,21.406,34.3844,11.8499,12.4677,23.7654,21.043,6.38972,4.94772,18.4502,16.6615,13.2846,7.54505
4,314,10.6057,6.48272,2.47995,32.1465,8.1238,17.4626,4.85205,32.1465,5.92453,14.7435,9.44222,8.95707,22.4573,9.13768,15.9041,4.81818,6.10223,11.8567,6.85381,12.4989,2.99004,12.9397,7.2048,12.5492,2.82067,13.7092,7.15353,10.2857,7.45909,9.01571,11.7539,8.91405,9.98291,12.5317,20.6674,5.1804,5.94354,9.58563,4.94846,25.9708,19.0558,14.2482,10.7218,27.7648,4.92458,9.03532,10.3328,10.0717,3.43267,2.47995,9.30122,5.03568,6.55444,4.43841
5,380,6.47007,3.81868,1.0131,17.3687,6.0104,14.6485,2.87348,9.34087,3.91341,7.16259,4.16325,6.8971,13.3249,4.04527,14.7852,3.41678,3.0178,6.66762,5.00042,6.09449,1.68387,9.67084,4.06592,10.1065,1.0131,7.73362,5.35935,7.32494,2.84268,7.4569,5.85291,4.9652,7.2163,7.65348,12.9548,3.80928,3.00666,7.66071,2.88352,8.28062,11.175,11.3631,8.53619,17.3687,2.26194,8.03379,8.50564,3.28855,2.4568,1.71068,7.36237,1.84789,4.12948,2.56012
