real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.248931,0.534217,0.1836,0.883127,1.43061,0.64524,1.52348,2.47719,0.231572,0.442989,0.588162,0.910198,1.65552,2.64156,2.86553,1.40751,0.52004,0.288002,0.852837,1.08822,1.56207,2.57931,4.44257,1.46987,1.15063,1.17122,0.527676,0.634952,1.02218,4.43394,2.25481,3.40632,0.385495,0.806906,0.601674,0.859074,0.979533,2.07942,2.87553,1.65643,0.434738,0.552874,1.18566,1.34508,1.3324,1.44856,0.820705,1.26548,0.145287,0.345997,1.27706,0.766721,1.40781,2.35323,2.17904,1.4158,0.586273,0.517375,1.45546,2.32276,3.27466,1.98488,1.91068,1.7976,0.758285,0.992479,1.87383,2.22413,3.42507,2.05654,3.43093,3.45709,1.08133,1.08018,1.06221,2.80467,1.81239,3.87533,2.19061,1.4899,0.572322,0.656174,1.08383,1.10154,0.521565,0.782634,1.92976,1.35795,0.48156,0.750547,0.94553,0.676772,0.276091,0.41953,0.647495,2.46284,0.35495,0.958765,0.343486,0.705856,0.297945,0.743828,0.796095,1.00166
1,0.296706,0.272592,1.22813,1.19286,0.405026,0.25802,0.663282,0.797841,0.251739,1.35435,1.59691,0.388679,0.541137,0.154971,0.269445,0.790192,0.506666,0.242468,0.43652,0.499938,0.417295,0.755372,0.5202,0.672338,0.891219,0.968482,0.537197,1.09956,0.595246,0.763965,0.326648,0.680107,0.69127,1.01306,1.22064,0.794613,1.3842,0.94026,1.63037,3.18226,0.467121,2.14503,2.76294,1.51626,2.18542,1.14126,0.684871,3.52227,0.271865,1.55352,2.25381,1.64479,3.02195,1.46859,1.2311,2.58415,0.566567,0.942886,1.48034,1.76347,2.31629,2.55435,3.08123,1.10512,0.530405,2.22154,3.91799,0.656082,2.26345,1.69576,4.09319,3.14128,0.748429,1.41593,0.866378,0.413532,0.723294,2.23897,5.14199,1.99432,1.05097,1.29796,0.375337,0.264541,0.241713,0.531312,4.20632,1.30846,1.02696,1.94626,1.04802,0.399217,0.445928,1.74605,0.980482,2.05125,1.01897,0.438271,0.44407,0.343928,0.203455,0.459983,0.817398,1.11157
2,4.7549,4.28442,4.39235,1.78923,1.52499,0.569341,0.611043,0.340749,2.47968,1.56028,4.26291,6.12848,1.30848,0.3629,0.900871,0.718129,3.53449,1.05773,2.53043,1.9458,3.97256,0.893205,0.678499,1.07911,1.05648,2.08648,2.4348,1.43812,1.61449,0.818548,0.51982,0.81541,0.662501,0.972545,0.598463,0.855661,0.740657,1.92151,2.09506,1.0104,0.753849,1.07307,1.23927,1.44417,1.61462,1.5692,0.832232,1.36319,0.395029,0.977951,1.91508,1.18768,1.20625,1.55715,0.882468,0.781728,0.827692,0.823695,2.13247,3.4155,3.09126,2.37225,1.84284,1.09596,1.54153,0.698394,1.37498,3.90025,3.35412,1.41383,2.77235,1.56245,4.76688,1.23226,0.989219,1.71846,2.66458,2.16819,2.27493,0.896104,6.69122,1.19764,0.625892,0.808934,1.53255,1.03484,0.54025,0.365788,1.91358,0.619018,0.38442,0.429863,0.459852,0.527022,0.993468,2.24895,0.953297,0.849933,0.636258,0.472224,0.133654,0.736932,0.615511,0.4308
3,0.600252,1.88572,2.03095,3.26021,2.619,0.627801,0.552861,1.41149,0.555561,2.01687,2.05395,2.37851,2.80367,0.596533,0.983859,0.990587,0.544591,0.586536,1.3855,1.26925,2.67991,1.42033,1.15868,0.74957,0.667859,0.979009,1.16243,1.22206,0.898437,1.36173,0.505242,0.573651,0.402294,0.919661,2.11121,2.66134,3.29445,1.83969,2.57018,2.19571,0.594531,0.880193,2.48738,3.09196,2.38587,2.04531,1.23143,1.79324,0.41366,0.61637,1.76591,3.05277,3.07663,2.06257,1.94525,3.37981,0.8053,0.879219,1.87236,2.96235,2.28579,2.14627,1.58864,1.59462,0.834238,0.732506,2.70909,2.10004,1.48268,1.32326,2.66866,2.74766,1.75297,1.53499,1.42986,1.12163,0.634017,1.29135,2.92078,3.13163,1.43964,2.10688,1.23452,0.574339,0.5644,0.725412,1.88573,0.968671,1.09003,0.767139,0.786646,0.528295,0.291995,0.5033,0.814927,1.82654,0.804499,0.606216,0.755466,0.764999,0.211274,0.37066,0.664393,0.500448
4,0.0535586,0.50479,3.2039,1.76013,2.29629,0.460163,2.40589,3.58858,0.0550287,0.293601,2.91577,2.03537,1.55697,0.393689,5.16499,2.45253,0.113208,0.215629,1.31195,0.561551,1.52827,1.30093,2.10091,0.957996,0.338337,0.662268,0.610017,0.778733,1.63343,1.88374,0.606952,0.813663,0.213899,0.521641,1.02124,0.461638,2.67679,0.487377,1.59747,1.90025,0.362503,0.384229,0.263814,1.64373,6.06024,2.32933,1.26431,1.27661,0.673138,0.523968,0.636263,3.70633,5.82435,2.1155,2.28693,6.34148,0.453311,0.497565,2.25307,3.00575,1.13064,3.92541,2.14166,1.88948,0.706335,0.764163,1.60036,2.4991,1.21349,1.12475,1.41519,2.5337,1.19927,1.41937,2.73292,1.23983,0.998943,2.09197,1.5165,4.10415,1.03317,1.69878,0.585252,0.170518,0.995769,1.53643,4.89328,1.88712,0.598037,0.273733,0.602081,0.519641,0.4965,0.895872,0.655664,1.85023,0.840015,0.318658,0.223659,0.252584,0.289722,0.412546,0.676459,1.65116
5,2.69498,2.73538,1.71455,4.58039,3.99231,1.19889,0.641655,0.92201,2.04728,6.13784,2.96352,5.04738,2.87899,0.770386,0.81496,1.35199,0.794983,0.921081,0.597125,2.01653,4.14422,0.754786,2.00934,0.950658,1.02261,0.568554,0.8713,0.853223,2.28381,2.49135,0.440088,0.76677,0.62124,0.767305,1.62553,1.19408,1.3799,2.2218,1.16765,0.7163,0.387787,0.838659,3.19847,1.52733,2.91378,1.4038,0.817792,1.07531,0.848449,2.38577,2.57014,2.79305,2.1695,0.986675,0.930083,1.71271,1.38652,1.87504,0.884394,2.05304,4.31086,1.19986,2.83282,0.937292,0.610572,1.03401,1.1471,1.32717,3.7944,9.40957,4.21734,2.81536,1.07512,0.4009,0.488623,0.846358,1.71669,5.57255,3.27674,1.99275,1.34038,0.35508,1.31079,1.88394,0.389484,0.886197,0.649917,1.17581,1.96718,0.850023,1.12567,1.123,0.329068,0.628094,0.917576,0.893764,0.605942,1.15315,0.892209,0.39773,0.195332,0.456251,1.05614,0.498568
6,1.02428,1.08385,0.0713231,0.489205,0.813283,0.852826,1.45419,1.55855,1.0412,1.53025,0.424082,1.24571,1.60672,0.851589,1.21072,0.943152,1.24675,1.29718,1.43628,0.94782,1.2101,0.48701,0.778048,0.832162,1.37388,4.40297,0.76303,2.35773,1.8581,0.827629,0.401558,0.800589,0.567779,0.939267,1.37823,2.21271,1.24668,1.01383,1.56583,2.69172,0.358814,0.347641,0.406697,0.80298,2.74947,2.0716,1.13026,2.24682,0.29571,0.266962,1.47728,1.0239,1.9158,4.22683,2.09396,3.08527,1.44453,0.723478,2.92112,2.18511,3.33101,3.82822,3.3802,1.81061,3.34911,0.847094,1.87151,3.46483,2.6798,2.40194,2.307,2.46864,3.88089,1.31082,1.92102,1.67975,1.47731,2.72828,0.759645,2.80748,1.35241,0.46878,1.15197,0.883245,0.457867,0.795848,1.30796,0.953648,0.664442,0.365111,0.763098,0.928174,0.484935,0.518467,0.558121,1.04715,0.531654,0.382597,0.739346,1.52986,0.589705,0.46203,0.361577,0.434848
7,0.789734,0.828885,0.313974,1.03097,1.32885,1.26392,1.52178,1.7002,0.367275,0.554655,0.815075,1.62821,1.72101,0.652416,1.04975,2.40162,0.340508,1.23011,1.49745,1.02962,2.03299,1.3118,1.48916,1.12452,1.30396,2.02547,0.880802,0.571008,1.65733,2.56901,0.617425,0.723869,1.06377,0.216227,0.783523,1.25676,2.03255,2.29901,3.36073,0.712498,0.445343,0.327008,1.10877,2.60649,4.27698,3.029,1.03878,2.09182,0.5087,0.68858,3.19278,2.94912,3.97234,3.69548,0.933595,1.60827,0.37577,0.514702,0.630984,4.78866,2.77972,2.07847,1.84194,1.88941,0.689602,0.667709,1.08331,1.16397,3.82589,1.62454,1.43457,2.57351,1.09298,1.13597,1.15764,3.0829,1.01262,1.80438,1.87222,1.55834,0.686833,1.34391,4.69307,0.812025,0.738013,0.716626,1.46912,0.956571,0.659619,0.435208,0.794593,0.488379,0.31729,0.617898,0.810684,2.35017,0.694953,0.304529,0.366047,0.800962,0.15518,0.491603,0.846074,1.22452
8,0.288105,0.66916,0.362316,0.725475,2.88271,0.445536,0.466749,1.09343,0.551384,0.710517,0.415818,1.01764,4.47239,1.6793,1.14731,1.40746,0.512002,0.567076,0.60311,0.651793,2.74771,3.29956,1.50232,0.778761,0.357788,0.734223,1.7403,1.45145,1.74134,1.81002,1.39731,0.912268,0.279947,0.632306,1.91353,1.68772,1.26335,1.6685,1.07358,1.2718,0.391147,0.95642,0.507187,1.756,2.09488,2.13176,0.415524,0.32894,0.46835,0.77377,1.24296,3.35387,2.53666,1.37725,0.569683,0.52365,0.373706,0.293176,1.26382,3.46142,2.965,2.04833,1.22495,2.01823,0.382165,0.364228,2.27586,8.73124,10.5527,1.71183,2.09213,1.53552,0.690316,0.523035,3.32494,4.66835,1.62261,2.91604,2.43519,1.99027,0.968378,1.0048,3.15333,0.655854,0.727952,2.61135,1.67932,0.799472,2.79165,0.969666,1.01265,0.456076,0.440554,0.723383,0.56848,0.87677,0.448157,1.0361,0.740204,1.07321,0.300597,0.237155,0.240744,0.935634
9,0.293548,2.5405,1.8462,0.844662,0.511973,0.108228,0.22289,0.401543,0.260057,0.96079,1.17946,3.12855,0.89099,0.224628,0.139514,0.343285,2.69164,0.509987,1.63283,1.49539,0.572689,0.423432,0.307217,0.399122,1.25024,1.37735,1.09758,1.15301,0.416637,0.778046,1.41341,0.630792,0.826561,0.606242,4.35202,3.75371,2.07977,0.598193,1.06979,1.09601,0.611798,1.28709,1.54798,2.09904,2.58946,0.759732,0.850027,1.27522,0.300527,0.654484,1.28812,3.54201,3.18199,0.957132,1.95575,1.0638,0.710365,1.10094,3.97982,4.39318,1.97914,0.858698,1.27277,1.43575,0.852326,1.14513,1.8558,1.85484,3.66933,2.7353,4.07954,1.07373,1.6438,2.26144,2.16045,0.393236,0.926946,1.90538,0.86239,1.33273,0.717385,2.02873,3.8143,0.844138,0.448812,0.619315,1.49392,0.773732,1.55851,1.18009,0.624597,0.420623,0.200916,1.14005,0.83395,2.43049,0.735858,0.975887,0.346916,0.546315,0.184551,0.521768,0.521677,0.561277
