real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
0,0.264289,0.549165,0.178942,0.801866,1.19355,0.635251,1.5604,2.49128,0.264062,0.435057,0.587214,1.06073,1.73807,2.64803,2.49027,1.34862,0.639878,0.291015,0.899208,1.07781,1.82773,2.61825,4.55624,1.65265,1.24924,1.1922,0.543875,0.583484,0.879619,4.58323,2.49508,3.6355,0.402497,0.714717,0.662274,0.941219,0.995864,2.0247,2.94812,1.60414,0.374019,0.497968,1.10669,1.52282,1.66613,1.52815,0.817522,1.11581,0.137856,0.327886,1.16131,0.926659,1.72538,2.40996,2.17532,1.14921,0.520192,0.479151,1.87983,3.35845,4.15994,1.83855,1.88743,1.60469,0.788981,0.802792,1.81187,3.02582,4.21429,2.08939,3.00996,2.94442,1.34516,1.12373,1.11813,2.99397,1.96421,3.72533,1.83871,1.33548,0.814907,0.624327,1.28963,1.17659,0.443205,0.740761,1.78039,1.33525,0.521808,0.823946,0.900831,0.586392,0.232007,0.354202,0.593971,2.51598,0.35589,1.02461,0.3343,0.71783,0.278531,0.779919,0.700434,0.996294
1,0.38702,0.337611,1.21448,1.17009,0.341274,0.27769,0.715361,0.796103,0.371024,1.51538,1.60837,0.556247,0.620103,0.171711,0.177537,0.736349,0.624612,0.264553,0.478412,0.574397,0.498915,0.637839,0.514451,0.787224,0.8776,1.15416,0.593066,1.26759,0.599149,0.927258,0.419554,0.940228,0.728319,0.849548,1.6264,0.958568,1.7363,0.94903,1.61223,2.88926,0.341844,1.60232,2.50252,1.81917,3.27587,1.30097,0.737429,2.97661,0.238962,1.37364,2.14345,2.10773,4.13005,1.58024,1.31893,2.07703,0.456565,0.992973,2.24284,2.81391,3.06569,2.15621,3.25746,0.939524,0.576756,1.72319,3.64706,1.07989,3.09607,1.69955,3.36119,2.73535,0.867126,1.59322,0.841573,0.444104,0.801376,1.84489,3.99903,1.90074,1.26692,1.16432,0.485899,0.317586,0.19204,0.478017,3.75992,1.30434,0.871918,1.81433,0.842727,0.349531,0.360669,1.70352,1.02444,2.20803,0.878212,0.413809,0.43196,0.382361,0.21261,0.552397,0.718667,0.992981
2,3.15258,3.40053,4.11278,1.51613,1.22285,0.486321,0.565933,0.33732,1.75856,1.20014,4.04367,4.92341,1.13188,0.30925,0.817569,0.731646,2.60547,0.925222,2.28956,1.63174,3.45723,0.781509,0.750371,1.01267,1.08678,1.97368,2.1011,1.23412,1.34022,0.835026,0.526597,0.787355,0.592694,0.964241,0.637102,0.850732,0.622645,1.81015,2.24042,1.00533,0.775512,1.22404,1.44177,1.60758,1.8632,1.58565,0.811727,1.30073,0.398787,1.05096,2.11115,1.38692,1.52699,1.57481,0.893355,0.85306,0.726274,0.829074,2.5933,3.94344,3.87065,2.64192,1.90203,1.03665,1.53073,0.704252,1.45837,4.14467,4.01639,1.58146,3.07217,1.62217,4.67895,1.1451,1.12265,1.66046,2.62465,2.22205,2.43214,0.982563,7.10048,1.10054,0.507501,0.728392,1.40061,1.06129,0.588931,0.386873,1.80058,0.662971,0.409493,0.394402,0.433513,0.562787,1.02764,2.28343,0.963291,0.861959,0.653318,0.425704,0.127696,0.745734,0.590406,0.411363
3,0.786864,2.30971,2.37717,2.81066,1.86046,0.608792,0.547308,1.36825,1.00089,2.80932,2.4303,3.2045,1.44574,0.628957,0.81679,0.961946,1.0459,0.801779,1.92218,1.07316,1.62382,1.36185,1.22187,0.812362,0.904882,1.1798,1.1938,0.832474,0.572189,1.17404,0.435995,0.459662,0.467607,0.699775,1.92296,3.13139,2.48617,1.38904,2.04984,2.38792,0.543713,0.608759,1.36579,3.34834,3.01851,1.89402,1.29402,1.91016,0.448,0.412266,1.30287,3.60646,3.81561,1.62387,1.78093,2.88309,0.846611,0.866935,2.45477,5.36805,2.57232,1.62992,1.60443,1.62909,0.889304,0.538279,3.30299,3.48763,1.85955,1.23043,2.13658,1.78046,2.48815,2.06946,1.4224,1.29034,0.758389,1.23452,1.91954,2.57764,1.89261,2.03494,1.43184,0.668195,0.531581,0.7682,1.56915,0.810968,1.14915,0.829638,0.579209,0.551822,0.295083,0.479767,0.763557,1.68465,0.890636,0.696769,0.725668,0.645885,0.199806,0.439296,0.582467,0.489743
4,0.0690324,0.640711,3.38489,1.87892,2.02035,0.49781,2.52151,3.46568,0.0726959,0.340488,3.04421,2.74096,1.92477,0.445705,4.55143,2.42059,0.167166,0.244031,1.47057,0.615382,2.03772,1.2442,2.04922,1.01286,0.386875,0.792389,0.660698,0.875437,1.69909,1.91606,0.661858,0.879699,0.227016,0.480885,1.07286,0.531079,3.23043,0.490956,1.64197,1.67553,0.303987,0.307888,0.248614,1.80225,7.8008,2.57223,1.25055,1.07055,0.646773,0.476628,0.579962,4.22869,6.77666,2.22305,2.24325,5.38625,0.40864,0.449124,2.87943,4.1028,1.37095,3.61601,1.99492,1.79556,0.756131,0.568028,1.50422,3.41842,1.43127,1.08232,1.22395,2.35718,1.48206,1.58021,2.53077,1.29537,1.07474,1.95972,1.20613,3.4758,1.44091,1.57508,0.653831,0.200347,0.925909,1.52277,4.43211,1.75505,0.663948,0.282389,0.550163,0.455243,0.415857,0.792852,0.577687,1.84583,0.846459,0.342317,0.222249,0.266617,0.263707,0.431641,0.550107,1.51481
5,3.10322,2.95434,1.39997,3.59144,3.83871,1.17373,0.637752,0.959682,3.0131,7.33052,2.57719,4.39773,2.73751,0.800027,0.743989,1.24388,1.11838,1.10691,0.604616,2.03528,3.95311,0.792291,2.09424,1.05267,1.18511,0.680775,0.919876,0.84791,2.12242,2.91541,0.526613,1.01089,0.756694,0.749314,1.81925,1.09592,1.3788,2.30987,1.1186,0.77352,0.374435,0.751045,2.56841,1.49129,3.0405,1.47005,0.865427,1.06572,0.706913,2.24377,2.47858,2.44805,2.33339,0.984798,0.995544,1.48016,1.46531,1.95167,0.966653,2.59809,4.56244,0.990143,2.92766,0.877628,0.641616,1.07266,1.2317,1.3881,4.15102,10.1298,4.09333,2.96031,1.17617,0.453708,0.484943,0.824559,1.76093,5.49052,3.23441,1.83119,1.19684,0.384682,1.71225,1.84997,0.376563,0.73869,0.584536,1.24952,1.95847,0.894972,1.10633,1.17311,0.29917,0.592809,0.926726,0.972928,0.489741,1.06637,0.846904,0.456698,0.203609,0.467435,1.09854,0.529305
6,0.685332,0.753952,0.0631797,0.406496,0.820864,0.720485,1.37593,1.58811,0.760749,1.12743,0.387337,0.948766,1.9066,0.673894,1.3679,0.921716,1.12912,1.03639,1.19498,0.913645,1.5432,0.573324,0.842867,0.866059,1.49239,3.19962,0.690765,1.96719,1.61501,0.890825,0.468731,0.847514,0.521225,0.828573,1.2921,1.85587,1.07679,1.04831,1.82105,2.8874,0.375175,0.415432,0.440049,0.902967,2.84492,2.03429,1.00014,2.01003,0.266455,0.308823,1.44746,1.10572,2.2123,4.28302,2.01375,2.79246,1.35225,0.615259,3.10121,2.47864,4.27848,4.17671,3.21119,1.77664,3.11118,0.90231,1.98006,3.15546,2.9583,2.86345,2.52001,2.84203,4.16893,1.19011,2.38233,1.55007,1.43114,3.06935,0.93604,2.77979,1.88581,0.462094,1.13453,0.72335,0.39592,0.733325,1.42271,1.16368,0.833682,0.467152,1.0298,0.812468,0.388092,0.405619,0.500849,1.14943,0.578537,0.422108,0.701952,1.40791,0.508045,0.384615,0.348111,0.515361
7,0.899972,0.892078,0.305181,0.965778,1.23708,1.23081,1.5833,1.75862,0.498984,0.561967,0.809694,1.77445,1.86925,0.669474,1.06509,2.48233,0.568117,1.31888,1.51324,1.00274,2.56378,1.49239,1.57555,1.34447,1.61733,2.05055,0.799942,0.533345,1.29614,2.6602,0.725664,0.810955,1.02554,0.192775,0.72518,1.38277,1.76212,2.32666,3.45775,0.747793,0.416164,0.298092,0.995527,2.56671,4.44971,3.15768,1.02785,1.8428,0.524863,0.617293,2.83876,3.1691,4.44946,4.00163,0.86348,1.21834,0.361638,0.443034,0.705044,6.45088,3.48604,1.99646,1.62854,1.46993,0.70812,0.540843,1.09225,1.47354,4.4892,1.64823,1.42655,1.98601,1.38028,1.14762,1.24135,3.53876,1.12476,1.9046,1.63485,1.33,1.03088,1.24269,4.87443,0.911293,0.680649,0.716181,1.25821,0.891787,0.738203,0.506845,0.835945,0.424643,0.265206,0.456903,0.686158,2.2523,0.776053,0.362732,0.395562,0.858852,0.137793,0.494176,0.726845,1.10448
8,0.320542,0.710616,0.405767,0.731913,2.60635,0.444731,0.465277,1.05115,0.555805,0.7197,0.459127,1.5212,5.3549,1.76015,0.856224,1.45061,0.52772,0.597276,0.716956,0.820552,3.65434,2.86944,1.4936,0.786747,0.353508,0.715048,1.83313,1.41036,1.74196,1.98948,1.56265,1.02389,0.310173,0.535446,2.21882,1.80201,1.40932,1.52364,1.14551,1.19795,0.311256,0.801108,0.498221,2.29903,3.24971,2.44213,0.44038,0.287142,0.419851,0.739573,1.15375,3.95376,3.28688,1.42019,0.620785,0.565014,0.321631,0.288213,1.88778,4.84682,3.8419,2.11535,1.43196,2.71181,0.39851,0.301075,2.13976,12.0168,13.7285,1.81554,1.80902,1.62,0.793952,0.533056,3.34303,4.34034,1.77955,2.55814,1.80817,1.71936,1.32733,0.882639,3.39812,0.708431,0.583491,2.48823,1.48215,0.83222,3.21596,1.0006,0.902705,0.392145,0.351773,0.717673,0.511407,0.860169,0.425288,1.12988,0.733985,0.979593,0.289266,0.249222,0.197545,0.935978
9,0.238127,2.12367,1.64976,0.699295,0.378505,0.090438,0.204939,0.380166,0.233522,0.859833,1.06652,2.57679,0.852638,0.193584,0.139666,0.353014,3.36985,0.50949,1.48692,1.27461,0.565008,0.431949,0.338541,0.388395,1.49572,1.16901,1.0233,0.953891,0.373672,0.76578,1.43598,0.559365,0.843119,0.491943,4.13257,3.42582,1.97819,0.63055,1.10998,0.93729,0.644962,1.25219,1.47148,2.46555,3.05795,0.84459,0.832883,1.11064,0.285199,0.685741,1.31196,4.19312,3.84523,0.983108,1.93029,1.12948,0.716435,0.986247,5.09628,6.0369,2.73176,0.990999,1.33335,1.41508,0.869421,1.1017,2.15137,2.03538,4.39853,3.13451,4.05339,1.25373,1.78564,2.464,2.56242,0.369352,0.945513,2.04928,0.775749,1.18298,1.03057,1.95421,3.60046,0.748814,0.41031,0.622519,1.37629,0.784089,2.00391,1.45059,0.74405,0.397895,0.176359,1.04866,0.706108,2.36417,0.829482,1.05123,0.337664,0.504788,0.156194,0.479701,0.440635,0.586799
